name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
TotalRevenue,"9,073,000,000","3,466,000,000","2,673,000,000","1,438,000,000","1,496,000,000","2,581,000,000","1,932,000,000","1,124,200,000","1,199,300,000","2,228,900,000","2,006,600,000","1,150,400,000","1,363,700,000","2,606,100,000","2,200,200,000","1,273,100,000","1,440,900,000","2,812,000,000","2,125,200,000","1,113,900,000","1,153,500,000","2,173,800,000","1,679,500,000","976,200,000","1,130,800,000","1,972,100,000","1,606,600,000","1,082,800,000","1,148,100,000","2,455,600,000","2,004,600,000","1,311,400,000","1,486,700,000","3,163,300,000","2,315,900,000","1,262,100,000","1,372,300,000","2,537,100,000","2,023,200,000","1,125,700,000","1,277,200,000","2,427,500,000","1,688,800,000","1,039,300,000","1,105,400,000","2,181,000,000","1,765,600,000","890,400,000","961,900,000","2,120,300,000","1,618,800,000","859,300,000","962,200,000","2,137,800,000","1,778,500,000","1,189,200,000","1,332,800,000","2,361,500,000","1,764,700,000","934,800,000","1,076,800,000","2,002,100,000","1,463,200,000","878,500,000","919,100,000","1,845,500,000","1,577,900,000","806,100,000","932,500,000","1,788,200,000","1,363,100,000","751,000,000","823,400,000","1,316,600,000","893,700,000","527,200,000","623,100,000","1,135,900,000","739,900,000","384,000,000","446,300,000","764,000,000","619,400,000","375,300,000","411,900,000","943,800,000","737,100,000","348,800,000","335,900,000","610,400,000","466,600,000","251,400,000","259,300,000","499,200,000","373,700,000","225,000,000","255,200,000","488,300,000","471,200,000","251,900,000","284,100,000","576,400,000","529,600,000","284,000,000","276,400,000","573,500,000","404,900,000","209,800,000","205,600,000","258,800,000","194,900,000","116,400,000","130,800,000","304,500,000","210,500,000","130,700,000","267,900,000","221,300,000","110,700,000","133,300,000","242,800,000","211,600,000","109,300,000","124,000,000","264,300,000","196,000,000","51,100,000","63,300,000","122,300,000","106,000,000","46,600,000","57,100,000","142,500,000","127,500,000","74,400,000","87,300,000","144,200,000","117,600,000","74,600,000","83,700,000","143,500,000","76,000,000","86,900,000","103,900,000","192,000,000","162,400,000","113,700,000"
	OperatingRevenue,"9,073,000,000","3,466,000,000","2,636,000,000","1,518,000,000","1,474,000,000","2,581,000,000","1,932,000,000","1,124,200,000","1,199,300,000","2,228,900,000","2,006,600,000","1,150,400,000","1,363,700,000","2,606,100,000","2,200,200,000","1,273,100,000","1,440,900,000","2,812,000,000","2,125,200,000","1,113,900,000","1,153,500,000","2,173,800,000","1,679,500,000","976,200,000","1,130,800,000","1,972,100,000","1,606,600,000","1,082,800,000","1,148,100,000","2,455,600,000","2,004,600,000","1,311,400,000","1,486,700,000","3,163,300,000","2,315,900,000","1,262,100,000","1,372,300,000","2,537,100,000","2,023,200,000","1,125,700,000","1,277,200,000","2,427,500,000","1,688,800,000","1,039,300,000","1,105,400,000","2,181,000,000","1,765,600,000","890,400,000","961,900,000","2,120,300,000","1,618,800,000","859,300,000","962,200,000","2,137,800,000","1,778,500,000","1,189,200,000","1,332,800,000","2,361,500,000","1,764,700,000","934,800,000","1,076,800,000","2,002,100,000","1,463,200,000","878,500,000","919,100,000","1,845,500,000","1,577,900,000","806,100,000","932,500,000","1,788,200,000","1,363,100,000","751,000,000","823,400,000","1,316,600,000","893,700,000","527,200,000","623,100,000","1,135,900,000","739,900,000","384,000,000","446,300,000","764,000,000","619,400,000","375,300,000","411,900,000","943,800,000","737,100,000","348,800,000","335,900,000","610,400,000","466,600,000","251,400,000","259,300,000","499,200,000","373,700,000","225,000,000","255,200,000","488,300,000","471,200,000","251,900,000","284,100,000","576,400,000","529,600,000","284,000,000","276,400,000","573,500,000","404,900,000","209,800,000","205,600,000","258,800,000","194,900,000","116,400,000","130,800,000","304,500,000","210,500,000","130,700,000","267,900,000","221,300,000","110,700,000","133,300,000","242,800,000","211,600,000","109,300,000","124,000,000","264,300,000","196,000,000","51,100,000","63,300,000","122,300,000","106,000,000","46,600,000","57,100,000","142,500,000","127,500,000","74,400,000","87,300,000","144,200,000","117,600,000","74,600,000","83,700,000","143,500,000","76,000,000","86,900,000","103,900,000","192,000,000","162,400,000","113,700,000"
CostOfRevenue,"4,097,000,000","1,470,000,000","2,120,000,000","-9,000,000","516,000,000","1,274,000,000","833,000,000","476,200,000","416,600,000","1,248,200,000","1,008,000,000","689,800,000","781,400,000","1,426,900,000","1,425,000,000","644,800,000","732,500,000","1,560,200,000","1,137,400,000","500,200,000","618,500,000","1,071,200,000","647,400,000","493,600,000","433,000,000","776,900,000","734,000,000","540,100,000","586,400,000","1,205,400,000","1,404,600,000","818,000,000","926,500,000","2,001,300,000","1,429,900,000","777,100,000","827,900,000","1,500,600,000","1,218,800,000","672,600,000","810,200,000","1,526,600,000","1,101,800,000","693,400,000","731,000,000","1,423,900,000","1,162,600,000","574,800,000","615,500,000","1,366,900,000","1,026,800,000","527,800,000","591,600,000","1,380,100,000",,,,,,,,,"994,400,000",,,,"1,150,700,000",,,,"913,300,000",,,,"596,900,000","346,200,000","430,100,000","754,900,000","453,100,000","153,600,000","164,200,000","336,700,000","374,700,000","163,800,000","190,600,000","507,700,000","377,100,000","174,600,000","160,300,000","316,900,000","224,300,000","115,100,000","104,800,000","216,300,000","159,800,000","90,400,000","104,800,000","227,500,000","235,700,000","121,700,000","133,600,000","310,300,000","274,000,000","155,000,000","134,300,000","300,700,000","219,400,000","104,100,000","100,200,000","131,100,000","96,800,000","55,100,000","60,700,000","159,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"4,976,000,000","1,996,000,000","553,000,000","1,447,000,000","980,000,000","1,307,000,000","1,099,000,000","648,000,000","782,700,000","980,700,000","998,600,000","460,600,000","582,300,000","1,179,200,000","775,200,000","628,300,000","708,400,000","1,251,800,000","987,800,000","613,700,000","535,000,000","1,102,600,000","1,032,100,000","482,600,000","697,800,000","1,195,200,000","872,600,000","542,700,000","561,700,000","1,250,200,000","600,000,000","493,400,000","560,200,000","1,162,000,000","886,000,000","485,000,000","544,400,000","1,036,500,000","804,400,000","453,100,000","467,000,000","900,900,000","587,000,000","345,900,000","374,400,000","757,100,000","603,000,000","315,600,000","346,400,000","753,400,000","592,000,000","331,500,000","370,600,000","757,700,000",,,,,,,,,"468,800,000",,,,"427,200,000",,,,"449,800,000",,,,"296,800,000","181,000,000","193,000,000","381,000,000","286,800,000","230,400,000","282,100,000","427,300,000","244,700,000","211,500,000","221,300,000","436,100,000","360,000,000","174,200,000","175,600,000","293,500,000","242,300,000","136,300,000","154,500,000","282,900,000","213,900,000","134,600,000","150,400,000","260,800,000","235,500,000","130,200,000","150,500,000","266,100,000","255,600,000","129,000,000","142,100,000","272,800,000","185,500,000","105,700,000","105,400,000","127,700,000","98,100,000","61,300,000","70,100,000","145,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"2,568,000,000","664,000,000","621,000,000","694,000,000","589,000,000","636,000,000","597,000,000","592,600,000","557,200,000","618,800,000","621,400,000","583,100,000","572,700,000","640,400,000","607,500,000","598,900,000","604,900,000","662,300,000","596,000,000","584,700,000","537,800,000","589,400,000","565,900,000","589,900,000","542,100,000","579,800,000","567,100,000","573,900,000","505,600,000","548,100,000","516,700,000","529,300,000","497,500,000","573,400,000","522,300,000","506,200,000","491,300,000","550,300,000","508,300,000","481,700,000","486,200,000","520,100,000","398,700,000","352,600,000","357,200,000","400,100,000","350,700,000","296,800,000","315,200,000","387,400,000","348,800,000","339,200,000","341,800,000","382,900,000","1,536,400,000","1,185,500,000","1,283,100,000","2,057,900,000","1,578,100,000","927,000,000","1,034,300,000","1,710,300,000","307,500,000","-2,791,000,000","887,500,000","1,619,400,000","275,000,000","-2,496,800,000","935,700,000","1,508,200,000","298,400,000","-1,781,200,000","795,800,000","1,129,900,000","193,900,000","180,500,000","189,000,000","207,300,000","182,500,000","236,300,000","257,200,000","282,500,000","173,300,000","234,600,000","216,300,000","297,800,000","274,200,000","189,000,000","172,000,000","183,100,000","177,200,000","152,000,000","129,200,000","171,200,000","156,200,000","148,100,000","146,400,000","167,100,000","162,200,000","146,200,000","142,900,000","167,200,000","169,000,000","150,000,000","142,300,000","163,600,000","145,300,000","128,600,000","110,500,000","83,000,000","78,400,000","71,600,000","72,000,000","89,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"2,077,000,000","553,000,000","514,000,000","541,000,000","469,000,000","515,000,000","489,000,000","458,500,000","437,900,000","503,400,000","511,200,000","446,400,000","476,900,000","536,700,000","503,200,000","471,000,000","496,100,000","556,200,000","490,100,000","461,100,000","445,700,000","486,200,000","464,800,000","475,300,000","445,500,000","481,000,000","464,100,000","451,800,000","419,800,000","466,600,000","435,700,000","413,200,000","415,900,000","492,000,000","431,500,000","394,600,000","404,700,000","465,800,000","426,900,000","400,200,000","405,800,000","443,300,000","342,400,000",,"304,300,000","350,000,000",,,"267,600,000","328,400,000","296,700,000","290,400,000","281,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,"2,077,000,000","553,000,000","514,000,000","541,000,000","469,000,000","515,000,000","489,000,000","458,500,000","437,900,000","503,400,000","511,200,000","446,400,000","476,900,000","536,700,000","503,200,000","471,000,000","496,100,000","556,200,000","490,100,000","461,100,000","445,700,000","486,200,000","464,800,000","475,300,000","445,500,000","481,000,000","464,100,000","451,800,000","419,800,000","466,600,000","435,700,000","413,200,000","415,900,000","492,000,000","431,500,000","394,600,000","404,700,000","465,800,000","426,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"2,077,000,000","553,000,000","514,000,000","541,000,000","469,000,000","515,000,000","489,000,000","458,500,000","437,900,000","503,400,000","511,200,000","446,400,000","476,900,000","536,700,000","503,200,000","471,000,000","496,100,000","556,200,000","490,100,000","461,100,000","445,700,000","486,200,000","464,800,000","475,300,000","445,500,000","481,000,000","464,100,000","451,800,000","419,800,000","466,600,000","435,700,000","413,200,000","415,900,000","492,000,000","431,500,000","394,600,000","404,700,000","465,800,000","426,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"509,000,000","128,000,000","129,000,000","127,000,000","125,000,000","126,000,000","124,000,000","121,900,000","122,500,000","120,200,000","119,400,000","118,100,000","109,900,000","108,900,000","111,200,000","113,800,000","118,800,000","112,200,000","110,300,000","114,800,000","104,100,000","99,300,000","98,100,000","101,500,000","98,100,000","100,700,000","100,600,000","102,600,000","92,500,000","88,000,000","91,000,000","91,200,000","90,000,000","87,700,000","94,000,000","96,800,000","91,900,000","87,300,000","87,100,000","88,300,000","84,600,000","82,800,000","60,300,000","59,300,000","57,800,000","55,500,000","55,300,000","52,900,000","51,700,000","52,600,000","53,000,000","52,100,000","51,300,000","49,800,000","47,700,000","46,900,000","46,800,000","45,800,000","44,900,000","43,600,000","42,100,000","41,800,000","41,700,000","40,000,000","36,500,000","35,900,000","36,300,000","34,600,000","36,500,000","37,700,000","37,600,000","38,000,000","38,500,000","28,400,000","27,500,000","27,300,000","26,100,000","25,400,000","24,200,000","23,600,000","23,200,000","23,500,000","23,200,000","26,900,000","26,200,000","26,100,000","26,000,000","26,700,000","23,800,000","23,500,000","23,500,000","22,800,000","22,600,000","22,600,000","21,700,000","22,400,000","21,900,000","21,900,000","21,600,000","20,800,000","21,600,000","22,000,000","21,700,000","21,600,000","21,400,000","21,600,000","21,400,000","20,800,000","18,200,000","11,000,000","10,900,000","10,600,000","10,000,000","10,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"509,000,000","128,000,000","129,000,000","127,000,000","125,000,000","126,000,000","124,000,000","121,900,000","122,500,000","120,200,000","119,400,000","118,100,000","109,900,000","108,900,000","111,200,000","113,800,000","118,800,000","112,200,000","110,300,000","114,800,000","104,100,000","99,300,000","98,100,000","101,500,000","98,100,000","100,700,000","100,600,000","102,600,000","92,500,000","88,000,000","91,000,000","91,200,000","90,000,000","87,700,000","94,000,000","96,800,000","91,900,000","87,300,000","87,100,000","88,300,000","84,600,000","82,800,000","60,300,000","59,300,000","57,800,000","55,500,000","55,300,000","52,900,000","51,700,000","52,600,000","53,000,000","52,100,000","51,300,000","49,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
