name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalRevenue,"785,521,000","205,752,000","203,591,000","195,694,000","180,484,000","172,669,000","166,340,000","166,054,000","162,585,000","159,657,000","153,028,000","145,815,000","141,010,000","132,097,000","124,011,000","114,896,000","108,221,000","98,448,000","91,827,000","84,685,000","80,098,000","73,336,000","68,096,000","63,440,000","58,607,000","52,492,000","47,744,000","42,928,000","38,145,000","33,388,000","29,029,000","25,361,000","22,613,000","19,843,000","17,185,000"
	OperatingRevenue,"785,521,000","205,752,000","203,591,000","195,694,000","180,484,000","172,669,000","166,340,000","166,054,000","162,585,000","159,657,000","153,028,000","145,815,000","141,010,000","132,097,000","124,011,000","114,896,000","108,221,000","98,448,000","91,827,000","84,685,000","80,098,000","73,336,000","68,096,000","63,440,000","58,607,000","52,492,000","47,744,000","42,928,000","38,145,000","33,388,000","29,029,000","25,361,000","22,613,000","19,843,000","17,185,000"
CostOfRevenue,"256,279,000","63,960,000","68,793,000","64,262,000","59,264,000","57,125,000","45,968,000","45,198,000","33,273,000","28,073,000","26,402,000","25,149,000","23,613,000","21,696,000","20,206,000","18,447,000","17,050,000","16,383,000","15,671,000","15,694,000","14,977,000","13,930,000","12,627,000","11,778,000","11,655,000","10,621,000","9,744,000","8,952,000","7,866,000","6,801,000","5,940,000","5,029,000","4,032,000","3,378,000","2,935,000"
GrossProfit,"529,242,000","141,792,000","134,798,000","131,432,000","121,220,000","115,544,000","120,372,000","120,856,000","129,312,000","131,584,000","126,626,000","120,666,000","117,397,000","110,401,000","103,805,000","96,449,000","91,171,000","82,065,000","76,156,000","68,991,000","65,121,000","59,406,000","55,469,000","51,662,000","46,952,000","41,871,000","38,000,000","33,976,000","30,279,000","26,587,000","23,089,000","20,332,000","18,581,000","16,465,000","14,250,000"
OperatingExpense,"757,795,000","197,539,000","186,699,000","178,449,000","195,108,000","169,852,000","168,414,000","163,804,000","155,414,000","159,064,000","150,842,000","137,567,000","134,289,000","125,801,000","112,345,000","101,984,000","94,802,000","89,597,000","84,143,000","83,832,000","81,569,000","74,472,000","69,413,000","65,956,000","64,991,000","61,164,000","56,238,000","48,941,000","45,421,000","41,288,000","38,734,000","29,604,000","28,888,000","25,970,000","25,958,000"
	SellingGeneralAndAdministration,"545,939,000","139,143,000","133,337,000","127,081,000","146,378,000","126,246,000","122,641,000","119,176,000","114,570,000","117,763,000","112,455,000","103,435,000","99,950,000","93,689,000","86,163,000","78,022,000","72,199,000","69,951,000","65,989,000","65,566,000","63,303,000","58,505,000","55,036,000","51,215,000","49,022,000","46,155,000","44,223,000","38,325,000","36,667,000","33,923,000","32,324,000","24,268,000","23,976,000","21,686,000","21,480,000"
		GeneralAndAdministrativeExpense,"151,912,000","38,719,000","35,614,000","34,014,000","43,565,000","31,450,000","30,249,000","29,798,000","29,434,000","28,155,000","24,751,000","23,278,000","23,100,000","21,714,000","19,702,000","16,880,000","14,711,000","14,945,000","14,596,000","14,305,000","13,942,000","12,968,000","11,578,000","10,833,000","10,236,000","9,679,000","9,070,000","8,960,000","7,984,000","7,855,000","6,864,000","5,249,000","5,360,000","5,621,000","4,396,000"
			OtherGandA,"151,912,000","38,719,000","35,614,000","34,014,000","43,565,000","31,450,000","30,249,000","29,798,000","29,434,000","28,155,000","24,751,000","23,278,000","23,100,000","21,714,000","19,702,000","16,880,000","14,711,000","14,945,000","14,596,000","14,305,000","13,942,000","12,968,000","11,578,000","10,833,000","10,236,000","9,679,000","9,070,000","8,960,000","7,984,000","7,855,000","6,864,000","5,249,000","5,360,000","5,621,000","4,396,000"
		SellingAndMarketingExpense,"394,027,000","100,424,000","97,723,000","93,067,000","102,813,000","94,796,000","92,392,000","89,378,000","85,136,000","89,608,000","87,704,000","80,157,000","76,850,000","71,975,000","66,461,000","61,142,000","57,488,000","55,006,000","51,393,000","51,261,000","49,361,000","45,537,000","43,458,000","40,382,000","38,786,000","36,476,000","35,153,000","29,365,000","28,683,000","26,068,000","25,460,000","19,019,000","18,616,000","16,065,000","17,084,000"
	ResearchAndDevelopment,"211,856,000","58,396,000","53,362,000","51,368,000","48,730,000","43,606,000","45,773,000","44,628,000","40,844,000","41,301,000","38,387,000","34,132,000","34,339,000","32,112,000","26,182,000","23,962,000","22,603,000","19,646,000","18,154,000","18,266,000","18,266,000","15,967,000","14,377,000","14,741,000","15,969,000","15,009,000","12,015,000","10,616,000","8,754,000","7,365,000","6,410,000","5,336,000","4,912,000","4,284,000","4,478,000"
OperatingIncome,"-228,553,000","-55,747,000","-51,901,000","-47,017,000","-73,888,000","-54,308,000","-48,042,000","-42,948,000","-26,102,000","-27,480,000","-24,216,000","-16,901,000","-16,892,000","-15,400,000","-8,540,000","-5,535,000","-3,631,000","-7,532,000","-7,987,000","-14,841,000","-16,448,000","-15,066,000","-13,944,000","-14,294,000","-18,039,000","-19,293,000","-18,238,000","-14,965,000","-15,142,000","-14,701,000","-15,645,000","-9,272,000","-10,307,000","-9,505,000","-11,708,000"
NetNonOperatingInterestIncomeExpense,"-2,059,000","-614,000","-653,000","-504,000","-288,000","-5,199,000","-4,495,000","-3,996,000","-3,323,000","-2,497,000","-2,160,000","-1,877,000","-1,679,000","-1,670,000","-1,747,000","-2,338,000","-821,000","665,000","513,000","491,000","435,000","369,000","304,000","229,000","200,000","178,000","138,000","136,000","127,000","90,000","-7,000","-7,000","-10,000","-12,000","-12,000"
	InterestIncomeNonOperating,"2,862,000","625,000","575,000","724,000","938,000","1,153,000","1,734,000","2,220,000","2,781,000","3,538,000","3,793,000","4,011,000","4,140,000","4,077,000","3,922,000","3,259,000","1,845,000","687,000","534,000","512,000","457,000","393,000","325,000","250,000","221,000","199,000","158,000","149,000","141,000","111,000","47,000","7,000","5,000","3,000","3,000"
	InterestExpenseNonOperating,"4,921,000","1,239,000","1,228,000","1,228,000","1,226,000","6,352,000","6,229,000","6,216,000","6,104,000","6,035,000","5,953,000","5,888,000","5,819,000","5,747,000","5,669,000","5,597,000","2,666,000","22,000","21,000","21,000","22,000","24,000","21,000","21,000","21,000","21,000","20,000","13,000","14,000","21,000","54,000","14,000","15,000","15,000","15,000"
OtherIncomeExpense,"-1,170,000","-523,000","-268,000","-43,000","-336,000","-108,000","-811,000","-604,000","-395,000","106,000","-465,000","315,000","2,978,000","-92,000","-8,000","-435,000","-842,000","226,000","-45,000","-152,000","314,000","-55,000","-280,000","-126,000","-111,000","70,000","-163,000","-31,000","-2,000","-195,000","-381,000","67,000","134,000","-238,000","-181,000"
	OtherNonOperatingIncomeExpenses,"-1,170,000","-523,000","-268,000","-43,000","-336,000","-108,000","-811,000","-604,000","-395,000","106,000","-465,000","315,000","2,978,000","-92,000","-8,000","-435,000","-842,000","226,000","-45,000","-152,000","314,000","-55,000","-280,000","-126,000","-111,000","70,000","-163,000","-31,000","-2,000","-195,000","-381,000","67,000","134,000","-238,000","-181,000"
PretaxIncome,"-231,782,000","-56,884,000","-52,822,000","-47,564,000","-74,512,000","-59,615,000","-53,348,000","-47,548,000","-29,820,000","-29,871,000","-26,841,000","-18,463,000","-15,593,000","-17,162,000","-10,295,000","-8,308,000","-5,294,000","-6,641,000","-7,519,000","-14,502,000","-15,699,000","-14,752,000","-13,920,000","-14,191,000","-17,950,000","-19,045,000","-18,263,000","-14,860,000","-15,017,000","-14,806,000","-16,033,000","-9,212,000","-10,183,000","-9,755,000","-11,901,000"
TaxProvision,"323,000","-493,000","763,000","506,000","-453,000","-717,000","564,000","380,000","332,000","-1,307,000","894,000","660,000","-36,000","257,000","-106,000","225,000","321,000","325,000","210,000","189,000","235,000","241,000","-37,000","-61,000","121,000","149,000","92,000","-41,000","102,000","19,000","-104,000","0","0",,"0"
