name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990
MarketCap,"945,670,196","386,720,465","471,489,092","682,141,950","644,419,746","858,590,294","621,994,710","183,042,844","233,344,694","214,824,409","217,881,031","140,482,613","133,743,143","91,665,340","87,664,938","78,504,637","108,096,150","96,858,432","61,004,758","141,002,363","32,905,161","31,651,631","28,517,806","35,490,105","36,606,360","54,287,033","42,084,556","45,833,954","51,769,737","81,544,228","112,964,462","100,425,500","159,123,301","224,112,695","244,171,782","282,788,635","282,408,059","207,570,191","205,867,946","203,891,852","163,895,324","151,370,242","125,729,053","113,155,429","138,670,870","138,429,705","156,423,357","141,410,883","142,610,456","197,174,856","125,673,550","134,021,753","131,386,680","100,788,434","96,368,860","82,086,829","71,438,456","67,335,100","69,707,639","61,721,593","56,841,502","54,696,097","37,753,709","32,340,762","32,927,361","36,243,169","40,976,860","39,005,574","34,019,066","45,669,288","46,645,676","31,072,780","52,208,439","65,260,549","53,904,471","43,931,223","32,311,357","28,840,351","29,293,296","35,723,920","26,570,359","23,852,796","12,000,237","8,003,393","8,304,156","5,951,113","6,760,574","9,483,141","7,903,918","11,305,292","14,813,008","15,014,484","18,501,950","32,822,345","25,060,691","33,414,255","26,437,533","24,549,138","16,527,235","30,690,199","39,666,000","37,260,216","26,680,500","18,782,634","22,375,500","22,375,500","27,042,750","24,101,317","60,660,000","59,312,000","66,725,000","44,968,000","57,218,000","51,979,750","44,884,500","51,834,000","41,872,500","60,754,500","77,484,000","58,113,000","25,404,500","18,029,000","15,980,250","12,292,500"
EnterpriseValue,"853,893,115","284,824,839","362,871,728","571,890,357","522,282,954","842,447,006","622,542,282","181,244,406","245,461,589","225,279,519","223,703,428","143,418,354","138,742,678","92,328,396","95,053,522","84,147,506","109,231,303","93,286,082","58,333,626","138,331,231","31,663,568","28,166,207","26,132,724","32,279,421","33,814,964","50,615,392","37,978,742","43,209,228","48,835,935","76,975,658","107,168,239","96,283,269","153,181,985","216,121,508","235,249,352","278,475,436","278,094,860","203,256,992","201,554,747","199,578,653","159,582,125","147,057,043","121,415,854","108,842,230","135,323,738","135,760,398","152,793,198","138,505,106","138,811,454","192,027,784","122,517,180","131,245,984","128,095,008","99,268,020","93,211,668","80,217,354","69,854,848","64,876,358","68,108,627","59,871,372","55,174,355","53,503,752","35,931,610","30,137,949","30,724,548","34,511,908","39,207,088","37,235,802","32,490,490","43,902,871","45,164,226","30,797,892","52,479,939","65,383,569","55,999,225","45,579,613","33,613,065","30,292,219","31,256,237","37,473,286","28,093,203","25,407,930","13,555,371","9,871,500","10,619,393","8,170,025","8,920,233","11,616,368","10,037,145","13,295,185","16,601,340","15,514,484","17,659,411","32,022,345","23,160,691","32,314,255","25,393,831","24,949,138","18,527,235","30,690,199","38,399,879","40,760,216","26,880,500","17,482,634","22,275,500","22,275,500","26,042,750","22,401,317","58,960,000","53,912,000","59,925,000","44,568,000","59,118,000","55,579,750","48,784,500","54,834,000","44,972,500","63,454,500","79,384,000","58,013,000","24,604,500","18,029,000","13,580,250","9,892,500"
PeRatio,,,"65.444",,,,,,,,,,,,,,,,,,,,"91","13.556","11.455","11","9.667","14.364","16.364","47.167","49","10.576","17.219","18.047","17","17.927","16.164","12.929","12.821","17.439","17.788","20.074","23.737","21.474","21.739","22.682","20.321","21.458","39.923","47.8","31.533","21.042","20","15.375","16.905","16.917","20.385","19.771","26.1","78.333","160.316",,"154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39.286","34.821","26.786"
ForwardPeRatio,,,,,,"178.571",,,,,,,,,,,,,,,,,,,,,,,,"14.144","18.657",,"17.731","24.938","21.186","22.272","18.149","14.535","18.832","16.367","16.26","18.692","15.552","21.459","18.45","18.519","20.04","17.921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"16.308","6.744","8.057","11.833","12.014","16.046","13.557","4.34","5.535","5.807","6.67","4.648","5.186","4.177","4.753","5.093","7.023","5.596","2.564","5.959","2.125","1.734","1.19","1.382","1.309","1.585","1.286","1.467","1.668","3.339","4.62","4.242","6.869","7.902","7.762","7.74","7.484","5.76","5.712","6.432","6.275","6.662","7.038","6.367","7.509","8.235","8.156","6.615","6.571","7.302","4.679","4.995","4.858","3.901","3.91","3.324","3.154","3.126","3.374","3.655","3.058","3.798","2.752","2.42","2.457","2.797","3.978","3.839","3.589","4.835","5.797","3.519","5.554","6.762","5.904","4.857","3.425","3.428","3.258","4.245","3.228","3.324","1.673","1.175","1.246","0.957","1.12","1.763","1.522","2.325","3.046","2.956","3.545","6.905","4.591","8.841","10.145","9.694","6.19","12.473","17.616","17.239","44.198","7.974","3.877","3.877","2.235","1.335","3.36","3.402","3.836","3.02","4.317","4.191","3.618","3.983","3.483","5.204","5.626","4.527","1.972","1.685","1.493","1.149"
PbRatio,"6.954","2.613","3.096","4.402","4.144","17.613","20.657","4.434","7.5","7.247","6.739","4.044","4.116","2.485","2.974","2.189","2.676","2.164","1.859","4.297","0.981","0.898","0.84","0.999","1.05","1.564","1.27","1.416","1.667","2.787","4.025","3.467","5.734","7.656","7.775","10.578","10.91","8.478","8.409","10.229","9.45","8.927","7.505","6.755","10.302","9.702","10.147","8.766","11.778","16.428","10.164","10.346","12.314","10.499","11.071","8.457","8.026","7.18","8.517","10.061","10.222","10.864","7.92","7.628","7.766","9.545","12.4","11.804","10.498","13.088","15.964","17.072","29.863","53.203","501.39","89.187","42.749","42.698","37.61","56.738","59.852","228.154","114.783",,,,,,,"84.629","20.378","7.902","6.319","9.378","6.265","7.425","7.452","8.768","10.33","10.23","5.253","7.306","3.758","2.471","2.486","2.486","2.704","1.898","4.776","4.119","4.305","8.176","13.307","8.962","7.874","8.639","7.613","9.493","11.395","12.107","5.405","2.956","2.663","2.049"
EnterprisesValueRevenueRatio,"14.122","21.862","25.672","36.551","29.582","63.15","42.59","15.426","23.781","22.657","21.148","16.431","14.264","13.235","14.918","16.172","19.854","36.258","22.552","37.464","7.34","11.709","8.057","9.059","6.081","10.605","4.614","6.039","6.25","7.012","16.093","17.335","19.39","49.726","35.163","58.147","38.197","21.448","20.338","20.136","18.435","18.778","14.062","15.31","38.472","31.666","41.845","17.757","79.13","26.748","22.322","16.588","18.387","13.562","17.44","10.232","12.346","10.135","11.876","11.571","11.934","10.05","8.557","6.815","9.307","9.346","11.503","11.573","11.634","12.176","29.22","20.068","19.013","29.645","24.047","21.638","11.164","17.985","13.929","15.021","14.108","11.241","8.116","5.619","4.624","5.637","7.35","6.301","7.284","9.85","19.593","22.164","12.167","29.111","14.475","24.857","31.104","31.186","30.879","51.15","68.054","58.229","89.602","34.965","37.126","37.126","65.107","10.667","17.341","9.984","14.981","12.734","24.633","12.083","12.838","34.271","23.67","15.864","18.901","58.013","12.302","2.862","3.88","7.61"
EnterprisesValueEBITDARatio,"-33.214","-22.002","-71.665","-165.599","-122.983","-545.321","33.518","-15.517","-163.595","668.313","-105.332","-62.625","-88.695","-35.087","-144.455","-35.392","-20.879","-19.975","-7.965","-79.897","-27.866","-11.492","-14.859","25.124","35.615","277.041","15.149","48.932","31.007","25.05","67.751","-298.625","70.593","230.316","136.188","148.131","225.355","58.074","54.008","60.386","54.57","64.605","41.93","44.885","238.922","624.642","277.007","43.12","1,624.419","97.321","88.622","61.234","164.518","43.54","200.455","59.474","166.865","77.013","86.107","148.783","118.858","129.583","-282.29","206.455","449.058","237.926","182.295","1,053.764","-788.757","212.568","-45.66","-64.241","148.284","917.574","762.839","-483.721","83.778","-119.249","198.364","-521.883","-12.904","48.424","422.668","31.878","25.137","-102.975","-29.944","206.91","-33.663","-61.305","-46.897","-22.164","46.097","-45.746","-46.321","-35.905","118.174","-35.642","-9.751","-23.608","-13.839","-25.475","-15.812","-43.707","-5.304","-27.844","-21.702","-7","-14.038",,"599.25","27.855","-25.703","185.266",,"-137.085","18.739","-20.469","-793.84","-193.377","-11.716","22.536","67.901","-98.925"
