name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003
			OtherReceivables,,,,,,"3,180,000","2,908,000","1,284,000",,"667,000","6,932,000","3,316,000",,"4,769,000","2,292,000","5,555,000","6,155,000",,"2,988,000",,"3,151,000",,,,,,"503,000","1,310,000","1,282,000",,
		PrepaidAssets,"19,089,000","14,365,000","17,294,000","11,338,000","13,865,000","8,929,000","9,634,000","9,616,000","9,032,000","10,205,000","11,352,000","10,370,000","11,091,000","10,011,000","11,137,000","9,742,000","10,182,000","9,302,000","9,482,000","6,815,000","6,240,000","6,770,000","2,529,000","2,344,000","2,141,000","2,806,000","2,635,000","2,106,000","2,512,000","2,438,000","1,998,234"
		RestrictedCash,"248,000","148,000","150,000","156,000","156,000",,,,,,,,,,,,,,"483,000",,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,"18,929,000","16,846,000","18,193,000","22,719,000","21,755,000","17,391,000","16,917,000","26,023,000","15,574,000","13,651,000","12,737,000","12,051,000","10,453,000","9,500,000","8,614,000",,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,"18,929,000","16,846,000","18,193,000","22,719,000","21,755,000","17,391,000","16,917,000","26,023,000","15,574,000","13,651,000","12,737,000","12,051,000","10,453,000","9,500,000","8,614,000",,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,"32,000","7,497,000",,,,,,,,"3,236,000",,,,,,,"637,000","380,000",,,
	TotalNonCurrentAssets,"1,425,661,000","1,420,421,000","1,413,189,000","1,441,033,000","1,468,012,000","957,073,000","954,171,000","946,359,000","930,120,000","971,340,000","971,821,000","970,872,000","966,579,000","937,338,000","934,940,000","924,978,000","891,031,000","881,325,000","866,058,000","837,419,000","832,864,000","609,878,000","419,776,000","382,686,000","378,451,000","348,657,000","324,606,000","274,040,000","250,797,000","251,224,000","219,934,082"
		NetPPE,"146,392,000","154,309,000","161,330,000","172,239,000","180,602,000","76,638,000","78,982,000","80,487,000","81,807,000","83,911,000","83,790,000","82,533,000","80,949,000","80,915,000","78,341,000","72,956,000","68,931,000","64,150,000","62,185,000","57,229,000","56,684,000","49,947,000","25,855,000","22,354,000","22,049,000","20,257,000","20,615,000","19,376,000","19,719,000","23,584,000","22,612,804"
			GrossPPE,"294,461,000","285,794,000","274,916,000","268,417,000","259,316,000",,,,"194,631,000","192,548,000","192,427,000","191,170,000","189,586,000","175,698,000","173,124,000","167,739,000","163,714,000","146,194,000","144,229,000","139,273,000","138,728,000","70,153,000","46,061,000","42,560,000","42,255,000","33,551,000","33,909,000","32,670,000","33,013,000",,"22,612,804"
				Properties,"0","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,"12,603,000",,,,"10,345,000",,,,"7,944,000",,,,"2,623,000",,,,,,
				MachineryFurnitureEquipment,"291,539,000","282,793,000","271,916,000","265,907,000","256,808,000",,,,"49,139,000",,,,"50,636,000",,,,"42,943,000",,,,"38,305,000",,,,"12,941,000",,,,"11,376,000",,
				OtherProperties,,,,,,,,,"133,972,000",,,,"126,347,000",,,,"110,426,000",,,,"92,479,000",,,,"26,691,000",,,,"21,637,000",,
				Leases,"2,922,000","3,001,000","3,000,000","2,510,000","2,508,000",,,,"11,520,000",,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-148,069,000","-131,485,000","-113,586,000","-96,178,000","-78,714,000",,,,"-112,824,000","-108,637,000","-108,637,000","-108,637,000","-108,637,000","-94,783,000","-94,783,000","-94,783,000","-94,783,000","-82,044,000","-82,044,000","-82,044,000","-82,044,000","-20,206,000","-20,206,000","-20,206,000","-20,206,000","-13,294,000","-13,294,000","-13,294,000","-13,294,000",,
		GoodwillAndOtherIntangibleAssets,"1,255,744,000","1,258,243,000","1,243,576,000","1,264,805,000","1,284,087,000","826,148,000","828,500,000","828,935,000","814,264,000","828,057,000","846,599,000","832,207,000","795,899,000","795,235,000","796,073,000","792,066,000","763,507,000","766,078,000","753,788,000","721,177,000","717,158,000","491,629,000","381,661,000","349,300,000","346,526,000","318,925,000","294,619,000","246,051,000","223,238,000","227,108,000","190,205,889"
			Goodwill,"802,675,000","793,892,000","772,669,000","774,562,000","775,093,000","753,547,000","752,491,000","749,562,000","731,369,000","753,135,000","754,913,000","736,524,000","695,744,000","692,836,000","689,680,000","681,753,000","650,124,000","649,452,000","633,718,000","612,361,000",,,,,,,,,,"7,024,000","176,980,955"
			OtherIntangibleAssets,"453,069,000","464,351,000","470,907,000","490,243,000","508,994,000","72,601,000","76,009,000","79,373,000","82,895,000","74,922,000","91,686,000","95,683,000","100,155,000","102,399,000","106,393,000","110,313,000","113,383,000","116,626,000","120,070,000","108,816,000","717,158,000","491,629,000","381,661,000","349,300,000","346,526,000","318,925,000","294,619,000","246,051,000","223,238,000","220,084,000","13,224,934"
		InvestmentsAndAdvances,,,,,,"48,293,000","43,389,000","33,455,000","30,365,000",,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"1,604,000","1,413,000","1,442,000","1,592,000","953,000",,,,,,,,,,,,,,,,,"17,369,000",,,,,,,,,
			NonCurrentDeferredTaxesAssets,"1,604,000","1,413,000","1,442,000","1,592,000","953,000",,,,,,,,,,,,,,,,,"17,369,000",,,,,,,,,
		OtherNonCurrentAssets,"21,921,000","6,456,000","6,841,000","2,397,000","2,370,000","5,994,000","3,300,000","3,482,000","3,684,000","59,372,000","41,432,000","56,132,000","89,731,000","61,188,000","60,526,000","59,956,000","58,593,000","51,097,000","50,085,000","59,013,000","59,022,000","50,933,000","12,260,000","11,032,000","9,876,000","9,475,000","9,372,000","8,613,000","7,840,000","532,000","7,115,389"
TotalLiabilitiesNetMinorityInterest,"757,191,000","754,343,000","742,474,000","742,384,000","924,846,000","186,350,000","192,580,000","211,588,000","198,715,000","225,255,000","242,854,000","289,988,000","299,922,000","346,283,000","356,110,000","382,451,000","366,569,000","370,389,000","363,289,000","349,779,000","347,485,000","203,334,000","177,702,000","145,350,000","141,182,000","124,491,000","120,171,000","65,853,000","43,564,000","47,208,000","28,983,258"
	CurrentLiabilities,"100,422,000","109,306,000","99,299,000","99,366,000","96,144,000","103,599,000","89,823,000","91,194,000","102,801,000","105,562,000","109,657,000","120,977,000","189,239,000","129,870,000","119,682,000","131,386,000","136,898,000","138,656,000","120,766,000","125,472,000","131,802,000","105,603,000","53,332,000","51,365,000","53,637,000","47,031,000","41,063,000","35,860,000","28,134,000","29,998,000","22,313,515"
		PayablesAndAccruedExpenses,"72,735,000","78,379,000","72,622,000","76,582,000","64,643,000","77,449,000","74,261,000","73,862,000","85,529,000","87,136,000","85,641,000","86,904,000","103,012,000","101,040,000","89,654,000","100,140,000","102,866,000","93,331,000","81,112,000","85,498,000","86,549,000","63,485,000","32,051,000","30,191,000","29,225,000","31,002,000","32,017,000","26,565,000","19,911,000","20,723,000","18,785,628"
			Payables,"54,750,000","56,550,000","48,656,000","49,236,000","38,750,000","35,382,000","38,383,000","37,490,000","41,727,000","39,605,000","42,873,000","42,094,000","45,583,000","43,977,000","42,455,000","46,579,000","46,281,000","40,600,000","39,534,000","36,303,000","16,660,000","10,675,000","11,245,000","9,509,000","10,190,000","6,115,000","6,746,000","6,120,000","4,211,000","5,654,000","5,214,730"
				AccountsPayable,"51,450,000","53,977,000","46,078,000","47,314,000","36,008,000","35,382,000","37,346,000","36,652,000","39,118,000","39,605,000","42,873,000","42,094,000","45,583,000","43,977,000","42,455,000","46,579,000","46,281,000","40,600,000","39,534,000","36,303,000","16,660,000","10,675,000","11,245,000","9,509,000","10,190,000","6,115,000","6,746,000","6,120,000","4,211,000","5,654,000","5,214,730"
				TotalTaxPayable,"3,300,000","2,573,000","2,578,000","1,922,000","2,742,000","0","1,037,000","838,000","2,609,000",,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"3,300,000","2,573,000","2,578,000","1,922,000","2,742,000","0","1,037,000","838,000","2,609,000",,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"17,985,000","21,829,000","23,966,000","27,346,000","25,893,000","42,067,000","35,878,000","36,372,000","43,802,000","47,531,000","42,768,000","44,810,000","57,429,000","57,063,000","47,199,000","53,561,000","56,585,000","52,731,000","41,578,000","49,195,000","69,889,000","52,810,000","20,806,000","20,682,000","19,035,000","24,887,000","25,271,000","20,445,000","15,700,000","15,069,000","13,570,898"
		PensionandOtherPostRetirementBenefitPlansCurrent,"20,709,000","30,054,000","26,173,000","22,244,000","23,334,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"6,253,000",,,,"7,705,000","20,446,000","8,807,000","9,386,000","9,891,000","10,483,000","16,541,000","17,423,000","18,282,000","18,996,000","17,398,000","18,807,000","20,794,000","24,848,000","27,120,000","27,928,000","38,444,000","31,685,000","20,729,000","19,514,000","19,870,000","12,717,000","9,046,000","9,295,000","7,231,000","6,224,000","2,735,964"
			CurrentDebt,,,,,"7,705,000","20,446,000","8,807,000","9,386,000","9,891,000","10,483,000","16,541,000","17,423,000","18,282,000","18,996,000","17,398,000","18,807,000","20,794,000","24,848,000","27,120,000","27,928,000","38,444,000","31,685,000","20,729,000","19,514,000","19,870,000","12,717,000","9,046,000","9,295,000","7,231,000","6,224,000","2,735,964"
				OtherCurrentBorrowings,,,,,"7,705,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"6,253,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"725,000","873,000","504,000","540,000","462,000","5,704,000","6,755,000","7,946,000","7,381,000","7,011,000","7,475,000","7,776,000","9,474,000","7,557,000","7,518,000","8,514,000","8,462,000","7,112,000","8,168,000","6,763,000","6,809,000","6,125,000",,,,,,,,,
			CurrentDeferredRevenue,"725,000","873,000","504,000","540,000","462,000","5,704,000","6,755,000","7,946,000","7,381,000","7,011,000","7,475,000","7,776,000","9,474,000","7,557,000","7,518,000","8,514,000","8,462,000","7,112,000","8,168,000","6,763,000","6,809,000","6,125,000",,,,,,,,,
		OtherCurrentLiabilities,,,,,,,,,,"932,000",,"8,874,000","58,471,000","2,277,000","5,112,000","3,925,000","4,776,000","13,365,000","4,366,000","5,283,000",,"4,308,000","552,000","1,660,000","4,542,000","3,312,000",,,"992,000","3,051,000","791,923"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"656,769,000","645,037,000","643,175,000","643,018,000","828,702,000","82,751,000","102,757,000","120,394,000","95,914,000","119,693,000","133,197,000","169,011,000","110,683,000","216,413,000","236,428,000","251,065,000","229,671,000","231,733,000","242,523,000","224,307,000","215,683,000","97,731,000","124,370,000","93,985,000","87,545,000","77,460,000","79,108,000","29,993,000","15,430,000","17,210,000","6,669,743"
		LongTermDebtAndCapitalLeaseObligation,"566,873,000","554,845,000","554,405,000","553,968,000","741,908,000","1,028,000","29,357,000","45,849,000","22,938,000","40,014,000","57,139,000","87,134,000","14,404,000","151,820,000","177,495,000","192,977,000","179,531,000","190,533,000","200,507,000","181,551,000","182,127,000","95,208,000","114,690,000","92,038,000","85,910,000","70,763,000","73,057,000","26,548,000","13,473,000","11,390,000","569,142"
			LongTermDebt,"555,290,000","554,845,000","554,405,000","553,968,000","741,908,000","1,028,000","29,357,000","45,849,000","22,938,000","40,014,000","57,139,000","87,134,000","14,404,000","151,820,000","177,495,000","192,977,000","179,531,000","190,533,000","199,595,000","181,551,000","182,127,000","95,208,000","114,690,000","92,038,000","85,910,000","70,763,000","73,057,000","26,548,000","13,473,000","11,390,000","569,142"
			LongTermCapitalLeaseObligation,"11,583,000",,,,,,,,,,,,,,,,,,"912,000",,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"86,490,000","84,653,000","82,163,000","81,744,000","80,969,000","76,826,000","68,429,000","69,541,000","67,676,000","74,623,000","70,912,000","76,364,000","90,785,000","59,090,000","53,478,000","52,650,000","44,802,000","35,422,000","36,414,000","37,081,000","27,213,000",,"3,832,000",,,"4,061,000","4,061,000","1,582,000",,"4,168,000","4,429,253"
			NonCurrentDeferredTaxesLiabilities,"86,490,000","84,653,000","82,163,000","81,744,000","80,969,000","76,826,000","68,429,000","69,541,000","67,676,000","74,623,000","70,912,000","76,364,000","90,785,000","59,090,000","53,478,000","52,650,000","44,802,000","35,422,000","36,414,000","37,081,000","27,213,000",,"3,832,000",,,"4,061,000","4,061,000","1,582,000",,"4,168,000","4,429,253"
		OtherNonCurrentLiabilities,"3,406,000","5,539,000","6,607,000","7,306,000","5,825,000","4,897,000","4,971,000","5,004,000","5,300,000","5,056,000","5,146,000","5,513,000","5,494,000","5,503,000","5,455,000","5,438,000","5,338,000","5,778,000","5,602,000","5,675,000","6,343,000","2,523,000","5,848,000","1,947,000","1,635,000","2,636,000","1,990,000","1,863,000","1,957,000","1,652,000","1,671,348"
TotalEquityGrossMinorityInterest,"1,146,140,000","1,132,238,000","1,114,219,000","1,099,795,000","778,203,000","987,383,000","970,159,000","945,981,000","937,048,000","955,543,000","941,130,000","933,807,000","932,011,000","805,700,000","782,522,000","749,685,000","723,354,000","701,303,000","680,254,000","649,164,000","630,560,000","528,214,000","305,764,000","295,248,000","290,171,000","280,125,000","257,330,000","250,769,000","240,336,000","238,891,000","224,417,365"
	StockholdersEquity,"1,146,140,000","1,132,238,000","1,114,219,000","1,099,795,000","778,203,000","942,522,000","925,695,000","901,131,000","892,850,000","905,985,000","891,071,000","883,261,000","883,590,000","756,375,000","732,535,000","699,138,000","674,941,000","653,194,000","632,810,000","600,505,000","582,848,000","528,214,000","305,764,000","295,248,000","290,171,000","280,125,000","257,330,000","250,769,000","240,336,000","238,891,000","224,417,365"
		CapitalStock,"153,000","153,000","153,000","153,000","130,000","60,000","60,000","60,000","60,000","60,000","60,000","59,000","59,000","59,000","59,000","59,000","58,000","58,000","58,000","58,000","56,000","54,000","24,000","23,000","23,000","23,000","21,000","21,000","21,000","21,000","20,002"
			PreferredStock,,,,,,"0","0","0","0",,"12,000","11,000",,,,,,,,,,,,,,,,,,,
			CommonStock,"153,000","153,000","153,000","153,000","130,000","60,000","60,000","60,000","60,000","60,000","48,000","48,000","59,000","59,000","59,000","59,000","58,000","58,000","58,000","58,000","56,000","54,000","24,000","23,000","23,000","23,000","21,000","21,000","21,000","21,000","20,002"
		AdditionalPaidInCapital,"1,167,569,000","1,165,163,000","1,160,002,000","1,158,804,000","839,710,000","502,411,000","501,324,000","499,218,000","502,600,000","500,687,000","498,125,000","492,804,000","488,683,000","486,117,000","482,873,000","469,144,000","455,657,000","452,622,000","450,539,000","434,955,000","430,026,000","386,043,000","283,958,000","273,861,000","271,995,000","264,749,000","246,236,000","242,895,000","233,101,000","230,648,000","217,604,650"
		RetainedEarnings,"-18,428,000","-31,441,000","-46,826,000","-63,111,000","-66,881,000","425,637,000","414,187,000","401,216,000","390,602,000","394,053,000","381,422,000","369,034,000","355,745,000","266,181,000","247,228,000","228,881,000","218,566,000","200,411,000","181,787,000","165,150,000","152,405,000","141,730,000","21,584,000","21,122,000","17,895,000","15,212,000","11,061,000","7,853,000","7,214,000","8,222,000","6,792,713"
		GainsLossesNotAffectingRetainedEarnings,"-3,154,000","-1,637,000","890,000","3,949,000","5,244,000","14,414,000","10,124,000","637,000","-412,000","11,185,000","11,464,000","21,364,000","39,103,000","4,018,000","2,375,000","1,054,000","660,000","103,000","426,000","342,000","361,000","387,000","198,000","242,000","258,000","141,000","11,000",,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000",,,,
	MinorityInterest,,,,,,"44,861,000","44,464,000","44,850,000","44,198,000","49,558,000","50,059,000","50,546,000","48,421,000","49,325,000","49,987,000","50,547,000","48,413,000","48,109,000","47,444,000","48,659,000","47,712,000",,,,,,,,,,
TotalCapitalization,"1,701,430,000","1,687,083,000","1,668,624,000","1,653,763,000","1,520,111,000","943,550,000","955,052,000","946,980,000","915,788,000","945,999,000","948,210,000","970,395,000","897,994,000","908,195,000","910,030,000","892,115,000","854,472,000","843,727,000","832,405,000","782,056,000","764,975,000","623,422,000","420,454,000","387,286,000","376,081,000","350,888,000","330,387,000","277,317,000","253,809,000","250,281,000","224,986,507"
PreferredStockEquity,,,,,,,,,,,"12,000","11,000",,,,,,,,,,,,,,,,,,,
CommonStockEquity,"1,146,140,000","1,132,238,000","1,114,219,000","1,099,795,000","778,203,000","942,522,000","925,695,000","901,131,000","892,850,000","905,985,000","891,059,000","883,250,000","883,590,000","756,375,000","732,535,000","699,138,000","674,941,000","653,194,000","632,810,000","600,505,000","582,848,000","528,214,000","305,764,000","295,248,000","290,171,000","280,125,000","257,330,000","250,769,000","240,336,000","238,891,000","224,417,365"
CapitalLeaseObligations,"17,836,000",,,,,,,,,,,,,,,,,,"912,000",,,,,,,,,,,,
NetTangibleAssets,"-109,604,000","-126,005,000","-129,357,000","-165,010,000","-505,884,000","116,374,000","97,195,000","72,196,000","78,586,000","77,928,000","44,472,000","51,054,000","87,691,000","-38,860,000","-63,538,000","-92,928,000","-88,566,000","-112,884,000","-120,978,000","-120,672,000","-134,310,000","36,585,000","-75,897,000","-54,052,000","-56,355,000","-38,800,000","-37,289,000","4,718,000","17,098,000","11,783,000","34,211,476"
WorkingCapital,"377,248,000","356,854,000","344,205,000","301,780,000","138,893,000","113,061,000","118,745,000","120,016,000","102,842,000","103,896,000","102,506,000","131,946,000","76,115,000","84,775,000","84,010,000","75,772,000","61,994,000","51,711,000","56,719,000","36,052,000","13,379,000","16,067,000","10,358,000","6,547,000","-735,000","8,928,000","11,832,000","6,722,000","4,969,000","4,877,000","11,153,026"
InvestedCapital,"1,701,430,000","1,687,083,000","1,668,624,000","1,653,763,000","1,527,816,000","963,996,000","963,859,000","956,366,000","925,679,000","956,482,000","964,739,000","987,807,000","916,276,000","927,191,000","927,428,000","910,922,000","875,266,000","868,575,000","859,525,000","809,984,000","803,419,000","655,107,000","441,183,000","406,800,000","395,951,000","363,605,000","339,433,000","286,612,000","261,040,000","256,505,000","227,722,471"
TangibleBookValue,"-109,604,000","-126,005,000","-129,357,000","-165,010,000","-505,884,000","116,374,000","97,195,000","72,196,000","78,586,000","77,928,000","44,460,000","51,043,000","87,691,000","-38,860,000","-63,538,000","-92,928,000","-88,566,000","-112,884,000","-120,978,000","-120,672,000","-134,310,000","36,585,000","-75,897,000","-54,052,000","-56,355,000","-38,800,000","-37,289,000","4,718,000","17,098,000","11,783,000","34,211,476"
TotalDebt,"573,126,000","554,845,000","554,405,000","553,968,000","749,613,000","21,474,000","38,164,000","55,235,000","32,829,000","50,497,000","73,680,000","104,557,000","32,686,000","170,816,000","194,893,000","211,784,000","200,325,000","215,381,000","227,627,000","209,479,000","220,571,000","126,893,000","135,419,000","111,552,000","105,780,000","83,480,000","82,103,000","35,843,000","20,704,000","17,614,000","3,305,106"
NetDebt,"247,619,000","262,203,000","278,867,000","296,846,000","636,285,000",,,,,"5,007,000","32,092,000","43,449,000",,"137,142,000","165,069,000","175,479,000","168,384,000","184,265,000","207,597,000","184,680,000","192,191,000","109,455,000","131,348,000","103,270,000","98,143,000","77,677,000","76,038,000","28,363,000","15,067,000","10,207,000",
ShareIssued,"152,982,128","152,901,040","152,870,750","152,856,250","147,750,000","59,822,000","59,788,000","59,759,253","59,759,253","59,759,253","59,472,912","59,419,810","59,079,574","59,079,574","59,065,051","58,965,743","58,499,604","58,155,364","58,097,421","55,868,177","55,255,022","55,255,022","23,904,243","23,309,051","23,241,923","23,241,923","21,641,783","21,263,424","20,838,240","20,838,240","20,002,126"
OrdinarySharesNumber,"152,982,128","152,901,040","152,870,750","152,856,250","147,750,000","59,822,000","59,788,000","59,759,253","59,759,253","59,759,253","59,472,912","59,419,810","59,079,574","59,079,574","59,065,051","58,965,743","58,499,604","58,155,364","58,097,421","55,868,177","55,255,022","55,255,022","23,904,243","23,309,051","23,241,923","23,241,923","21,641,783","21,263,424","20,838,240","20,838,240","20,002,126"
