name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016
OperatingCashFlow,"66,875,000","18,831,000","13,532,000","37,120,000","-2,608,000","56,075,000","34,909,000","43,426,000","10,930,000","38,697,000","24,835,000","10,640,000","-1,134,000","21,262,000","10,104,000","6,439,000","-5,343,000","3,972,000","155,000","-9,471,000","-6,238,000","-9,686,000","-6,702,000","-8,526,000","-11,838,000","-15,035,000","-8,961,000"
	CashFlowFromContinuingOperatingActivities,"66,875,000","18,831,000","13,532,000","37,120,000","-2,608,000","56,075,000","34,909,000","43,426,000","10,930,000","38,697,000","24,835,000","10,640,000","-1,134,000","21,262,000","10,104,000","6,439,000","-5,343,000","3,972,000","155,000","-9,471,000","-6,238,000","-9,686,000","-6,702,000","-8,526,000","-11,838,000","-15,035,000","-8,961,000"
		NetIncomeFromContinuingOperations,"-981,892,000","-242,713,000","-241,186,000","-221,311,000","-276,682,000","-109,232,000","-75,806,000","-72,764,000","-60,100,000","-57,662,000","-50,472,000","-63,495,000","-42,980,000","-51,966,000","-30,811,000","-29,517,000","-39,207,000","-25,962,000","-24,678,000","-33,778,000","-27,002,000","-28,901,000","-18,224,000","-21,931,000","-20,601,000","-22,753,000","-21,428,000"
		OperatingGainsLosses,"-5,915,000","-1,380,000","-1,944,000","-5,665,000",,,"0","89,000",,,"0",,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-6,094,000","-1,380,000","-1,944,000",,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"124,538,000","30,060,000","30,981,000","31,728,000","31,769,000","13,134,000","13,171,000","11,003,000","7,225,000","5,466,000","5,479,000","4,420,000","4,517,000","3,399,000","2,177,000","2,125,000","1,630,000","2,069,000","1,890,000","1,823,000","1,713,000","1,575,000","1,391,000","1,205,000","1,085,000","887,000","972,000"
			DepreciationAndAmortization,"124,538,000","30,060,000","30,981,000","31,728,000","31,769,000","13,134,000","13,171,000","11,003,000","7,225,000","5,466,000","5,479,000","4,420,000","4,517,000","3,399,000","2,177,000","2,125,000","1,630,000","2,069,000","1,890,000","1,823,000","1,713,000","1,575,000","1,391,000","1,205,000","1,085,000","887,000","972,000"
				Depreciation,"124,538,000","30,060,000","30,981,000","31,728,000","31,769,000","13,134,000","13,171,000","11,003,000","7,225,000","5,466,000","5,479,000","4,420,000","4,517,000","3,399,000","2,177,000","2,125,000","1,630,000","2,069,000","1,890,000","1,823,000","1,713,000","1,575,000","1,391,000","1,205,000","1,085,000","887,000","972,000"
		DeferredTax,"-5,683,000","-355,000","7,449,000","-2,100,000","-10,677,000","-829,000","1,232,000","-499,000","-1,010,000","-905,000","816,000","-12,000","-1,688,000","-1,369,000","1,504,000","-694,000","-1,227,000","-348,000","426,000",,,,,,,,
			DeferredIncomeTax,"-5,683,000","-355,000","7,449,000","-2,100,000","-10,677,000","-829,000","1,232,000","-499,000","-1,010,000","-905,000","816,000","-12,000","-1,688,000","-1,369,000","1,504,000","-694,000","-1,227,000","-348,000","426,000",,,,,,,,
		StockBasedCompensation,"670,891,000","169,523,000","157,869,000","155,785,000","187,714,000","64,112,000","56,407,000","53,668,000","48,378,000","37,728,000","36,933,000","35,732,000","31,274,000","22,685,000","22,421,000","21,542,000","18,222,000","14,135,000","14,568,000","14,408,000","11,978,000","8,906,000","5,258,000","4,836,000","3,664,000","3,369,000","2,686,000"
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,,,"-69,000"
		OtherNonCashItems,"138,851,000","21,322,000","42,026,000","43,884,000","34,514,000","31,503,000","38,048,000","36,607,000","27,771,000","20,488,000","18,656,000","15,399,000","11,788,000","10,253,000","10,340,000","9,387,000","9,748,000","7,304,000","4,508,000","5,481,000","4,713,000","4,309,000","4,210,000","3,953,000","3,352,000","2,923,000","3,040,000"
		ChangeInWorkingCapital,"126,085,000","42,374,000","18,337,000","34,799,000","30,575,000","57,387,000","1,857,000","15,322,000","-13,508,000","33,582,000","13,304,000","4,024,000","-4,045,000","38,260,000","4,473,000","3,596,000","5,491,000","6,774,000","2,327,000","3,555,000","2,360,000","4,425,000","663,000","3,411,000","662,000","539,000","5,838,000"
			ChangeInReceivables,"-12,823,000","139,247,000","-145,256,000","-14,763,000","7,949,000","-22,747,000","-55,826,000","-29,173,000","376,000","18,250,000","-28,122,000","-13,852,000","-4,838,000","9,297,000","-22,143,000","-10,299,000","-8,959,000","1,719,000","-5,579,000","-11,431,000","-3,554,000","2,243,000","-8,387,000","-4,296,000","-2,400,000","3,090,000","-5,065,000"
				ChangesInAccountReceivables,"-12,823,000","139,247,000","-145,256,000","-14,763,000","7,949,000","-22,747,000","-55,826,000","-29,173,000","376,000","18,250,000","-28,122,000","-13,852,000","-4,838,000","9,297,000","-22,143,000","-10,299,000","-8,959,000","1,719,000","-5,579,000","-11,431,000","-3,554,000","2,243,000","-8,387,000","-4,296,000","-2,400,000","3,090,000","-5,065,000"
			ChangeInPrepaidAssets,"-15,849,000","-12,952,000","-12,114,000","4,638,000","4,579,000","-3,861,000","-6,380,000","828,000","-4,129,000","-3,493,000","-2,562,000","-3,052,000","-4,441,000","5,975,000","-7,386,000","-3,438,000","3,183,000","-3,983,000","-7,139,000","2,951,000","-2,797,000","-3,143,000","-917,000","1,886,000","-527,000","-2,876,000","3,478,000"
			ChangeInPayablesAndAccruedExpense,"40,210,000","24,647,000","5,813,000","14,294,000","-4,544,000","12,592,000","5,789,000","6,140,000","-3,491,000","1,170,000","5,682,000","3,307,000","-2,256,000","4,928,000","6,714,000","2,300,000","5,948,000","1,288,000","-684,000","3,579,000","-2,428,000","3,559,000","1,204,000","1,231,000","-2,018,000","3,499,000","2,037,000"
