name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016
TotalRevenue,"394,670,000","114,266,000","104,988,000","92,417,000","82,999,000","88,855,000","81,630,000","77,304,000","66,775,000","78,864,000","64,475,000","69,387,000","66,911,000","59,579,000","60,216,000","54,948,000","59,883,000","51,696,000","50,562,000","44,648,000","43,198,000","38,329,000","33,747,000","30,745,000","32,467,000","35,964,000"
	OperatingRevenue,"394,670,000","114,266,000","104,988,000","92,417,000","82,999,000","88,855,000","81,630,000","77,304,000","66,775,000","78,864,000","64,475,000","69,387,000","66,911,000","59,579,000","60,216,000","54,948,000","59,883,000","51,696,000","50,562,000","44,648,000","43,198,000","38,329,000","33,747,000","30,745,000","32,467,000","35,964,000"
CostOfRevenue,"111,480,000","30,916,000","28,222,000","26,507,000","25,835,000","23,529,000","21,940,000","21,551,000","21,156,000","24,119,000","22,773,000","23,951,000","23,051,000","24,066,000","22,210,000","20,092,000","21,574,000","21,049,000","18,657,000","16,613,000","16,637,000","12,690,000","10,599,000","11,205,000","13,559,000","14,760,000"
GrossProfit,"283,190,000","83,350,000","76,766,000","65,910,000","57,164,000","65,326,000","59,690,000","55,753,000","45,619,000","54,745,000","41,702,000","45,436,000","43,860,000","35,513,000","38,006,000","34,856,000","38,309,000","30,647,000","31,905,000","28,035,000","26,561,000","25,639,000","23,148,000","19,540,000","18,908,000","21,204,000"
OperatingExpense,"380,473,000","107,216,000","102,710,000","88,807,000","81,740,000","75,816,000","69,376,000","63,268,000","57,714,000","63,351,000","55,142,000","55,746,000","53,174,000","52,917,000","51,308,000","49,741,000","46,594,000","40,894,000","38,860,000","34,558,000","41,381,000","29,152,000","24,989,000","25,713,000","23,445,000","20,023,000"
	SellingGeneralAndAdministration,"273,807,000","77,377,000","76,255,000","62,297,000","57,878,000","55,126,000","50,501,000","45,118,000","40,536,000","47,313,000","39,517,000","40,049,000","40,409,000","38,961,000","38,976,000","38,004,000","35,809,000","31,024,000","29,892,000","25,962,000","31,410,000","21,852,000","18,920,000","19,011,000","18,149,000","15,096,000"
		GeneralAndAdministrativeExpense,"96,023,000","31,461,000","26,978,000","20,226,000","17,358,000","19,142,000","15,076,000","13,485,000","11,450,000","13,141,000","12,028,000","11,191,000","9,261,000","9,016,000","8,799,000","12,537,000","8,425,000","8,060,000","7,429,000","6,237,000","8,635,000","4,849,000","4,260,000","4,531,000","4,318,000","3,930,000"
			OtherGandA,"96,023,000","31,461,000","26,978,000","20,226,000","17,358,000","19,142,000","15,076,000","13,485,000","11,450,000","13,141,000","12,028,000","11,191,000","9,261,000","9,016,000","8,799,000","12,537,000","8,425,000","8,060,000","7,429,000","6,237,000","8,635,000","4,849,000","4,260,000","4,531,000","4,318,000","3,930,000"
		SellingAndMarketingExpense,"177,784,000","45,916,000","49,277,000","42,071,000","40,520,000","35,984,000","35,425,000","31,633,000","29,086,000","34,172,000","27,489,000","28,858,000","31,148,000","29,945,000","30,177,000","25,467,000","27,384,000","22,964,000","22,463,000","19,725,000","22,775,000","17,003,000","14,660,000","14,480,000","13,831,000","11,166,000"
	ResearchAndDevelopment,"106,666,000","29,839,000","26,455,000","26,510,000","23,862,000","20,690,000","18,875,000","18,150,000","17,178,000","16,038,000","15,625,000","15,697,000","12,765,000","13,956,000","12,332,000","11,737,000","10,785,000","9,870,000","8,968,000","8,596,000","9,971,000","7,300,000","6,069,000","6,702,000","5,296,000","4,927,000"
OperatingIncome,"-97,283,000","-23,866,000","-25,944,000","-22,897,000","-24,576,000","-10,490,000","-9,686,000","-7,515,000","-12,095,000","-8,606,000","-13,440,000","-10,310,000","-9,314,000","-17,404,000","-13,302,000","-14,885,000","-8,285,000","-10,247,000","-6,955,000","-6,523,000","-14,820,000","-3,513,000","-1,841,000","-6,173,000","-4,537,000","1,181,000"
NetNonOperatingInterestIncomeExpense,"-365,000","-74,000","-139,000","-72,000","-80,000","-81,000","-88,000","-119,000","-128,000","-143,000","-131,000","-96,000","-69,000","-71,000","-64,000","-67,000","-54,000","-13,000","-22,000","2,000","-197,000","-256,000","-256,000","-243,000","-241,000","-242,000"
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,"2,000",,,,,,
	InterestExpenseNonOperating,"365,000","74,000","139,000","72,000","80,000","81,000","88,000","119,000","128,000","143,000","131,000","96,000","69,000","71,000","64,000","67,000","54,000","13,000","22,000","2,000","197,000","256,000","256,000","243,000","241,000","242,000"
OtherIncomeExpense,"-1,478,000","-787,000","557,000","-2,329,000","1,081,000","-2,893,000","3,941,000","4,277,000","682,000","-3,114,000","2,641,000","-2,016,000","256,000","60,000","-510,000","-110,000","-2,593,000","918,000","380,000","425,000","734,000","499,000","-1,663,000","67,000","-733,000","537,000"
	OtherNonOperatingIncomeExpenses,"-1,478,000","-787,000","557,000","-2,329,000","1,081,000","-2,893,000","3,941,000","4,277,000","682,000","-3,114,000","2,641,000","-2,016,000","256,000","60,000","-510,000","-110,000","-2,593,000","918,000","380,000","425,000","734,000","499,000","-1,663,000","67,000","-733,000","537,000"
PretaxIncome,"-99,126,000","-24,727,000","-25,526,000","-25,298,000","-23,575,000","-13,464,000","-5,833,000","-3,357,000","-11,541,000","-11,863,000","-10,930,000","-12,422,000","-9,127,000","-17,415,000","-13,876,000","-15,062,000","-10,932,000","-9,342,000","-6,597,000","-6,096,000","-14,283,000","-3,270,000","-3,760,000","-6,349,000","-5,511,000","1,476,000"
TaxProvision,"-918,000","-1,573,000","319,000","86,000","250,000","123,000","548,000","255,000","274,000","-194,000","426,000","5,000","267,000","122,000","27,000","-34,000","35,000","211,000","272,000","188,000","176,000","125,000","423,000","-1,610,000","-1,217,000","721,000"
NetIncomeCommonStockholders,"-98,208,000","-23,154,000","-25,845,000","-25,384,000","-23,825,000","-13,587,000","-6,381,000","-3,612,000","-11,815,000","-11,669,000","-11,356,000","-12,427,000","-9,394,000","-17,537,000","-13,903,000","-15,028,000","-10,967,000","-9,553,000","-6,869,000","-6,284,000","-14,602,000","-3,609,000","-4,398,000","-4,953,000","-4,508,000","541,000"
	NetIncome,"-98,208,000","-23,154,000","-25,845,000","-25,384,000","-23,825,000","-13,587,000","-6,381,000","-3,612,000","-11,815,000","-11,669,000","-11,356,000","-12,427,000","-9,394,000","-17,537,000","-13,903,000","-15,028,000","-10,967,000","-9,553,000","-6,869,000","-6,284,000","-14,459,000","-3,395,000","-4,183,000","-4,739,000","-4,294,000","755,000"
		NetIncomeIncludingNoncontrollingInterests,"-98,208,000","-23,154,000","-25,845,000","-25,384,000","-23,825,000","-13,587,000","-6,381,000","-3,612,000","-11,815,000","-11,669,000","-11,356,000","-12,427,000","-9,394,000","-17,537,000","-13,903,000","-15,028,000","-10,967,000","-9,553,000","-6,869,000","-6,284,000","-14,459,000","-3,395,000","-4,183,000","-4,739,000","-4,294,000","755,000"
			NetIncomeContinuousOperations,"-98,208,000","-23,154,000","-25,845,000","-25,384,000","-23,825,000","-13,587,000","-6,381,000","-3,612,000","-11,815,000","-11,669,000","-11,356,000","-12,427,000","-9,394,000","-17,537,000","-13,903,000","-15,028,000","-10,967,000","-9,553,000","-6,869,000","-6,284,000","-14,459,000","-3,395,000","-4,183,000","-4,739,000","-4,294,000","755,000"
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,"0",,"143,000","214,000","215,000","214,000","214,000","214,000"
