name,ttm,03/31/2022,12/31/2021
MarketCap,"1,342,944,050","1,584,536,336","2,954,968,397"
EnterpriseValue,"1,014,388,050","1,212,737,336","2,985,649,397"
PsRatio,"5.075","2.757","12.421"
PbRatio,"1.905","2.2",
EnterprisesValueRevenueRatio,"3.837","17.032","43.105"
EnterprisesValueEBITDARatio,"-9.393","-97.936","-47.068"
