name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996
OperatingCashFlow,"-282,968,000","-68,689,000","-86,909,000","-67,201,000","-60,169,000","-81,355,000","-52,026,000","-56,532,000","-43,834,000","-62,115,000","-30,393,000","-33,202,000","-35,860,000","-33,351,000","-33,690,000","-33,009,000","-34,183,000","-28,043,000","-21,855,129","-22,776,473","-26,829,596","-22,302,364","-17,025,067","-15,042,201","-12,850,521","-16,673,541","-12,900,661","-10,658,732","-12,248,526","-8,882,353","-15,106,938","-8,050,975","-3,573,115","-8,328,891","-4,909,154","-1,153,970","-2,556,359","-2,204,748","-833,332","-2,993,213","-499,785","-861,634","79,811","-280,228","-98,808","212,648","-541,743","-412,732","-410,811","-604,827","-327,147","-140,927","64,072","-645,797","-919,783","-620,256","-1,442,345","-1,461,625","-1,382,970","-2,755,966","-3,909,685","-2,181,090","-1,368,214","-2,129,563","-2,477,664","-1,775,297","-2,062,278","-1,425,145","-1,479,016","-1,278,503","-1,995,202","-1,370,679","-1,044,159","-1,280,405","-1,715,240","-523,208","-668,740","-544,337","-256,784","-69,235","-486,827","-619,720","-788,758","-582,979","-724,846","-2,377,782","1,508,573","-606,216","-1,631,765","-423,639","-200,000","-400,000","-900,000","-800,000","-1,200,000","-1,300,000","1,300,000","-1,400,000","-1,200,000","-1,100,000","-1,000,000","-800,000","-1,000,000","-1,000,000"
	CashFlowFromContinuingOperatingActivities,"-282,968,000","-68,689,000","-86,909,000","-67,201,000","-60,169,000","-81,355,000","-52,026,000","-56,532,000","-43,834,000","-62,115,000","-30,393,000","-33,202,000","-35,860,000","-33,351,000","-33,690,000","-33,009,000","-34,183,000","-28,043,000","-21,855,129","-22,776,473","-26,829,596","-22,302,364","-17,025,067","-15,042,201","-12,850,521","-16,673,541","-12,900,661","-10,658,732","-12,248,526","-8,882,353","-15,106,938","-8,050,975","-3,573,115","-8,328,891","-4,909,154","-1,153,970","-2,556,359","-2,204,748","-833,332","-2,993,213","-499,785","-861,634","79,811","-280,228","-98,808","212,648","-541,743","-412,732","-410,811","-604,827","-327,147","-140,927","64,072","-645,797","-919,783","-620,256","-1,442,345","-1,461,625","-1,382,970","-2,755,966","-3,909,685","-2,181,090","-1,368,214","-2,129,563","-2,477,664","-1,775,297","-2,062,278","-1,425,145","-1,479,016","-1,278,503","-1,995,202","-1,370,679","-1,044,159","-1,280,405","-1,715,240","-523,208","-668,740","-544,337","-256,784","-69,235","-486,827","-619,720","-788,758","-582,979","-724,846","-2,377,782","1,508,573","-606,216","-1,631,765","-423,639","-200,000","-400,000","-900,000","-800,000","-1,200,000","-1,300,000","1,300,000","-1,400,000","-1,200,000","-1,100,000","-1,000,000","-800,000","-1,000,000","-1,000,000"
		NetIncomeFromContinuingOperations,"-326,486,000","-69,013,000","-93,338,000","-85,638,000","-78,497,000","-90,628,000","-88,218,000","-87,163,000","-52,884,000","-51,116,000","-39,572,000","-61,931,000","-36,212,000","-35,156,000","-53,860,000","-33,951,000","-44,142,000","-41,529,000","-30,859,767","-31,535,652","-28,353,084","-27,727,509","-23,674,143","-24,831,027","-15,899,062","-13,848,662","-17,611,812","-13,655,916","-17,103,183","-14,577,735","-18,796,429","-17,451,169","-11,986,430","-7,547,249","-5,663,852","-4,556,195","-6,584,552","-3,673,611","-3,502,054","-2,710,201","-2,574,159","-17,396,538","-1,187,176",,,"3,832,383","365,231","41,247","1,850,336","-1,633,169","-222,913","-416,089","-1,392,439","-761,844","127,019","-1,394,316","-1,442,087","-1,559,474","-1,904,174","-2,669,421","-4,894,400","-2,564,257","-3,128,460","-1,897,422","-1,854,253","-2,814,988","-2,541,368","-1,812,490","-13,361,060","-1,426,079","-1,745,000","-2,194,077","-861,606","-1,095,348","-1,509,617","-3,253,027","-776,318","-421,945","-370,681","-586,414","34,234","-624,074","-565,152","-735,562","-2,121,133","1,686,902","-364,452","-972,426","-3,087,358","-1,378,242","-600,000","-300,000","-600,000","-900,000","-1,300,000","-1,300,000","1,100,000","-1,300,000","-1,500,000","-1,000,000","-1,800,000","-900,000","-1,000,000","-1,100,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,"0",,,"389,554",,,,,"0","0","0","-95,427",,,,,,,,,,"1,407,026","0","-4,017,488",,,,,"162,952","105,362","95,900","135,786","-16,058","158,465",,,,,,,"1,492","0","-311,913","311,423","33,065","-11,673,401",,,"4,590","0",,,"0",,,,"4,739","493","9,124","-1,469","16,328","117,377","1,896,340","-2,793,759","-29,724","43,772","1,894,534","990,820",,,,,"100,000","0",,,"-100,000","-100,000","800,000","100,000","100,000",
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"220,701",,,"0","0","0","0","162,952","105,362","95,900","135,786",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"299,000","76,000","80,000","76,000","67,000","59,000","53,000","41,000","34,000","30,000","28,000","26,000","23,000","23,000","24,000","23,000","21,000","20,000","20,346","20,939","20,654","20,416","20,496","19,145","16,939","6,380","5,126","4,521","3,386","2,419","1,477","896","852","706","493","325","194","115","117",,,,,"236","411","757","757","261","1,587","796","1,234","1,234","1,487","1,576","2,848","7,627","7,719","7,912","7,939","10,432","14,096","15,878","15,605","15,097","14,632","14,852","13,501","-15,371","22,693","32,911","41,778","38,696","35,138","12,532","1,983","49,064","96,181","42,018","12,387","13,026","12,876","11,211","11,211","11,104","16,968","26,943","24,566","18,800","16,972","15,757","0",,,,"100,000","0",,,,,,,,
			DepreciationAndAmortization,"299,000","76,000","80,000","76,000","67,000","59,000","53,000","41,000","34,000","30,000","28,000","26,000","23,000","23,000","24,000","23,000","21,000","20,000","20,346","20,939","20,654","20,416","20,496","19,145","16,939","6,380","5,126","4,521","3,386","2,419","1,477","896","852","706","493","325","194","115","117",,,,,"236","411","757","757","261","1,587","796","1,234","1,234","1,487","1,576","2,848","7,627","7,719","7,912","7,939","10,432","14,096","15,878","15,605","15,097","14,632","14,852","13,501","-15,371","22,693","32,911","41,778","38,696","35,138","12,532","1,983","49,064","96,181","42,018","12,387","13,026","12,876","11,211","11,211","11,104","16,968","26,943","24,566","18,800","16,972","15,757","0",,,,"100,000","0",,,,,,,,
				Depreciation,,,,,"120,000","59,000","53,000","41,000","34,000","30,000","28,000","26,000","23,000","23,000",,"23,000","21,000","20,000",,"20,939","20,654","20,416","20,496","19,145","16,939","6,380","5,126","4,521","3,386","2,419","1,477","896","852","706","493","325","194","115","117",,,,,"236","411","757","757","261","1,587","796","1,234","1,234","1,487","1,576",,,,,,,,,,,,,,,"14,591","12,743","11,538","8,456","4,898","2,452","1,983","1,899","1,856","478",,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,"0",,,,,,,,,,,,,,,"8,102","20,168","30,240","30,240","30,240","10,080","0","47,165","94,325","41,540",,,,,,,,,,,,,,,,,,,,,,,,,,
