name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
MarketCap,"862,819,926","1,221,858,000","1,273,166,380","1,687,652,960","1,992,701,078","2,265,519,077"
EnterpriseValue,"746,628,926","1,025,068,000","984,741,380","1,401,160,960","2,021,734,078","2,265,519,077"
PsRatio,"4.959","6.97","7.648","10.559","12.874","14.428"
PbRatio,"3.02","3.946","3.973","5.203","6.084","9.407"
EnterprisesValueRevenueRatio,"4.389","22.464","22.965","33.88","50.252","54.023"
EnterprisesValueEBITDARatio,"-12.036","-37.154","-65.12","-140.679","-215.928","-123.126"
