name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989
OperatingCashFlow,"3,560,700,000","1,103,400,000","361,300,000","1,288,700,000","807,300,000","994,700,000","2,000,000","276,200,000","853,000,000","787,700,000","22,000,000","551,900,000","370,100,000","578,700,000","133,500,000","557,100,000","408,300,000","521,000,000","-123,300,000","213,600,000","-49,300,000","188,500,000","-97,700,000","299,700,000","-95,100,000","63,600,000","134,900,000","484,800,000","342,900,000","543,800,000","75,200,000","490,500,000","238,500,000","487,100,000","74,900,000","430,400,000","268,500,000","459,400,000","41,800,000","366,500,000","228,700,000","265,800,000","7,900,000","330,000,000","274,500,000","336,000,000","21,300,000","259,300,000","195,500,000","256,700,000","69,000,000","196,800,000","130,400,000","139,400,000","5,400,000","283,200,000","194,600,000","258,600,000","70,800,000","265,400,000","180,100,000","241,700,000","68,883,000","168,245,000","174,903,000","181,169,000","63,522,000","185,207,000","141,272,000","149,481,000","30,682,000","132,746,000","120,129,000","90,723,000","60,932,000","105,808,000","51,829,000","78,386,000","13,328,000","69,477,000","98,701,000","87,792,000","-21,974,000","133,537,000","69,940,000","108,851,000","29,653,000","126,438,000","61,949,000","104,695,000","54,900,000","110,400,000","39,900,000","91,700,000","32,200,000","86,500,000","52,400,000","60,900,000","41,700,000","71,900,000","38,600,000","45,600,000","15,400,000","57,200,000","33,400,000","35,200,000","13,900,000","42,600,000","19,800,000","25,500,000","37,600,000","33,800,000","14,100,000","25,600,000","-17,200,000","25,400,000","8,800,000","21,300,000","3,200,000","20,600,000","7,800,000","13,500,000","2,000,000","18,700,000","5,900,000","7,700,000","1,000,000","13,800,000","5,700,000","11,900,000","-400,000"
	CashFlowFromContinuingOperatingActivities,"3,560,700,000","1,103,400,000","361,300,000","1,288,700,000","807,300,000","994,700,000","2,000,000","276,200,000","853,000,000","787,700,000","22,000,000","551,900,000","370,100,000","578,700,000","133,500,000","557,100,000","408,300,000","521,000,000","-123,300,000","213,600,000","-49,300,000","188,500,000","-97,700,000","299,700,000","-95,100,000","63,600,000","134,900,000","484,800,000","342,900,000","543,800,000","75,200,000","490,500,000","238,500,000","487,100,000","74,900,000","430,400,000","268,500,000","459,400,000","41,800,000","366,500,000","228,700,000","265,800,000","7,900,000","330,000,000","274,500,000","336,000,000","21,300,000","259,300,000","195,500,000","256,700,000","69,000,000","196,800,000","130,400,000","139,400,000","5,400,000","283,200,000","194,600,000","258,600,000","70,800,000","265,400,000","180,100,000","241,700,000","68,883,000","168,245,000","174,903,000","181,169,000","63,522,000","185,207,000","141,272,000","149,481,000","30,682,000","132,746,000","120,129,000","90,723,000","60,932,000","105,808,000","51,829,000","78,386,000","13,328,000","69,477,000","98,701,000","87,792,000","-21,974,000","133,537,000","69,940,000","108,851,000","29,653,000","126,438,000","61,949,000","104,695,000","54,900,000","110,400,000","39,900,000","91,700,000","32,200,000","86,500,000","52,400,000","60,900,000","41,700,000","71,900,000","38,600,000","45,600,000","15,400,000","57,200,000","33,400,000","35,200,000","13,900,000","42,600,000","19,800,000","25,500,000","37,600,000","33,800,000","14,100,000","25,600,000","-17,200,000","25,400,000","8,800,000","21,300,000","3,200,000","20,600,000","7,800,000","13,500,000","2,000,000","18,700,000","5,900,000","7,700,000","1,000,000","13,800,000","5,700,000","11,900,000","-400,000"
		NetIncomeFromContinuingOperations,"2,848,100,000","514,400,000","733,600,000","757,400,000","842,700,000","764,800,000","929,600,000","698,600,000","728,500,000","166,600,000","593,900,000","545,100,000","555,900,000","554,000,000","272,000,000","581,600,000","459,600,000","455,500,000","386,600,000","404,200,000","390,000,000","400,400,000","366,800,000","379,600,000","203,200,000","304,400,000","303,200,000","277,100,000","333,200,000","309,500,000","315,900,000","303,600,000","305,800,000","304,300,000","287,700,000","270,300,000","247,800,000","241,900,000","232,000,000","247,300,000","206,800,000","197,500,000",,"185,500,000","204,700,000","194,600,000","191,600,000","169,100,000","158,500,000","153,000,000","152,500,000","132,900,000","100,000,000","48,200,000","24,300,000","152,800,000","162,200,000","151,500,000","190,700,000","174,800,000","162,200,000","142,900,000","149,005,000","128,190,000","135,711,000","116,694,000","117,548,000","116,335,000","102,749,000","94,297,000","97,132,000","82,525,000","80,264,000","77,339,000","68,647,000","66,290,000","53,776,000","38,774,000","46,166,000","43,210,000","51,854,000","53,024,000","45,006,000","50,398,000","51,156,000","49,308,000","55,473,000","69,183,000","69,339,000","75,034,000","70,100,000","62,200,000","53,700,000","53,400,000","45,000,000","42,900,000","44,900,000","41,300,000","40,700,000","41,400,000","33,800,000","28,500,000","27,700,000","25,900,000","24,500,000","20,400,000","21,700,000","21,600,000","18,200,000","15,000,000","16,100,000","16,300,000","15,000,000","13,800,000","14,800,000","12,000,000","11,500,000","10,600,000","9,700,000","10,300,000","8,400,000","7,400,000","8,400,000","8,700,000","7,700,000","5,600,000","3,900,000","6,700,000","3,400,000","6,900,000","7,400,000"
		OperatingGainsLosses,"189,600,000","224,500,000","-71,700,000","250,800,000","-214,000,000","-158,400,000","-686,100,000","-479,400,000","-358,800,000","393,000,000","-387,300,000","-258,200,000","-303,300,000","-284,400,000","81,900,000","-272,700,000","-221,300,000","-204,900,000","-386,400,000","-425,100,000","-428,100,000","-628,300,000","-217,400,000","-378,100,000","-268,500,000","-517,900,000","-15,300,000","-4,100,000","-22,100,000","-28,400,000","-2,900,000","-11,400,000","-68,900,000","-63,400,000","-13,800,000","-2,700,000","-23,200,000","-12,400,000","-36,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-300,000",,,
			GainLossOnInvestmentSecurities,"189,600,000","224,500,000","-71,700,000","250,800,000","-214,000,000","-158,400,000","-686,100,000","-479,400,000","-358,800,000","393,000,000","-387,300,000","-258,200,000","-303,300,000","-284,400,000","81,900,000","-272,700,000","-221,300,000","-204,900,000","-386,400,000","-425,100,000","-428,100,000","-628,300,000","-217,400,000","-378,100,000","-268,500,000","-517,900,000","-15,300,000","-4,100,000","-22,100,000","-28,400,000","-2,900,000","-11,400,000","-68,900,000","-63,400,000","-13,800,000","-2,700,000","-23,200,000","-12,400,000","-36,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-300,000",,,
		DepreciationAmortizationDepletion,"210,300,000","54,500,000","53,700,000","51,700,000","50,400,000","49,000,000","45,600,000","49,700,000","48,200,000","46,100,000","59,100,000","45,700,000","44,100,000","41,900,000","44,600,000","40,200,000","37,800,000","36,900,000","36,700,000","35,000,000","36,300,000","35,600,000","33,400,000","34,000,000","33,800,000","32,200,000","31,900,000","33,100,000","32,200,000","29,100,000","28,300,000","28,300,000","28,000,000","27,100,000","25,200,000","22,200,000","22,000,000","21,600,000","21,400,000","20,700,000","20,000,000","19,200,000","19,100,000","18,600,000","18,000,000","16,700,000","15,900,000","16,000,000","15,600,000","15,500,000","15,700,000","16,500,000","16,700,000","16,800,000","15,900,000","15,500,000","15,700,000","15,200,000","13,700,000","12,000,000","14,000,000","13,700,000","13,336,000","11,088,000","10,962,000","11,114,000","11,203,000","10,795,000","10,502,000","9,772,000","9,964,000","10,083,000","9,843,000","10,128,000","10,446,000","11,287,000","11,705,000","11,851,000","12,124,000","12,712,000","12,991,000","12,751,000","20,358,000","20,220,000","20,524,000","19,386,000","19,077,000","14,964,000","10,177,000","9,474,000","9,100,000","8,100,000","7,800,000","7,600,000","8,300,000","8,400,000","8,000,000","7,900,000","9,600,000","8,300,000","6,000,000","5,100,000","5,000,000","5,500,000","4,100,000","3,500,000","4,900,000","3,400,000","3,200,000","3,100,000","1,500,000","3,000,000","2,800,000","2,800,000","900,000","3,500,000","1,800,000","1,800,000","1,800,000","2,000,000","1,800,000","1,800,000","1,700,000","1,900,000","1,900,000","1,600,000","1,400,000","1,700,000","1,600,000","1,500,000","1,600,000"
			DepreciationAndAmortization,"210,300,000","54,500,000","53,700,000","51,700,000","50,400,000","49,000,000","45,600,000","49,700,000","48,200,000","46,100,000","59,100,000","45,700,000","44,100,000","41,900,000","44,600,000","40,200,000","37,800,000","36,900,000","36,700,000","35,000,000","36,300,000","35,600,000","33,400,000","34,000,000","33,800,000","32,200,000","31,900,000","33,100,000","32,200,000","29,100,000","28,300,000","28,300,000","28,000,000","27,100,000","25,200,000","22,200,000","22,000,000","21,600,000","21,400,000","20,700,000","20,000,000","19,200,000","19,100,000","18,600,000","18,000,000","16,700,000","15,900,000","16,000,000","15,600,000","15,500,000","15,700,000","16,500,000","16,700,000","16,800,000","15,900,000","15,500,000","15,700,000","15,200,000","13,700,000","12,000,000","14,000,000","13,700,000","13,336,000","11,088,000","10,962,000","11,114,000","11,203,000","10,795,000","10,502,000","9,772,000","9,964,000","10,083,000","9,843,000","10,128,000","10,446,000","11,287,000","11,705,000","11,851,000","12,124,000","12,712,000","12,991,000","12,751,000","20,358,000","20,220,000","20,524,000","19,386,000","19,077,000","14,964,000","10,177,000","9,474,000","9,100,000","8,100,000","7,800,000","7,600,000","8,300,000","8,400,000","8,000,000","7,900,000","9,600,000","8,300,000","6,000,000","5,100,000","5,000,000","5,500,000","4,100,000","3,500,000","4,900,000","3,400,000","3,200,000","3,100,000","1,500,000","3,000,000","2,800,000","2,800,000","900,000","3,500,000","1,800,000","1,800,000","1,800,000","2,000,000","1,800,000","1,800,000","1,700,000","1,900,000","1,900,000","1,600,000","1,400,000","1,700,000","1,600,000","1,500,000","1,600,000"
				Depreciation,"210,300,000","54,500,000","53,700,000","51,700,000","50,400,000","49,000,000","45,600,000","49,700,000","48,200,000","46,100,000","59,100,000","45,700,000","44,100,000","41,900,000","44,600,000","40,200,000","37,800,000","36,900,000","36,700,000","35,000,000","36,300,000","35,600,000","33,400,000","34,000,000","33,800,000","32,200,000","31,900,000","33,100,000","32,200,000","29,100,000","28,300,000","28,300,000","28,000,000","27,100,000","25,100,000","22,100,000","21,900,000","21,500,000","21,300,000","20,600,000","19,900,000","19,100,000","19,000,000","18,500,000","17,900,000","16,600,000","15,800,000","15,900,000","15,500,000","15,400,000","15,500,000","16,400,000","16,600,000","16,700,000","15,800,000","15,300,000","15,600,000","15,000,000","13,600,000","11,800,000","13,800,000","13,600,000","13,141,000",,,,,,,,,,,,,,,,"12,124,000","12,712,000","12,991,000","12,751,000","13,127,000","12,990,000","13,294,000","12,156,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","200,000","100,000","100,000","100,000","100,000","200,000","100,000","200,000","100,000","200,000","200,000","100,000","195,000",,,,,,,,,,,,,,,,"0","0","0","0","7,231,000","7,230,000","7,230,000","7,230,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","200,000","100,000","100,000","100,000","100,000","200,000","100,000","200,000","100,000","200,000","200,000","100,000","195,000",,,,,,,,,,,,,,,,"0","0","0","0","7,231,000","7,230,000","7,230,000","7,230,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
