name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994
TotalAssets,"44,062,017,000","43,137,502,000","23,711,094,000","21,984,941,000","20,979,570,000","20,740,285,000","19,785,370,000","19,102,547,000","18,796,442,000","18,554,796,000","17,179,904,000","16,748,630,000","15,762,908,000","15,260,483,000","15,095,325,000","14,674,074,000","14,474,093,000","14,058,166,000","13,701,419,000","13,574,116,000","13,422,186,000","13,152,871,000","12,536,453,000","12,249,431,000","12,037,103,000","11,865,870,000","11,738,569,000","11,728,314,000","11,092,153,000","11,012,622,000","10,939,840,000","10,812,402,000","10,480,781,000","9,924,441,000","9,880,927,000","9,415,533,000","8,763,603,000","5,443,363,000","5,036,326,000","4,576,559,000","4,398,433,000","4,419,389,000","4,274,774,000","3,991,053,000","3,770,556,000","3,535,590,000","3,285,534,000","3,143,155,000","2,905,703,000","2,914,787,000","2,901,375,000","2,932,558,000","2,931,631,000","2,994,179,000","3,090,131,000","3,042,937,000","3,039,464,000","3,077,352,000","3,076,262,000","2,544,892,000","2,575,313,000","2,546,508,000","2,160,190,000","1,975,597,000","1,929,932,000","1,920,988,000","1,798,707,000","1,571,583,000","1,523,222,000","1,442,315,000","1,437,644,000","1,424,863,000","1,433,334,000","1,360,257,000","1,161,044,000","1,119,114,000","1,093,926,000","1,080,230,000","1,075,654,000","1,080,320,000","1,001,581,000","1,003,708,000","941,495,000","909,325,000","912,828,000","934,766,000","953,029,000","928,392,000","911,721,000","905,404,000","890,300,000","849,500,000","796,500,000","759,234,000","697,600,000","666,000,000","620,600,000","577,021,000","558,500,000","500,300,000","467,700,000","454,097,000","421,400,000","411,800,000","415,400,000","417,639,000","411,900,000","379,200,000","353,600,000","352,800,000","356,200,000"
	CurrentAssets,"1,283,769,000","1,159,356,000","1,153,377,000","824,242,000","690,478,000","1,295,617,000","1,151,015,000","808,146,000","430,012,000","455,500,000","512,376,000","304,079,000","224,980,000","187,987,000","228,966,000","252,991,000","209,767,000","163,321,000","162,057,000","169,557,000","201,385,000","164,621,000","180,328,000","157,816,000","123,191,000","168,081,000","144,166,000","137,239,000","140,124,000","152,097,000","138,917,000","98,815,000","100,080,000","151,356,000","154,764,000","171,271,000","161,620,000","120,626,000","19,981,000","23,664,000","22,761,000","19,540,000","17,608,000","166,570,000","140,213,000","28,908,000","165,980,000","10,995,000","10,366,000","20,422,000","29,624,000","46,242,000","20,560,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"151,624,000","258,579,000","516,983,000","231,164,000","183,984,000","824,476,000","724,750,000","335,345,000","41,804,000","54,011,000","236,064,000","27,136,000","2,997,000","10,387,000","6,666,000","30,717,000","20,627,000","6,898,000","3,199,000","10,945,000","27,598,000","9,420,000","29,801,000","20,443,000","8,695,000","40,294,000","7,074,000","18,741,000","12,190,000","3,852,000","16,936,000","8,908,000","14,142,000","10,257,000","9,960,000","22,575,000","4,159,000","5,248,000","2,794,000","6,064,000","5,194,000","4,165,000","5,543,000","155,671,000","129,707,000","17,607,000","155,582,000","872,000","849,000","10,026,000","20,042,000","35,823,000","10,438,000","46,815,000","112,562,000","39,373,000","13,343,000","193,101,000","266,644,000","8,914,000","5,399,000","10,573,000","113,374,000","10,746,000","4,107,000","65,704,000","2,244,000","1,948,000","11,076,000","2,141,000","8,483,000","15,040,000","5,550,000","4,837,000","5,709,000","4,719,000","3,606,000","8,921,000","8,391,000","21,242,000","3,730,000","2,467,000","11,624,000","1,180,000","1,992,000","3,815,000","5,297,000","2,449,000","2,103,000","773,000",,,,"2,533,000",,,,"2,123,000",,,,"1,559,000",,,,"1,650,000",,,,,
			CashAndCashEquivalents,"151,624,000","258,579,000","516,983,000","231,164,000","183,984,000","824,476,000","724,750,000","35,345,000","41,804,000","54,011,000","236,064,000","27,136,000","2,997,000","10,387,000","6,666,000","30,717,000","20,627,000","6,898,000","3,199,000","10,945,000","27,598,000","9,420,000","29,801,000","20,443,000","8,695,000","40,294,000","7,074,000","18,741,000","12,190,000","3,852,000","16,936,000","8,908,000","14,142,000","10,257,000","9,960,000","22,575,000","4,159,000","5,248,000","2,794,000","6,064,000","5,194,000","4,165,000","5,543,000","155,671,000","129,707,000","17,607,000","155,582,000","872,000","849,000","10,026,000","20,042,000","35,823,000","10,438,000","46,815,000","112,562,000","39,373,000","13,343,000","193,101,000","266,644,000","8,914,000","5,399,000","10,573,000","113,374,000","10,746,000","4,107,000","65,704,000","2,244,000","1,948,000","11,076,000","2,141,000","8,483,000","15,040,000","5,550,000","4,837,000","5,709,000","4,719,000","3,606,000","8,921,000","8,391,000","21,242,000","3,730,000","2,467,000","11,624,000","1,180,000","1,992,000","3,815,000","5,297,000","2,449,000","2,103,000","773,000",,,,"2,533,000",,,,"2,123,000",,,,"1,559,000",,,,"1,650,000",,,,,
			OtherShortTermInvestments,,,,,,,,"300,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"911,640,000","755,144,000","541,770,000","493,524,000","455,495,000","418,122,000","361,108,000","336,997,000","267,068,000","273,543,000","227,769,000","236,052,000","173,933,000","144,991,000","135,866,000","129,370,000","134,976,000","128,719,000","119,019,000","123,207,000","119,760,000","109,974,000","99,917,000","92,614,000","88,467,000","99,583,000","93,017,000","88,460,000","85,074,000","82,728,000","66,292,000","62,288,000","59,310,000","107,245,000","108,861,000","104,423,000","97,461,000","84,865,000","17,187,000","17,600,000","17,567,000","15,375,000","12,065,000","10,899,000","10,506,000","11,301,000","10,398,000","10,123,000","9,517,000","10,396,000","9,582,000","10,419,000","10,122,000","10,624,000","8,858,000","9,130,000","8,312,000","7,142,000","6,098,000","6,019,000","5,639,000","5,953,000","5,270,000","4,814,000","4,593,000","5,044,000","3,587,000","3,539,000","3,512,000","4,075,000","2,614,000","2,924,000","3,216,000","3,950,000","3,384,000","3,279,000","3,343,000","4,408,000","3,116,000","3,284,000","3,294,000","4,857,000","3,606,000","3,270,000","3,696,000","5,053,000","3,558,000","3,048,000","3,180,000","3,407,000",,,,"2,973,000",,,,"3,236,000",,,,"2,288,000",,,"1,100,000","2,131,000",,,,,"800,000"
			AccountsReceivable,"468,165,000","426,768,000","341,729,000","327,920,000","307,017,000","285,701,000","167,470,000","161,033,000","185,632,000","181,969,000","163,444,000","165,470,000","151,341,000","144,991,000","135,866,000","126,126,000","125,690,000","119,533,000","113,721,000","107,147,000","103,759,000","104,584,000","94,498,000","87,166,000","82,990,000","81,678,000","74,977,000","70,318,000","66,831,000","64,386,000","47,852,000","43,751,000","40,329,000","39,323,000","32,169,000","27,507,000","24,594,000","21,659,000","17,187,000","17,600,000","17,567,000","15,375,000","12,065,000","10,899,000","10,506,000","11,301,000","10,398,000","10,123,000","9,517,000","10,396,000","9,582,000","10,419,000","10,122,000","10,624,000","8,858,000","9,130,000","8,312,000","7,142,000","6,098,000","6,019,000","5,639,000","5,953,000","5,270,000","4,814,000","4,593,000","5,044,000","3,587,000","3,539,000","3,512,000","4,075,000","2,614,000","2,924,000","3,216,000","3,950,000","3,384,000","3,279,000","3,343,000","4,408,000","3,116,000","3,284,000","3,294,000","4,857,000","3,606,000","3,270,000","3,696,000","5,053,000","3,558,000","3,048,000","3,180,000","3,407,000",,,,"2,973,000",,,,"3,236,000",,,,"1,905,000",,,"1,100,000","1,638,000",,,,,"800,000"
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,"456,533,000",,"108,547,000","105,859,000","178,584,000","384,498,000","88,666,000","84,290,000","510,678,000","681,977,000","554,318,000",,,,"394,751,000","553,329,000","537,323,000",,"426,507,000",,"469,659,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,"-337,000,000",,"-1,400,000","-2,100,000","-74,000,000","-290,000,000","-1,500,000","-1,300,000","-429,000,000","-607,000,000","-484,000,000",,,,"-351,000,000","-513,000,000","-498,000,000",,"-399,000,000",,"-448,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","48,844,000","48,736,000","48,886,000","44,810,000","35,126,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,"4,732,000","4,455,000",,,,,,,,,,,,"0","0",,"5,235,000","5,267,000","5,298,000","5,329,000","5,360,000","5,390,000","5,419,000","5,448,000","5,477,000","17,905,000","18,040,000","18,142,000","18,243,000","18,342,000","18,440,000","18,537,000","18,981,000","19,078,000","27,956,000","28,030,000","28,057,000","28,080,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,"220,000","1,130,000","460,000","0","0","9,682,000","10,303,000","10,644,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"438,743,000","323,921,000","200,041,000","165,604,000","148,258,000","131,291,000","193,178,000","175,964,000","81,436,000","81,892,000","54,022,000","59,938,000","22,592,000",,,"3,244,000","4,051,000","3,919,000",,"10,731,000","10,641,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"383,000",,,,"493,000",,,,,
