name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000
TotalRevenue,"120,309,000","23,551,000","35,307,000","31,061,000","30,390,000","43,549,000","26,392,000","7,715,000","36,306,000","-1,122,000","26,348,000","20,045,000","18,831,000","17,142,000","17,327,000","21,050,000","15,385,000","17,023,000","29,016,000","13,915,000","12,901,000","11,210,000","10,296,000","15,665,000","11,406,000","10,596,000","20,187,000","8,280,000","8,094,000","13,111,000","38,166,000","38,128,000","36,087,000","9,867,000","34,774,000","37,011,000","34,144,000","11,257,000","33,458,000","32,338,000","30,729,000","4,665,000","30,657,000","32,322,000","30,523,000","12,012,000","29,202,000","29,066,000","26,993,000","2,738,000","26,812,000","27,077,000","24,121,000","-897,000","24,243,000","24,630,000","23,520,000","-2,289,000","23,067,000","23,411,000","21,809,000","858,000","21,635,000","19,983,000","18,162,000","36,799,000","20,462,000","26,225,874","13,311,484","26,228,506","21,598,452","14,482,335","7,870,493","6,424,574","26,428,634","14,720,148","12,919,444","6,298,062","16,903,531","5,350,857","6,071,701","1,484,556","6,317,486","9,276,593","6,721,551","3,470,834","3,970,522","667,898"
	OperatingRevenue,"120,309,000","23,551,000","35,307,000","31,061,000","30,390,000","43,549,000","26,392,000","7,715,000","36,306,000","-1,122,000","26,348,000","20,045,000","18,831,000","17,142,000","17,327,000","21,050,000","15,385,000","17,023,000","29,016,000","13,915,000","12,901,000","11,210,000","10,296,000","15,665,000","11,406,000","10,596,000","20,187,000","8,280,000","8,094,000","13,111,000","33,364,000","32,797,000","31,235,000","26,056,000","29,291,000","31,578,000","28,871,000","11,257,000","33,458,000","32,338,000","30,729,000","4,665,000","30,657,000","32,322,000","30,523,000","12,012,000","29,202,000","29,066,000","25,853,000","2,738,000","26,812,000","27,077,000","24,121,000","-897,000","24,243,000","24,630,000","23,520,000","-2,289,000","23,067,000","23,411,000","21,809,000","858,000","21,635,000","19,983,000","18,162,000","36,799,000","20,462,000","26,225,874","13,311,484","28,432,532","19,394,426","14,482,335","7,870,493","6,424,574","26,428,634","14,720,148","12,919,444","6,298,062","16,782,538","5,350,857","6,071,701","3,521,948","5,465,830","9,276,593","6,721,551","3,470,834","3,970,522","667,898"
CostOfRevenue,,,,,,,,,,,"3,646,000","3,587,000","3,484,000","3,588,000","5,523,000","5,469,000","5,212,000","4,878,000","4,885,000","4,776,000","4,980,000","4,651,000","4,596,000","3,665,000","3,629,000","3,344,000","3,153,000","3,444,000","3,133,000","3,023,000","25,628,000","26,398,000","24,840,000","25,189,000","24,641,000","25,951,000","24,340,000","41,686,000","18,081,000","17,849,000","16,881,000","16,662,000","17,761,000","17,628,000","17,096,000","17,607,000","17,456,000","17,249,000","15,875,000","58,312,000","0","14,110,000","12,944,000","12,885,000","13,075,000","12,925,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,,,,,,,,,,,"11,715,000","12,434,000","10,665,000","10,176,000","9,135,000","6,916,000","6,192,000","6,190,000","5,531,000","4,825,000","4,924,000","4,342,000","4,501,000","4,186,000","3,594,000","3,450,000","5,523,000","3,594,000","2,473,000","1,727,000","12,538,000","11,730,000","11,247,000","12,475,000","10,133,000","11,060,000","9,804,000","-7,081,000","15,377,000","14,489,000","13,848,000","15,175,000","12,896,000","14,694,000","13,427,000","12,051,000","11,746,000","11,817,000","11,118,000","-30,611,000","26,812,000","12,967,000","11,177,000","13,607,000","11,168,000","11,705,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"55,002,000","12,956,000","16,070,000","11,604,000","14,372,000","12,792,000","8,523,000","8,238,000","10,868,000","9,042,000","11,237,000","9,381,000","8,859,000","8,588,000","9,106,000","8,222,000","8,090,000","8,612,000","8,028,000","6,173,000","6,947,000","4,740,000","3,348,000","3,597,000","5,201,000","3,384,000","3,222,000","3,531,000","3,218,000","3,108,000","6,190,000","5,969,000","6,130,000","86,476,000","6,276,000","6,033,000","5,942,000","66,111,000","10,636,000","10,748,000","10,848,000","63,487,000","10,896,000","11,069,000","10,441,000","62,704,000","10,481,000","10,286,000","10,725,000","10,534,000","25,277,000","10,610,000","11,275,000","47,761,000","11,561,000","12,201,000","25,265,000","14,164,000","24,405,000","22,671,000","22,277,000","7,532,000","19,840,000","18,825,000","18,085,000","17,319,000","18,591,000","15,456,046","14,187,793","10,979,088","13,468,137","8,207,654","7,294,263","9,623,286","6,343,150","5,746,488","4,979,579","1,952,405","4,385,023","2,717,606","3,678,751","1,506,210","2,154,597","1,918,981","1,850,702","1,542,342","1,278,911","1,293,876"
	SellingGeneralAndAdministration,"5,723,000","1,301,000","2,145,000","1,418,000","859,000","1,188,000","896,000","651,000","1,207,000","964,000","965,000","1,215,000","643,000","984,000","925,000","642,000","587,000","940,000","955,000","605,000","602,000","3,817,000","4,787,000","4,038,000","4,128,000","3,302,000","3,846,000","3,134,000","2,955,000","2,762,000","5,259,000","4,934,000","5,480,000","60,348,000","5,388,000","5,008,000","5,017,000","42,580,000","9,783,000","9,883,000","9,937,000","40,118,000","9,660,000","9,967,000","9,398,000","41,792,000","8,668,000","8,711,000","9,016,000","-9,669,000","23,577,000","8,531,000","9,202,000","33,957,000","5,052,000","5,985,000","6,579,000","43,511,000","3,355,000","2,729,000","3,267,000","28,035,000","4,373,000","4,196,000","4,139,000","3,929,000","3,996,000","4,214,500","4,096,982","3,298,975","2,997,239","2,361,025","2,185,449","3,936,002","1,725,050","1,082,231",,"3,116,383","2,049,085","789,320",,"-1,198,929","2,154,597","1,918,981","1,850,703","1,542,342","1,278,911","1,293,876"
		GeneralAndAdministrativeExpense,"5,723,000","1,301,000","2,145,000","1,418,000","859,000","1,188,000","896,000","651,000","1,207,000","964,000","965,000","1,215,000","643,000","984,000","925,000","642,000","587,000","940,000","955,000","605,000","602,000","3,817,000","4,787,000","4,038,000","4,128,000","3,302,000","3,846,000","3,134,000","2,955,000","2,762,000","5,259,000","4,934,000","5,480,000","60,348,000","5,388,000","5,008,000","5,017,000","42,580,000","9,783,000","9,883,000","9,937,000","40,118,000","9,660,000","9,967,000","9,398,000","41,792,000","8,668,000","8,711,000","9,016,000","-9,669,000","23,577,000","8,531,000","9,202,000","33,957,000","5,052,000","5,985,000","6,579,000","43,511,000","3,355,000","2,729,000","3,267,000","28,035,000","4,373,000","4,196,000","4,139,000","3,929,000","3,996,000","4,214,500","4,096,982","3,298,975","2,997,239","2,361,025","2,185,449","3,936,002","1,725,050","1,082,231",,"3,116,383","2,049,085","789,320",,"-1,198,929","2,154,597","1,918,981","1,850,703",,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,"4,776,000",,,,,,,,,,,,,,"6,291,000",,,,,"5,597,000","5,437,000","5,676,000","5,086,000","5,247,000","5,524,000","5,185,000","5,026,000","4,677,000","4,699,000","4,993,000","4,658,000","4,410,000","4,497,000","4,810,000","4,274,000","5,052,000","5,985,000","6,579,000","12,942,000","3,355,000","2,729,000","5,513,000","4,278,000","4,373,000","4,196,000","4,139,000","3,929,000","3,996,000","4,214,500","4,096,982","3,298,975","2,997,239","2,361,025","2,185,449","3,936,002","1,725,050","1,082,231",,"3,116,383","2,049,085","789,320",,"-1,198,929","2,154,597","1,918,981","1,850,703",,,
			OtherGandA,,,,,,,,,,,"2,610,000","2,912,000","2,300,000","2,411,000","2,960,000","2,141,000","2,243,000","2,657,000","2,995,000","2,239,000","2,622,000","3,817,000","4,787,000","4,038,000","4,128,000","3,302,000","3,846,000","3,134,000","2,955,000","2,762,000","5,259,000","4,934,000","5,480,000","5,316,000","5,388,000","5,008,000","5,017,000","4,839,000","4,186,000","4,446,000","4,261,000","5,061,000","4,413,000","4,443,000","4,213,000","4,669,000","3,991,000","4,012,000","4,023,000","-39,134,000","19,167,000","4,034,000","4,392,000",,,,,,,,"-2,246,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,"123,000","125,000","124,000","129,000","126,000","122,000","116,000","120,000","110,000","107,000","96,000","89,000","87,000","84,000","85,000","40,000","69,000","87,000","85,000","85,000","917,000","896,000","855,000","830,000","831,000","816,000","807,000","761,000","763,000","711,000","801,000","875,000","1,021,000","1,029,000","1,030,000","1,123,000","1,155,000","1,175,000","1,256,000","1,315,000","1,313,000","1,570,000","1,649,000","2,244,000","1,772,000","1,766,000","1,809,000","1,890,000","1,939,000","1,803,000","1,728,000","1,408,000","1,728,000","1,597,000","1,415,000","1,104,000","1,171,000","1,183,900","1,089,395","1,199,736",,,"290,321","225,544",,,"45,027","56,759",,,"23,945","67,847",,,"2,013",,,
