name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,12/31/2012
TotalAssets,"13,119,300,000","13,259,500,000","13,252,000,000","13,427,800,000","13,361,200,000","13,576,800,000","13,701,000,000","14,138,200,000","13,872,800,000","14,431,600,000","15,173,800,000","15,936,700,000","10,374,300,000","6,630,540,000","6,718,296,000","7,105,880,000","7,150,467,000","7,041,666,000","7,146,545,000","7,175,976,000","7,132,824,000","7,141,986,000","7,411,641,000","7,514,548,000","7,672,907,000","7,502,631,000","7,861,206,000","7,712,103,000","4,958,440,000","4,955,885,000","5,058,722,000","5,054,379,000","4,774,088,000","4,734,055,000","4,798,776,000","4,825,106,000","4,793,264,000"
	CurrentAssets,"3,643,400,000","3,579,700,000","3,438,500,000","3,497,400,000","3,324,500,000","3,354,500,000","3,415,400,000","3,747,800,000","3,145,800,000","3,511,800,000","3,802,700,000","4,301,200,000","1,821,000,000","1,877,825,000","1,867,537,000","2,172,256,000","2,082,207,000","1,943,859,000","1,993,948,000","2,092,124,000","2,032,163,000","1,993,764,000","2,090,483,000","2,103,497,000","2,226,971,000","2,004,640,000","2,350,480,000","1,972,876,000","1,887,945,000","1,827,618,000","1,860,764,000","1,842,859,000","1,546,957,000","1,453,423,000","1,428,706,000","1,422,529,000","1,287,257,000"
		CashCashEquivalentsAndShortTermInvestments,"314,700,000","360,300,000","411,500,000","446,200,000","325,900,000","521,900,000","582,800,000","823,400,000","394,300,000","598,200,000","609,100,000","348,000,000","176,400,000","458,195,000","352,397,000","545,701,000","472,733,000","453,977,000","411,242,000","484,491,000","437,637,000","428,228,000","517,275,000","516,043,000","688,368,000","562,884,000","617,962,000","792,959,000","735,142,000","729,321,000","616,434,000","481,049,000","305,188,000","346,320,000","312,045,000","223,610,000","264,375,000"
			CashAndCashEquivalents,"314,700,000","360,300,000","411,500,000","446,200,000","325,900,000","521,900,000","582,800,000","823,400,000","394,300,000","598,200,000","609,100,000","348,000,000","176,400,000","458,195,000","352,397,000","545,701,000","472,733,000","453,977,000","411,242,000","484,491,000","437,637,000","428,228,000","517,275,000","516,043,000","688,368,000","562,884,000","617,962,000","792,959,000","735,142,000","729,321,000","616,434,000","481,049,000","305,188,000","346,320,000","312,045,000","223,610,000","264,375,000"
		Receivables,"1,590,100,000","1,532,600,000","1,506,200,000","1,653,900,000","1,639,200,000","1,487,400,000","1,497,200,000","1,649,300,000","1,604,000,000","1,698,800,000","1,778,900,000","2,264,700,000","957,600,000","810,359,000","901,096,000","1,023,716,000","984,847,000","898,829,000","930,739,000","931,654,000","941,274,000","952,367,000","966,839,000","993,013,000","924,216,000","833,041,000","958,214,000","718,333,000","689,574,000","612,007,000","703,887,000","777,768,000","714,980,000","607,489,000","641,815,000","718,646,000","596,050,000"
			AccountsReceivable,"1,590,100,000","1,532,600,000","1,506,200,000","1,653,900,000","1,639,200,000","1,487,400,000","1,497,200,000","1,649,300,000","1,604,000,000","1,698,800,000","1,778,900,000","2,264,700,000","957,600,000","810,359,000","901,096,000","1,023,716,000","984,847,000","898,829,000","930,739,000","931,654,000","941,274,000","952,367,000","966,839,000","993,013,000","924,216,000","833,041,000","958,214,000","718,333,000","689,574,000","612,007,000","703,887,000","777,768,000","714,980,000","607,489,000","641,815,000","718,646,000","596,050,000"
				GrossAccountsReceivable,"1,654,900,000","1,596,300,000","1,551,800,000","1,684,700,000","1,671,300,000","1,527,700,000","1,540,300,000","1,692,700,000","1,644,000,000","1,734,200,000","1,811,500,000","2,290,300,000","977,100,000","827,757,000","919,237,000","1,042,839,000","999,954,000","912,805,000","949,799,000","950,492,000","959,377,000","969,578,000","986,227,000","1,009,378,000","942,741,000","852,433,000","970,996,000","728,877,000","697,984,000","620,804,000","716,613,000","790,591,000","727,931,000","620,106,000","655,267,000","732,002,000","610,605,000"
				AllowanceForDoubtfulAccountsReceivable,"-64,800,000","-63,700,000","-45,600,000","-30,800,000","-32,100,000","-40,300,000","-43,100,000","-43,400,000","-40,000,000","-35,400,000","-32,600,000","-25,600,000","-19,500,000","-17,398,000","-18,141,000","-19,123,000","-15,107,000","-13,976,000","-19,060,000","-18,838,000","-18,103,000","-17,211,000","-19,388,000","-16,365,000","-18,525,000","-19,392,000","-12,782,000","-10,544,000","-8,410,000","-8,797,000","-12,726,000","-12,823,000","-12,951,000","-12,617,000","-13,452,000","-13,356,000","-14,555,000"
		Inventory,"1,507,500,000","1,435,800,000","1,252,200,000","1,150,200,000","1,093,500,000","1,088,900,000","1,104,500,000","1,038,400,000","909,400,000","975,900,000","1,169,200,000","1,404,100,000","535,500,000","473,327,000","490,767,000","479,468,000","470,946,000","444,941,000","485,062,000","529,604,000","498,087,000","473,267,000","475,679,000","465,685,000","464,462,000","441,815,000","554,835,000","352,777,000","353,060,000","367,185,000","418,076,000","449,367,000","410,776,000","372,187,000","367,590,000","367,162,000","311,970,000"
			RawMaterials,"513,100,000","436,000,000","361,400,000","324,300,000","298,200,000","280,200,000","279,900,000","298,100,000","264,500,000","240,100,000","256,900,000","256,900,000","147,000,000","146,846,000","164,242,000","153,106,000","137,902,000","126,558,000","123,068,000","141,954,000","124,639,000","126,027,000","126,094,000","125,917,000","127,240,000","114,329,000","125,685,000","97,299,000","91,073,000","90,486,000","99,158,000","93,469,000","90,755,000","72,170,000","79,420,000","85,349,000","69,520,000"
			WorkInProcess,"204,700,000","178,300,000","165,000,000","162,000,000","150,800,000","140,600,000","148,700,000","145,300,000","133,500,000","121,600,000","122,200,000","129,500,000","115,900,000","98,830,000","104,168,000","104,706,000","105,390,000","98,526,000","108,353,000","118,000,000","124,519,000","135,848,000","136,219,000","125,612,000","125,776,000","131,030,000","141,048,000","89,077,000","101,464,000","105,739,000","128,740,000","134,104,000","128,270,000","124,049,000","122,215,000","114,036,000","96,389,000"
			FinishedGoods,"789,700,000","821,500,000","725,800,000","663,900,000","644,500,000","668,100,000","675,900,000","595,000,000","511,400,000","614,200,000","790,100,000","1,017,700,000","272,600,000","227,651,000","222,357,000","221,656,000","227,654,000","219,857,000","253,641,000","269,650,000","248,929,000","211,392,000","213,366,000","214,156,000","211,446,000","196,456,000","288,102,000","166,401,000","160,523,000","170,960,000","190,178,000","221,794,000","191,751,000","175,968,000","165,955,000","167,777,000","146,061,000"
		PrepaidAssets,"231,100,000","251,000,000","268,600,000","247,100,000","265,900,000","256,300,000","230,900,000","236,700,000","238,100,000","238,900,000","245,500,000","284,400,000","151,500,000","135,944,000","123,277,000","123,371,000","153,681,000","146,112,000","166,905,000","146,375,000","155,165,000","139,902,000","130,690,000","128,756,000","149,925,000","166,900,000","146,743,000","59,180,000","65,152,000","67,875,000","59,387,000","82,923,000","66,234,000","71,818,000","60,107,000","56,549,000","53,790,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,726,000","49,627,000","45,017,000","51,230,000","62,980,000","51,752,000","49,779,000","55,609,000","47,149,000","56,562,000","61,072,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,726,000","49,627,000","45,017,000","51,230,000","62,980,000","51,752,000","49,779,000","55,609,000","47,149,000","56,562,000","61,072,000"
