name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
MarketCap,"7,470,099,000","7,841,988,000","9,970,186,741","8,237,064,000","8,798,178,000","8,227,600,000","7,501,365,000","6,455,552,000","5,881,264,000","4,466,575,000","6,292,425,000","5,195,421,000","6,920,844,000","7,019,261,000","6,207,418,000","6,377,802,000","6,050,298,000","7,191,072,000","7,685,770,000","7,387,160,000","7,382,795,000","6,255,816,000","5,945,060,000","5,337,433,181","4,696,965,000","4,356,075,000","4,341,600,000","3,605,393,000","3,871,800,000","4,321,086,000","3,748,140,000","2,976,537,702","3,031,702,349","2,710,757,283","2,764,605,044","2,313,034,096","2,511,345,300","2,153,934,560","1,812,501,950"
EnterpriseValue,"16,937,099,000","17,138,988,000","18,805,186,741","18,188,064,000","18,304,178,000","17,932,600,000","17,452,365,000","16,777,552,000","16,522,264,000","15,531,575,000","16,907,425,000","10,408,421,000","12,294,844,000","12,463,261,000","11,670,418,000","11,957,802,000","11,785,298,000","12,499,072,000","13,020,770,000","13,003,160,000","13,137,795,000","11,677,816,000","11,377,060,000","10,979,433,181","10,471,965,000","10,222,075,000","7,798,600,000","7,251,393,000","7,562,800,000","8,080,086,000","7,537,140,000","6,886,537,702","6,848,702,349","6,497,757,283","6,568,605,044","6,230,034,096","6,494,345,300","6,096,934,560","5,755,501,950"
PeRatio,"10.656","11.125","13.921","11.937","12.713","12.926","13.572","10.982","14.39","12.532","15.83","17","17.414","17.211","12.951","13.905","13.201","16.313","22.918","24.004","24.573","21.491","25.783","26.257","48.563","58.306","51.686","54.673","42.078","63.491","61.863","51.51","36.338","37.339","49.563","43.361","113.454","93.36","78.805"
ForwardPeRatio,"7.133","7.553","10.288","9.681","10.309","11.468","10.373","9.355","8.897","8.197","12.107","10.132","13.298","13.459","12.3","12.739","11.521","14.706","17.153","16.949","17.331","17.422","17.762","15.699","15.699","14.749","15.083","17.182","17.065","19.048","20.492","16.835","18.416","15.432","20","16.639","16.34","14.663","12.376"
PsRatio,"0.542","0.564","0.737","0.635","0.716","0.691","0.648","0.556","0.556","0.467","0.72","0.664","0.877","0.899","0.817","0.854","0.825","1.002","1.096","1.083","1.114","0.957","0.939","0.893","0.849","0.849","0.915","0.745","0.789","0.877","0.773","0.63","0.668","0.598","0.612","0.495","0.535","0.457","0.386"
PbRatio,"2.25","2.381","3.135","2.789","3.325","3.365","3.586","3.454","3.562","2.501","3.889","3.367","4.54","4.856","4.338","4.759","4.647","6.16","7.6","8.776","10.562","25.744","27.338","35.115","74.555",,,,,,,,,,,,,,
EnterprisesValueRevenueRatio,"1.153","4.54","5.263","4.957","4.981","5.321","5.565","5.578","5.678","5.221","6.004","3.448","6.347","6.391","5.918","5.822","5.688","6.354","7.332","6.913","6.893","6.466","7.575","6.786","6.366","6.333","4.838","6.063","6.094","6.601","6.178","5.257","5.276","5.37","5.762","5.174","5.319","5.302","5.369"
EnterprisesValueEBITDARatio,"8.29","31.68","42.739","34.91","33.834","33.27","35.329","31.596","29.347","31.251","42.058","16.842","59.684","42.392","37.167","36.568","33.769","39.68","46.01","38.132","38.081","40.832","42.611","38.256","33.457","33.736","35.288","37.187","67.525","41.225","47.107","35.498","47.893","40.611","44.085","35.805","31.68","40.919","40.532"
