name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,12/31/2003
TotalAssets,"7,496,248,000","7,574,586,000","7,548,719,000","7,538,441,000","7,518,708,000","7,531,160,000","7,581,524,000","7,514,510,000","7,619,756,000","7,559,754,000","7,668,982,000","7,382,897,000","7,325,448,000","7,038,846,000","7,046,048,000","6,905,017,000","7,006,952,000","6,897,370,000","6,686,891,000","6,224,973,000","5,987,966,000","5,865,913,000","6,279,375,000","6,315,057,000","6,367,537,000","6,025,947,000","6,026,102,000","5,810,170,000","5,819,565,000","5,834,748,000","5,753,861,000","5,720,993,000","5,620,715,000","5,598,040,000","5,320,086,000","5,291,645,000","5,160,141,000","5,118,962,000","4,214,572,000","3,240,509,000","3,115,981,000","3,008,582,000","2,705,475,000","2,621,090,000","2,629,352,000","2,693,484,000","2,660,552,000","2,150,900,000","2,155,555,000","2,234,981,000","2,299,703,000","2,249,155,000","2,189,937,000","2,183,909,000","2,191,802,000","2,239,045,000","1,128,697,000","1,076,296,000","1,032,417,000","989,184,000","976,165,000","884,381,000","864,429,000","822,537,000","801,916,000","550,862,000","554,469,000","507,256,000","486,487,000","367,628,000","362,150,000","363,003,000","330,566,459"
	CurrentAssets,"125,120,000","148,864,000","84,424,000","67,534,000","78,871,000","85,062,000","89,985,000","70,164,000","221,175,000","94,818,000","113,147,000","98,172,000","103,169,000","115,082,000","135,838,000","95,031,000","93,713,000","73,942,000","57,696,000","61,242,000","91,678,000","80,735,000","574,647,000","248,801,000","434,609,000","124,163,000","105,739,000","83,988,000","59,845,000","198,158,000","65,410,000","108,403,000","75,378,000","97,848,000","103,661,000","188,135,000","147,629,000","72,366,000","78,572,000","61,317,000","167,370,000","50,679,000","59,963,000","78,677,000","117,392,000","197,154,000","294,781,000","109,670,000","104,733,000","154,321,000","182,674,000","152,384,000","112,964,000","127,774,000",,,,,,,,,,,,,,,,,,,"32,531,769"
		CashCashEquivalentsAndShortTermInvestments,"87,656,000","120,351,000","42,073,000","30,283,000","41,111,000","54,017,000","44,449,000","31,011,000","176,758,000","54,650,000","56,218,000","51,541,000","46,166,000","71,238,000","50,801,000","52,608,000","55,502,000","41,182,000","16,341,000","25,476,000","34,130,000","22,140,000","32,393,000","206,738,000","387,273,000","16,659,000","45,230,000","8,765,000","17,812,000","25,062,000","19,412,000","64,324,000","31,211,000","38,751,000","25,267,000","25,541,000","15,033,000","21,454,000","18,011,000","17,606,000","32,592,000","22,399,000","28,499,000","48,263,000","31,922,000","113,507,000","203,665,000","20,932,000","21,550,000","66,093,000","86,753,000","57,183,000","26,196,000","25,600,000","37,300,000","63,470,000","13,039,000","12,073,000","10,852,000","8,960,000","25,037,000","79,107,000","32,245,000","9,482,000","11,025,000","24,641,000","37,561,000","3,864,000","6,425,000","4,050,000","5,491,000",,"5,227,191"
			CashAndCashEquivalents,"87,656,000","120,351,000","42,073,000","30,283,000","41,111,000","54,017,000","44,449,000","31,011,000","176,758,000","54,650,000","56,218,000","51,541,000","46,166,000","71,238,000","50,801,000","52,608,000","55,502,000","41,182,000","16,341,000","25,476,000","34,130,000","22,140,000","32,393,000","206,738,000","387,273,000","16,659,000","45,230,000","8,765,000","17,812,000","25,062,000","19,412,000","64,324,000","31,211,000","38,751,000","25,267,000","25,541,000","15,033,000","21,454,000","18,011,000","17,606,000","32,592,000","22,399,000","28,499,000","48,263,000","31,922,000","113,507,000","203,665,000","20,932,000","21,550,000","66,093,000","86,753,000","57,183,000","26,196,000","25,600,000","37,300,000","63,470,000","13,039,000","12,073,000","10,852,000","8,960,000","25,037,000","79,107,000","32,245,000","9,482,000","11,025,000","24,641,000","5,879,000","3,864,000","6,425,000","4,050,000","5,491,000",,"5,227,191"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,682,000",,,,,,
		Receivables,"20,476,000","14,187,000","22,188,000","9,775,000","13,642,000","11,090,000","22,008,000","9,194,000","12,287,000","13,470,000","27,360,000","9,446,000","14,056,000","8,565,000","45,297,000","7,827,000","9,726,000","9,170,000","15,531,000","7,447,000","7,781,000","8,428,000","16,650,000","7,117,000","7,024,000","18,475,000","24,129,000","8,052,000","7,942,000","10,145,000","14,660,000","8,947,000","8,004,000","9,238,000","17,207,000","8,323,000","6,475,000","14,122,000","9,483,000","3,908,000","3,145,000","5,324,000","7,296,000","3,616,000","4,139,000","5,736,000","9,764,000","4,249,000","4,520,000","5,381,000","7,058,000","4,891,000","4,113,000","5,185,000","4,806,000","3,298,000","2,641,000","3,657,000","4,316,000","2,360,000","6,499,000","3,129,000","3,028,000","1,708,000","1,904,000","2,610,000","2,284,000","1,059,000","3,013,000","2,164,000","2,000,000",,"2,354,519"
			AccountsReceivable,"20,476,000","14,187,000","22,188,000","9,775,000","13,642,000","11,090,000","22,008,000","9,194,000","12,287,000","13,470,000","27,360,000","9,446,000","14,056,000","8,565,000","45,297,000","7,827,000","9,726,000","9,170,000","15,531,000","7,447,000","7,781,000","8,428,000","16,650,000","7,117,000","7,024,000","18,475,000","24,129,000","8,052,000","7,942,000","10,145,000","14,660,000","8,947,000","8,004,000","9,238,000","17,207,000","8,323,000","6,475,000","14,122,000",,,,,,"3,616,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,"23,578,000",,,,"23,518,000",,,,"24,883,000",,,,"35,529,000",,,,"29,856,000",,,,"25,164,000",,,,"24,724,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,"-15,013,000",,,,"-14,348,000",,,,"-16,455,000",,,,"-17,054,000",,,,"-19,711,000",,,,"-15,926,000",,,,"-10,602,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,"16,988,000","14,326,000","20,163,000","27,476,000","24,118,000","19,955,000","23,528,000","29,959,000","32,130,000","26,698,000","29,569,000","37,185,000","33,689,000","35,279,000","39,740,000","34,596,000","28,485,000","23,590,000","25,824,000","28,319,000","24,386,000","24,817,000","29,649,000","34,946,000","40,312,000","33,675,000","36,380,000","40,673,000","34,091,000","31,937,000","31,338,000","35,132,000","36,163,000","35,451,000","37,480,000","39,331,000","38,817,000","36,790,000","51,078,000","39,803,000","21,165,000","22,956,000","24,168,000","26,798,000","27,546,000","26,764,000","26,750,000","31,615,000","28,451,000","29,899,000","29,103,000","31,559,000","29,680,000","32,558,000","30,183,000","32,196,000","15,618,000","13,855,000","14,025,000","15,718,000","10,219,000","11,260,000","12,681,000","13,336,000","12,609,000","9,502,000","8,547,000","13,479,000","7,382,000","9,816,000","7,385,000",,
