name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999
		DepreciationAndAmortizationInIncomeStatement,"29,191,000","7,852,000","7,467,000","5,924,000","7,948,000","8,512,000","8,737,000","8,625,000","5,715,000","5,210,000","5,273,000","5,092,000","5,080,000","5,153,000","5,342,000","5,004,000","5,165,000","4,917,000","5,062,000","5,059,000","4,742,000","4,884,000","4,682,000","4,478,000","4,520,000","4,557,000","4,424,000","4,505,000","4,504,000","4,882,000","4,963,000","4,977,000","4,600,000","3,648,000","3,152,000","2,887,000","2,737,000","2,460,000","2,824,000","2,870,000","2,356,000","2,028,000","2,225,000","2,468,000","1,934,000","1,468,000","1,228,000","1,200,000","1,267,000","1,089,000","1,268,000","1,397,000","1,499,000","1,586,000","1,697,000","1,727,000","1,770,000","1,755,000","2,093,000","1,648,000","1,341,000","1,183,000","1,424,000","1,475,000","914,050","592,608","692,633","642,392","436,648","454,212","398,583","372,259","286,531","151,123","166,144","228,445","347,606","538,662","541,176","552,414","503,937","287,499","608,462","4,911,019","4,912,277","4,880,522","4,901,364","4,831,312","3,264,248","214,916",,,
			DepreciationIncomeStatement,"6,811,000","1,873,000","1,716,000","1,607,000","1,615,000","1,460,000","1,437,000","1,388,000","1,317,000","1,288,000","1,266,000","1,095,000","1,070,000","1,016,000","1,015,000","995,000","1,028,000","1,034,000","1,135,000","1,123,000","1,205,000","1,259,000","1,248,000","1,212,000","1,214,000","1,192,000","1,174,000","1,148,000","1,093,000","1,081,000","1,021,000","932,000","870,000","912,000","928,000","932,000","719,000","683,000","661,000","612,000","515,000","463,000","547,000","484,000","398,000","325,000","263,000","225,000","195,000","147,000","240,000","375,000","393,000","475,000","510,000","535,000","556,000","538,000","484,000","371,000","361,000","337,000","301,000","264,000","215,393","167,717","155,712","148,870","132,885","177,336","148,483","138,718","123,753","101,122","109,893","165,943","193,438","201,162","203,676","214,914","180,912",,,,,,,,,,,,
			Amortization,"22,380,000","5,979,000","5,751,000","4,317,000","6,333,000","7,052,000","7,300,000","7,237,000","4,398,000","3,922,000","4,007,000","3,997,000","4,010,000","4,137,000","4,327,000","4,009,000","4,137,000","3,883,000","3,927,000","3,936,000","3,537,000","3,625,000","3,434,000","3,266,000","3,306,000","3,365,000","3,250,000","3,357,000","3,411,000","3,801,000","3,942,000","4,045,000","3,730,000","2,736,000","2,224,000","1,955,000","2,018,000","1,777,000","2,163,000","2,258,000","1,841,000","1,565,000","1,678,000","1,984,000","1,536,000","1,143,000","965,000","975,000","1,072,000","942,000","1,028,000","1,022,000","1,106,000","1,111,000","1,187,000","1,192,000","1,214,000","1,217,000","1,609,000","1,277,000","980,000","846,000","1,123,000","1,211,000","698,657","424,891","536,921","493,522","303,763","276,876","250,100","233,541","162,778","50,001","56,251","62,502","154,168","337,500","337,500","337,500","323,025","287,499","608,462","4,911,019","4,912,277","4,880,522",,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"22,380,000","5,979,000","5,751,000","4,317,000","6,333,000","7,052,000","7,300,000","7,237,000","4,398,000","3,922,000","4,007,000","3,997,000","4,010,000","4,137,000","4,327,000","4,009,000","4,137,000","3,883,000","3,927,000","3,936,000","3,537,000","3,625,000","3,434,000","3,266,000","3,306,000","3,365,000","3,250,000","3,357,000","3,411,000","3,801,000","3,942,000","4,045,000","3,730,000","2,736,000","2,224,000","1,955,000","2,018,000","1,777,000","2,163,000","2,258,000","1,841,000","1,565,000","1,678,000","1,984,000","1,536,000","1,143,000","965,000","975,000","1,072,000","942,000","1,028,000","1,022,000","1,106,000","1,111,000","1,187,000","1,192,000","1,214,000","1,217,000","1,609,000","1,277,000","980,000","846,000","1,123,000","1,211,000","698,657","424,891","536,921","493,522","303,763","276,876","250,100","233,541","162,778","50,001","56,251","62,502","154,168","337,500","337,500","337,500","323,025","287,499","608,462","4,911,019","4,912,277","4,880,522",,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97,000","167,000","171,000","734,000","334,000","458,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-151,123",,,,,,"74,754",,,"123,354","26,798,178",,"123,354",,,,,,,
OperatingIncome,"122,646,000","33,490,000","34,252,000","29,320,000","25,584,000","20,788,000","21,158,000","17,783,000","15,593,000","13,914,000","16,525,000","15,823,000","14,113,000","10,068,000","11,995,000","10,424,000","9,154,000","8,058,000","9,078,000","10,468,000","8,521,000","5,507,000","7,158,000","7,459,000","8,210,000","8,953,000","12,031,000","12,182,000","5,584,000","7,135,000","10,681,000","12,321,000","10,815,000","7,128,000","9,625,000","10,444,000","9,010,000","5,183,000","7,595,000","7,546,000","7,675,000","5,656,000","4,958,000","5,718,000","5,608,000","3,557,000","3,772,000","3,546,000","3,240,000","1,948,000","1,537,000","-294,000","56,000","1,242,000","1,427,000","4,402,000","6,802,000","5,047,000","7,416,000","7,569,000","6,907,000","5,570,000","5,159,000","4,840,000","4,026,820","3,057,062","3,432,411","3,555,110","2,755,828","2,531,853","2,253,221","1,912,729","1,345,439","1,182,822","811,512","692,483","473,384","124,169","-422,063","-457,588","-305,339","-487,411","-937,347","-32,206,534","-5,355,457","-4,816,400","-4,620,491","-4,455,981","-3,798,855","-578,849","-1,440,013","-200,000","0"
NetNonOperatingInterestIncomeExpense,"-11,643,000","-887,000","-3,908,000","-3,481,000","-3,367,000","-3,296,000","-3,333,000","-2,808,000","-2,061,000","-1,926,000","-1,867,000","-1,895,000","-1,863,000","-1,793,000","-1,842,000","-831,000","-513,000","-374,000","-394,000","-440,000","-657,000","-347,000","-314,000","-335,000","-467,000","-520,000","-483,000","-501,000","-548,000","-553,000","-383,000","-462,000","-425,000","-167,000","-139,000","-96,000","-53,000","-5,000","-12,000","-93,000","-25,000","-13,000","1,000","-1,000","31,000","36,000","56,000","37,000","41,000","29,000",,"16,000","90,000","98,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"11,643,000","887,000","3,908,000",,"3,367,000","3,296,000","3,333,000","2,808,000","2,061,000","1,926,000","1,867,000","1,895,000","1,863,000","1,793,000","1,842,000","831,000","513,000","374,000","394,000","440,000","657,000","347,000","314,000","335,000","467,000","520,000","483,000","501,000","548,000","553,000","383,000","462,000","425,000","167,000","139,000","96,000","53,000","5,000",,,,"13,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,"3,481,000",,,"3,333,000","2,808,000","2,061,000","1,926,000","1,867,000","1,895,000","1,863,000","1,793,000","1,842,000","831,000","513,000","374,000","394,000","440,000","657,000","347,000","314,000","335,000","467,000","520,000","483,000","501,000","548,000","553,000","383,000","462,000","425,000","167,000","139,000","96,000","53,000","5,000","12,000","93,000","25,000",,"-1,000","1,000","-31,000","-36,000","-56,000","-37,000","-41,000","-29,000",,"-16,000","-90,000","-98,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-32,258,000","447,000","-31,547,000","-1,659,000","501,000","-704,000","-6,221,000","-6,446,000","-3,839,000","-1,485,000","-919,000","-25,000","-723,000","497,000","-563,000","-1,157,000","-715,000","-1,265,000","-4,222,000","504,000","-245,000","-630,000","-641,000","466,000","1,124,000","-584,000","-930,000","-616,000","-101,000","-365,000","-1,035,000","84,000","650,000","-1,687,000","-897,000","-91,000","-1,555,000","71,000","-562,000","-4,000","-1,123,000","-655,000","33,000","12,000","-751,000","-557,000","-557,000","16,000","22,000","-402,000","6,000","-4,000","82,000",,"-1,600,000","-903,000","-98,000","48,000","10,000","1,000","3,000","6,000","102,000","7,000","5,557","59,160","29,398","5,034","9,292","-1,163","10,072","20,612","-193","2,092","8,738","17,814","-34,046","-5,965","3,610","-70,341","-355,216","-56","-1,608","-27,009,505","-142,936","-412,214",,,,,,,
	SpecialIncomeCharges,"-31,746,000","680,000","-31,380,000","-1,556,000","510,000","-582,000","-5,944,000","-6,455,000","-3,854,000","-1,478,000","-912,000","-15,000","-732,000","462,000","-594,000","-1,163,000","-663,000","-1,267,000","-4,139,000","489,000","-296,000","-648,000","-675,000","555,000","1,027,000","-481,000","-898,000","-587,000","-110,000","-85,000","-951,000","74,000","601,000","-1,707,000","-1,039,000","-98,000","-1,472,000","25,000","-606,000","-4,000","-1,123,000","-655,000","33,000","12,000","-751,000","-557,000","-557,000","16,000","22,000","-402,000","6,000","-4,000","82,000",,"-1,600,000","-903,000","-98,000","48,000","10,000","1,000","3,000","6,000","102,000","7,000","5,557","59,160","29,398","5,034","9,292","-1,163","10,072","20,612","-193","2,092","8,738","17,814","-34,046","-5,965","3,610","-70,341","-355,216","-56","-1,608","-27,009,505","-142,936","-412,214",,,,,,,
		RestructuringAndMergernAcquisition,"2,750,000","-680,000","2,634,000","1,306,000","-510,000","582,000","5,744,000","2,118,000","3,854,000","1,478,000","912,000","15,000","732,000","-462,000","594,000","1,163,000","663,000","1,267,000","4,139,000","-489,000","296,000","648,000","675,000","-555,000","-1,027,000","481,000","898,000","587,000","110,000","85,000","951,000","-74,000","-601,000","1,707,000","1,039,000","98,000","1,472,000","-25,000","557,000","9,000","1,121,000","701,000","18,000","1,000","727,000","503,000","587,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"191,806",,"344,947",,"-123,354","211,327","142,936","288,860",,,,,,,
		OtherSpecialCharges,,,"28,746,000","250,000",,,"200,000","4,337,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,000","2,000","-46,000","-51,000","-13,000","24,000","54,000","-30,000","-16,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-195,416",,"10,269",,"124,962","26,798,178",,"123,354",,,,,,,
	OtherNonOperatingIncomeExpenses,"-512,000","-233,000","-167,000","-103,000","-9,000","-122,000","-277,000","9,000","15,000","-7,000","-7,000","-10,000","9,000","35,000","31,000","6,000","-52,000","2,000","-83,000","15,000","51,000","18,000","34,000","-89,000","97,000","-103,000","-32,000","-29,000","9,000","-280,000","-84,000","10,000","49,000","20,000","142,000","7,000","-83,000","46,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"78,745,000","33,050,000","-1,203,000","24,180,000","22,718,000","16,788,000","11,604,000","8,529,000","9,693,000","10,503,000","13,739,000","13,903,000","11,527,000","8,772,000","9,590,000","8,436,000","7,926,000","6,419,000","4,462,000","10,532,000","7,619,000","4,530,000","6,203,000","7,590,000","8,867,000","7,849,000","10,618,000","11,065,000","4,935,000","6,217,000","9,263,000","11,943,000","11,040,000","5,274,000","8,589,000","10,257,000","7,402,000","5,249,000","7,021,000","7,449,000","6,527,000","4,988,000","4,992,000","5,729,000","4,888,000","3,036,000","3,271,000","3,599,000","3,303,000","1,575,000","1,548,000","-282,000","228,000","1,516,000","1,618,000","3,677,000","6,793,000","5,203,000","7,472,000","7,649,000","6,958,000","5,575,000","5,241,000","4,675,000","3,899,964","3,033,558","3,245,244","3,359,257","2,650,112","2,419,849","2,208,989","1,881,427","1,331,023","1,019,518","733,844","654,823","372,150","44,620","-679,199","-507,195","-708,825","-49,982,569","-814,178","-32,430,354","-5,535,862","-5,148,023",,,,,,,
TaxProvision,"13,111,000","5,914,000","-5,732,000","6,784,000","6,145,000","3,195,000","3,183,000","2,352,000","3,084,000","1,529,000","1,947,000","4,124,000","2,999,000","1,746,000","2,114,000","2,131,000","2,077,000","1,491,000","-1,973,000","3,505,000","5,210,000","1,821,000","2,510,000","2,045,000","3,052,000","2,443,000","3,048,000","3,691,000","938,000","2,151,000","2,838,000","4,637,000","4,653,000","2,229,000","3,076,000","3,023,000","2,840,000","1,126,000","2,645,000","2,307,000","2,924,000","2,002,000","2,271,000","2,263,000","2,121,000","1,243,000","1,964,000","1,346,000","1,252,000","707,000","919,000","-397,000","424,000","601,000","859,000","1,501,000","2,804,000","2,127,000","2,957,000","3,108,000","2,944,000","2,415,000","2,467,000","1,841,000","1,644,951","1,328,915","1,249,471","1,293,392","1,023,301","931,546","872,331","735,338","521,000","399,000","200,000","230,558","194,847","130,000",,,,,"0","-50,000","7,739",,,,,,,,
NetIncomeCommonStockholders,"65,634,000","27,136,000","4,529,000","17,396,000","16,573,000","13,593,000","8,421,000","6,177,000","6,609,000","8,974,000","11,792,000","9,779,000","8,528,000","7,026,000","7,476,000","6,305,000","5,849,000","4,928,000","6,435,000","7,027,000","2,409,000","2,709,000","3,693,000","5,545,000","5,815,000","5,406,000","7,570,000","7,374,000","3,997,000","4,066,000","6,425,000","7,306,000","6,387,000","3,045,000","5,513,000","7,234,000","4,562,000","4,123,000","4,376,000","5,142,000","3,603,000","2,986,000","2,721,000","3,466,000","2,767,000","1,793,000","1,307,000","2,253,000","2,051,000","868,000","629,000","115,000","-196,000","915,000","759,000","2,176,000","3,989,000","3,076,000","4,515,000","4,541,000","4,014,000","3,160,000","2,774,000","2,834,000","2,255,013","1,704,643","1,995,773","2,065,865","1,626,811","1,488,303","1,336,658","1,146,089","810,023","620,518","514,237","379,366","131,007","-132,210","-729,785","-558,614","-708,825","-499,825","-814,178","-32,380,354","-5,543,601","-5,148,023","-4,814,487","-4,485,237","-3,748,777","-578,849","-304,963","-200,000",
	NetIncome,"65,634,000","27,136,000","4,529,000","17,396,000","16,573,000","13,593,000","8,421,000","6,177,000","6,609,000","8,974,000","11,792,000","9,779,000","8,528,000","7,026,000","7,476,000","6,305,000","5,849,000","4,928,000","6,435,000","7,027,000","2,409,000","2,709,000","3,693,000","5,545,000","5,815,000","5,406,000","7,570,000","7,374,000","3,997,000","4,066,000","6,425,000","7,306,000","6,387,000","3,045,000","5,513,000","7,234,000","4,562,000","4,123,000","4,376,000","5,142,000","3,603,000","2,986,000","2,721,000","3,466,000","2,767,000","1,793,000","1,307,000","2,253,000","2,051,000","868,000","629,000","115,000","-196,000","915,000","759,000","2,176,000","3,989,000","3,076,000","4,515,000","4,541,000","4,014,000","3,160,000","2,774,000","2,834,000","2,255,013","1,704,643","1,995,773","2,065,865","1,626,811","1,488,303","1,336,658","1,146,089","810,023","620,518","533,844","424,265","177,303","-85,380","-679,199","-507,195","-708,825","-499,825","-814,178","-32,380,354","-5,543,601","-5,148,023","-4,814,487","-4,485,237","-3,748,777","-578,849","-304,963","-200,000",
		NetIncomeIncludingNoncontrollingInterests,"65,634,000","27,136,000","4,529,000","17,396,000","16,573,000","13,593,000","8,421,000","6,177,000","6,609,000","8,974,000","11,792,000","9,779,000","8,528,000","7,026,000","7,476,000","6,305,000","5,849,000","4,928,000","6,435,000","7,027,000","2,409,000","2,709,000","3,693,000","5,545,000","5,815,000","5,406,000","7,570,000","7,374,000","3,997,000","4,066,000","6,425,000","7,306,000","6,387,000","3,045,000","5,513,000","7,234,000","4,562,000","4,123,000","4,376,000","5,142,000","3,603,000","2,986,000","2,721,000","3,466,000","2,767,000","1,793,000","1,307,000","2,253,000","2,051,000","868,000","629,000","115,000","-196,000","915,000","759,000","2,176,000","3,989,000","3,076,000","4,515,000","4,541,000","4,014,000","3,160,000","2,774,000","2,834,000","2,255,013","1,704,643","1,995,773","2,065,865","1,626,811","1,488,303","1,336,658","1,146,089","810,023","620,518","533,844","424,265","177,303","-85,380","-679,199","-507,195","-708,825","-499,825","-814,178","-32,380,354","-5,543,601","-5,148,023","-4,814,487","-4,485,237","-3,748,777","-578,849","-304,963","-200,000",
