name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"54,575,127","110,190,012","173,638,285","128,416,648"
EnterpriseValue,"-23,737,873","903,012","75,785,285","126,304,648"
PeRatio,,"102.9","12.898","3.46"
ForwardPeRatio,"15.504","256.41","588.235",
PsRatio,"0.132","2.618","0.499","0.346"
PbRatio,"5.911","13.113","24.498",
EnterprisesValueRevenueRatio,"-0.058","0.009","0.622","1.326"
EnterprisesValueEBITDARatio,"-0.669","0.162","5.743","20.665"
