name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002
			AccruedInterestReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"544,000",,,,"458,000",,,,"650,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"386,000",,,,"225,000",,,,"221,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,"12,805,000",,,,"16,459,000","13,441,000",,,"17,241,000","18,846,000","11,558,000",,"16,185,000","16,456,000","8,753,000","9,425,000",,,,,,,,,,,,,,,,,,,,,"684,000",,,,,,,,,,,,,,,,,"843,000",,,"2,122,000",,,,"642,000",,,,,,,,"647,000",,,,,"1,956,000","9,374,000","1,513,000",,
		Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"499,000",,,,"587,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"220,000","236,000","296,000","168,000","60,000"
			RawMaterials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"227,000",,,,"302,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,000",
			WorkInProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90,000",
			FinishedGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,000",
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"272,000",,,,"285,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"11,421,000","6,670,000","8,371,000","7,451,000","8,061,000","6,205,000","6,888,000","6,585,000","6,981,000","5,660,000","5,682,000","7,432,000","7,630,000","5,264,000","5,904,000","6,244,000","4,136,000","3,747,000","4,588,000","4,819,000","4,596,000","3,152,000","2,945,000","3,826,000","2,935,000","4,017,000","3,869,000","5,325,000","5,393,000","487,000","4,578,000","2,672,000","3,641,000","432,000","2,438,000","3,071,000","3,670,000","590,000","2,373,000","2,468,000","2,819,000","2,320,000","4,508,000","5,186,000","5,120,000","4,609,000","5,507,000","3,938,000","4,109,000","5,345,000","4,675,000","5,127,000","5,019,000","4,921,000","1,375,000","1,616,000","1,633,000","904,000","803,000","765,000","727,000","564,000","601,000","769,000","928,000","1,040,000","1,378,000","1,295,000","1,539,000","703,000",,"1,757,000",,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,978,000","1,878,000","1,943,000","1,868,000","4,780,000","3,584,000","3,278,000","3,457,000","2,810,000","2,565,000","2,294,000","2,065,000","1,993,000","2,015,000","1,703,000","2,248,000","1,973,000","2,355,000","1,240,000","1,288,000","964,000","1,059,000","1,115,000","1,096,000","1,075,000","945,000","925,000","1,085,000","1,300,000","1,336,000","993,000","861,000","761,000","642,000","537,000","613,000","571,000","543,000","550,000","600,000",,"147,000","158,000","125,000",,,,,,,,,"240,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,978,000","1,878,000","1,943,000","1,868,000","4,780,000","3,584,000","3,278,000","3,457,000","2,810,000","2,565,000","2,294,000","2,065,000","1,993,000","2,015,000","1,703,000","2,248,000","1,973,000","2,355,000","1,240,000","1,288,000","964,000","1,059,000","1,115,000","1,096,000","1,075,000","945,000","925,000","1,085,000","1,300,000","1,336,000","993,000","861,000","761,000","642,000","537,000","613,000","571,000","543,000","550,000","600,000",,"147,000","158,000","125,000",,,,,,,,,"240,000"
		HedgingAssetsCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"216,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,066,000",,,,"294,000",,,,,,,,,,,,,,,,,,,,,"2,619,000","1,939,000","9,091,000",,"1,494,000","1,858,000","2,116,000","999,000","1,654,000","1,267,000","1,231,000","1,042,000","2,044,000","1,564,000","943,000",,"1,591,000",,,,,,,,"3,104,000"
	TotalNonCurrentAssets,"137,736,000","139,679,000","137,526,000","149,377,000","136,860,000","139,393,000","123,966,000","113,830,000","114,718,000","118,469,000","119,126,000","104,279,000","103,042,000","99,975,000","125,758,000","124,879,000","122,216,000","117,736,000","111,346,000","121,075,000","119,561,000","97,783,000","94,411,000","82,988,000","98,355,000","106,622,000","110,112,000","121,278,000","103,507,000","92,369,000","81,182,000","65,945,000","66,843,000","66,717,000","78,080,000","77,084,000","71,699,000","70,681,000","61,173,000","64,604,000","70,792,000","70,044,000","62,477,000","59,780,000","59,566,000","59,026,000","58,713,000","58,010,000","48,052,000","42,410,000","42,205,000","41,850,000","41,505,000","41,561,000","42,567,000","42,806,000","42,359,000","41,723,000","45,748,000","45,730,000","45,675,000","45,358,000","45,622,000","45,713,000","44,881,000","45,288,000","45,556,000","46,088,000","46,786,000","47,215,000","47,408,000","48,076,000","47,695,000","48,132,000","52,385,000","53,296,000","54,531,000","52,985,000","3,737,000"
		NetPPE,"16,244,000","15,592,000","16,594,000","15,632,000","16,183,000","16,638,000","18,908,000","18,103,000","18,552,000","18,945,000","18,579,000","17,152,000","16,766,000","7,344,000","7,979,000","8,100,000","6,805,000","6,926,000","6,698,000","6,157,000","5,826,000","4,805,000","4,831,000","4,105,000","3,844,000","3,731,000","2,994,000","2,836,000","2,727,000","2,605,000","2,171,000","1,463,000","1,531,000","1,616,000","1,723,000","1,707,000","1,536,000","1,392,000","1,192,000","1,177,000","1,193,000","1,235,000","1,192,000","1,308,000","1,296,000","1,348,000","1,462,000","1,346,000","1,276,000","1,148,000","1,217,000","1,187,000","1,217,000","1,271,000","1,510,000","1,630,000","1,558,000","1,626,000","1,767,000","1,887,000","1,941,000","1,706,000","1,883,000","2,111,000","2,851,000","3,226,000","3,642,000","4,066,000","4,184,000","4,471,000","4,690,000","5,211,000","4,595,000","4,792,000","6,356,000","7,153,000","8,264,000","6,593,000","2,336,000"
			GrossPPE,"16,244,000","37,617,000","16,594,000","15,632,000","16,183,000","35,431,000","18,908,000","18,103,000","18,552,000","34,505,000","18,579,000","17,152,000","16,766,000","20,143,000",,,,"17,123,000",,,,"13,001,000",,,,"16,127,000",,,,"13,943,000",,,,"11,712,000",,,,"13,463,000",,,,"12,902,000",,,,"13,382,000",,,,"12,654,000",,,,"12,289,000","13,120,000","13,240,000","13,168,000","13,236,000","12,498,000","12,618,000","12,672,000","12,437,000","6,352,000","6,580,000","7,320,000","7,695,000","12,134,000","12,558,000","12,676,000","12,963,000","10,769,000","11,290,000","10,674,000","10,871,000","11,988,000","12,785,000","13,896,000","12,225,000","2,336,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"668,000",,,,"1,126,000",,,,"1,056,000",,,,"1,044,000",,,,"897,000",,,,"710,000",,,,"650,000",
				MachineryFurnitureEquipment,,"24,610,000",,,,"22,320,000",,,,"20,071,000",,,,"17,263,000",,,,"14,367,000",,,,"10,797,000",,,,"14,262,000",,,,"12,813,000",,,,"10,842,000",,,,"12,662,000",,,,"12,118,000",,,,"12,607,000",,,,"11,986,000",,,,"11,621,000",,,,"960,000",,,,"957,000",,,,"6,651,000",,,,"12,066,000",,,,"10,007,000",,"12,785,000",,"11,421,000",
				OtherProperties,"16,244,000","8,827,000","16,594,000","15,632,000","16,183,000","9,052,000","18,908,000","18,103,000","18,552,000","11,066,000","18,579,000","17,152,000","16,766,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,150,000",,,,"10,424,000",,,,,,,,,,,,"154,000",,,,"154,000",
				Leases,,"4,180,000",,,,"4,059,000",,,,"3,368,000",,,,"2,880,000",,,,"2,756,000",,,,"2,204,000",,,,"1,865,000",,,,"1,130,000",,,,"870,000",,,,"801,000",,,,"784,000",,,,"775,000",,,,"668,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-22,025,000",,,,"-18,793,000",,,,"-15,560,000",,,,"-12,799,000",,,,"-10,197,000",,,,"-8,196,000",,,,"-12,396,000",,,,"-11,338,000",,,,"-10,096,000",,,,"-12,071,000",,,,"-11,667,000",,,,"-12,034,000",,,,"-11,506,000",,,,"-11,018,000","-11,610,000","-11,610,000","-11,610,000","-11,610,000","-10,731,000","-10,731,000","-10,731,000","-10,731,000","-4,469,000","-4,469,000","-4,469,000","-4,469,000","-8,492,000","-8,492,000","-8,492,000","-8,492,000","-6,079,000","-6,079,000","-6,079,000","-6,079,000","-5,632,000","-5,632,000","-5,632,000","-5,632,000",
		GoodwillAndOtherIntangibleAssets,"88,217,000","89,384,000","89,340,000","90,732,000","61,260,000","61,906,000","62,551,000","63,196,000","63,841,000","64,494,000","68,423,000","48,734,000","49,023,000","49,312,000","49,616,000","49,919,000","50,195,000","48,354,000","48,663,000","48,972,000","49,281,000","49,590,000","49,899,000","50,208,000","50,517,000","50,826,000","51,150,000","51,475,000","51,799,000","52,124,000","52,545,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,510,000","36,530,000","36,551,000","36,575,000","36,616,000","36,657,000","36,699,000","36,740,000","36,782,000","39,668,000","39,858,000","40,049,000","40,241,000","40,850,000","40,961,000","41,184,000","41,407,000","41,630,000","41,853,000","43,261,000","43,322,000","43,606,000","43,890,000",
			Goodwill,"74,777,000","74,777,000","75,506,000","75,979,000","51,070,000","51,070,000","51,070,000","51,070,000","51,070,000","51,070,000","51,070,000","46,612,000","46,612,000","46,612,000","46,612,000","46,612,000","46,612,000","46,612,000","46,612,000","46,612,000","46,612,000","46,612,000","46,612,000","46,612,000","46,612,000","46,612,000","46,612,000","46,612,000","46,612,000","46,612,000","46,415,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","36,498,000","38,398,000",,,,,,,,,,,,,,
			OtherIntangibleAssets,"13,440,000","14,607,000","13,834,000","14,753,000","10,190,000","10,836,000","11,481,000","12,126,000","12,771,000","13,424,000","17,353,000","2,122,000","2,411,000","2,700,000","3,004,000","3,307,000","3,583,000","1,742,000","2,051,000","2,360,000","2,669,000","2,978,000","3,287,000","3,596,000","3,905,000","4,214,000","4,538,000","4,863,000","5,187,000","5,512,000","6,130,000",,,,,,,,,,,,,,,,,,,,,,,,,"12,000","32,000","53,000","77,000","118,000","159,000","201,000","242,000","284,000","1,270,000","39,858,000","40,049,000","40,241,000","40,850,000","40,961,000","41,184,000","41,407,000","41,630,000","41,853,000","43,261,000","43,322,000","43,606,000","43,890,000",
		InvestmentsAndAdvances,"1,788,000","2,919,000","936,000","11,103,000","29,092,000","30,465,000","12,312,000","2,272,000","2,232,000","6,304,000","6,266,000","15,588,000","15,446,000","22,800,000","49,256,000","48,940,000","47,773,000","46,324,000","39,214,000","50,196,000","49,972,000","31,783,000","25,135,000","15,099,000","30,746,000","43,140,000","48,088,000","58,570,000","40,982,000","30,230,000","18,398,000","19,407,000","20,505,000","20,433,000","31,737,000","30,959,000","25,913,000","25,483,000","22,377,000","25,866,000","31,954,000","26,006,000","23,894,000","21,135,000","5,682,000","15,173,000","15,153,000","15,066,000","9,717,000","4,455,000","4,071,000","3,690,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,401,000"
			InvestmentinFinancialAssets,"1,788,000","2,919,000","936,000","936,000","936,000","936,000","936,000","936,000","936,000","936,000","936,000","936,000","936,000","936,000","1,806,000","1,806,000","1,806,000","1,806,000",,,,"1,806,000",,,,"1,806,000","1,806,000","1,806,000","1,806,000","1,806,000","1,806,000","3,367,000","3,367,000","3,367,000","3,367,000","2,733,000","2,733,000","2,433,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,"1,788,000","2,919,000","936,000","936,000","936,000","936,000","936,000","936,000","936,000","936,000","936,000","936,000","936,000","936,000","1,806,000","1,806,000","1,806,000","1,806,000",,,,"1,806,000",,,,"1,806,000","1,806,000","1,806,000","1,806,000","1,806,000","1,806,000","3,367,000","3,367,000","3,367,000","3,367,000","2,733,000","2,733,000","2,433,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,,"0","0","10,167,000","28,156,000","29,529,000","11,376,000","1,336,000","1,296,000","5,368,000","5,330,000","14,652,000","14,510,000","21,864,000","47,450,000","47,134,000","45,967,000","44,518,000","39,214,000","50,196,000","49,972,000","29,977,000","25,135,000","15,099,000","30,746,000","41,334,000","46,282,000","56,764,000","39,176,000","28,424,000","16,592,000","16,040,000","17,138,000","17,066,000","28,370,000","28,226,000","23,180,000","23,050,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"17,502,000","15,850,000","14,618,000","13,220,000","11,931,000","10,826,000","12,317,000","13,068,000","11,753,000","10,605,000","10,891,000","6,446,000","6,186,000","5,924,000","4,727,000","4,454,000","4,085,000","3,643,000","2,940,000","2,701,000","2,572,000","2,252,000","2,116,000","1,884,000","1,928,000","1,628,000","668,000","624,000","734,000","399,000","810,000","997,000","1,036,000","955,000","1,182,000","1,305,000","1,146,000","1,178,000","1,106,000","1,063,000","1,147,000","832,000","893,000","839,000","831,000","574,000","456,000","564,000","561,000","309,000","419,000","475,000","552,000","351,000","616,000","807,000","732,000","455,000","600,000","703,000","624,000","382,000","434,000","382,000","342,000","292,000","57,000","56,000","59,000","70,000",,,,,,,,,
			NonCurrentDeferredTaxesAssets,"17,502,000","15,850,000","14,618,000","13,220,000","11,931,000","10,826,000","12,317,000","13,068,000","11,753,000","10,605,000","10,891,000","6,446,000","6,186,000","5,924,000","4,727,000","4,454,000","4,085,000","3,643,000","2,940,000","2,701,000","2,572,000","2,252,000","2,116,000","1,884,000","1,928,000","1,628,000","668,000","624,000","734,000","399,000","810,000","997,000","1,036,000","955,000","1,182,000","1,305,000","1,146,000","1,178,000","1,106,000","1,063,000","1,147,000","832,000","893,000","839,000","831,000","574,000","456,000","564,000","561,000","309,000","419,000","475,000","552,000","351,000","616,000","807,000","732,000","455,000","600,000","703,000","624,000","382,000","434,000","382,000","342,000","292,000","57,000","56,000","59,000","70,000",,,,,,,,,
		DefinedPensionBenefit,"10,011,000","10,175,000","10,067,000","10,210,000","10,403,000","10,535,000","9,624,000","9,697,000","9,827,000","9,881,000","9,732,000","9,866,000","9,629,000","9,026,000","9,242,000","9,022,000","9,086,000","8,910,000","9,243,000","8,956,000","8,335,000","7,941,000","8,072,000","7,720,000","7,678,000","7,297,000","7,212,000","7,773,000","7,265,000","7,011,000","7,258,000","7,580,000","7,273,000","7,215,000","6,940,000","6,615,000","6,606,000","6,130,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"3,974,000","5,759,000","5,971,000","8,480,000","7,991,000","9,023,000","8,254,000","7,494,000","8,513,000","8,240,000","5,235,000","6,493,000","5,992,000","5,569,000","4,938,000","4,444,000","4,272,000","3,579,000","4,588,000","4,093,000","3,575,000","1,412,000","4,358,000","3,972,000","3,642,000",,,,,,,,,,,,,,,,,"5,473,000",,,"15,259,000","5,433,000","5,144,000","4,536,000","5,006,000",,,,"3,238,000","3,441,000","3,943,000","3,859,000","3,539,000","3,091,000","6,806,000","6,524,000","6,453,000","6,571,000","6,565,000","6,438,000","2,020,000","1,912,000","1,808,000","1,725,000","1,693,000","1,713,000","1,534,000","1,458,000","1,470,000","1,487,000","2,768,000","2,821,000","2,661,000","2,502,000",
TotalLiabilitiesNetMinorityInterest,"56,961,000","51,927,000","47,969,000","45,609,000","53,884,000","46,063,000","44,993,000","43,925,000","46,645,000","45,864,000","44,565,000","40,120,000","41,520,000","31,384,000","30,863,000","30,451,000","33,727,000","32,142,000","28,219,000","26,630,000","31,431,000","30,944,000","29,812,000","26,029,000","26,946,000","26,554,000","24,953,000","26,466,000","28,409,000","28,960,000","31,033,000","19,207,000","21,119,000","21,432,000","19,285,000","19,592,000","20,954,000","20,265,000","17,900,000","17,448,000","18,841,000","18,220,000","17,283,000","20,530,000","18,485,000","18,140,000","17,132,000","14,861,000","16,614,000","16,348,000","14,010,000","13,954,000","14,141,000","15,927,000","16,057,000","17,528,000","17,324,000","14,601,000","14,193,000","15,480,000","14,876,000","14,937,000","14,507,000","14,603,000","13,781,000","13,516,000","14,341,000","15,750,000","14,706,000","16,614,000","16,334,000","16,406,000","17,932,000","20,954,000","17,924,000","21,144,000","25,305,000","25,110,000","5,454,000"
