name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008
			UnrealizedGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-21,916,000","-22,095,000","-30,143,000","-35,976,000",,"-12,978,443","-12,606,190","-29,448,713","-39,365,671","-25,445,142","-26,621,853","-41,931,860","-41,845,786","-39,896,047",,,,
			OtherEquityAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-90,904,000","-90,904,000","-80,122,000","-63,485,000",,"-47,054,064","-46,541,180","-33,090,961",,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-17,112,797","-17,112,797","-14,204,713",,,,,,,
TotalCapitalization,"2,694,036,000","2,610,522,000","2,581,566,000","2,406,513,000","2,388,720,000","1,659,744,000","1,624,194,000","1,620,065,000","1,450,910,000","1,467,550,000","1,403,997,000","1,467,328,000","1,515,634,000","1,479,503,000","1,495,248,000","1,445,177,000","1,406,664,000","1,442,682,000","1,543,023,000","1,921,484,000","1,907,204,000","2,100,871,000","2,300,869,000","2,406,741,000","2,392,243,000","2,417,953,000","2,551,891,000","2,488,118,000","2,692,504,000","2,795,493,000","2,630,551,000","2,682,185,000","2,739,616,000","2,421,196,000","2,014,872,000","1,871,268,000","1,796,259,000","1,636,629,000","1,369,821,000","1,305,612,000","937,322,000",,,"1,077,649,000","850,048,097",,,,,,,,,,,,"190,605,916"
CommonStockEquity,"1,330,376,000","1,325,061,000","1,312,823,000","1,302,414,000","1,278,823,000","964,917,000","914,879,000","859,063,000","752,224,000","931,082,000","930,630,000","930,050,000","923,456,000","872,362,000","858,035,000","838,095,000","827,234,000","819,595,000","867,657,000","1,010,750,000","1,019,626,000","1,030,272,000","1,142,288,000","1,184,376,000","1,225,974,000","1,263,113,000","1,353,094,000","1,400,625,000","1,407,774,000","1,405,631,000","1,478,475,000","1,351,321,000","1,365,297,000","1,369,968,000","1,368,872,000","1,197,268,000","1,050,961,000","1,046,879,000","903,570,000","812,071,000","813,322,000","715,665,000","728,627,000","775,649,000","711,748,097","574,919,813","569,172,105","568,961,837","484,397,005","410,257,351","410,556,071","272,701,706","272,352,706","268,548,431","294,335,839","298,569,282","176,210,249"
NetTangibleAssets,"1,330,376,000","1,325,061,000","1,312,823,000","1,302,414,000","1,278,823,000","964,917,000","914,879,000","859,063,000","752,224,000","931,082,000","930,630,000","930,050,000","923,456,000","872,362,000","858,035,000","838,095,000","827,234,000","819,595,000","867,657,000","1,010,750,000","1,019,626,000","1,030,272,000","1,142,288,000","1,184,376,000","1,225,974,000","1,263,113,000","1,353,094,000","1,400,625,000","1,407,774,000","1,405,631,000","1,478,475,000","1,351,321,000","1,365,297,000","1,369,968,000","1,368,872,000","1,197,268,000","1,050,961,000","1,046,879,000","903,570,000","812,071,000","813,322,000","715,665,000","728,627,000","775,649,000","711,748,097","574,919,813","569,172,105","568,961,837","484,397,005","410,257,351","410,556,071","272,701,706","272,352,706","268,548,431","294,335,839","298,569,282","176,210,249"
InvestedCapital,"2,694,036,000","2,610,522,000","2,581,566,000","2,406,513,000","2,388,720,000","1,659,744,000","1,624,194,000","1,620,065,000","1,450,910,000","1,467,550,000","1,403,997,000","1,467,328,000","1,515,634,000","1,479,503,000","1,495,248,000","1,445,177,000","1,406,664,000","1,442,682,000","1,543,023,000","1,921,484,000","1,907,204,000","2,100,871,000","2,300,869,000","2,406,741,000","2,392,243,000","2,417,953,000","2,551,891,000","2,488,118,000","2,692,504,000","2,795,493,000","2,630,551,000","2,682,185,000","2,739,616,000","2,421,196,000","2,014,872,000","1,871,268,000","1,796,259,000","1,636,629,000","1,369,821,000","1,305,612,000","937,322,000","840,165,000","863,627,000","1,077,649,000","984,048,097","698,219,813","642,172,105","603,961,837",,,,,,,,,"190,605,916"
TangibleBookValue,"1,330,376,000","1,325,061,000","1,312,823,000","1,302,414,000","1,278,823,000","964,917,000","914,879,000","859,063,000","752,224,000","931,082,000","930,630,000","930,050,000","923,456,000","872,362,000","858,035,000","838,095,000","827,234,000","819,595,000","867,657,000","1,010,750,000","1,019,626,000","1,030,272,000","1,142,288,000","1,184,376,000","1,225,974,000","1,263,113,000","1,353,094,000","1,400,625,000","1,407,774,000","1,405,631,000","1,478,475,000","1,351,321,000","1,365,297,000","1,369,968,000","1,368,872,000","1,197,268,000","1,050,961,000","1,046,879,000","903,570,000","812,071,000","813,322,000","715,665,000","728,627,000","775,649,000","711,748,097","574,919,813","569,172,105","568,961,837","484,397,005","410,257,351","410,556,071","272,701,706","272,352,706","268,548,431","294,335,839","298,569,282","176,210,249"
TotalDebt,"1,363,660,000","1,285,461,000","1,268,743,000","1,104,099,000","1,109,897,000","694,827,000","709,315,000","761,002,000","698,686,000","536,468,000","473,367,000","537,278,000","592,178,000","607,141,000","637,213,000","607,082,000","579,430,000","623,087,000","675,366,000","910,734,000","887,578,000","1,070,599,000","1,158,581,000","1,222,365,000","1,166,269,000","1,154,840,000","1,198,797,000","1,087,493,000","1,284,730,000","1,389,862,000","1,152,076,000","1,330,864,000","1,374,319,000","1,051,228,000","646,000,000","674,000,000","745,298,000","589,750,000","466,251,000","493,541,000","124,000,000","124,500,000","135,000,000","302,000,000","272,300,000","123,300,000","73,000,000","35,000,000",,,,,,,,,"14,395,667"
NetDebt,"1,324,294,000","1,241,696,000","1,239,409,000","1,019,410,000","1,070,025,000","670,593,000","670,219,000","710,274,000","609,177,000","514,941,000","457,961,000","531,641,000","579,363,000","550,955,000","623,833,000","550,467,000","571,479,000","577,652,000","622,348,000","767,112,000","803,006,000","890,764,000","1,040,658,000","1,084,254,000","1,043,999,000","1,072,249,000","1,060,420,000","906,917,000","1,175,983,000","1,325,603,000","1,065,345,000","1,256,203,000","1,328,923,000","1,008,628,000","498,641,000","614,382,000","707,129,000","552,312,000","391,858,000","387,847,000","8,822,000","54,164,000","67,356,000","284,394,000","233,743,788","80,279,443",,,,,,,,,,,"11,942,622"
ShareIssued,"183,205,000","180,360,662","180,361,000","180,360,662","180,360,662","140,960,651","140,960,651","140,961,000","140,961,000","140,961,000","140,960,651","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,960,651","140,961,000","140,961,000","140,961,000","143,259,000","143,259,000","145,304,000","147,184,000","150,263,000","150,668,000","153,340,000","153,340,000","153,340,000","153,340,000","139,189,000","139,138,000","139,138,000","139,041,000","120,996,000","106,209,000","105,943,000","91,048,000","82,462,000","82,421,000","72,376,000","72,376,000","72,376,000","66,667,933","55,059,057","54,550,290","54,524,865","45,282,596","37,923,407","37,878,987","22,814,597","22,802,821","22,641,615","22,614,289","22,614,289","22,614,289"
OrdinarySharesNumber,"183,205,000","180,360,662","180,361,000","180,360,662","180,360,662","140,960,651","140,960,651","140,961,000","140,961,000","140,961,000","140,960,651","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,961,000","140,960,651","140,961,000","140,961,000","140,961,000","140,961,000","143,259,000","145,304,000","147,184,000","150,263,000","150,245,000","153,340,000","153,340,000","153,340,000","153,340,000","139,189,000","139,138,000","139,138,000","139,041,000","120,996,000","106,209,000","105,943,000","91,048,000","82,462,000","82,421,000","72,376,000","72,376,000","72,376,000","66,667,933","55,059,057","54,550,290","54,524,865","45,282,596","37,923,407","37,878,987","22,814,597","22,802,821","22,641,615","22,614,289","22,614,289","22,614,289"
TreasurySharesNumber,,,,,,,,,,,,,,"0",,,,,,,,"2,298,000",,,,,"423,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
