name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalAssets,"9,531,296,000","9,609,157,000","9,631,246,000","9,649,665,000","9,698,019,000","9,606,964,000","9,487,218,000","9,558,814,000","9,371,193,000","9,236,572,000","9,340,018,000","9,286,275,000","9,534,551,000","9,303,782,000","9,449,547,000","9,048,737,000","9,116,461,000","8,990,159,000","9,192,916,000","9,103,280,000","9,246,390,000","9,139,510,000","9,267,247,000","9,241,775,000","9,316,684,000","9,133,422,000","9,844,161,000","9,131,181,000","10,023,099,000","9,056,356,000","9,865,028,000","9,031,039,000","9,115,417,000","9,111,054,000","9,186,449,000","9,239,764,000","9,393,718,000","9,238,786,000","9,378,304,000","9,420,614,000","9,573,144,000","9,421,040,000","9,450,799,000","9,602,457,000","9,733,111,000","9,798,294,000","8,487,130,000","8,543,357,000","8,485,465,000","8,374,762,000","8,403,680,000","8,319,292,000","8,269,881,000","8,157,324,000","8,055,249,000","7,892,137,000","8,034,662,000","7,945,586,000","7,675,886,000","7,823,829,000","8,097,293,000","8,205,833,000","8,199,073,000","8,117,173,000","8,252,195,000","8,318,836,000","8,409,687,000","8,419,210,000","8,498,764,000","8,549,550,000","8,541,036,000","8,447,353,000","8,466,368,000","8,383,441,000","8,582,544,000","8,629,114,000","8,720,717,000","8,688,013,000","8,781,127,000","8,795,241,000","8,800,376,000","8,705,324,000","8,635,443,000","8,528,199,000","8,388,869,000","8,295,171,000","8,265,219,000","7,984,219,000","7,607,206,000","7,129,800,000","6,539,300,000","6,100,000","5,700,000"
TotalLiabilitiesNetMinorityInterest,"8,356,544,000","8,392,497,000","8,388,973,000","8,412,041,000","8,419,424,000","8,330,416,000","8,202,359,000","8,258,294,000","8,083,400,000","7,929,978,000","8,003,692,000","7,959,176,000","8,178,568,000","7,957,869,000","8,057,925,000","7,707,412,000","7,751,721,000","7,639,548,000","7,824,603,000","7,744,294,000","7,864,101,000","7,771,335,000","7,874,283,000","7,860,960,000","7,913,276,000","7,742,589,000","8,427,935,000","7,704,458,000","8,546,443,000","7,590,427,000","8,372,146,000","7,532,132,000","7,585,412,000","7,541,591,000","7,554,323,000","7,615,262,000","7,750,711,000","7,568,835,000","7,571,846,000","7,587,756,000","7,660,672,000","7,489,731,000","7,511,270,000","7,668,446,000","7,806,702,000","7,779,321,000","7,525,180,000","7,583,357,000","7,539,392,000","7,432,763,000","7,462,382,000","7,396,658,000","7,353,490,000","7,259,889,000","7,184,033,000","7,028,231,000","7,165,556,000","7,083,007,000","6,808,255,000","6,953,734,000","7,226,669,000","7,338,694,000","7,335,854,000","7,257,141,000","7,390,382,000","7,456,598,000","7,544,624,000","7,553,878,000","7,641,108,000","7,702,701,000","7,708,622,000","7,483,366,000","7,494,954,000","7,426,118,000","7,606,099,000","7,639,018,000","7,735,910,000","7,713,278,000","7,793,697,000","7,819,470,000","7,839,506,000","7,759,745,000","7,587,181,000","7,503,053,000","7,377,608,000","7,302,400,000","7,279,012,000","6,967,168,000","6,595,764,000","6,094,200,000","5,492,800,000","5,100,000","4,700,000"
TotalEquityGrossMinorityInterest,"1,174,752,000","1,216,660,000","1,242,273,000","1,237,624,000","1,278,595,000","1,276,548,000","1,284,859,000","1,300,520,000","1,287,793,000","1,306,594,000","1,336,326,000","1,327,099,000","1,355,983,000","1,345,913,000","1,391,622,000","1,341,325,000","1,364,740,000","1,350,611,000","1,368,313,000","1,358,986,000","1,382,289,000","1,368,175,000","1,392,964,000","1,380,815,000","1,403,408,000","1,390,833,000","1,416,226,000","1,426,723,000","1,476,656,000","1,465,929,000","1,492,882,000","1,498,907,000","1,530,005,000","1,569,463,000","1,632,126,000","1,624,502,000","1,643,007,000","1,669,951,000","1,806,458,000","1,832,858,000","1,912,472,000","1,931,309,000","1,939,529,000","1,934,011,000","1,926,409,000","2,018,973,000","961,950,000","960,000,000","946,073,000","941,999,000","941,298,000","922,634,000","916,391,000","897,435,000","871,216,000","863,906,000","869,106,000","862,579,000","867,631,000","870,095,000","870,624,000","867,139,000","863,219,000","860,032,000","861,813,000","862,238,000","865,063,000","865,332,000","857,656,000","846,849,000","832,414,000","963,987,000","971,414,000","957,323,000","976,445,000","990,096,000","984,807,000","974,735,000","987,430,000","975,771,000","960,870,000","945,579,000","1,048,262,000","1,025,146,000","1,011,261,000","992,771,000","986,207,000","1,017,051,000","1,011,442,000","1,035,600,000","1,046,500,000","1,000,000","1,000,000"
	StockholdersEquity,"1,174,752,000","1,216,660,000","1,242,273,000","1,237,624,000","1,278,595,000","1,276,548,000","1,284,859,000","1,300,520,000","1,287,793,000","1,306,594,000","1,336,326,000","1,327,099,000","1,355,983,000","1,345,913,000","1,391,622,000","1,341,325,000","1,364,740,000","1,350,611,000","1,368,313,000","1,358,986,000","1,382,289,000","1,368,175,000","1,392,964,000","1,380,815,000","1,403,408,000","1,390,833,000","1,416,226,000","1,426,723,000","1,476,656,000","1,465,929,000","1,492,882,000","1,498,907,000","1,530,005,000","1,569,463,000","1,632,126,000","1,624,502,000","1,643,007,000","1,669,951,000","1,806,458,000","1,832,858,000","1,912,472,000","1,931,309,000","1,939,529,000","1,934,011,000","1,926,409,000","2,018,973,000","961,950,000","960,000,000","946,073,000","941,999,000","941,298,000","922,634,000","916,391,000","897,435,000","871,216,000","863,906,000","869,106,000","862,579,000","867,631,000","870,095,000","870,624,000","867,139,000","863,219,000","860,032,000","861,813,000","862,238,000","865,063,000","865,332,000","857,656,000","846,849,000","832,414,000","963,987,000","971,414,000","957,323,000","976,445,000","990,096,000","984,807,000","974,735,000","987,430,000","975,771,000","960,870,000","945,579,000","1,048,262,000","1,025,146,000","1,011,261,000","992,771,000","986,207,000","1,017,051,000","1,011,442,000","1,035,600,000","1,046,500,000","1,000,000","1,000,000"
		CapitalStock,"1,388,000","1,388,000","1,388,000","1,388,000","1,388,000","1,388,000","1,389,000","1,415,000","1,415,000","1,415,000","1,414,000","1,414,000","1,413,000","1,413,000","1,412,000","1,383,000","1,382,000","1,382,000","1,382,000","1,382,000","1,382,000","1,379,000","1,375,000","1,372,000","1,372,000","1,371,000","1,371,000","1,387,000","1,407,000","1,407,000","1,410,000","1,424,000","1,431,000","1,473,000","1,478,000","1,478,000","1,493,000","1,521,000","1,554,000","1,582,000","1,653,000","1,675,000","1,675,000","1,675,000","1,675,000","1,675,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","900,000","900,000",,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"915,000",,,,,,
			CommonStock,"1,388,000","1,388,000","1,388,000","1,388,000","1,388,000","1,388,000","1,389,000","1,415,000","1,415,000","1,415,000","1,414,000","1,414,000","1,413,000","1,413,000","1,412,000","1,383,000","1,382,000","1,382,000","1,382,000","1,382,000","1,382,000","1,379,000","1,375,000","1,372,000","1,372,000","1,371,000","1,371,000","1,387,000","1,407,000","1,407,000","1,410,000","1,424,000","1,431,000","1,473,000","1,478,000","1,478,000","1,493,000","1,521,000","1,554,000","1,582,000","1,653,000","1,675,000","1,675,000","1,675,000","1,675,000","1,675,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000","915,000",,"915,000","915,000","900,000","900,000",,
		AdditionalPaidInCapital,"1,189,999,000","1,189,827,000","1,189,633,000","1,189,466,000","1,188,926,000","1,188,636,000","1,189,853,000","1,211,653,000","1,211,466,000","1,211,172,000","1,210,226,000","1,209,740,000","1,208,665,000","1,208,323,000","1,207,644,000","1,168,325,000","1,168,087,000","1,167,692,000","1,167,368,000","1,166,908,000","1,166,459,000","1,162,584,000","1,156,855,000","1,153,589,000","1,152,367,000","1,151,867,000","1,151,041,000","1,163,824,000","1,179,579,000","1,178,885,000","1,180,732,000","1,191,911,000","1,197,668,000","1,232,059,000","1,235,781,000","1,234,265,000","1,245,057,000","1,266,918,000","1,292,122,000","1,315,352,000","1,376,093,000","1,393,508,000","1,392,691,000","1,391,860,000","1,390,949,000","1,389,700,000","457,795,000","456,786,000","455,413,000","453,975,000","452,872,000","451,543,000","449,782,000","448,066,000","445,391,000","443,446,000","441,834,000","440,350,000","438,964,000","437,515,000","435,643,000","431,931,000","429,286,000","427,718,000","426,072,000","423,248,000","421,903,000","420,429,000","419,176,000","413,511,000","412,126,000","412,868,000","408,472,000","403,447,000","401,745,000","399,719,000","396,327,000","395,080,000","393,849,000","392,706,000","388,867,000","387,702,000","387,018,000","387,370,000","386,392,000","386,122,000","385,076,000","383,488,000","384,834,000","384,900,000","384,900,000",,
		RetainedEarnings,"89,833,000","79,745,000","98,944,000","91,909,000","139,448,000","130,522,000","143,162,000","138,496,000","130,756,000","138,213,000","174,277,000","163,581,000","186,838,000","173,984,000","214,569,000","204,610,000","227,281,000","216,045,000","234,640,000","225,449,000","249,047,000","238,846,000","268,466,000","259,094,000","283,128,000","272,906,000","296,739,000","294,997,000","328,055,000","320,413,000","346,705,000","341,836,000","369,657,000","375,554,000","432,203,000","426,840,000","424,765,000","427,942,000","536,150,000","540,253,000","559,014,000","559,577,000","569,127,000","564,467,000","559,313,000","652,620,000","801,044,000","796,093,000","789,831,000","785,914,000","781,604,000","775,214,000","770,186,000","762,490,000","759,375,000","753,951,000","749,927,000","748,530,000","750,186,000","754,233,000","757,281,000","759,086,000","760,890,000","761,105,000","759,927,000","756,569,000","759,643,000","756,957,000","750,994,000","743,853,000","735,306,000","875,183,000","875,537,000","875,524,000","896,015,000","897,590,000","894,445,000","886,208,000","883,973,000","861,629,000","844,513,000","826,375,000","809,127,000","793,551,000","778,475,000","762,012,000","745,598,000","730,003,000","714,652,000","699,200,000","684,800,000","700,000","700,000"
		TreasuryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","323,361,000","323,377,000","323,453,000","321,859,000","319,567,000","319,578,000","319,646,000","318,253,000","317,862,000","317,979,000","317,970,000","318,174,000","310,993,000","309,424,000","309,676,000","309,988,000","310,720,000","309,148,000","304,914,000","298,173,000","296,369,000","292,868,000","291,062,000","292,110,000","292,902,000","293,105,000","295,680,000","296,188,000","296,998,000","297,119,000","298,122,000","297,742,000","282,859,000","266,579,000","252,452,000","249,004,000","129,902,000","130,117,000","130,317,000","126,703,000","110,383,000","60,252,000","57,963,000","24,100,000",,,
