name,ttm,03/31/2022,09/30/2021
MarketCap,"381,133,951","910,634,280","2,554,586,120"
EnterpriseValue,"287,471,951","700,793,023","2,554,586,120"
EnterprisesValueEBITDARatio,,"-40.626","-1,067.001"
