name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,04/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,04/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,04/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,04/30/2018,12/31/2017,09/30/2017,07/31/2017,06/30/2017,04/30/2017,12/31/2016,09/30/2016,07/31/2016,04/30/2016,12/31/2015,09/30/2015,07/31/2015,04/30/2015,12/31/2014,09/30/2014,06/30/2014,04/30/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000
MarketCap,"1,106,550,223","1,185,056,355","925,926,662","787,047,653","699,797,142","702,472,420","712,042,425","624,379,234","585,873,670","758,218,402","611,946,300","513,241,917","517,638,240","429,836,862","423,782,361","587,278,230","576,588,109","617,655,360","720,812,469","916,723,238","653,080,140","986,405,783","982,825,880","1,041,248,640","982,452,357","1,393,248,000","1,482,007,557","1,083,577,799","1,180,242,000","1,039,137,800","813,568,935","969,811,244","1,208,422,570","1,139,249,370","980,144,394","733,761,383","792,510,919","813,845,820","907,367,880","482,562,500","403,762,240","381,720,836","334,151,055","333,053,740","394,762,620","414,463,163","422,986,423","353,919,240","446,006,610","334,535,010","383,532,311","328,077,000","310,415,000","323,729,000","320,550,179","317,034,810","278,343,890","342,235,496","513,519,704","549,499,680","508,346,000","456,802,650","500,529,250","492,911,340","718,162,020","580,819,998","452,422,880","362,944,400","311,940,860","268,043,250","216,861,040","214,363,600","305,150,670","218,375,360","136,133,280","82,317,540","69,513,000","90,414,000","100,265,000","58,354,230","53,646,670","46,797,660","30,201,510","55,622,000","60,816,700","148,640,320","236,365,480","235,679,600","310,214,960","187,804,500","116,346,000","143,225,105"
EnterpriseValue,"1,839,826,223","1,894,660,355","1,624,442,662","1,513,038,653","1,515,309,142","1,493,658,420","1,503,228,425","1,449,060,234","1,413,091,670","1,641,787,402","1,586,117,300","1,487,412,917","1,502,727,240","1,430,778,862","1,494,570,361","1,266,753,230","1,256,063,109","1,300,006,360","1,415,556,469","1,640,551,238","1,387,364,140","1,644,195,783","1,620,357,880","1,697,397,640","1,638,601,357","1,799,996,000","1,949,972,557","1,552,266,799","1,666,752,000","1,511,399,800","1,352,940,935","1,494,407,244","1,735,203,570","1,703,074,370","1,528,975,394","1,311,004,383","1,382,526,919","1,409,537,820","1,043,786,880","630,367,500","547,608,240","543,707,836","496,138,055","487,685,740","506,300,620","538,633,163","538,437,423","469,370,240","583,017,610","465,627,010","533,312,311","477,308,000","492,262,000","535,772,000","517,174,179","503,303,810","466,354,890","555,334,496","745,143,704","670,955,680","628,300,000","591,383,650","672,732,250","647,641,340","814,934,020","695,697,998","566,350,880","488,383,400","437,379,860","326,078,250","284,905,040","282,407,600","377,921,670","298,289,360","223,375,280","175,324,540","167,374,000","206,528,000","224,911,000","183,004,230","200,943,670","242,197,660","225,787,510","310,417,000","357,676,700","469,775,320","557,500,480","538,717,600","605,785,960","438,815,500","374,210,000","363,768,105"
PeRatio,"15.015","16.093","14.472","11.466","8.628","9.137","9.259","9.021","12.034","57.345","107.188","89.5",,"98.583","12.415","17.202","16.883","7.67",,,,,"17.349","18.25","17.079","24.211","24.258","17.317","18.862","16.587","14.052","16.465","20.516","19.217","21.783","16.208","17.508","17.95","20.233","18.231","14.52","12.81","11.212","10.936","13.043","14.381","13.406","11.217","13.657","10.343","13.669","12.609","12.36","12.539","9.527","9","7.476","9.065","14.006","14.382","14.935","13.9","14.838","16.209","27.425","23.929","19.745","17.789","15.4","13.281","10.317","10.198","14.525","11.083","10.54","28.714",,,,,,,,,"5.293","8.282","13.171","9.873","12.093","7.863","3.529","4.302"
ForwardPeRatio,"13.369","15.773","12.331","9.823","9.901","9.931","10.071","7.441","7.502","10.571","9.074","8.628","7.955","7.657","7.628","8.881","8.718","8.503","9.328","11.39","8.006","11.186","11.274","12.225","11.442","16.077","17.422","12.69","14.859","12.285","10.823","12.315","15.337","14.306","14.472","9.872","9.625","10.225","12.937","12.019","10.482","9.872","8.554","8.271","9.99","12.438","12.61","9.99","12.563","10.549","11.919","10.215",,,,"8.13",,"9.862",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.192","1.021",,,,"0.813",,"0.986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.12","0.13","0.1","0.085","0.074","0.072","0.073","0.068","0.064","0.085","0.071","0.059","0.06","0.05","0.051","0.071","0.069","0.074","0.088","0.115","0.082","0.123","0.126","0.132","0.124","0.176","0.19","0.14","0.153","0.134","0.102","0.121","0.151","0.141","0.216","0.161","0.174","0.178","0.201","0.184","0.154","0.147","0.129","0.132","0.158","0.16","0.164","0.137","0.174","0.132","0.152","0.13","0.122","0.127","0.122","0.122","0.105","0.13","0.197","0.21","0.199","0.182","0.192","0.201","0.297","0.25","0.202","0.17","0.147","0.132","0.109","0.107","0.151","0.108","0.067","0.04","0.034","0.044","0.045","0.027","0.025","0.022","0.009","0.016","0.017","0.041","0.065","0.067","0.079","0.044","0.02","0.024"
PbRatio,"1.391","1.514","1.209","1.041","0.932","0.956","0.969","0.863","0.826","1.106","0.89","0.746","0.751","0.625","0.611","0.82","0.805","0.839","0.995","1.287","0.905","1.378","1.158","1.237","1.168","1.688","1.82","1.348","1.491","1.314","1.045","1.266","1.597","1.525","1.317","1.001","1.101","1.151","2.611","1.426","1.203","1.159","1.015","1.049","1.22","1.231","1.316","1.101","1.434","1.095","1.294","1.134","1.115","1.182","1.188","1.199","1.093","1.46","2.156","2.41","2.347","2.211","2.498","2.734","4.157","3.516","2.863","2.454","2.109","1.843","1.599","1.581","2.377","1.741","1.139","0.717","0.645","0.856","0.987","0.552","0.517","0.427","0.229","0.297","0.263","0.63","1.002","1.06","1.42","0.869","0.553","1.099"
EnterprisesValueRevenueRatio,"0.204","0.686","0.776","0.73","0.719","0.562","0.566","0.645","0.686","0.752","0.555","0.521","0.752","0.715","0.749","0.498","0.494","0.685","0.75","0.865","0.582","0.854","0.85","0.896","0.883","0.749","1.067","0.862","0.912","0.663","0.765","0.842","0.966","0.736","0.779","0.724","0.764","0.604","0.782","0.971","0.894","0.917","0.628","0.785","0.838","0.876","0.675","0.757","0.968","0.815","0.682","0.793","0.853","0.959","0.657","0.825","0.782","0.955","0.953","1.07","1.071","1.249","0.814","1.033","1.464","1.243","0.783","0.873","0.828","0.72","0.444","0.582","0.823","0.652","0.358","0.36","0.353","0.452","0.349","0.372","0.4","-0.595","0.227","0.39","0.467","0.614","0.525","0.64","0.728","0.513","0.328","0.463"
EnterprisesValueEBITDARatio,"9.041","33.334","29.633","33.993","32.011","49.035","25.673","37.609","28.321","30.329","68.749","29.108","45.942","53.99","71.675","25.629","25.814","164.829","30.389","54.587","26.917","44.763","-9.325","28.518","42.006","32.375","45.108","51.72","32.755","33.069","26.55","50.879","30.676","34.028","36.878","24.299","42.345","25.375","806.013","22.862","28.272","21.387","23.453","17.307","24.369","19.187","22.036","16.511","25.999","19.23","19.266","15.816","23.153","31.731","21.198","17.228","20.102","21.883","28.066","23.057","29.953","32.026","28.478","25.064","45.254","35.809","28.932","21.402","26.485","21.555","19.12","16.439","33.695","23.143","12.259","9.522","15.856","32.114","15.221","13.141","31.368","3.574","-2.745","24.835","121.041","41.636","26.658","18.601","23.209","19.436","11.018","13.463"
