name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,09/30/1992,09/30/1991
TotalAssets,"4,649,914,000","4,502,010,000","4,206,719,000","4,002,590,000","3,770,229,000","3,779,734,000","3,772,656,000","4,474,699,000","4,360,185,000","3,829,735,000","3,905,513,000","4,019,957,000","4,206,687,000","4,316,853,000","4,085,133,000","3,892,528,000","3,779,355,000","3,758,580,000","3,847,363,000","3,808,856,000","3,720,108,000","3,667,987,000","3,625,222,000","3,578,386,000","3,598,334,000","3,431,226,000","3,493,264,000","3,156,845,000","3,116,453,000","3,225,732,000","3,313,089,000","3,290,105,000","3,020,211,000","3,030,200,000","2,995,848,000","2,979,046,000","2,964,828,000","3,079,352,000","3,167,786,000","3,032,921,000","3,030,756,000","3,239,121,000","3,353,973,000","3,316,628,000","3,262,749,000","3,233,108,000","3,301,796,000","3,260,862,000","3,083,728,000","3,044,682,000","3,123,897,000","3,106,216,000","3,090,485,000","3,340,318,000","3,513,973,000","4,530,673,000","4,536,259,000","4,703,878,000","4,669,955,000","5,754,720,000","5,791,890,000","6,496,667,000","5,862,430,000","5,963,667,000","5,770,835,000","6,318,203,000","6,241,775,000","6,480,755,000","6,463,430,000","7,625,848,000","7,546,636,000","7,528,822,000","7,625,055,000","7,764,131,000","7,450,256,000","7,914,382,000","7,819,513,000","7,873,522,000","7,518,057,000","10,581,559,000","10,404,542,000","10,105,834,000","3,640,331,000","3,772,142,000","3,901,580,000","3,767,570,000","3,639,470,000","2,786,197,000","1,933,935,000","1,298,900,000","1,201,700,000","1,101,200,000","712,300,000","650,400,000","467,600,000","443,400,000","423,600,000","383,500,000","303,000,000","281,300,000","261,300,000","255,900,000","230,500,000","225,000,000","214,200,000","194,200,000","188,100,000","89,300,000","77,500,000","70,700,000","64,500,000","71,900,000","68,200,000","64,900,000","45,600,000","43,000,000","45,800,000","47,200,000"
	CurrentAssets,"3,747,153,000","3,592,079,000","3,281,664,000","3,065,832,000","2,857,085,000","2,842,876,000","2,819,442,000","3,500,112,000","3,363,299,000","2,805,241,000","2,920,929,000","3,001,642,000","3,175,088,000","3,273,772,000","3,014,427,000","2,793,992,000","2,670,518,000","2,652,697,000","2,616,250,000","2,564,331,000","2,477,407,000","2,417,588,000","2,375,652,000","2,380,956,000","2,392,936,000","2,280,439,000","2,397,915,000","2,325,371,000","2,290,543,000","2,381,506,000","2,450,974,000","2,504,301,000","2,231,850,000","2,203,943,000","2,204,588,000","2,188,658,000","2,156,347,000","2,248,761,000","2,326,299,000","2,334,895,000","2,324,261,000","2,516,802,000","2,629,246,000","2,635,615,000","2,576,016,000","2,520,762,000","2,590,009,000","2,584,354,000","2,459,524,000","2,400,685,000","2,476,046,000","2,402,618,000","2,383,472,000","2,607,571,000","2,796,280,000","3,276,171,000","3,288,054,000","3,464,814,000","3,415,457,000","3,406,725,000","3,442,351,000","4,127,159,000","3,491,003,000","3,533,916,000","3,353,224,000","3,917,623,000","3,747,157,000","3,957,176,000","3,891,181,000","4,303,930,000","4,262,646,000","4,332,078,000","4,358,385,000","4,482,476,000","4,168,519,000","4,578,578,000","4,443,694,000","4,549,061,000","4,159,038,000","4,433,765,000","4,375,786,000","4,260,664,000","2,583,293,000","2,619,771,000","2,733,571,000","2,684,378,000","2,585,265,000","1,834,945,000","1,533,933,000","946,100,000","885,200,000","826,100,000","449,700,000","416,500,000","342,300,000","313,300,000","295,400,000","285,400,000","234,300,000","212,500,000","197,500,000","195,600,000","185,300,000","180,900,000","173,500,000","165,200,000","162,500,000","69,100,000","66,400,000","59,700,000","55,800,000","49,700,000","45,700,000","42,300,000","23,400,000","20,100,000","21,500,000","20,200,000"
		CashCashEquivalentsAndShortTermInvestments,"559,893,000","627,717,000","650,026,000","623,844,000","575,176,000","516,030,000","480,526,000","1,147,217,000","1,114,585,000","430,564,000","454,741,000","414,273,000","405,494,000","409,290,000","419,528,000","404,777,000","405,277,000","404,914,000","406,661,000","435,500,000","432,527,000","405,240,000","398,288,000","409,620,000","407,319,000","398,447,000","412,253,000","416,471,000","407,717,000","391,149,000","466,607,000","552,013,000","390,622,000","407,051,000","402,875,000","416,394,000","411,942,000","490,693,000","409,618,000","394,862,000","464,419,000","604,469,000","640,288,000","582,816,000","654,745,000","548,519,000","592,812,000","664,569,000","672,962,000","727,495,000","899,151,000","877,613,000","851,497,000","796,774,000","869,801,000","981,564,000","860,550,000","941,197,000","933,424,000","780,460,000","664,092,000","538,828,000","491,829,000","563,092,000","625,206,000","1,039,276,000","1,125,334,000","1,265,688,000","1,205,431,000","1,082,422,000","1,128,667,000","1,021,326,000","1,128,505,000","1,163,741,000","1,082,988,000","1,571,021,000","1,394,882,000","1,569,620,000","1,163,674,000","1,081,469,000","928,480,000","1,065,224,000","1,388,391,000","1,395,319,000","1,293,897,000","1,219,243,000","1,258,150,000","740,227,000","856,286,000","354,400,000","454,600,000","483,000,000","130,000,000","129,800,000","152,600,000","134,900,000","119,600,000","129,800,000","122,200,000","102,900,000","97,900,000","92,800,000","115,000,000","108,800,000","105,400,000","105,400,000","107,300,000","22,900,000","19,400,000","18,100,000","14,700,000","15,800,000","13,700,000","18,100,000","600,000","700,000","3,800,000","1,200,000"
			CashAndCashEquivalents,"559,893,000","627,717,000","650,026,000","623,844,000","575,176,000","516,030,000","480,526,000","1,117,217,000","1,114,585,000","430,564,000","454,741,000","414,273,000","405,494,000","409,290,000","419,528,000","404,777,000","405,277,000","404,914,000","406,661,000","435,500,000","432,527,000","405,240,000","398,288,000","409,620,000","407,319,000","398,447,000","412,253,000","416,471,000","407,717,000","391,149,000","466,607,000","552,013,000","390,622,000","407,051,000","402,875,000","416,394,000","411,942,000","490,693,000","409,618,000","394,862,000","464,419,000","604,469,000","640,288,000","582,816,000","654,745,000","548,519,000","592,812,000","664,569,000","672,962,000","727,495,000","899,151,000","877,613,000","851,497,000","796,774,000","869,801,000","981,564,000","860,550,000","941,197,000","933,424,000","780,460,000","664,092,000","538,828,000","491,829,000","563,092,000","625,206,000","1,011,098,000","1,068,053,000","1,219,725,000","1,183,817,000","1,063,380,000","1,116,149,000","1,003,681,000","1,076,512,000","1,119,738,000","1,043,850,000","1,487,530,000","1,333,661,000","1,525,401,000","1,064,534,000","894,723,000","574,499,000","506,139,000","567,649,000","618,219,000","562,685,000","968,248,000","992,842,000","397,273,000","504,159,000","52,400,000","136,100,000","247,700,000","71,600,000","61,300,000","75,300,000","25,400,000","30,600,000","47,700,000","41,400,000","34,800,000","31,000,000","35,200,000","29,600,000","37,600,000","55,800,000","105,400,000","107,300,000","22,900,000","19,400,000","18,100,000","14,700,000","15,800,000","13,700,000","18,100,000","600,000","700,000","3,800,000","1,200,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"466,171,000",,,,"402,439,000",,,,"409,183,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"436,000",,,,"436,000",,,,"435,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,"30,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,178,000","57,281,000","45,963,000","21,614,000","19,042,000","12,518,000","17,645,000","51,993,000","44,003,000","39,138,000","83,491,000","61,221,000","44,219,000","99,140,000","186,746,000","353,981,000","559,085,000","820,742,000","777,100,000","731,212,000","250,995,000","265,308,000","342,954,000","352,127,000","302,000,000","318,500,000","235,300,000","58,400,000","68,500,000","77,300,000","109,500,000","89,000,000","82,100,000","80,800,000","68,100,000","66,900,000","57,600,000","85,400,000","71,200,000","49,600,000",,,,,,,,,,,,,
		Receivables,"1,687,780,000","1,662,734,000","1,541,175,000","1,498,909,000","1,457,919,000","1,458,521,000","1,439,917,000","1,423,260,000","1,325,866,000","1,485,782,000","1,524,679,000","1,622,280,000","1,714,592,000","1,764,020,000","1,177,219,000","1,153,930,000","1,087,713,000","1,121,800,000","1,110,334,000","1,036,049,000","971,363,000","993,049,000","973,680,000","999,838,000","998,600,000","930,460,000","936,952,000","934,152,000","921,740,000","972,958,000","979,475,000","973,051,000","953,347,000","917,211,000","944,816,000","898,625,000","870,905,000","897,069,000","1,001,543,000","1,017,355,000","928,943,000","931,034,000","1,014,121,000","1,042,092,000","965,216,000","1,002,839,000","1,018,612,000","923,966,000","819,359,000","749,925,000","668,474,000","698,504,000","710,087,000","892,107,000","969,558,000","1,183,602,000","1,225,755,000","1,251,997,000","1,218,375,000","1,309,871,000","1,408,198,000","1,558,141,000","1,526,373,000","1,584,316,000","1,434,055,000","1,612,325,000","1,477,401,000","1,602,723,000","1,595,983,000","1,802,862,000","1,668,973,000","1,658,448,000","1,544,232,000","1,740,748,000","1,576,392,000","1,579,542,000","1,509,512,000","1,489,660,000","1,394,515,000","1,476,378,000","1,545,904,000","1,245,172,000","502,952,000","553,954,000","727,537,000","752,953,000","644,236,000","542,481,000","332,172,000","277,700,000","191,100,000","165,700,000","160,700,000","151,000,000","96,900,000","95,100,000","87,200,000","77,900,000","51,300,000","51,500,000","45,300,000","49,800,000","30,400,000","32,200,000","31,000,000","25,800,000","23,800,000","19,900,000","18,300,000","18,200,000","16,900,000","14,400,000","13,000,000","11,300,000","11,200,000","10,100,000","9,800,000","8,900,000"
			AccountsReceivable,"1,270,494,000","1,298,327,000","1,192,434,000","1,153,813,000","1,122,962,000","1,108,472,000","1,043,334,000","1,042,011,000","918,582,000","1,063,922,000","1,128,379,000","1,234,987,000","1,312,887,000","1,344,536,000","1,177,219,000","1,153,930,000","1,087,713,000","1,121,800,000","1,110,334,000","1,036,049,000","971,363,000","993,049,000","973,680,000","999,838,000","998,600,000","930,460,000","936,952,000","934,152,000","921,740,000","972,958,000","979,475,000","973,051,000","953,347,000","917,211,000","944,816,000","898,625,000","870,905,000","897,069,000","1,001,543,000","1,017,355,000","928,943,000","931,034,000","1,014,121,000","1,042,092,000","965,216,000","1,002,839,000","1,018,612,000","923,966,000","819,359,000","749,925,000","668,474,000","698,504,000","710,087,000","892,107,000","969,558,000","1,183,602,000","1,225,755,000","1,251,997,000","1,218,375,000","1,309,871,000","1,408,198,000","1,558,141,000","1,526,373,000","1,584,316,000","1,434,055,000","1,612,325,000","1,477,401,000","1,602,723,000","1,595,983,000","1,802,862,000","1,668,973,000","1,658,448,000","1,544,232,000","1,740,748,000","1,576,392,000","1,579,542,000","1,509,512,000","1,435,299,000","1,394,515,000","1,436,503,000","1,494,623,000","1,209,939,000","409,845,000","553,954,000","727,537,000","752,953,000","644,236,000","542,481,000","332,172,000","277,700,000","191,100,000","165,700,000","160,700,000","151,000,000","96,900,000","95,100,000","87,200,000","77,900,000","51,300,000","51,500,000","45,300,000","49,800,000","30,400,000","32,200,000","31,000,000",,,,,,,,,,,,,
				GrossAccountsReceivable,"1,277,494,000","1,305,327,000","1,199,369,000","1,161,813,000","1,131,110,000","1,116,781,000","1,051,904,000","1,051,347,000","928,671,000","1,073,249,000","1,140,860,000","1,247,321,000","1,326,100,000","1,357,451,000","1,189,430,000","1,165,573,000","1,101,713,000","1,135,527,000","1,124,668,000","1,050,786,000","986,932,000","1,009,915,000","988,761,000","1,013,705,000","1,012,000,000","943,930,000","950,391,000","944,967,000","931,898,000","983,026,000","989,753,000","984,620,000","963,952,000","928,408,000","956,551,000","910,657,000","882,598,000","909,409,000","1,013,575,000","1,029,162,000","941,148,000","944,684,000","1,028,658,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
