name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
TotalAssets,"869,543,000","939,208,000","607,678,000","614,972,000","649,898,000","724,002,000","691,264,000","721,667,000","741,146,000","796,099,000","727,348,000","768,832,000","613,060,000","617,643,000","510,411,000","539,238,000","573,376,000","356,720,000","284,058,000","301,877,000","317,675,000","202,387,000","224,032,000","236,802,000","138,971,000","153,074,000","163,035,000","44,728,000","50,477,000","55,756,000"
	CurrentAssets,"675,648,000","801,970,000","488,864,000","524,859,000","558,132,000","632,163,000","594,664,000","594,033,000","564,469,000","627,997,000","615,803,000","666,759,000","465,489,000","485,780,000","392,179,000","469,535,000","553,850,000","324,312,000","229,770,000","234,852,000","248,320,000","149,769,000","221,266,000","234,100,000","136,538,000","150,820,000","160,727,000","42,406,000","47,994,000","53,593,000"
		CashCashEquivalentsAndShortTermInvestments,"553,417,000","684,717,000","386,074,000","437,396,000","482,046,000","560,892,000","531,925,000","540,730,000","530,820,000","609,969,000","603,104,000","658,552,000","457,267,000","477,534,000","383,228,000","462,484,000","543,586,000","314,825,000","219,355,000","229,816,000","244,324,000","147,274,000","217,837,000","231,910,000","133,984,000","148,502,000","158,497,000","40,575,000","45,800,000","52,069,000"
			CashAndCashEquivalents,"391,803,000","684,717,000","382,869,000","419,311,000","445,310,000","494,766,000","418,402,000","384,716,000","315,525,000","302,237,000","267,604,000","338,454,000","156,836,000","275,357,000","194,891,000","342,103,000","455,637,000","198,332,000","84,149,000","93,741,000","135,744,000","92,072,000","217,837,000","231,910,000","133,984,000","148,502,000","158,497,000","40,575,000","45,800,000","52,069,000"
			OtherShortTermInvestments,"161,614,000","0","3,205,000","18,085,000","36,736,000","66,126,000","113,523,000","156,014,000","215,295,000","307,732,000","335,500,000","320,098,000","300,431,000","202,177,000","188,337,000","120,381,000","87,949,000","116,493,000","135,206,000","136,075,000","108,580,000","55,202,000",,,,,,,,
		Receivables,"27,730,000","28,800,000","23,894,000","19,544,000","18,265,000","17,500,000","14,130,000","12,471,000","4,578,000","2,637,000",,,,,,,,,,,,,,,,,,,,
			AccountsReceivable,"27,730,000","28,800,000","23,894,000","19,544,000","18,265,000","17,500,000","14,130,000","12,471,000","4,578,000","2,637,000",,,,,,,,,,,,,,,,,,,,
		Inventory,"61,964,000","58,202,000","51,512,000","47,991,000","42,267,000","40,223,000","33,808,000","27,334,000","14,927,000","1,277,000",,,,,,,,,,,,,,,,,,,,
			RawMaterials,"6,824,000","10,616,000","10,810,000","9,013,000","10,632,000","11,273,000","9,043,000","10,210,000","7,141,000","700,000",,,,,,,,,,,,,,,,,,,,
			WorkInProcess,"52,486,000","45,662,000","38,531,000","36,389,000","28,656,000","26,994,000","23,355,000","15,617,000","7,217,000","525,000",,,,,,,,,,,,,,,,,,,,
