name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalAssets,"568,317,000","537,678,000","463,913,000","443,229,000","268,592,000","218,210,000"
	CurrentAssets,"382,046,000","356,216,000","346,592,000","328,453,000","155,238,000","143,547,000"
		CashCashEquivalentsAndShortTermInvestments,"298,348,000","273,723,000","272,273,000","257,056,000","94,647,000","85,582,000"
			CashAndCashEquivalents,"298,348,000","273,723,000","272,273,000","257,056,000","94,647,000","85,582,000"
				CashFinancial,"74,236,000",,,"237,256,000",,
				CashEquivalents,"224,112,000",,,"19,800,000",,
		Receivables,"52,554,000","54,071,000","44,814,000","42,714,000","37,261,000","38,664,000"
			AccountsReceivable,"52,554,000","54,071,000","44,814,000","42,714,000","37,261,000","38,664,000"
				GrossAccountsReceivable,"52,954,000","54,571,000","45,214,000","43,014,000","37,561,000","39,064,000"
				AllowanceForDoubtfulAccountsReceivable,"-400,000","-500,000","-400,000","-300,000","-300,000","-400,000"
		PrepaidAssets,"12,558,000","10,580,000","12,462,000","13,124,000","9,383,000","6,124,000"
		CurrentDeferredAssets,"18,586,000","17,842,000","17,043,000","15,559,000","13,947,000","13,177,000"
	TotalNonCurrentAssets,"186,271,000","181,462,000","117,321,000","114,776,000","113,354,000","74,663,000"
		NetPPE,"23,903,000","22,118,000","21,577,000","20,672,000","21,647,000","22,351,000"
			GrossPPE,"33,322,000","30,715,000","29,668,000","28,166,000","29,243,000","28,947,000"
				Properties,"0","0","0","0","0","0"
				MachineryFurnitureEquipment,"9,490,000","9,040,000","8,667,000","8,424,000","8,352,000","7,737,000"
				OtherProperties,"14,674,000","12,998,000","12,460,000","11,330,000","11,571,000","12,067,000"
				Leases,"9,158,000","8,677,000","8,541,000","8,412,000","9,320,000","9,143,000"
			AccumulatedDepreciation,"-9,419,000","-8,597,000","-8,091,000","-7,494,000","-7,596,000","-6,596,000"
		GoodwillAndOtherIntangibleAssets,"124,988,000","124,395,000","65,300,000","65,643,000","65,476,000","27,113,000"
			Goodwill,"90,176,000","89,329,000","42,607,000","43,028,000","41,819,000","8,605,000"
			OtherIntangibleAssets,"34,812,000","35,066,000","22,693,000","22,615,000","23,657,000","18,508,000"
		NonCurrentDeferredAssets,"36,085,000","33,869,000","29,370,000","27,267,000","24,963,000","24,022,000"
		OtherNonCurrentAssets,"1,295,000","1,080,000","1,074,000","1,194,000","1,268,000","1,177,000"
TotalLiabilitiesNetMinorityInterest,"343,222,000","320,411,000","291,808,000","268,323,000","243,908,000","221,369,000"
	CurrentLiabilities,"240,218,000","225,076,000","209,434,000","172,515,000","155,335,000","134,385,000"
