name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991
TotalAssets,"1,859,734,000","1,831,376,000","1,801,497,000","1,794,187,000","1,819,923,000","1,318,068,000","1,418,174,000","1,433,173,000","1,267,110,000","1,237,749,000","1,190,541,000","1,259,610,000","1,274,767,000","1,227,637,000","1,265,711,000","1,241,168,000","1,237,339,000","1,311,714,000","1,271,163,000","1,251,382,000","1,238,709,000","1,306,421,000","1,334,826,000","1,317,391,000","1,319,128,000","1,336,422,000","1,418,944,000","1,427,411,000","1,485,417,000","1,474,145,000","1,474,545,000","1,476,731,000","1,514,178,000","1,487,893,000","1,484,246,000","1,479,630,000","1,461,917,000","1,474,373,000","1,454,555,000","928,123,000","911,135,000","847,773,000","823,722,000","853,406,000","833,264,000","783,388,000","737,737,000","697,595,000","760,660,000","702,212,000","714,294,000","691,943,000","649,693,000","622,348,000","600,710,000","608,229,000","608,950,000","565,532,000","548,690,000","578,104,000","572,735,000","549,868,000","561,432,000","568,234,000","546,543,000","523,136,000","499,223,000","485,862,000","467,757,000","456,774,000","427,535,000","416,383,000","407,394,000","396,564,000","374,387,000","366,183,000","359,208,000","365,922,000","355,880,000","355,072,000","364,921,000","389,000,000","392,012,000","369,648,000","345,314,000","342,443,000","323,139,000","337,911,000","349,110,000","361,900,000","347,400,000","341,800,000","356,400,000","353,200,000","342,700,000","331,400,000","336,700,000","359,400,000","366,900,000","347,600,000","323,500,000","311,900,000","308,800,000","296,200,000","287,800,000","288,400,000","289,800,000","283,900,000","280,500,000","260,800,000","252,300,000","235,700,000","230,700,000","207,100,000","201,100,000","184,600,000","180,300,000","162,200,000","160,700,000","152,200,000","144,800,000","144,300,000","130,500,000","119,700,000"
	CurrentAssets,"756,031,000","729,455,000","699,246,000","684,368,000","693,546,000","668,348,000","760,279,000","759,410,000","603,639,000","582,575,000","567,789,000","615,278,000","576,121,000","515,897,000","552,805,000","551,017,000","521,177,000","589,713,000","553,389,000","528,089,000","510,029,000","496,562,000","512,387,000","489,595,000","488,086,000","501,363,000","500,724,000","508,361,000","570,277,000","549,831,000","556,959,000","569,305,000","622,976,000","603,332,000","592,081,000","591,372,000","597,010,000","598,882,000","576,800,000","540,187,000","527,129,000","467,173,000","441,100,000","468,269,000","448,831,000","406,017,000","362,222,000","323,516,000","386,143,000","394,107,000","406,125,000","396,154,000","382,393,000","353,892,000","341,468,000","353,810,000","359,434,000","327,256,000","361,001,000","403,066,000","403,671,000","398,513,000","413,805,000","433,277,000","418,404,000","402,098,000","379,060,000","364,865,000","343,611,000","328,456,000","304,255,000","295,667,000","281,449,000","265,992,000","241,569,000","231,225,000","223,255,000","237,926,000","226,296,000","221,955,000","232,835,000","261,632,000","264,506,000","242,127,000","219,164,000","202,998,000","181,558,000","200,481,000","209,918,000","225,200,000","222,800,000","218,000,000","231,300,000","217,400,000","207,300,000","188,100,000","191,200,000","187,800,000","184,900,000","177,000,000","167,700,000","163,300,000","166,800,000","164,300,000","158,900,000","163,200,000","163,800,000","159,500,000","157,600,000","144,800,000","142,900,000","130,800,000","130,100,000","113,200,000","107,000,000","93,300,000","95,500,000","85,700,000","86,000,000","81,300,000","78,500,000","77,700,000","65,900,000","66,200,000"
		CashCashEquivalentsAndShortTermInvestments,"259,496,000","236,877,000","192,420,000","173,462,000","192,305,000","189,002,000","279,169,000","275,725,000","137,311,000","126,417,000","112,030,000","190,234,000","169,351,000","154,871,000","199,763,000","192,106,000","180,169,000","251,591,000","203,622,000","171,739,000","139,564,000","129,639,000","138,870,000","118,248,000","115,123,000","105,167,000","100,247,000","112,204,000","160,662,000","125,200,000","129,971,000","139,943,000","192,469,000","177,846,000","159,148,000","166,328,000","179,120,000","193,181,000","187,051,000","236,047,000","228,861,000","205,372,000","183,421,000","216,891,000","196,707,000","169,538,000","115,049,000","83,467,000","141,562,000","168,993,000","178,322,000","173,822,000","156,721,000","125,325,000","111,331,000","120,287,000","133,553,000","116,857,000","154,983,000","216,056,000","229,227,000","227,707,000","242,200,000","260,031,000","250,667,000","229,351,000","209,981,000","198,067,000","185,815,000","160,276,000","143,829,000","130,356,000","118,117,000","97,182,000","66,771,000","50,190,000","49,885,000","49,666,000","43,615,000","42,006,000","67,549,000","99,438,000","103,651,000","86,413,000","74,483,000","59,212,000","38,617,000","52,195,000","61,328,000","46,500,000","56,200,000","53,300,000","56,300,000","42,300,000","37,200,000","24,300,000","21,800,000","7,300,000","6,600,000","5,600,000","8,300,000","16,600,000","13,200,000","10,900,000","13,400,000","13,900,000","8,400,000","3,700,000","4,200,000","3,700,000","8,400,000","6,300,000","16,200,000","13,800,000","10,300,000","4,400,000","10,300,000","7,500,000","2,200,000","900,000","2,900,000","300,000","700,000","1,200,000"
			CashAndCashEquivalents,"259,496,000","236,877,000","192,420,000","173,462,000","192,305,000","189,002,000","279,169,000","275,725,000","137,311,000","126,417,000","112,030,000","190,234,000","169,351,000","154,871,000","199,763,000","192,106,000","180,169,000","251,591,000","203,622,000","171,739,000","139,564,000","129,639,000","138,870,000","118,248,000","115,123,000","105,167,000","100,247,000","112,204,000","160,662,000","125,200,000","129,971,000","139,943,000","192,469,000","177,846,000","159,148,000","166,328,000","179,120,000","193,181,000","187,051,000","236,047,000","228,861,000","205,372,000","183,421,000","216,891,000","196,707,000","169,538,000","115,049,000","83,467,000","141,562,000","168,993,000","178,322,000","173,822,000","156,721,000","125,325,000","111,331,000","120,287,000","133,553,000","116,857,000","154,983,000","216,056,000","229,227,000","227,707,000","242,200,000","260,031,000","250,667,000","229,351,000","209,981,000","198,067,000","185,815,000","160,276,000","143,829,000","130,356,000","118,117,000","97,182,000","66,771,000","50,190,000","49,885,000","49,666,000","43,615,000","42,006,000","34,913,000","52,900,000","57,847,000","40,959,000","41,441,000","59,212,000","38,617,000","52,195,000","61,328,000","46,500,000","56,200,000","53,300,000","56,300,000","42,300,000","37,200,000","24,300,000","21,800,000","7,300,000","6,600,000","5,600,000","8,300,000","16,600,000","13,200,000","10,900,000","13,400,000","13,900,000","8,400,000","3,700,000","4,200,000","3,700,000","8,400,000","6,300,000","16,200,000","13,800,000","10,300,000","4,400,000","10,300,000","7,500,000","2,200,000","900,000","2,900,000","300,000","700,000","1,200,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,636,000","46,538,000","45,804,000","45,454,000","33,042,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"159,376,000","154,980,000","141,305,000","132,908,000","127,555,000","146,939,000","141,533,000","141,094,000","165,207,000","170,753,000","176,535,000","163,339,000","185,027,000","167,641,000","161,590,000","151,336,000","151,226,000","146,718,000","143,693,000","151,507,000","152,683,000","150,557,000","151,600,000","149,668,000","157,093,000","148,774,000","145,411,000","139,103,000","145,827,000","143,635,000","151,055,000","156,733,000","164,603,000","149,585,000","162,084,000","155,958,000","170,111,000","167,347,000","158,175,000","126,130,000","135,464,000","127,443,000","129,242,000","120,759,000","127,166,000","120,373,000","121,767,000","114,834,000","118,684,000","114,732,000","118,668,000","114,161,000","113,598,000","124,575,000","122,500,000","127,931,000","120,252,000","108,811,000","100,896,000","91,917,000","91,832,000","85,988,000","84,001,000","89,281,000","86,901,000","86,262,000","83,409,000","83,625,000","80,719,000","87,578,000","83,347,000","84,046,000","82,640,000","84,399,000","84,162,000","84,326,000","77,913,000","79,198,000","77,842,000","69,417,000","63,743,000","64,115,000","66,800,000","61,800,000","59,842,000","60,253,000","59,849,000","58,814,000","59,140,000","72,000,000","59,600,000","58,600,000","63,000,000","65,300,000","60,500,000","57,100,000","58,900,000","78,400,000","78,400,000","77,900,000","72,200,000","67,400,000","67,800,000","65,000,000","60,300,000","63,200,000","67,500,000","65,500,000","63,300,000","58,200,000","55,800,000","51,400,000","47,500,000","43,600,000","45,200,000","42,200,000","38,800,000","34,700,000","39,400,000","36,900,000","33,400,000","33,500,000","27,300,000","27,100,000"
			AccountsReceivable,"159,376,000","154,980,000","141,305,000","132,908,000","127,555,000","146,939,000","141,533,000","141,094,000","165,207,000","170,753,000","176,535,000","163,339,000","185,027,000","167,641,000","161,590,000","151,336,000","151,226,000","146,718,000","143,693,000","151,507,000","152,683,000","150,557,000","151,600,000","149,668,000","157,093,000","148,774,000","145,411,000","139,103,000","145,827,000","143,635,000","151,055,000","156,733,000","164,603,000","149,585,000","162,084,000","155,958,000","170,111,000","167,347,000","158,175,000","126,130,000","135,464,000","127,443,000","129,242,000","120,759,000","127,166,000","120,373,000","121,767,000","114,834,000","118,684,000","114,732,000","118,668,000","114,161,000","113,598,000","124,575,000","122,500,000","127,931,000","120,252,000","108,811,000","100,896,000","91,917,000","91,832,000","85,988,000","84,001,000","89,281,000","86,901,000","86,262,000","83,409,000","83,625,000","80,719,000","87,578,000","83,347,000","84,046,000","82,640,000","84,399,000","84,162,000","84,326,000","77,913,000","79,198,000","77,842,000","69,417,000","63,743,000","64,115,000","66,800,000","61,800,000","59,842,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"161,851,000","157,362,000","144,006,000","135,144,000","129,781,000","149,464,000","144,232,000","144,540,000","169,031,000","174,850,000","180,643,000","166,963,000","188,964,000","171,024,000","164,843,000","153,663,000","153,337,000","148,927,000","145,917,000","153,774,000","154,867,000","153,213,000","153,856,000","152,019,000","159,346,000","151,025,000","147,684,000","140,908,000","147,576,000","145,610,000","153,122,000","158,598,000","166,279,000","151,425,000","163,824,000","157,761,000","171,838,000","169,062,000","159,563,000","127,529,000","136,944,000","129,231,000","131,525,000","122,500,000","128,965,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-2,475,000","-2,382,000","-2,701,000","-2,236,000","-2,226,000","-2,525,000","-2,699,000","-3,446,000","-3,824,000","-4,097,000","-4,108,000","-3,624,000","-3,937,000","-3,383,000","-3,253,000","-2,327,000","-2,111,000","-2,209,000","-2,224,000","-2,267,000","-2,184,000","-2,656,000","-2,256,000","-2,351,000","-2,253,000","-2,251,000","-2,273,000","-1,805,000","-1,749,000","-1,975,000","-2,067,000","-1,865,000","-1,676,000","-1,840,000","-1,740,000","-1,803,000","-1,727,000","-1,715,000","-1,388,000","-1,399,000","-1,480,000","-1,788,000","-2,283,000","-1,741,000","-1,799,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"293,027,000","305,741,000","322,661,000","326,500,000","322,614,000","299,710,000","305,224,000","294,510,000","270,276,000","254,167,000","244,504,000","221,953,000","194,337,000","168,936,000","163,584,000","175,329,000","160,799,000","158,840,000","168,592,000","173,894,000","176,929,000","188,489,000","194,511,000","189,431,000","187,028,000","203,863,000","207,645,000","211,131,000","211,077,000","212,493,000","209,418,000","207,487,000","197,661,000","209,331,000","205,251,000","196,673,000","183,784,000","180,037,000","173,506,000","126,843,000","117,163,000","107,913,000","101,444,000","94,960,000","84,387,000","81,915,000","86,009,000","84,571,000","79,953,000","78,806,000","77,136,000","76,097,000","76,522,000","73,557,000","73,181,000","71,196,000","65,388,000","63,847,000","66,069,000","68,209,000","61,797,000","59,680,000","58,925,000","55,561,000","54,571,000","56,313,000","57,581,000","55,998,000","53,088,000","52,485,000","50,712,000","52,589,000","52,235,000","56,081,000","58,726,000","64,178,000","65,805,000","70,138,000","71,755,000","74,444,000","67,244,000","63,289,000","61,986,000","56,671,000","54,007,000","52,768,000","52,969,000","57,615,000","59,817,000","59,200,000","59,500,000","57,800,000","59,800,000","64,000,000","67,700,000","64,500,000","61,700,000","60,800,000","65,100,000","59,000,000","55,100,000","46,800,000","52,500,000","58,300,000","56,700,000","57,200,000","58,400,000","59,800,000","60,000,000","56,000,000","51,300,000","46,700,000","41,300,000","40,500,000","35,400,000","31,200,000","30,300,000","29,400,000","30,000,000","30,100,000","30,600,000","32,700,000","27,700,000","26,500,000"
			RawMaterials,"88,886,000","89,503,000","81,950,000","75,278,000","74,910,000","74,437,000","82,349,000","76,224,000","76,867,000","73,834,000","71,683,000","72,556,000","69,420,000","64,824,000","51,028,000","49,437,000","46,450,000","46,347,000","50,197,000","50,544,000","52,052,000","56,729,000","56,486,000","61,098,000","62,062,000","62,596,000","64,127,000","69,586,000","71,794,000","74,555,000","75,480,000","74,464,000","72,508,000","80,438,000","77,348,000","74,259,000","70,716,000","58,508,000","57,538,000","43,493,000","41,219,000","40,321,000","35,333,000","30,368,000","26,404,000","30,557,000","31,202,000","28,211,000","25,850,000","25,744,000","25,993,000","25,367,000","23,778,000","22,857,000","20,663,000","18,686,000","16,107,000","19,893,000","22,860,000","20,864,000","15,190,000","15,975,000","16,274,000","15,234,000","14,683,000","17,691,000","16,198,000","14,972,000","12,388,000","13,904,000","15,041,000","13,156,000","11,630,000","11,812,000","13,574,000","15,207,000","17,037,000","19,034,000","21,640,000","20,037,000","16,808,000","16,954,000","17,266,000","15,628,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,"17,187,000","18,281,000","22,909,000","26,562,000","23,111,000","22,030,000","13,890,000","11,351,000","11,021,000","11,628,000","11,628,000","12,546,000","12,610,000","11,361,000","13,075,000","12,474,000","10,774,000","9,485,000","12,234,000","10,771,000","10,400,000","10,202,000","11,652,000","14,644,000","13,180,000","16,421,000","17,183,000","10,702,000","12,462,000","6,431,000","6,789,000","6,638,000","7,383,000","6,595,000","7,292,000","6,128,000","7,829,000","8,979,000","8,655,000","4,151,000","4,640,000","3,450,000","4,301,000","5,195,000","4,352,000","2,925,000","4,073,000","3,426,000","3,825,000","4,492,000","4,902,000","4,002,000","8,732,000","10,727,000","16,387,000","15,713,000","14,430,000","14,020,000","9,791,000","7,292,000","7,681,000","5,948,000","6,469,000","5,592,000","5,528,000","5,328,000","5,971,000","6,240,000","6,067,000","6,126,000","6,691,000","6,731,000","5,340,000","5,856,000","4,700,000","4,416,000","4,597,000","3,680,000","4,472,000","4,971,000","4,700,000","4,741,000","5,715,000","5,056,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"186,954,000","197,957,000","217,802,000","224,660,000","224,593,000","203,243,000","208,985,000","206,935,000","182,388,000","168,705,000","161,193,000","136,851,000","112,307,000","92,751,000","99,481,000","113,418,000","103,575,000","103,008,000","106,161,000","112,579,000","114,477,000","121,558,000","126,373,000","113,689,000","111,786,000","124,846,000","126,335,000","130,843,000","126,821,000","131,507,000","127,149,000","126,385,000","117,770,000","122,298,000","120,611,000","116,286,000","105,239,000","112,550,000","107,313,000","79,199,000","71,304,000","64,142,000","61,810,000","59,397,000","53,631,000","48,433,000","50,734,000","52,934,000","50,278,000","48,570,000","46,241,000","46,728,000","44,012,000","39,973,000","36,131,000","36,797,000","34,851,000","29,934,000","33,418,000","40,053,000","38,927,000","37,757,000","36,182,000","34,735,000","34,360,000","33,294,000","35,412,000","34,786,000","34,633,000","32,455,000","28,980,000","32,702,000","35,265,000","38,413,000","40,452,000","44,555,000","44,171,000","47,424,000","45,643,000","49,436,000","45,736,000","41,594,000","39,005,000","35,987,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"44,132,000","31,857,000","42,860,000","51,498,000","51,072,000","32,697,000","34,353,000","48,081,000","30,845,000","31,238,000","34,720,000","39,752,000","27,406,000","24,449,000","27,868,000","32,246,000","28,983,000","32,564,000","37,482,000","30,949,000","40,853,000","27,877,000","27,406,000","32,248,000","28,842,000","31,564,000","35,444,000","33,243,000","40,103,000","52,331,000","52,366,000","50,969,000","54,099,000","52,392,000","51,144,000","58,072,000","50,213,000","47,510,000","47,425,000","40,588,000","35,976,000","16,958,000","17,203,000","25,729,000","30,897,000","20,794,000","25,517,000","29,924,000","34,959,000","22,799,000","21,514,000","23,601,000","28,362,000","21,944,000","23,482,000","21,878,000","24,409,000","24,878,000","20,642,000","15,820,000","9,067,000","12,151,000","15,815,000","15,760,000","15,109,000","19,296,000","17,005,000","15,517,000","10,204,000","8,594,000","9,526,000","8,169,000","4,742,000","7,085,000",,"12,523,000","9,664,000","12,916,000","8,513,000","10,342,000","12,573,000",,,"13,573,000","5,170,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"11,995,000","11,977,000","12,680,000","12,608,000","16,172,000","14,149,000","14,173,000","14,144,000","14,178,000","14,454,000","14,341,000","13,782,000","10,807,000","10,643,000","10,579,000","9,665,000","9,487,000","9,790,000","9,930,000","9,674,000","13,397,000","13,880,000","10,720,000","10,985,000","8,777,000","10,485,000","8,473,000","7,190,000","8,491,000","10,974,000","12,518,000","15,832,000","12,863,000","18,411,000","11,064,000","11,748,000","12,987,000","12,864,000","12,644,000","11,156,000","10,876,000","11,084,000","11,658,000","13,785,000","19,523,000","16,841,000","20,507,000","21,856,000","19,143,000",,"17,520,000","17,307,000","23,347,000","22,093,000","23,046,000","18,943,000","17,815,000","20,017,000","18,054,000","19,982,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"11,995,000","11,977,000","12,680,000","12,608,000","16,172,000","14,149,000","14,173,000","14,144,000","14,178,000","14,454,000","14,341,000","13,782,000","10,807,000","10,643,000","10,579,000","9,665,000","9,487,000","9,790,000","9,930,000","9,674,000","13,397,000","13,880,000","10,720,000","10,985,000","8,777,000","10,485,000","8,473,000","7,190,000","8,491,000","10,974,000","12,518,000","15,832,000","12,863,000","18,411,000","11,064,000","11,748,000","12,987,000","12,864,000","12,644,000","11,156,000","10,876,000","11,084,000","11,658,000","13,785,000","19,523,000","16,841,000","20,507,000","21,856,000","19,143,000",,"17,520,000","17,307,000","23,347,000","22,093,000","23,046,000","18,943,000","17,815,000","20,017,000","18,054,000","19,982,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
