name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009
OperatingCashFlow,"144,413,000","30,777,000","23,215,000","60,287,000","30,134,000","12,081,000","46,667,000","39,781,000","-15,624,000","6,208,000","25,904,000","18,354,000","22,763,000","3,499,000","21,220,000","16,629,000","13,710,000","-2,689,000","16,931,000","-2,808,000","3,656,000","6,000","17,349,000","11,684,000","7,541,000","-3,121,000","17,035,000","2,817,000","8,651,000","493,000","13,011,000","8,976,000","8,218,000","-4,736,000","-6,280,000","-9,837,000","-13,310,000","-13,789,000","-21,179,000","-11,177,000","-20,229,000","-17,545,000","-7,596,000","-8,494,000","-10,923,000","-3,987,000","-5,840,000","-6,913,000","-8,531,000","-3,596,000","839,000","-9,940,000"
	CashFlowFromContinuingOperatingActivities,"144,413,000","30,777,000","23,215,000","60,287,000","30,134,000","12,081,000","46,667,000","39,781,000","-15,624,000","6,208,000","25,904,000","18,354,000","22,763,000","3,499,000","21,220,000","16,629,000","13,710,000","-2,689,000","16,931,000","-2,808,000","3,656,000","6,000","17,349,000","11,684,000","7,541,000","-3,121,000","17,035,000","2,817,000","8,651,000","493,000","13,011,000","8,976,000","8,218,000","-4,736,000","-6,280,000","-9,837,000","-13,310,000","-13,789,000","-21,179,000","-11,177,000","-20,229,000","-17,545,000","-7,596,000","-8,494,000","-10,923,000","-3,987,000","-5,840,000","-6,913,000","-8,531,000","-3,596,000","839,000","-9,940,000"
		NetIncomeFromContinuingOperations,"38,439,000","6,828,000","-5,130,000","17,660,000","19,081,000","10,369,000","14,515,000","130,119,000","-7,270,000","8,159,000","-4,888,000","-6,087,000","2,730,000","-2,771,000","8,285,000","-640,000","2,564,000","-10,680,000","4,595,000","-7,597,000","-19,743,000","-19,866,000","-3,972,000","-22,165,000","-7,958,000","-3,854,000","-2,498,000","3,086,000","8,000","1,260,000","5,802,000","-3,004,000","-5,037,000","-11,477,000","-11,956,000","-14,784,000","-14,031,000","-23,138,000",,,,,,,,"-9,775,000",,,"-6,816,000","-5,392,000",,
		OperatingGainsLosses,"2,546,000","27,000","32,000","40,000","2,447,000","144,000","1,161,000","5,300,000","-3,979,000","3,993,000","370,000","4,798,000",,,"55,000","854,000","0","10,000","-6,000","109,000","1,904,000","3,858,000",,,,,"7,000","0",,,"1,000","0","149,000","8,000","1,000","0","31,000","3,398,000","1,000","0",,,"270,000",,,,,,,,,
			GainLossOnSaleOfPPE,"10,000","9,000","0","0","1,000","-11,000","0","0","0","22,000","12,000","841,000","157,000","0","55,000","0","0","10,000","-6,000","109,000","1,893,000","137,000",,,,,"6,000","0","0","0","1,000","0","149,000","8,000","1,000","0",,,"1,000",,,,"270,000",,,,,,,,,
			GainLossOnInvestmentSecurities,"2,536,000","18,000","32,000","40,000","2,446,000","155,000","1,161,000","-2,771,000","-3,979,000","3,971,000","358,000",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"43,730,000","20,033,000","13,070,000","5,730,000","4,897,000","4,851,000","5,061,000","5,037,000","4,989,000","4,821,000","5,090,000","5,605,000","5,281,000","3,600,000","4,051,000","3,504,000","2,848,000","2,762,000","3,659,000","3,361,000","3,709,000","3,104,000","3,260,000","3,278,000","3,216,000","3,165,000","3,119,000","2,830,000","2,783,000","2,743,000","2,707,000","2,392,000","2,333,000","2,603,000","1,700,000","1,330,000","1,286,000","1,431,000","1,446,000","1,417,000","1,405,000","1,380,000","1,284,000","1,029,000","-275,000","2,276,000","1,186,000","997,000","1,057,000","1,012,000","1,307,000","962,000"
			DepreciationAndAmortization,"43,730,000","20,033,000","13,070,000","5,730,000","4,897,000","4,851,000","5,061,000","5,037,000","4,989,000","4,821,000","5,090,000","5,605,000","5,281,000","3,600,000","4,051,000","3,504,000","2,848,000","2,762,000","3,659,000","3,361,000","3,709,000","3,104,000","3,260,000","3,278,000","3,216,000","3,165,000","3,119,000","2,830,000","2,783,000","2,743,000","2,707,000","2,392,000","2,333,000","2,603,000","1,700,000","1,330,000","1,286,000","1,431,000","1,446,000","1,417,000",,,,,,"2,276,000",,,"1,057,000","1,012,000",,
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"990,000",,,"1,020,000","1,025,000",,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,286,000",,,"37,000","-13,000",,
