name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010
OperatingCashFlow,"36,674,000","-4,175,000","10,361,000","20,583,000","9,905,000","-12,072,000","-7,211,000","2,990,000","-12,880,000","-2,860,000","16,553,000","31,852,000","24,518,000","13,311,000","14,784,000","33,444,000","24,561,000","13,426,000","20,081,000","29,962,000","21,983,000","14,663,000","17,809,000","30,248,000","25,542,000","14,070,000","17,154,000","27,235,000","24,689,000","12,764,000","11,772,000","22,430,000","10,126,000","4,978,000","9,619,000","9,837,000","7,419,000","4,696,000","4,467,000","4,099,000","6,283,000","36,000","585,000","4,732,000","2,726,000","903,000","3,553,000","1,059,000"
	CashFlowFromContinuingOperatingActivities,"36,674,000","-4,175,000","10,361,000","20,583,000","9,905,000","-12,072,000","-7,211,000","2,990,000","-12,880,000","-2,860,000","16,553,000","31,852,000","24,518,000","13,311,000","14,784,000","33,444,000","24,561,000","13,426,000","20,081,000","29,962,000","21,983,000","14,663,000","17,809,000","30,248,000","25,542,000","14,070,000","17,154,000","27,235,000","24,689,000","12,764,000","11,772,000","22,430,000","10,126,000","4,978,000","9,619,000","9,837,000","7,419,000","4,696,000","4,467,000","4,099,000","6,283,000","36,000","585,000","4,732,000","2,726,000","903,000","3,553,000","1,059,000"
		NetIncomeFromContinuingOperations,"-31,246,000","-9,699,000","-11,446,000","-1,383,000","-8,718,000","2,702,000","-3,404,000","-18,312,000","-27,193,000","-28,111,000","-2,371,000","10,098,000","9,525,000","1,628,000","-174,000","14,691,000","13,485,000","2,868,000","5,458,000","14,509,000","5,069,000","4,644,000","2,677,000","13,446,000","12,250,000","3,322,000","4,521,000","14,392,000","12,846,000","1,419,000","-5,333,000","8,832,000","65,314,000","-1,732,000","-116,000","2,541,000","2,175,000","-1,618,000","-2,374,000","1,498,000","1,157,000","-1,731,000",,"-955,000","-1,936,000","-19,000","-287,000","-288,000"
		OperatingGainsLosses,,,"0","6,000","-28,000","-22,543,000","-19,791,000","848,000","1,578,000","3,673,000","2,985,000","2,779,000","2,843,000","1,123,000","1,832,000","-688,000","-1,004,000","754,000","-2,878,000","-1,189,000","-927,000","85,000","638,000","-1,051,000","-942,000","651,000","-3,032,000","-1,466,000","-1,333,000","256,000","3,310,000","-845,000","-64,701,000","500,000","480,000","674,000","89,000","1,564,000","1,382,000","195,000","-703,000","565,000",,,,,,
			GainLossOnSaleOfBusiness,,"0",,"0","0","-23,817,000",,,,,,,,,,,,,,,,,,,,,"-3,576,000","0",,,"951,000","0",,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"-23,817,000","6,000","-28,000","43,000",,,,,"-13,000","-5,000",,,,,,,,,,,,,,,"-3,576,000","0",,,"951,000",,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"0","0","0","0","0","1,231,000","1,325,000","848,000","1,578,000","3,673,000","2,998,000","2,784,000","-457,000","1,123,000","1,814,000","-688,000","-1,004,000","754,000","449,000","-1,189,000","-927,000","85,000","628,000","-1,051,000","-942,000","647,000","132,000","-1,466,000","-1,333,000","256,000","2,359,000","-845,000","2,000,000","316,000","480,000","674,000","89,000","631,000","1,382,000","195,000",,,,,,,,
		DepreciationAmortizationDepletion,"55,663,000","14,970,000","13,795,000","13,606,000","13,292,000","13,274,000","13,462,000","13,558,000","13,607,000","13,000,000","12,750,000","12,861,000","12,937,000","12,710,000","12,188,000","11,903,000","11,863,000","11,978,000","11,559,000","10,890,000","11,661,000","11,950,000","11,969,000","11,944,000","12,228,000","12,421,000","12,782,000","12,509,000","12,016,000","11,477,000","10,717,000","10,239,000","7,335,000","6,288,000","5,716,000","4,707,000","4,002,000","3,737,000","3,393,000","3,380,000","4,104,000","3,321,000","3,304,000","3,381,000","3,792,000","1,431,000","1,355,000","785,000"
			DepreciationAndAmortization,"55,663,000","14,970,000","13,795,000","13,606,000","13,292,000","13,274,000","13,462,000","13,558,000","13,607,000","13,000,000","12,750,000","12,861,000","12,937,000","12,710,000","12,188,000","11,903,000","11,863,000","11,978,000","11,559,000","10,890,000","11,661,000","11,950,000","11,969,000","11,944,000","12,228,000","12,421,000","12,782,000","12,509,000","12,016,000","11,477,000","10,717,000","10,239,000","7,335,000","6,288,000","5,716,000","4,707,000","4,002,000","3,737,000","3,393,000","3,380,000","4,104,000","3,321,000","3,304,000","3,381,000","3,792,000","1,431,000","1,355,000","785,000"
				Depreciation,"55,663,000","14,970,000","13,795,000","13,606,000","13,292,000","13,274,000","13,462,000","13,558,000","13,607,000","13,000,000","12,750,000","12,861,000","12,937,000","12,710,000","12,188,000","11,903,000","11,863,000","11,978,000","11,559,000","10,890,000","11,661,000","11,950,000","11,969,000","11,944,000","12,228,000","12,421,000","12,782,000","12,509,000","12,016,000","11,477,000","10,717,000","10,239,000","7,335,000","6,288,000","5,716,000","4,707,000","4,002,000","3,737,000","3,393,000","3,380,000","4,104,000","3,321,000","3,304,000","3,381,000","3,792,000","1,431,000","1,355,000","785,000"
				AmortizationCashFlow,,,,,"60,000","60,000","60,000","62,000","61,000","61,000","61,000","62,000","62,000","62,000","61,000","59,000","59,000","58,000","56,000","54,000","53,000","54,000","54,000","53,000","54,000","53,000","53,000","51,000","47,000","46,000","40,000","34,000","29,000","28,000","26,000","21,000","21,000","19,000",,,,,,,,,,
					AmortizationOfIntangibles,,,,,"60,000","60,000","60,000","62,000","61,000","61,000","61,000","62,000","62,000","62,000","61,000","59,000","59,000","58,000","56,000","54,000","53,000","54,000","54,000","53,000","54,000","53,000","53,000","51,000","47,000","46,000","40,000","34,000","29,000","28,000","26,000","21,000","21,000","19,000",,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,"61,000","59,000","59,000","58,000","310,000","307,000","-66,000","314,000","318,000","317,000","334,000","321,000","379,000","476,000","499,000","449,000","435,000",,"384,000","422,000","305,000","274,000","269,000","327,000","376,000","518,000","531,000","490,000","482,000","473,000","363,000","320,000","289,000",
		AssetImpairmentCharge,,,"5,640,000","0","0","0","0","0","0","15,282,000",,,,,"0",,,,"16,000","0",,,,,,,,,,,"0","0","0","0","0","0","0","64,000",,,,,,,,,,
		StockBasedCompensation,"4,961,000","1,294,000","1,238,000","1,234,000","1,195,000","1,156,000","1,124,000","1,124,000","1,144,000","1,493,000","1,211,000","1,211,000","1,238,000","1,059,000","1,048,000","1,048,000","1,196,000","918,000","999,000","999,000","999,000","787,000","757,000","761,000","760,000","735,000","733,000","747,000","651,000","704,000","631,000","627,000","628,000","585,000","496,000","509,000","532,000","548,000","519,000","517,000","527,000","440,000","393,000","393,000","542,000","243,000","527,000","406,000"
		OtherNonCashItems,"1,957,000","424,000","446,000","523,000","564,000","540,000","469,000","439,000","323,000","288,000","289,000","290,000","287,000","293,000","283,000","280,000","279,000","297,000","310,000","307,000","-66,000","314,000","318,000","317,000","334,000","321,000","379,000","476,000","499,000","449,000","435,000","422,000","384,000","422,000","305,000","274,000","269,000","327,000","895,000","1,035,000","1,058,000","930,000",,"866,000","905,000","563,000","816,000","406,000"
