name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000
OperatingCashFlow,"1,313,000,000","283,000,000","255,000,000","441,000,000","334,000,000","472,000,000","238,000,000","377,000,000","290,000,000","313,000,000","-59,000,000","314,000,000","242,000,000","252,000,000","213,000,000","372,000,000","197,000,000","303,000,000","215,000,000","288,000,000","228,000,000","257,000,000","116,000,000","234,000,000","199,000,000","256,000,000","104,000,000","237,000,000","91,000,000","183,000,000","-20,000,000","164,000,000","28,000,000","325,000,000","194,000,000","377,000,000","215,000,000","315,000,000","245,000,000","485,000,000","240,000,000","353,000,000","150,000,000","510,000,000","252,000,000","378,000,000","120,000,000","373,000,000","90,000,000","225,000,000","30,000,000","213,000,000","41,000,000","137,000,000","17,000,000","258,000,000","169,000,000","325,000,000","4,000,000","398,000,000","176,000,000","302,000,000","93,000,000","401,000,000","65,000,000","296,000,000","-128,000,000","419,000,000","138,000,000","205,000,000","137,000,000","409,000,000","42,000,000","172,000,000","40,000,000","229,000,000","-91,000,000","-191,000,000","-91,000,000","-143,000,000","-116,000,000","-95,000,000","-144,000,000","1,273,000,000","291,000,000","135,000,000","-197,000,000","423,000,000","69,000,000","-38,000,000","384,000,000"
	CashFlowFromContinuingOperatingActivities,"1,313,000,000","283,000,000","255,000,000","441,000,000","334,000,000","472,000,000","238,000,000","377,000,000","290,000,000","313,000,000","-59,000,000","314,000,000","242,000,000","252,000,000","213,000,000","372,000,000","197,000,000","303,000,000","215,000,000","288,000,000","228,000,000","257,000,000","116,000,000","234,000,000","199,000,000","256,000,000","104,000,000","237,000,000","91,000,000","183,000,000","-20,000,000","164,000,000","28,000,000","325,000,000","194,000,000","377,000,000","215,000,000","315,000,000","245,000,000","485,000,000","240,000,000","353,000,000","150,000,000","510,000,000","252,000,000","378,000,000","120,000,000","373,000,000","90,000,000","225,000,000","30,000,000","213,000,000","41,000,000","137,000,000","17,000,000","258,000,000","169,000,000","325,000,000","4,000,000","398,000,000","176,000,000","302,000,000","93,000,000","260,000,000","1,880,000,000","296,000,000","-135,000,000","163,000,000","138,000,000","205,000,000","137,000,000","409,000,000","42,000,000","172,000,000","40,000,000","229,000,000","-91,000,000","-191,000,000","-91,000,000","-142,000,000","-181,000,000","-118,000,000","-144,000,000","-381,000,000","324,000,000","140,000,000","-197,000,000","423,000,000","69,000,000","-38,000,000","384,000,000"
		NetIncomeFromContinuingOperations,"1,263,000,000","274,000,000","283,000,000","442,000,000","264,000,000","216,000,000","288,000,000","222,000,000","199,000,000","101,000,000","197,000,000","194,000,000","191,000,000","182,000,000","504,000,000","195,000,000","236,000,000","205,000,000","-320,000,000","177,000,000","175,000,000","164,000,000","168,000,000","126,000,000","122,000,000","91,000,000","123,000,000","143,000,000","103,000,000","83,000,000","72,000,000","23,000,000","147,000,000","139,000,000","195,000,000","211,000,000","168,000,000","166,000,000","179,000,000","425,000,000",,,,,,"200,000,000","193,000,000","292,000,000","205,000,000","108,000,000","79,000,000","25,000,000","-19,000,000","-101,000,000","64,000,000","231,000,000","169,000,000","173,000,000","120,000,000","180,000,000","185,000,000","123,000,000","150,000,000","149,000,000","2,048,000,000","131,000,000","979,000,000","-161,000,000","104,000,000","95,000,000","103,000,000","74,000,000","100,000,000","104,000,000","71,000,000","13,000,000","-1,556,000,000","-146,000,000","-369,000,000","-235,000,000","-223,000,000","-247,000,000","-317,000,000","-503,000,000","-214,000,000","85,000,000","154,000,000","305,000,000","155,000,000","166,000,000","131,000,000"
		OperatingGainsLosses,"-21,000,000","15,000,000","47,000,000","-98,000,000","0","12,000,000","5,000,000",,,,"-16,000,000",,,,,,,,,,,,,,,,,,,,,"-25,000,000","-8,000,000",,,,,,,,,,,,,,,"-5,000,000","-128,000,000","4,000,000",,"-32,000,000","-13,000,000",,"-1,000,000","-1,000,000","24,000,000","-21,000,000","3,000,000","0","-7,000,000","-6,000,000","-1,000,000","26,000,000","-206,000,000","9,000,000","-850,000,000","-23,000,000","28,000,000","9,000,000","19,000,000","58,000,000","8,000,000","9,000,000","12,000,000","2,000,000","69,000,000","22,000,000","277,000,000","176,000,000","9,000,000","1,000,000","21,000,000","131,000,000","137,000,000","-63,000,000","9,000,000","-115,000,000","-4,000,000",,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-21,000,000","15,000,000","47,000,000",,,,,,,,"-16,000,000",,,,,,,,,,,,,,,,,,,,,"-15,000,000","-8,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"-3,000,000","-13,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"332,000,000","82,000,000","82,000,000","84,000,000","84,000,000","77,000,000","76,000,000","76,000,000","77,000,000","76,000,000","79,000,000","76,000,000","55,000,000","53,000,000","54,000,000","56,000,000","53,000,000","50,000,000","51,000,000","52,000,000","51,000,000","54,000,000","55,000,000","56,000,000","60,000,000","64,000,000","66,000,000","60,000,000","62,000,000","63,000,000","68,000,000","93,000,000","98,000,000","97,000,000","96,000,000","95,000,000","91,000,000","92,000,000","94,000,000","94,000,000","84,000,000","61,000,000","62,000,000","63,000,000","63,000,000","64,000,000","63,000,000","67,000,000","60,000,000","36,000,000","39,000,000","40,000,000","41,000,000","40,000,000","41,000,000","44,000,000","57,000,000","51,000,000","49,000,000","48,000,000","50,000,000","47,000,000","46,000,000","36,000,000","45,000,000","48,000,000","41,000,000","0","64,000,000","59,000,000","63,000,000","66,000,000","70,000,000","75,000,000","81,000,000","89,000,000","91,000,000","100,000,000","82,000,000","187,000,000","180,000,000","169,000,000","199,000,000","233,000,000","196,000,000","166,000,000","139,000,000","150,000,000","146,000,000","103,000,000","96,000,000"
			DepreciationAndAmortization,"332,000,000","82,000,000","82,000,000","84,000,000","84,000,000","77,000,000","76,000,000","76,000,000","77,000,000","76,000,000","79,000,000","76,000,000","55,000,000","53,000,000","54,000,000","56,000,000","53,000,000","50,000,000","51,000,000","52,000,000","51,000,000","54,000,000","55,000,000","56,000,000","60,000,000","64,000,000","66,000,000","60,000,000","62,000,000","63,000,000","68,000,000","93,000,000","98,000,000","97,000,000","96,000,000","95,000,000","91,000,000","92,000,000","94,000,000","94,000,000","84,000,000","61,000,000","62,000,000","63,000,000","63,000,000","64,000,000","63,000,000","67,000,000","60,000,000","36,000,000","39,000,000","40,000,000","41,000,000","40,000,000","41,000,000","44,000,000","57,000,000","51,000,000","49,000,000","48,000,000","50,000,000","47,000,000","46,000,000","36,000,000","45,000,000","48,000,000","41,000,000","0","64,000,000","59,000,000","63,000,000","66,000,000","70,000,000","75,000,000","81,000,000","89,000,000","91,000,000","100,000,000","82,000,000","187,000,000","180,000,000","169,000,000","199,000,000","233,000,000","196,000,000","166,000,000","139,000,000","150,000,000","146,000,000","103,000,000","96,000,000"
		DeferredTax,"2,000,000","-5,000,000","24,000,000","-27,000,000","10,000,000","2,000,000","29,000,000","30,000,000","2,000,000","-13,000,000","10,000,000","12,000,000","5,000,000","9,000,000","-281,000,000","5,000,000","-8,000,000","-7,000,000","-6,000,000","19,000,000","63,000,000","4,000,000","16,000,000","-31,000,000","-1,000,000","31,000,000","4,000,000","85,000,000","-12,000,000","4,000,000","-7,000,000","-150,000,000","10,000,000","13,000,000","-5,000,000","30,000,000","5,000,000","-2,000,000","-2,000,000","-160,000,000","6,000,000","-14,000,000","10,000,000","8,000,000","-8,000,000","34,000,000","4,000,000","-82,000,000","-72,000,000","-39,000,000","84,000,000","14,000,000","-20,000,000","29,000,000","5,000,000","-96,000,000","-15,000,000","52,000,000","6,000,000","-105,000,000","-21,000,000","-7,000,000","-1,000,000","-10,000,000","10,000,000","-30,000,000","11,000,000","-43,000,000","19,000,000","4,000,000","8,000,000","-47,000,000","31,000,000","-10,000,000","-7,000,000","-14,000,000","1,402,000,000","-168,000,000","-149,000,000","-667,000,000","-22,000,000","-24,000,000","49,000,000","-100,000,000","-50,000,000","45,000,000","11,000,000","-40,000,000","40,000,000",,
