name,ttm,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,09/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989,11/30/1988,08/31/1988,05/31/1988,02/29/1988,11/30/1987,08/31/1987
	NetIncome,"49,108,000","5,443,000","10,828,000","17,077,000","15,760,000","13,377,000","15,885,000","15,860,000","16,347,000","12,200,000","16,276,000","14,652,000","15,815,000","13,073,000","16,051,000","15,237,000","17,545,000","16,586,000","17,100,000","11,914,000","12,473,000","10,287,000","11,151,000","9,881,000","9,857,000","8,311,000","9,073,000","9,323,000","9,384,000","7,454,000","7,806,000","8,883,000","7,537,000","6,575,000","6,207,000","7,839,000","7,032,000","6,652,000","6,793,000","6,714,000","6,028,000","5,244,000","5,237,000","6,004,000","5,961,000","4,943,000","6,110,000","5,824,000","4,634,000","3,881,000","4,610,000","4,395,000","3,417,000","2,823,000","3,901,000","3,733,000","3,175,000","2,658,000","3,254,000","3,011,000","2,303,000","1,990,000","2,426,000","2,406,000","1,956,000","1,632,000","2,213,000","2,140,000","1,445,000","1,214,000","1,672,000","1,584,000","1,071,000","1,183,000","1,543,000","1,302,000","1,281,000","1,030,000","1,401,000","1,075,000","1,112,000","826,000","1,145,000","862,000","924,000","714,000","860,000","672,000","1,301,000","627,000","300,000","800,000","200,000","600,000","700,000","800,000","800,000","200,000","700,000","700,000","600,000","500,000","500,000","400,000","400,000","-600,000","100,000","100,000","100,000","300,000","100,000","200,000","200,000","300,000","200,000","300,000","100,000","100,000","-100,000","-200,000","-300,000",,,,,,,,,,,,,,,,,,,,
		NetIncomeIncludingNoncontrollingInterests,"49,108,000","5,443,000","10,828,000","17,077,000","15,760,000","13,377,000","15,885,000","15,860,000","16,347,000","12,200,000","16,276,000","14,652,000","15,815,000","13,073,000","16,051,000","15,237,000","17,545,000","16,581,000","17,153,000","11,936,000","12,490,000","10,377,000","11,171,000","9,934,000","9,819,000","8,289,000","9,142,000","9,289,000","9,433,000","7,409,000","7,826,000","8,909,000","7,553,000","6,553,000","6,228,000","7,697,000","6,977,000","6,610,000","6,755,000","6,700,000","6,028,000","5,244,000","5,237,000","6,004,000","5,961,000","4,943,000","6,110,000","5,824,000","4,634,000","3,881,000","4,610,000","4,395,000","3,417,000","2,823,000","3,901,000","3,733,000","3,175,000","2,658,000","3,254,000","3,011,000","2,303,000","1,990,000","2,426,000","2,406,000","1,956,000","1,632,000","2,213,000","2,140,000","1,445,000","1,214,000","1,672,000","1,584,000","1,071,000","1,183,000","1,543,000","1,302,000","1,281,000","1,030,000","1,401,000","1,075,000","1,112,000","826,000","1,145,000","862,000","924,000","714,000","860,000","672,000","1,301,000","627,000","300,000","800,000","200,000","600,000","700,000","800,000","800,000","200,000","700,000","700,000","600,000","500,000","500,000","400,000","400,000","-600,000","100,000","100,000","100,000","300,000","100,000","200,000","200,000","300,000","200,000","300,000","100,000","100,000","-100,000","-200,000","-300,000","-200,000","-200,000",,"-400,000","100,000","-200,000","-200,000","-500,000","0","-300,000","300,000","-200,000","-200,000","-100,000","-100,000","-100,000","-300,000","-300,000","-300,000","-300,000"
			NetIncomeContinuousOperations,"49,108,000","5,443,000","10,828,000","17,077,000","15,760,000","13,377,000","15,885,000","15,860,000","16,347,000","12,200,000","16,276,000","14,652,000","15,815,000","13,073,000","16,051,000","15,237,000","17,545,000","16,581,000","17,153,000","11,936,000","12,490,000","10,377,000","11,171,000","9,934,000","9,819,000","8,289,000","9,142,000","9,289,000","9,433,000","7,409,000","7,826,000","8,909,000","7,553,000","6,553,000","6,228,000","7,697,000","6,977,000","6,610,000","6,755,000","6,700,000","6,028,000","5,244,000","5,237,000","6,004,000","5,961,000","4,943,000","6,110,000","5,824,000","4,634,000","3,881,000","4,610,000","4,395,000","3,417,000","2,823,000","3,901,000","3,733,000","3,175,000","2,658,000","3,254,000","3,011,000","2,303,000","1,990,000","2,426,000","2,406,000","1,956,000","1,632,000","2,213,000","2,140,000","1,445,000","1,214,000","1,672,000","1,584,000","1,071,000","1,183,000","1,543,000","1,302,000","1,281,000","1,030,000","1,401,000","1,075,000","1,112,000","826,000","1,145,000","862,000","924,000","714,000","860,000","672,000","1,301,000","627,000","300,000","800,000","200,000","600,000","700,000","800,000","800,000","200,000","700,000","700,000","600,000","500,000","500,000","400,000","400,000","-600,000","100,000","100,000","100,000","300,000","100,000","200,000","200,000","300,000","200,000","300,000","100,000","100,000","-100,000","-200,000","-300,000","-200,000","-200,000",,"-400,000","100,000","-200,000","-200,000","-500,000","0","-300,000","300,000","-200,000","-200,000","-100,000","-100,000","-100,000","-300,000","-300,000","-300,000","-300,000"
		MinorityInterests,,,,,,,,,,,,,"0","0","0","0","0","5,000","-53,000","-22,000","-17,000","-90,000","-20,000","-53,000","38,000","22,000","-69,000","34,000","-49,000","45,000","-20,000","-26,000","-16,000","22,000","-21,000","142,000","55,000","42,000","38,000","14,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"49,108,000","5,443,000","10,828,000","17,077,000","15,760,000","13,377,000","15,885,000","15,860,000","16,347,000","12,200,000","16,276,000","14,652,000","15,815,000","13,073,000","16,051,000","15,237,000","17,545,000","16,586,000","17,100,000","11,914,000","12,473,000","10,287,000","11,151,000","9,881,000","9,857,000","8,311,000","9,073,000","9,323,000","9,384,000","7,454,000","7,806,000","8,883,000","7,537,000","6,575,000","6,207,000","7,839,000","7,032,000","6,652,000","6,793,000","6,714,000","6,028,000","5,244,000","5,237,000","6,004,000","5,961,000","4,943,000","6,110,000","5,824,000","4,634,000","3,881,000","4,610,000","4,395,000","3,417,000","2,823,000","3,901,000","3,733,000","3,175,000","2,658,000","3,254,000","3,011,000","2,303,000","1,990,000","2,426,000","2,406,000","1,956,000","1,632,000","2,213,000","2,140,000","1,445,000","1,214,000","1,672,000","1,584,000","1,071,000","1,183,000","1,543,000","1,302,000","1,281,000","1,030,000","1,401,000","1,075,000","1,112,000","826,000","1,145,000","862,000","924,000","714,000","860,000","672,000","1,301,000","627,000","300,000","800,000","200,000","600,000","700,000","800,000","800,000","200,000","700,000","700,000","600,000","500,000","500,000","400,000","400,000","-600,000","100,000","100,000","100,000","300,000","100,000","200,000","200,000","300,000","200,000","300,000","100,000","100,000","-100,000","-200,000","-300,000",,,,,,,,,,,,,,,,,,,,
BasicEPS,,"0.05","0.1","0.159","0.147","0.125","0.149","0.15","0.154","0.115","0.154","0.14","0.151","0.125","0.154","0.147","0.17","0.161","0.166","0.117","0.122","0.101","0.11","0.098","0.098","0.083","0.091","0.094","0.095","0.075","0.079","0.09","0.077","0.067","0.064","0.081","0.073","0.07","0.071","0.071","0.064","0.056","0.056","0.064",,"0.053","0.068","0.064",,"0.043","0.051","0.049",,"0.032","0.045","0.043",,"0.032","0.038","0.035",,"0.024","0.029","0.03",,"0.022","0.03","0.029",,"0.017","0.023","0.022",,"0.017","0.022","0.019",,"0.015","0.02","0.016",,"0.012","0.017","0.012",,"0.011","0.013","0.011",,"0.01","0.005","0.012",,"0.009","0.01","0.012","0.012",,"0.009","0.01","0.009",,"0.007","0.007","0.007",,"0.003","0.003","0.003",,"0.002","0.004","0.004",,"0.004","0.007","0.002",,"-0.004","-0.004","-0.006",,"-0.004","-0.001","-0.01",,"-0.004","-0.005","-0.012",,"-0.006","0.007","-0.008",,"-0.005","-0.005","-0.005",,"-0.013","-0.013","-0.013"
DilutedEPS,,"0.05","0.1","0.159","0.147","0.125","0.149","0.15","0.154","0.115","0.154","0.14","0.15","0.125","0.154","0.145","0.165","0.16","0.165","0.116","0.12","0.101","0.109","0.098","0.098","0.083","0.09","0.094","0.094","0.075","0.079","0.09","0.075","0.067","0.064","0.08","0.073","0.068","0.07","0.07","0.063","0.055","0.055","0.063",,"0.053","0.065","0.063",,"0.043","0.05","0.048",,"0.032","0.043","0.042",,"0.03","0.037","0.035",,"0.023","0.029","0.029",,"0.021","0.029","0.028",,"0.016","0.022","0.021",,"0.016","0.021","0.018",,"0.014","0.02","0.015",,"0.012","0.016","0.012",,"0.011","0.013","0.011",,"0.01","0.005","0.012",,"0.009","0.01","0.012","0.012",,"0.009","0.01","0.009",,"0.007","0.007","0.007",,"0.003","0.003","0.003",,"0.002","0.004","0.004",,"0.004","0.007","0.002",,"-0.004","-0.004","-0.006",,"-0.004","-0.001","-0.01",,"-0.004","-0.005","-0.012",,"-0.006","0.007","-0.008",,"-0.005","-0.005","-0.005",,"-0.013","-0.013","-0.013"
BasicAverageShares,,"107,818,159","107,768,342","107,493,015","107,468,304","107,022,524","106,488,114","106,082,204","106,244,000","105,821,664","105,421,266","104,584,000","104,433,178","104,240,844","104,163,752","103,990,698","103,471,464","103,166,170","103,017,096","101,955,334","101,864,953","101,651,937","101,255,382","100,558,462","100,180,478","100,063,281","99,850,031","99,659,911","99,008,692","98,682,641","98,553,610","98,470,644","97,952,810","97,716,018","97,596,687","96,962,475","96,224,031","95,687,340","95,448,016","95,199,484","94,479,020","94,214,008","94,106,548","93,496,304",,"92,759,692","91,703,977","90,930,637",,"89,123,977","88,703,977","89,053,603",,"88,631,977","86,688,867","87,251,978",,"83,936,821","84,886,935","86,028,550",,"81,409,071","83,976,902","80,199,980",,"73,439,982","73,766,648","74,076,905",,"72,839,982","71,657,125","71,279,982",,"70,979,982","69,434,983","69,749,983",,"68,161,748","68,527,157","67,187,483",,"71,480,751","67,796,036","69,267,840",,"66,937,483","64,499,984","62,999,984",,"64,124,984","56,249,986","66,671,041",,"67,466,250","71,555,114","69,196,154","69,196,154",,"78,710,625","71,555,114","67,466,250",,"70,277,344","56,221,875","56,221,875",,"37,481,250","37,481,250","37,481,250",,"56,221,875","56,221,875","56,221,875",,"44,977,500","42,166,406","56,221,875",,"43,247,596","44,977,500","48,190,179",,"42,413,785","42,413,785","42,413,785",,"42,413,785","42,413,785","42,413,785",,"24,715,133","24,715,133","24,715,133",,"24,715,133","24,715,133","24,715,133",,"24,715,133","24,715,133","24,715,133"
DilutedAverageShares,,"108,133,000","108,122,000","108,109,000","108,044,000","107,390,000","106,488,114","106,570,000","106,244,000","106,086,957","105,421,266","105,368,000","105,433,333","104,584,000","104,163,752","105,560,000","106,333,333","103,662,500","103,922,233","103,135,974","103,010,640","102,757,307","102,031,974","101,773,307","101,154,641","101,221,308","100,981,308","100,679,974","100,394,641","100,095,974","99,677,308","99,439,975","99,535,975","99,287,975","99,663,975","98,711,975","97,839,975","97,607,975","97,067,975","96,791,975","96,347,975","95,345,431","95,218,158","96,063,976",,"94,152,357","94,915,976","93,779,976",,"92,751,976","92,103,976","90,931,012",,"88,631,977","90,023,054","90,185,977",,"88,599,978","88,745,432","86,028,550",,"85,285,693","83,976,902","83,284,595",,"77,305,244","76,603,827","77,039,981",,"78,042,838","75,239,981","75,031,560",,"76,049,981","73,089,455","73,237,482",,"72,421,857","71,642,028","71,139,688",,"71,480,751","71,562,482","69,267,840",,"66,937,483","64,499,984","62,999,984",,"64,124,984","56,249,986","67,009,501",,"67,466,250","71,555,114","69,196,154","69,196,154",,"78,710,625","71,555,114","67,466,250",,"70,277,344","56,221,875","56,221,875",,"37,481,250","37,481,250","37,481,250",,"56,221,875","56,221,875","56,221,875",,"44,977,500","42,166,406","56,221,875",,"43,247,596","44,977,500","48,190,179",,"42,413,785","42,413,785","42,413,785",,"42,413,785","42,413,785","42,413,785",,"24,715,133","24,715,133","24,715,133",,"24,715,133","24,715,133","24,715,133",,"24,715,133","24,715,133","24,715,133"
TotalOperatingIncomeAsReported,"60,846,000","6,377,000","12,469,000","21,745,000","20,255,000","15,774,000","19,245,000","18,895,000","19,944,000","13,043,000","18,272,000","16,264,000","18,730,000","14,639,000","18,246,000","16,479,000","19,859,000","15,913,000","17,998,000","16,424,000","19,000,000","14,351,000","16,852,000","14,742,000","15,625,000","11,254,000","14,612,000","14,895,000","14,622,000","12,160,000","12,897,000","13,439,000","10,991,000","10,293,000","9,689,000","12,418,000","10,236,000","9,666,000","10,477,000","10,328,000","8,697,000","7,549,000","8,143,000","9,350,000","8,545,000","8,065,000","9,629,000","9,596,000","6,958,000","5,749,000","7,228,000","6,944,000","5,403,000","3,571,000","5,861,000","5,653,000","4,693,000","3,981,000","4,798,000","4,547,000","3,208,000","3,022,000","3,696,000","3,578,000","3,135,000","2,458,000","3,347,000","3,105,000","2,181,000","1,777,000","2,381,000","2,430,000","1,623,000","1,765,000","2,280,000","1,874,000","1,795,000","1,415,000","2,036,000","1,539,000","1,464,000","1,108,000","1,694,000","1,235,000","1,366,000","937,000","1,160,000","802,000","703,000","724,000","200,000","600,000","400,000","700,000","800,000",,"700,000","300,000","400,000","400,000","400,000","300,000","300,000","400,000","500,000","0","100,000","100,000",,,,,,,,"400,000","100,000",,,,"-300,000",,,,,,,,,,,,,,,,,,,,
TotalExpenses,"453,645,000","121,867,000","118,048,000","106,560,000","107,170,000","100,935,000","95,755,000","90,430,000","89,130,000","86,826,000","89,531,000","85,160,000","91,032,000","83,061,000","88,852,000","83,147,000","89,428,000","79,979,000","83,819,000","78,832,000","79,847,000","74,034,000","73,865,000","68,903,000","74,454,000","65,471,000","64,998,000","59,965,000","63,989,000","56,249,000","55,558,000","54,160,000","56,271,000","51,703,000","49,910,000","46,130,000","45,770,000","41,389,000","40,260,000","39,401,000","39,848,000","37,363,000","36,748,000","36,347,000","35,050,000","34,170,000","34,302,000","33,327,000","32,120,000","28,084,000","28,023,000","25,403,000","25,487,000","24,269,000","25,326,000","23,152,000","22,426,000","21,199,000","22,412,000","18,362,000","19,467,000","18,032,000","18,493,000","16,642,000","16,681,000","15,126,000","14,909,000","13,673,000","13,827,000","12,626,000","14,752,000","12,782,000","13,679,000","12,952,000","10,966,000","10,359,000","10,421,000","9,687,000","10,237,000","9,358,000","9,548,000","8,547,000","9,005,000","8,497,000","7,795,000","7,664,000","7,849,000","7,322,000","5,767,000","5,552,000","5,200,000","4,700,000","4,900,000","4,600,000","5,100,000",,"5,000,000","4,600,000","4,100,000","4,200,000","4,000,000","3,600,000","3,300,000","3,400,000","3,500,000","3,000,000","3,200,000","3,100,000","2,900,000",,,,,,,"2,600,000","2,100,000",,,,"1,800,000",,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"49,108,000","5,443,000","10,828,000","17,077,000","15,760,000","13,377,000","15,885,000","15,860,000","16,347,000","12,200,000","16,276,000","14,652,000","15,815,000","13,073,000","16,051,000","15,237,000","17,545,000","16,586,000","17,100,000","11,914,000","12,473,000","10,287,000","11,151,000","9,881,000","9,857,000","8,311,000","9,073,000","9,323,000","9,384,000","7,454,000","7,806,000","8,883,000","7,537,000","6,575,000","6,207,000","7,839,000","7,032,000","6,652,000","6,793,000","6,714,000","6,028,000","5,244,000","5,237,000","6,004,000","5,961,000","4,943,000","6,110,000","5,824,000","4,634,000","3,881,000","4,610,000","4,395,000","3,417,000","2,823,000","3,901,000","3,733,000","3,175,000","2,658,000","3,254,000","3,011,000","2,303,000","1,990,000","2,426,000","2,406,000","1,956,000","1,632,000","2,213,000","2,140,000","1,445,000","1,214,000","1,672,000","1,584,000","1,071,000","1,183,000","1,543,000","1,302,000","1,281,000","1,030,000","1,401,000","1,075,000","1,112,000","826,000","1,145,000","862,000","924,000","714,000","860,000","672,000","1,301,000","627,000","300,000","800,000","200,000","600,000","700,000","800,000","800,000","200,000","700,000","700,000","600,000","500,000","500,000","400,000","400,000","-600,000","100,000","100,000","100,000","300,000","100,000","200,000","200,000","300,000","200,000","300,000","100,000","100,000","-100,000","-200,000","-300,000",,,,,,,,,,,,,,,,,,,,
NormalizedIncome,"49,148,760.823","5,594,515","10,828,000","17,195,686","15,760,000","13,377,000","15,885,000","15,860,000","16,347,000","12,200,000","16,574,144","14,652,000","15,815,000","13,073,000","16,051,000","15,237,000","17,545,000","16,586,000","17,100,000","11,914,000","12,473,000","10,287,000","11,151,000","9,881,000","9,857,000","8,311,000","9,073,000","9,323,000","9,384,000","7,507,508","8,091,933.044","8,726,382.522","7,511,265.758","6,575,000","6,207,000","7,839,000","6,978,261.874","6,678,282.306","6,818,599.242","6,722,375","6,251,765.577","4,880,191.061","5,257,595.305","6,047,881.341","5,898,368.549","5,091,107.229","6,204,444.795","6,077,189.939","4,405,269.703","3,882,342.674","4,631,739.251","4,374,265.904","3,394,601.602","2,456,341.481","3,791,662.023","3,643,785.251","3,227,691.489","2,714,056.239","3,122,666.928","3,014,834.855","2,240,287.949","2,009,964.401","2,464,018.914","2,400,700.441","1,944,921.412","1,603,487.521","2,183,234.503","2,045,617.152","1,465,902.94","1,196,959.012","1,530,283.048","1,576,797.024","1,064,998.132","1,178,246.269","1,514,035.836","1,246,162.462","1,216,916.623","968,738.562","1,338,646.732","1,005,998.8","1,059,318.822","760,860.163","1,092,349.03","813,935.437","896,768.922","673,783.934","808,910.891","624,296.296","544,196.402","588,237.527","225,000","711,111.111","740,000","466,666.667","509,090.909","800,000","711,111.111","0","580,000","580,000","480,000","300,000","320,000","340,000","400,000","-240,000","100,000","100,000","100,000","300,000","100,000","200,000","200,000","300,000","200,000","360,000","100,000","100,000","-100,000","-200,000","-300,000",,,,,,,,,,,,,,,,,,,,
InterestIncome,,,"224,000","203,000","43,000","294,000","555,000","722,000","1,611,000","1,600,000","1,271,000","1,510,000","1,393,000","1,335,000","1,028,000","927,000","721,000","524,000","429,000","369,000","148,000","271,000","296,000","123,000","84,000","120,000","51,000","68,000","70,000","66,000","47,000","45,000","27,000","28,000","28,000","31,000","30,000","33,000","43,000","38,000","29,000","30,000","26,000","22,000","25,000","13,000","28,000","29,000","14,000","34,000","16,000","18,000","53,000","60,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"784,000","314,000","224,000","203,000","43,000","294,000","555,000","722,000","1,611,000","1,600,000","1,271,000","1,510,000","1,393,000","1,335,000","1,028,000","927,000","721,000","524,000","429,000","369,000","148,000","271,000","296,000","123,000","84,000","120,000","51,000","68,000","70,000","66,000","47,000","45,000","27,000","28,000","28,000","31,000","30,000","33,000","43,000","38,000","29,000","30,000","26,000","22,000","25,000","13,000","28,000","29,000","14,000","34,000","16,000","18,000","53,000","60,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"60,846,000","6,377,000","12,469,000","21,745,000","20,255,000","15,774,000","19,245,000","18,895,000","19,944,000","13,043,000","18,272,000","16,264,000","18,730,000","14,639,000","18,246,000","16,479,000","19,859,000","15,913,000","17,998,000","16,424,000","19,000,000","14,351,000","16,852,000","14,742,000","15,625,000","11,254,000","14,612,000","14,895,000","14,622,000","12,160,000","12,897,000","13,439,000","10,991,000","10,293,000","9,689,000","12,418,000","10,236,000","9,666,000","10,477,000","10,328,000","8,697,000","7,549,000","8,143,000","9,350,000","8,545,000","8,065,000","9,629,000","9,596,000","6,958,000","5,749,000","7,228,000","6,944,000","5,403,000","3,571,000","5,861,000","5,653,000","4,693,000","3,981,000","4,798,000","4,547,000","3,208,000","3,022,000","3,696,000","3,578,000","3,135,000","2,457,000","3,347,000","3,105,000","2,181,000","1,777,000","2,381,000","2,430,000","1,623,000","1,765,000","2,280,000","1,874,000","1,795,000","1,415,000","2,036,000","1,539,000","1,464,000","1,108,000","1,694,000","1,235,000","1,366,000","937,000","1,160,000","802,000","703,000","724,000","200,000","600,000","400,000","700,000","800,000","5,700,000","700,000","300,000","400,000","400,000","400,000","300,000","300,000","400,000","500,000","0","100,000","100,000","0","-8,000,000","3,000,000","2,900,000","2,600,000","-7,100,000","2,700,000","400,000","100,000","-6,100,000","2,100,000","1,900,000","-300,000","-5,800,000","1,800,000","1,700,000","1,300,000","-5,300,000","1,500,000","1,500,000","1,100,000","-5,400,000","1,400,000","1,600,000","1,200,000","-4,800,000","1,500,000","1,600,000","1,500,000","-4,400,000","1,200,000","1,200,000","1,200,000"
EBITDA,"84,613,000"
ReconciledCostOfRevenue,"278,786,000","70,832,000","69,923,000","68,297,000","69,734,000","62,860,000","61,786,000","59,023,000","57,345,000","54,539,000","56,777,000","53,230,000","59,232,000","53,072,000","57,065,000","52,897,000","59,698,000","50,371,000","52,546,000","49,385,000","51,829,000","47,505,000","47,126,000","43,166,000","48,226,000","41,529,000","41,386,000","37,068,000","40,913,000","34,706,000","34,247,000","33,523,000","35,224,000","31,291,000","30,108,000","28,184,000","27,625,000","23,742,000","23,431,000","23,235,000","24,646,000","22,020,000","22,234,000","22,720,000","21,646,000","21,647,000","21,443,000","20,156,000","19,356,000","16,372,000","16,729,000","15,077,000","15,413,000","14,813,000","15,062,000","14,001,000","13,017,000","12,517,000","13,039,000","10,612,000","11,091,000","10,104,000","10,481,000","9,900,000","9,663,000","9,062,000","8,766,000","7,937,000","7,962,000","7,445,000","9,039,000","7,707,000","7,982,000","7,791,000","6,243,000","5,973,000","5,757,000","5,361,000","5,565,000","5,080,000","5,293,000","5,038,000","5,026,000","4,840,000","4,315,000","4,249,000","4,465,000","4,128,000","3,146,000","2,453,000","2,300,000","2,100,000","2,200,000","2,000,000","2,400,000",,"2,000,000","1,900,000","1,800,000","1,700,000","1,700,000","1,500,000","1,400,000","1,300,000","1,400,000","1,200,000","1,500,000","1,200,000","1,100,000",,,,,,,"1,100,000","900,000",,,,"700,000",,,,,,,,,,,,,,,,,,,,
ReconciledDepreciation,"23,767,000","6,322,000","5,829,000","5,682,000","5,934,000","5,584,000","4,803,000","4,720,000","4,854,000","4,557,000","4,550,000","4,435,000","4,596,000","4,431,000","4,326,000","4,271,000","4,376,000","4,414,000","4,275,000","3,993,000","4,000,000","3,653,000","3,562,000","3,476,000","3,711,000","3,149,000","2,976,000","2,704,000","2,797,000","2,682,000","2,655,000","2,515,000","2,539,000","2,471,000","2,141,000","2,029,000","2,308,000","1,812,000","1,665,000","1,626,000","1,684,000","1,578,000","1,532,000","1,379,000","1,388,000","1,357,000","1,325,000","1,259,000","1,288,000","1,120,000","1,015,000","1,012,000","998,000","942,000","1,002,000","948,000","933,000","944,000","821,000","818,000","794,000","488,000","781,000","777,000","937,000","527,000","485,000","468,000","347,000","459,000","463,000","434,000","495,000","289,000","316,000","302,000","191,000","320,000","325,000","300,000","258,000","315,000","229,000","269,000","275,000","355,000","340,000","332,000","278,000","268,000","200,000","200,000","200,000","300,000","200,000",,"200,000","200,000","200,000","100,000","200,000","200,000","100,000","200,000","100,000","100,000","100,000","200,000","100,000",,,,,,,"100,000","100,000",,,,"100,000",,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"49,108,000","5,443,000","10,828,000","17,077,000","15,760,000","13,377,000","15,885,000","15,860,000","16,347,000","12,200,000","16,276,000","14,652,000","15,815,000","13,073,000","16,051,000","15,237,000","17,545,000","16,586,000","17,100,000","11,914,000","12,473,000","10,287,000","11,151,000","9,881,000","9,857,000","8,311,000","9,073,000","9,323,000","9,384,000","7,454,000","7,806,000","8,883,000","7,537,000","6,575,000","6,207,000","7,839,000","7,032,000","6,652,000","6,793,000","6,714,000","6,028,000","5,244,000","5,237,000","6,004,000","5,961,000","4,943,000","6,110,000","5,824,000","4,634,000","3,881,000","4,610,000","4,395,000","3,417,000","2,823,000","3,901,000","3,733,000","3,175,000","2,658,000","3,254,000","3,011,000","2,303,000","1,990,000","2,426,000","2,406,000","1,956,000","1,632,000","2,213,000","2,140,000","1,445,000","1,214,000","1,672,000","1,584,000","1,071,000","1,183,000","1,543,000","1,302,000","1,281,000","1,030,000","1,401,000","1,075,000","1,112,000","826,000","1,145,000","862,000","924,000","714,000","860,000","672,000","1,301,000","627,000","300,000","800,000","200,000","600,000","700,000","800,000","800,000","200,000","700,000","700,000","600,000","500,000","500,000","400,000","400,000","-600,000","100,000","100,000","100,000","300,000","100,000","200,000","200,000","300,000","200,000","300,000","100,000","100,000","-100,000","-200,000","-300,000",,,,,,,,,,,,,,,,,,,,
TotalUnusualItemsExcludingGoodwill,"-51,000","-185,000",,"-151,000",,,,,,,"-352,000",,,,,,,,,,,,,,"0","0","0","0","0","-84,000","-454,000","241,000","38,000","0","0","0","78,000","-40,000","-40,000","-13,000","-311,000","565,000","-32,000","-68,000","91,000","-235,000","-147,000","-401,000","362,000","-2,000","-34,000","33,000","36,000","542,000","171,000","140,000","-78,000","-84,000","206,000","-6,000","94,000","-31,000","-58,000","8,000","17,000","42,000","46,000","144,000","-31,000","25,000","218,000","11,000","9,000","7,000","44,000","85,000","96,000","91,000","96,000","107,000","74,000","97,000","83,000","76,000","44,000","61,000","78,000","69,000","1,164,000","57,000","100,000","100,000","-900,000","200,000","300,000",,"100,000","200,000","200,000","200,000","200,000","200,000","300,000","100,000",,"-600,000",,,,,,,,,,"-100,000",,,,,,,,,,,,,,,,,,,,,,,,,
TotalUnusualItems,"-51,000","-185,000",,"-151,000",,,,,,,"-352,000",,,,,,,,,,,,,,"0","0","0","0","0","-84,000","-454,000","241,000","38,000","0","0","0","78,000","-40,000","-40,000","-13,000","-311,000","565,000","-32,000","-68,000","91,000","-235,000","-147,000","-401,000","362,000","-2,000","-34,000","33,000","36,000","542,000","171,000","140,000","-78,000","-84,000","206,000","-6,000","94,000","-31,000","-58,000","8,000","17,000","42,000","46,000","144,000","-31,000","25,000","218,000","11,000","9,000","7,000","44,000","85,000","96,000","91,000","96,000","107,000","74,000","97,000","83,000","76,000","44,000","61,000","78,000","69,000","1,164,000","57,000","100,000","100,000","-900,000","200,000","300,000",,"100,000","200,000","200,000","200,000","200,000","200,000","300,000","100,000",,"-600,000",,,,,,,,,,"-100,000",,,,,,,,,,,,,,,,,,,,,,,,,
