name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000
TotalAssets,"15,263,000,000","15,217,000,000","15,670,000,000","15,528,000,000","15,592,000,000","16,006,000,000","16,516,000,000","16,415,000,000","15,445,000,000","15,609,000,000","15,895,000,000","16,132,000,000","16,309,000,000","15,859,000,000","16,469,000,000","16,794,000,000","17,311,000,000","17,450,000,000","19,735,000,000","20,873,000,000","21,660,000,000","21,944,000,000","22,227,000,000","22,432,000,000","26,724,000,000","26,861,000,000","27,189,000,000","27,186,000,000","27,119,000,000","27,421,000,000","27,224,000,000","27,270,000,000","26,962,000,000","17,117,295,000","16,722,243,000","16,596,822,000","16,597,202,000","16,606,335,000","16,241,155,000","15,873,006,000","15,846,416,000","15,208,840,000","14,847,922,000","14,825,415,000","14,718,279,000","14,698,123,000","14,419,493,000","14,313,431,000","14,200,612,000","14,021,472,000","14,043,683,000","13,872,022,000","13,914,366,000","13,818,254,000","13,587,404,000","13,359,508,000","13,332,349,000","13,493,643,000","13,438,697,000","4,793,111,000","4,608,916,000","4,506,579,000","4,343,613,000","4,178,660,000","4,049,289,000","3,934,218,000","3,844,083,000","3,848,171,000","3,761,115,000","3,632,608,000","3,534,695,000","3,381,264,000","3,380,263,000","3,350,211,000","3,187,725,000","2,887,036,000","2,921,720,000","2,809,496,000","2,768,495,000","2,578,267,000","2,594,061,000","2,460,664,000","2,298,603,000","2,280,086,000","2,221,940,000","2,213,837,000","2,099,786,000","1,975,799,000"
	CurrentAssets,"3,488,000,000","3,479,000,000","4,177,000,000","4,053,000,000","4,104,000,000","4,510,000,000","4,692,000,000","4,413,000,000","3,360,000,000","3,427,000,000","3,382,000,000","3,484,000,000","3,595,000,000","3,549,000,000","3,724,000,000","3,694,000,000","3,993,000,000","4,068,000,000","4,678,000,000","5,055,000,000","4,775,000,000","4,666,000,000","4,541,000,000","4,842,000,000","5,256,000,000","5,166,000,000","5,552,000,000","5,500,000,000","5,426,000,000","5,566,000,000","5,372,000,000","5,397,000,000","5,627,000,000","3,747,963,000","3,446,282,000","3,356,608,000","3,418,783,000","3,419,142,000","3,207,411,000","2,997,163,000","3,100,476,000","2,846,089,000","2,836,528,000","2,734,490,000","2,835,993,000","2,871,193,000","2,983,970,000","2,980,203,000","2,877,610,000","2,674,995,000","2,794,632,000","2,599,431,000","2,827,136,000","2,605,050,000","2,652,151,000","2,503,658,000","2,606,392,000","2,552,898,000","2,709,784,000","1,132,313,000","1,092,005,000","1,021,384,000","961,960,000","939,643,000","995,910,000","914,209,000","960,791,000","1,021,549,000","956,194,000","815,449,000","738,186,000","702,172,000","719,985,000","696,080,000","685,560,000","557,933,000","601,829,000","647,726,000","637,193,000","517,838,000","555,275,000","494,559,000","427,830,000","425,831,000","418,366,000","408,577,000","393,424,000","336,160,000"
		CashCashEquivalentsAndShortTermInvestments,"460,000,000","507,000,000","1,294,000,000","1,250,000,000","1,251,000,000","1,676,000,000","1,823,000,000","1,552,000,000","246,000,000","216,000,000","157,000,000","207,000,000","277,000,000","196,000,000","335,000,000","208,000,000","424,000,000","563,000,000","590,000,000","768,000,000","247,000,000","238,000,000","133,000,000","461,000,000","181,000,000","184,000,000","186,000,000","365,000,000","222,000,000","509,000,000","221,000,000","389,000,000","613,000,000","373,403,000","143,605,000","251,227,000","285,048,000","387,813,000","240,650,000","115,109,000","129,298,000","129,865,000","266,312,000","191,432,000","270,716,000","299,169,000","567,749,000","548,754,000","480,066,000","344,541,000","432,815,000","268,825,000","532,132,000","220,655,000","341,884,000","264,072,000","164,353,000","132,874,000","118,855,000","21,357,000","62,878,000","40,566,000","13,444,000","24,157,000","111,951,000","104,108,000","184,280,000","272,364,000","218,447,000","82,498,000","19,952,000","18,605,000","16,100,000","16,331,000","62,642,000","25,306,000","19,563,000","132,844,000","117,530,000","20,024,000","23,698,000","8,386,000","17,699,000","35,740,000","23,216,000","13,740,000","7,942,000","5,990,000"
			CashAndCashEquivalents,"460,000,000","507,000,000","1,294,000,000","1,250,000,000","1,251,000,000","1,676,000,000","1,823,000,000","1,552,000,000","246,000,000","216,000,000","157,000,000","207,000,000","277,000,000","196,000,000","335,000,000","208,000,000","424,000,000","563,000,000","590,000,000","768,000,000","247,000,000","238,000,000","133,000,000","461,000,000","181,000,000","184,000,000","186,000,000","365,000,000","222,000,000","509,000,000","221,000,000","389,000,000","613,000,000","373,403,000","143,605,000","251,227,000","285,048,000","387,813,000","240,650,000","115,109,000","129,298,000","129,865,000","266,312,000","191,432,000","270,716,000","299,169,000","567,749,000","548,754,000","480,066,000","344,541,000","432,815,000","268,825,000","532,132,000","220,655,000","341,884,000","264,072,000","164,353,000","132,874,000","118,855,000","21,357,000","62,878,000","40,566,000","13,444,000","24,157,000","111,951,000","104,108,000","184,280,000","272,364,000","218,447,000","82,498,000","19,952,000","18,605,000","16,100,000","16,331,000","62,642,000","25,306,000","19,563,000","132,844,000","117,530,000","20,024,000","23,698,000","8,386,000","17,699,000","35,740,000","23,216,000","13,740,000","7,942,000","5,990,000"
		Receivables,"2,079,000,000","2,062,000,000","2,024,000,000","1,958,000,000","1,961,000,000","1,927,000,000","1,956,000,000","1,925,000,000","2,100,000,000","2,258,000,000","2,269,000,000","2,356,000,000","2,360,000,000","2,352,000,000","2,347,000,000","2,407,000,000","2,453,000,000","2,384,000,000","2,888,000,000","2,939,000,000","3,164,000,000","3,176,000,000","3,179,000,000","3,179,000,000","3,723,000,000","3,611,000,000","3,686,000,000","3,491,000,000","3,606,000,000","3,409,000,000","3,266,000,000","3,121,000,000","3,129,000,000","2,353,308,000","2,298,619,000","2,173,064,000","2,215,198,000","2,067,379,000","2,111,450,000","2,055,292,000","2,019,537,000","1,935,556,000","1,773,125,000","1,792,404,000","1,766,122,000","1,833,006,000","1,752,274,000","1,681,799,000","1,712,107,000","1,663,317,000","1,676,345,000","1,657,923,000","1,643,919,000","1,706,669,000","1,642,820,000","1,603,702,000","1,625,658,000","1,533,798,000","1,829,605,000","876,523,000","817,497,000","773,984,000","745,538,000","727,688,000","699,067,000","656,029,000","629,862,000","614,644,000","606,541,000","597,261,000","577,910,000","552,378,000","583,875,000","559,097,000","492,122,000","411,085,000","464,796,000","400,442,000","390,775,000","375,842,000","408,837,000","370,052,000","334,538,000","316,499,000","313,117,000","309,826,000","296,265,000","248,451,000"
			AccountsReceivable,"2,079,000,000","2,062,000,000","2,024,000,000","1,958,000,000","1,961,000,000","1,927,000,000","1,956,000,000","1,925,000,000","2,100,000,000","2,258,000,000","2,269,000,000","2,356,000,000","2,360,000,000","2,352,000,000","2,347,000,000","2,407,000,000","2,453,000,000","2,384,000,000","2,888,000,000","2,939,000,000","3,164,000,000","3,176,000,000","3,179,000,000","3,179,000,000","3,723,000,000","3,611,000,000","3,686,000,000","3,491,000,000","3,606,000,000","3,409,000,000","3,266,000,000","3,121,000,000","3,129,000,000","2,353,308,000","2,298,619,000","2,173,064,000","2,215,198,000","2,067,379,000","2,091,217,000","2,055,292,000","2,019,537,000","1,834,167,000","1,773,125,000","1,792,404,000","1,766,122,000","1,714,542,000","1,651,406,000","1,681,799,000","1,712,107,000","1,617,903,000","1,676,345,000","1,657,923,000","1,643,919,000","1,613,959,000","1,642,820,000","1,603,702,000","1,625,658,000","1,533,798,000","1,829,605,000","876,523,000","817,497,000","773,984,000","745,538,000","727,688,000","699,067,000","656,029,000","629,862,000","614,644,000","606,541,000","597,261,000","577,910,000","552,378,000","583,875,000","559,097,000","492,122,000","411,085,000","464,796,000","400,442,000","390,775,000","375,842,000","408,837,000","370,052,000","334,538,000","316,499,000","313,117,000",,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,"6,254,000,000","6,426,000,000","6,559,000,000","6,893,000,000","6,949,000,000","6,933,000,000","6,911,000,000","7,774,000,000","7,721,000,000","7,511,000,000","7,264,000,000","7,234,000,000","6,913,000,000","6,783,000,000","6,616,000,000","6,566,000,000","4,801,740,000","4,689,186,000","4,477,877,000","4,473,427,000","4,269,254,000","4,290,305,000","4,160,343,000","4,015,627,000","3,725,501,000","3,613,128,000","3,585,808,000","3,466,057,000","3,353,740,000","3,205,555,000",,,"3,035,091,000","3,043,635,000",,,"2,716,859,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,"-3,870,000,000","-3,538,000,000","-3,620,000,000","-3,729,000,000","-3,773,000,000","-3,754,000,000","-3,732,000,000","-4,051,000,000","-4,110,000,000","-3,825,000,000","-3,773,000,000","-3,628,000,000","-3,504,000,000","-3,517,000,000","-3,495,000,000","-3,437,000,000","-2,448,432,000","-2,390,567,000","-2,304,813,000","-2,258,229,000","-2,201,875,000","-2,199,088,000","-2,105,051,000","-1,996,090,000","-1,891,334,000","-1,840,003,000","-1,793,404,000","-1,699,935,000","-1,639,198,000","-1,554,149,000",,,"-1,417,188,000","-1,367,290,000",,,"-1,102,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,233,000",,,"101,389,000","0",,,"118,464,000","100,868,000",,,"45,414,000","0",,,"92,710,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"353,000,000","355,000,000","341,000,000","337,000,000","336,000,000","335,000,000","337,000,000","337,000,000","354,000,000","354,000,000","376,000,000","378,000,000","397,000,000","402,000,000","424,000,000","432,000,000","442,000,000","444,000,000","445,000,000","438,000,000","458,000,000","480,000,000","527,000,000","527,000,000","587,000,000","580,000,000","572,000,000","568,000,000","561,000,000","557,000,000","553,000,000","550,000,000","529,000,000","377,005,000","377,909,000","375,440,000","371,055,000","368,172,000","364,972,000","358,597,000","354,074,000","346,611,000","336,462,000","342,268,000","329,275,000","329,114,000","313,770,000","307,373,000","303,531,000","302,609,000","289,145,000","286,594,000","275,380,000","272,937,000","267,320,000","266,403,000","264,061,000","262,903,000","274,455,000","121,964,000","113,315,000","113,320,000","106,718,000","102,874,000","94,864,000","95,200,000","90,214,000","88,635,000","86,314,000","88,267,000","85,653,000","82,808,000","79,227,000","77,418,000","70,536,000","64,176,000","63,775,000","60,456,000","56,477,000","53,802,000","49,996,000","47,466,000","42,669,000","41,860,000","40,247,000","39,679,000","36,677,000","60,636,000"
			RawMaterials,"353,000,000","355,000,000","341,000,000","337,000,000","336,000,000","335,000,000","337,000,000","337,000,000","354,000,000","354,000,000","376,000,000","378,000,000","397,000,000","402,000,000","424,000,000","432,000,000","442,000,000","444,000,000","445,000,000","438,000,000","458,000,000","480,000,000","527,000,000","527,000,000","587,000,000","580,000,000","572,000,000","568,000,000","561,000,000","557,000,000","553,000,000","550,000,000","529,000,000","377,005,000","377,909,000","375,440,000","371,055,000","368,172,000","364,972,000","358,597,000","354,074,000","346,611,000","336,462,000","342,268,000","329,275,000","329,114,000","313,770,000","307,373,000","303,531,000","302,609,000","289,145,000","286,594,000","275,380,000","272,937,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
