name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,12/31/2005
TotalAssets,"244,021,000","246,081,000","242,667,000","220,094,000","194,240,000","183,817,000","85,834,000","85,390,000","77,336,000","77,692,000","84,211,000","72,558,000","69,489,000","74,489,000","70,974,000","58,652,000","73,120,000","74,421,000","67,096,000","56,946,000","60,117,000","56,799,000","68,870,000","61,035,000","56,544,000","59,964,000","70,601,000","69,128,000","70,176,000","73,820,000","76,508,000","71,635,000","67,248,000","88,609,000","95,108,000","71,448,000","74,185,000","79,156,000","83,809,000","91,620,000","96,166,000","89,837,000","100,897,000","62,219,000","81,556,000","74,804,000","75,437,000","74,875,000","62,294,000","104,927,000","70,052,000","79,149,000","67,789,000","62,701,000","79,025,000","51,970,000","59,673,000","67,456,000","78,617,000","66,980,000","43,496,000","48,460,000","45,099,000","41,862,000"
	CurrentAssets,"187,735,000","191,714,000","192,300,000","178,403,000","153,166,000","144,114,000","46,069,000","46,948,000","39,463,000","40,245,000","46,633,000","35,879,000","32,367,000","41,232,000","38,073,000","25,952,000","40,401,000","42,150,000","35,013,000","24,691,000","28,669,000","25,005,000","36,801,000","28,708,000","23,356,000","25,843,000","33,004,000","31,112,000","31,465,000","34,438,000","35,394,000","29,037,000","31,023,000","52,458,000","63,146,000","43,308,000","46,737,000","52,112,000","54,512,000","61,501,000","65,239,000","57,878,000","68,043,000","54,992,000","74,086,000","67,046,000","67,398,000","66,779,000","53,966,000","96,403,000","60,648,000","68,513,000","57,340,000","52,641,000","71,953,000","44,676,000","52,078,000","59,683,000","70,783,000","58,848,000","35,021,000","39,658,000","35,877,000","31,097,000"
		CashCashEquivalentsAndShortTermInvestments,"120,233,000","126,562,000","134,135,000","130,996,000","93,761,000","106,045,000","10,326,000","2,405,000","6,383,000","6,751,000","1,796,000","776,000","221,000","72,000","415,000","880,000","47,000","600,000","253,000","47,000","2,099,000","659,000","2,281,000","38,000","53,000","58,000","34,000","38,000","43,000","32,000","45,000","83,000","80,000","94,000","131,000","94,000","137,000","229,000","208,000","89,000","401,000","220,000","162,000","283,000","149,000","116,000","85,000","379,000","148,000","78,000","459,000","381,000","291,000","125,000","754,000","2,425,000","4,021,000","4,088,000","24,000","14,000","15,000","235,000","13,000","62,000"
			CashAndCashEquivalents,"120,233,000","126,562,000","134,135,000","130,996,000","93,761,000","106,045,000","10,326,000","2,405,000","6,383,000","6,751,000","1,796,000","776,000","221,000","72,000","415,000","880,000","47,000","600,000","253,000","47,000","2,099,000","659,000","2,281,000","38,000","53,000","58,000","34,000","38,000","43,000","32,000","45,000","83,000","80,000","94,000","131,000","94,000","137,000","229,000","208,000","89,000","401,000","220,000","162,000","283,000","149,000","116,000","85,000","379,000","148,000","78,000","359,000","281,000","188,000","22,000","22,000","26,000","16,000","83,000","24,000","14,000","15,000","235,000","13,000","62,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","100,000","100,000","103,000","103,000","732,000","2,399,000","4,005,000","4,005,000",,,,,,
		Receivables,"57,734,000","59,844,000","49,759,000","39,412,000","52,563,000","30,913,000","29,116,000","38,371,000","27,138,000","27,942,000","38,319,000","27,617,000","25,576,000","34,542,000","26,262,000","18,816,000","30,030,000","24,520,000","22,725,000","13,984,000","16,197,000","19,087,000","23,353,000","17,880,000","18,165,000","19,045,000","23,499,000","20,991,000","21,422,000","22,522,000","26,079,000","21,646,000","24,223,000","45,632,000","43,609,000","30,727,000","33,170,000","33,879,000","38,474,000","42,415,000","45,681,000","36,946,000","42,927,000","41,785,000","60,218,000","54,085,000","48,752,000","46,208,000","37,130,000","52,800,000","40,188,000","47,735,000","37,354,000","39,916,000","56,732,000","33,842,000","36,004,000","39,907,000","57,021,000","49,969,000","26,441,000","25,710,000","25,092,000","24,913,000"
			AccountsReceivable,"57,734,000","18,586,000","10,158,000","12,088,000","12,382,000","12,060,000","12,315,000","38,371,000","27,138,000","11,917,000","17,922,000","10,677,000","11,738,000","18,848,000","26,262,000","9,691,000","18,152,000","11,736,000","22,725,000","13,984,000","16,197,000","13,164,000","23,353,000","17,880,000","18,165,000","15,340,000","23,499,000","20,991,000","21,422,000","15,075,000","26,079,000","21,646,000","24,223,000","29,171,000","43,609,000","30,727,000","33,170,000","21,157,000","38,474,000","42,415,000","45,681,000","36,946,000","42,927,000","41,785,000","60,218,000","54,085,000","48,752,000","46,208,000","37,130,000","52,800,000","40,188,000","47,735,000","37,354,000","39,916,000","56,732,000","33,842,000","36,004,000","39,907,000","57,021,000","49,969,000","26,441,000","25,710,000","25,092,000","24,913,000"
				GrossAccountsReceivable,"57,945,000",,,,,,,"39,109,000","27,860,000",,,"10,677,000",,,"26,562,000",,,,"23,137,000","14,418,000","16,629,000",,"23,831,000","18,359,000","18,665,000",,"23,982,000","21,437,000","21,746,000","15,447,000","26,451,000","22,018,000","24,592,000","29,492,000","43,929,000","31,043,000","33,483,000","21,476,000","38,805,000","42,750,000","46,008,000","37,321,000","43,270,000","42,148,000",,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-211,000",,,,,,,"-738,000","-722,000",,,,,,"-300,000",,,,"-412,000","-434,000","-432,000",,"-478,000","-479,000","-500,000",,"-483,000","-446,000","-324,000","-372,000","-372,000","-372,000","-369,000","-321,000","-320,000","-316,000","-313,000","-319,000","-331,000","-335,000","-327,000","-375,000","-343,000","-363,000",,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,"11,736,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
