name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
TotalRevenue,"13,290,000,000","3,473,000,000","3,361,000,000","3,270,000,000","5,036,000,000","4,774,000,000","4,665,000,000","4,221,000,000","3,502,000,000","3,864,000,000","4,136,000,000","4,154,000,000","4,238,000,000","4,120,000,000","4,388,900,000","4,335,100,000","4,363,500,000","4,191,500,000","4,193,900,000","3,887,100,000","3,760,300,000","3,539,500,000","3,676,600,000","3,713,800,000","3,683,300,000","3,545,700,000","3,342,200,000","2,362,100,000","1,215,900,000","703,000,000","830,718,000","662,470,000","581,009,000","282,403,000","257,232,000","193,982,000","137,091,000","113,999,000","108,503,000","70,988,000","54,540,000","44,560,000","44,085,000","47,389,000","44,094,000","41,508,000","41,557,000","44,448,000","40,340,000","31,642,000","31,610,000","26,211,000","22,243,000","20,072,000","21,093,000","32,438,000","30,925,000","25,006,000","14,095,000","13,359,000","13,842,000","11,493,000","10,665,000","10,851,000","11,120,000","9,555,000","9,697,630","9,511,754","10,290,000","10,349,000","13,930,782","14,361,376","7,568,090","6,620,752","4,453,477","4,026,245","3,320,310","2,887,722","3,844,155","2,217,430","1,782,541","2,150,380"
	OperatingRevenue,"13,290,000,000","3,473,000,000","3,361,000,000","3,270,000,000","5,036,000,000","4,774,000,000","4,665,000,000","4,221,000,000","3,502,000,000","3,864,000,000","4,136,000,000","4,154,000,000","4,238,000,000","4,120,000,000","4,388,900,000","4,335,100,000","4,363,500,000","4,191,500,000","4,193,900,000","3,887,100,000","3,760,300,000","3,539,500,000","3,676,600,000","3,713,800,000","3,683,300,000","3,545,700,000","3,342,200,000","2,362,100,000","1,215,900,000","703,000,000","830,718,000","662,470,000","581,009,000","282,403,000","257,232,000","193,982,000","137,091,000","113,999,000","108,503,000","70,988,000","54,540,000","44,560,000","44,085,000","47,389,000","44,094,000","41,508,000","41,557,000","44,448,000","40,340,000","31,642,000","31,610,000","26,211,000","22,243,000","20,072,000","21,093,000","32,438,000","30,925,000","25,006,000","14,095,000","13,359,000","13,842,000","11,493,000","10,665,000","10,851,000","11,120,000","9,555,000","9,697,630","9,511,754","10,290,000","10,349,000","13,930,782","14,361,376","7,568,090","6,620,752","4,453,477","4,026,245","3,320,310","2,887,722","3,844,155","2,217,430","1,782,541","2,150,380"
CostOfRevenue,"11,244,000,000","2,938,000,000","2,852,000,000","2,790,000,000","4,196,000,000","3,984,000,000","3,921,000,000","3,499,000,000","3,011,000,000","3,258,000,000","3,486,000,000","3,469,000,000","3,525,000,000","3,502,000,000","3,777,600,000","3,678,900,000","3,681,200,000","3,600,300,000","3,610,900,000","3,301,400,000","3,163,800,000","3,025,000,000","2,112,200,000","3,495,200,000","3,447,500,000","3,424,400,000","3,283,700,000","2,280,300,000","1,214,700,000","689,200,000","804,093,000","657,017,000","573,893,000","290,498,000","255,376,000","202,880,000","145,908,000","121,104,000","150,014,000","61,064,000","46,074,000","37,787,000","36,914,000","39,169,000","36,914,000","34,301,000","35,134,000","36,309,000","33,101,000","26,043,000","26,452,000","21,482,000","18,606,000","16,856,000","17,927,000","27,136,000","25,985,000","20,580,000","10,800,000","10,310,000","10,328,000","8,473,000","8,005,000","8,005,000","8,257,000","7,129,000","6,954,135","7,447,718","8,057,000","8,378,000","10,516,704","12,113,206","6,219,169","5,470,921",,"2,860,157","2,385,537",,,,,
GrossProfit,"2,046,000,000","535,000,000","509,000,000","480,000,000","840,000,000","790,000,000","744,000,000","722,000,000","491,000,000","606,000,000","650,000,000","685,000,000","713,000,000","618,000,000","611,300,000","656,200,000","682,300,000","591,200,000","583,000,000","585,700,000","596,500,000","514,500,000","1,564,400,000","218,600,000","235,800,000","121,300,000","58,500,000","81,800,000","1,200,000","13,800,000","26,625,000","5,453,000","7,116,000","-8,095,000","1,856,000","-8,898,000","-8,817,000","-7,105,000","-41,511,000","9,924,000","8,466,000","6,773,000","7,171,000","8,220,000","7,180,000","7,207,000","6,423,000","8,139,000","7,239,000","5,599,000","5,158,000","4,729,000","3,637,000","3,216,000","3,166,000","5,302,000","4,940,000","4,426,000","3,295,000","3,049,000","3,514,000","3,020,000","2,660,000","2,846,000","2,863,000","2,426,000","2,743,495","2,064,036","2,233,000","1,971,000","3,414,078","2,248,170","1,348,921","1,149,831",,"1,166,088","934,773",,,,,
OperatingExpense,"1,328,000,000","344,000,000","321,000,000","339,000,000","594,000,000","588,000,000","516,000,000","499,000,000","632,000,000","525,000,000","448,000,000","456,000,000","455,000,000","486,000,000","485,300,000","447,200,000","454,300,000","450,200,000","445,200,000","398,900,000","411,500,000","400,900,000","1,477,800,000","49,800,000","65,000,000","58,900,000","96,500,000","37,700,000","31,300,000","18,600,000","20,632,000","19,091,000","19,011,000","13,266,000","10,380,000","9,521,000","5,198,000","4,262,000","-30,419,000","19,204,000","11,834,000","10,997,000","9,560,000","7,750,000","5,537,000","5,207,000","5,062,000","5,219,000","4,598,000","4,075,000","4,036,000","3,284,000","3,006,000","3,243,000","2,584,000","3,276,000","3,524,000","20,580,000","2,579,000","2,271,000","2,269,000","4,500,000","2,103,000","1,861,000","1,923,000","7,129,000","6,954,174","6,957,679","7,682,000","4,795,000","1,607,559","14,804,569","8,166,189","1,702,762","11,913,853","1,092,846","733,146","2,692,927","-4,165,294","2,091,344","1,746,576","2,027,020"
	SellingGeneralAndAdministration,"1,328,000,000","344,000,000","321,000,000","339,000,000","594,000,000","588,000,000","516,000,000","499,000,000","632,000,000","525,000,000","448,000,000","456,000,000","455,000,000","486,000,000","485,300,000","447,200,000","454,300,000","450,200,000","445,200,000","398,900,000","411,500,000","400,900,000","1,477,800,000","49,800,000","65,000,000","58,900,000","96,500,000","37,700,000","31,300,000","18,600,000","20,632,000","19,091,000","19,011,000","13,266,000","10,380,000","9,521,000","5,198,000","4,262,000","-30,419,000","19,204,000","11,461,000","10,997,000","8,514,000","7,750,000","5,537,000","5,207,000","5,062,000","5,219,000","4,598,000","4,075,000","4,036,000","3,284,000","3,006,000","3,243,000","2,584,000","3,276,000","3,524,000","3,280,000","2,579,000","2,271,000","2,242,000","4,500,000","2,103,000","1,861,000","1,923,000","1,721,000","2,092,033","2,558,309","3,278,000","6,592,000","6,940,855","2,691,363","1,947,020","1,702,762","970,693","1,092,846","733,146","502,737","563,740","354,785","463,108","361,843"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,,,,"49,800,000","65,000,000","58,900,000","96,500,000","37,700,000","31,300,000","18,600,000","20,632,000","19,091,000","19,011,000","13,266,000","10,380,000","9,521,000","5,198,000","4,262,000",,,"11,461,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,030,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,,,,,,,,"49,800,000","65,000,000","58,900,000","96,500,000","37,700,000","31,300,000","18,600,000","20,632,000","19,091,000","19,011,000","13,266,000","10,380,000","9,521,000","5,198,000","4,262,000",,,"5,431,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"373,000",,,,"0",,,,,,,,,,,,,"242,000",,,,"231,000","305,000",,,"259,000","259,541",,,"447,000","431,422",,,"239,296",,,,,,,,
