name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalAssets,"20,895,194,000","21,274,425,000","18,454,271,000","15,790,208,000","10,201,112,000","5,855,414,000"
	CurrentAssets,"16,940,652,000","18,373,863,000","15,869,717,000","14,238,055,000","8,672,543,000","5,133,948,000"
		CashCashEquivalentsAndShortTermInvestments,"6,296,273,000","7,223,574,000","6,444,882,000","4,510,975,000","2,085,436,000","1,110,788,000"
			CashAndCashEquivalents,"6,116,388,000","7,123,478,000","6,352,775,000","4,365,982,000","1,983,318,000","1,061,850,000"
			OtherShortTermInvestments,"179,885,000","100,096,000","92,107,000","144,993,000","102,118,000","48,938,000"
		Receivables,"402,815,000","457,256,000","331,820,000","619,675,000","208,828,000","189,471,000"
			AccountsReceivable,"87,544,000","128,312,000","80,317,000","65,826,000","134,045,000","163,133,000"
			LoansReceivable,"218,322,000","218,461,000","109,317,000","95,538,000","53,046,000","6,790,000"
			AccruedInterestReceivable,"60,599,000","73,803,000","64,474,000","35,173,000","26,400,000","21,709,000"
			TaxesReceivable,"56,767,000","61,231,000","94,689,000","435,096,000",,"0"
			ReceivablesAdjustmentsAllowances,"-20,417,000","-24,551,000","-16,977,000","-11,958,000","-4,663,000","-2,161,000"
		PrepaidAssets,"188,503,000","132,904,000","101,705,000","109,542,000","33,092,000","36,218,000"
		RestrictedCash,"10,050,496,000","10,557,184,000","8,987,850,000","8,992,654,000","6,322,617,000","3,794,179,000"
		HedgingAssetsCurrent,,"0","0","0","18,809,000",
		OtherCurrentAssets,"2,565,000","2,945,000","3,460,000","5,209,000","3,761,000","3,292,000"
	TotalNonCurrentAssets,"3,954,542,000","2,900,562,000","2,584,554,000","1,552,153,000","1,528,569,000","721,466,000"
		NetPPE,"157,292,000","157,615,000","161,215,000","157,471,000","161,122,000","150,095,000"
			GrossPPE,"157,292,000","199,861,000","161,215,000","157,471,000","161,122,000","174,583,000"
				Properties,,"0",,,,"0"
				MachineryFurnitureEquipment,,"57,893,000",,,,"32,791,000"
				OtherProperties,"157,292,000","98,385,000","161,215,000","157,471,000","161,122,000","100,845,000"
				ConstructionInProgress,,"535,000",,,,"358,000"
				Leases,,"43,048,000",,,,"40,589,000"
			AccumulatedDepreciation,,"-42,246,000",,,,"-24,488,000"
		GoodwillAndOtherIntangibleAssets,"1,299,304,000","1,790,640,000","709,603,000","621,148,000","574,411,000","138,037,000"
			Goodwill,"1,080,176,000","625,758,000","567,420,000","501,259,000","481,379,000","77,212,000"
			OtherIntangibleAssets,"219,128,000","1,164,882,000","142,183,000","119,889,000","93,032,000","60,825,000"
		InvestmentsAndAdvances,"401,123,000","365,413,000","280,895,000","67,602,000","35,977,000","28,146,000"
			LongTermEquityInvestment,"628,000","1,463,000","1,056,000","1,056,000","1,056,000","2,000,000"
			OtherInvestments,"400,495,000","363,950,000","279,839,000","66,546,000","34,921,000","26,146,000"
		NonCurrentDeferredAssets,"750,566,000","573,547,000","587,307,000","109,540,000","16,175,000","20,807,000"
			NonCurrentDeferredTaxesAssets,"750,566,000","573,547,000","587,307,000","109,540,000","16,175,000","20,807,000"
		NonCurrentPrepaidAssets,"12,729,000","13,347,000","11,771,000","10,546,000","89,528,000","68,287,000"
		OtherNonCurrentAssets,"1,333,528,000","988,193,000","833,763,000","585,846,000","651,356,000","316,094,000"
TotalLiabilitiesNetMinorityInterest,"14,399,101,000","14,892,736,000","13,093,774,000","11,166,783,000","7,896,704,000","4,329,363,000"
	CurrentLiabilities,"10,921,823,000","11,419,035,000","9,615,159,000","9,677,564,000","7,256,148,000","4,246,855,000"
		PayablesAndAccruedExpenses,"511,184,000","479,392,000","290,471,000","266,655,000","373,955,000","85,111,000"
