name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
TotalAssets,"15,104,800,000","15,154,500,000","14,922,800,000","16,176,700,000","15,861,900,000","16,058,600,000","15,610,500,000","15,433,300,000","15,358,300,000","4,628,400,000","4,553,800,000","4,594,300,000","4,566,800,000","4,487,100,000","4,516,400,000","4,604,600,000","4,775,400,000","4,621,200,000","4,552,600,000","4,422,900,000","4,312,567,000","4,315,948,000"
	CurrentAssets,"4,186,000,000","4,114,900,000","4,030,900,000","5,712,400,000","4,153,900,000","3,862,100,000","3,459,800,000","3,326,800,000","2,929,400,000","1,543,900,000","1,494,100,000","1,463,900,000","1,398,300,000","1,331,200,000","1,407,500,000","1,445,600,000","1,513,400,000","1,463,600,000","1,403,400,000","1,266,500,000","1,182,760,000","1,188,513,000"
		CashCashEquivalentsAndShortTermInvestments,"1,990,200,000","2,109,600,000","2,033,000,000","3,669,900,000","1,639,600,000","1,750,900,000","1,313,300,000","1,173,600,000","555,700,000","505,500,000","406,400,000","317,500,000","263,700,000","221,200,000","269,000,000","337,800,000","353,800,000","393,300,000","303,000,000","245,700,000","225,577,000","255,803,000"
			CashAndCashEquivalents,"1,990,200,000","2,109,600,000","2,033,000,000","3,669,900,000","1,639,600,000","1,750,900,000","1,313,300,000","1,173,600,000","555,700,000","505,500,000","406,400,000","317,500,000","263,700,000","221,200,000","269,000,000","337,800,000","353,800,000","393,300,000","303,000,000","245,700,000","225,577,000","255,803,000"
		Receivables,"1,013,900,000","948,600,000","927,000,000","935,800,000","978,100,000","966,600,000","934,600,000","922,200,000","1,027,500,000","459,100,000","458,400,000","498,600,000","509,900,000","525,400,000","525,000,000","495,500,000","541,600,000","536,300,000","531,600,000","475,200,000","435,818,000","441,578,000"
			AccountsReceivable,"1,013,900,000","948,600,000","927,000,000","935,800,000","978,100,000","966,600,000","934,600,000","922,200,000","1,027,500,000","459,100,000","458,400,000","498,600,000","509,900,000","525,400,000","525,000,000","495,500,000","541,600,000","536,300,000","531,600,000","475,200,000","435,818,000","441,578,000"
				GrossAccountsReceivable,"1,057,600,000","990,900,000","976,900,000","985,100,000","1,028,700,000","1,034,200,000","1,001,100,000","987,800,000","1,076,600,000","477,500,000","475,400,000","516,800,000","527,800,000","542,800,000","544,100,000","514,900,000","561,100,000","555,000,000","551,000,000","494,900,000","453,728,000","460,273,000"
				AllowanceForDoubtfulAccountsReceivable,"-43,700,000","-42,300,000","-49,900,000","-49,300,000","-50,600,000","-67,600,000","-66,500,000","-65,600,000","-49,100,000","-18,400,000","-17,000,000","-18,200,000","-17,900,000","-17,400,000","-19,100,000","-19,400,000","-19,500,000","-18,700,000","-19,400,000","-19,700,000","-17,910,000","-18,695,000"
		Inventory,"954,900,000","854,200,000","863,600,000","796,800,000","832,500,000","943,600,000","1,007,400,000","1,026,400,000","1,088,100,000","502,500,000","539,300,000","557,600,000","555,100,000","523,900,000","550,100,000","555,600,000","567,200,000","494,500,000","507,600,000","485,800,000","463,143,000","443,949,000"
			RawMaterials,"557,700,000","506,600,000","498,600,000","490,400,000","509,700,000","587,800,000","625,800,000","654,200,000","651,800,000","370,500,000","390,500,000","403,400,000","400,500,000","369,200,000","368,100,000","380,500,000","388,100,000","362,600,000","347,100,000","331,600,000","308,675,000","312,974,000"
			WorkInProcess,"111,600,000","88,600,000","94,700,000","87,000,000","69,600,000","88,600,000","97,500,000","86,700,000","119,900,000","47,600,000","57,800,000","59,900,000","58,500,000","58,100,000","84,600,000","80,500,000","79,700,000","57,900,000","69,200,000","59,400,000","63,120,000","45,278,000"
