name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
OperatingCashFlow,"2,675,000","-18,098,000","6,498,000","-2,994,000","17,269,000","2,860,000","16,198,000","6,745,000","13,530,000","540,000","9,389,000","14,601,000","18,427,000","-1,824,000","12,337,000","14,377,000","21,023,000","12,240,000","13,008,000","17,375,000","16,899,000","13,212,000","5,182,000","9,055,000","12,020,000","4,777,000","12,557,000","11,853,000","7,690,000","6,061,000","4,329,000","3,208,000","9,490,000","-1,330,000","1,989,000","4,601,000","4,184,000","2,693,000","1,831,000"
	CashFlowFromContinuingOperatingActivities,"2,675,000","-18,098,000","6,498,000","-2,994,000","17,269,000","2,860,000","16,198,000","6,745,000","13,530,000","540,000","9,389,000","14,601,000","18,427,000","-1,824,000","12,337,000","14,377,000","21,023,000","12,240,000","13,008,000","17,375,000","16,899,000","13,212,000","5,182,000","9,055,000","12,020,000","4,777,000","12,557,000","11,853,000","7,690,000","6,061,000","4,329,000","3,208,000","9,490,000","-1,330,000","1,989,000","4,601,000","4,184,000","2,693,000","1,831,000"
		NetIncomeFromContinuingOperations,"-19,815,000","-14,214,000","-22,877,000","12,174,000","5,102,000","-732,000","-5,121,000","-1,699,000","2,580,000","-1,589,000","-1,375,000","6,863,000","10,160,000","5,302,000","10,045,000","16,432,000","14,610,000","10,758,000","-606,000","7,338,000","8,338,000","5,932,000","9,557,000","3,455,000","5,142,000","2,365,000","3,858,000","2,696,000","3,459,000","1,572,000","1,519,000","2,133,000","2,286,000","888,000","21,971,000","774,000","1,960,000","730,000","108,000"
		OperatingGainsLosses,"1,976,000","654,000","563,000","332,000","427,000","134,000","352,000","213,000","112,000","93,000","91,000","132,000","127,000","150,000","305,000","315,000","241,000","-117,000","200,000","318,000","266,000","288,000","263,000","303,000","58,000","306,000","325,000","241,000","443,000","205,000","694,000","282,000","583,000","302,000","-34,000","206,000","358,000","53,000","64,000"
			GainLossOnSaleOfPPE,"1,976,000","654,000","563,000","332,000","427,000","134,000","352,000","213,000","112,000","93,000","91,000","132,000","127,000","150,000","305,000","315,000","241,000","-117,000","200,000","318,000","266,000","288,000","263,000","303,000","58,000","306,000","325,000","241,000","443,000","205,000","694,000","282,000","583,000","338,000","-94,000","247,000","95,000","73,000","64,000"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","-36,000","60,000","-41,000","263,000","-20,000","0"
		DepreciationAmortizationDepletion,"22,290,000","5,760,000","5,767,000","5,522,000","5,241,000","5,098,000","4,927,000","4,712,000","4,480,000","4,462,000","4,618,000","3,662,000","2,760,000","2,794,000","2,774,000","2,712,000","2,816,000","2,993,000","3,045,000","2,936,000","3,117,000","3,204,000","3,268,000","3,416,000","3,426,000","3,448,000","3,544,000","3,560,000","3,464,000","3,444,000","3,301,000","3,193,000","2,928,000","2,658,000","2,549,000","2,342,000","1,992,000","1,661,000","1,533,000"
			DepreciationAndAmortization,"22,290,000","5,760,000","5,767,000","5,522,000","5,241,000","5,098,000","4,927,000","4,712,000","4,480,000","4,462,000","4,618,000","3,662,000","2,760,000","2,794,000","2,774,000","2,712,000","2,816,000","2,993,000","3,045,000","2,936,000","3,117,000","3,204,000","3,268,000","3,416,000","3,426,000","3,448,000","3,544,000","3,560,000","3,464,000","3,444,000","3,301,000","3,193,000","2,928,000","2,658,000","2,549,000","2,342,000","1,992,000","1,661,000","1,533,000"
		DeferredTax,"15,971,000","0","15,458,000","-6,311,000","6,824,000","-1,527,000","-451,000","-315,000","884,000","-200,000","-3,035,000","1,841,000","3,233,000","834,000","-3,949,000","-5,546,000","-302,000","-1,798,000","5,912,000","1,373,000","716,000","-54,000","-4,914,000","1,990,000","2,970,000","990,000","1,078,000","3,682,000","0","0","2,563,000","-715,000","-342,000","58,000",,,"0","0",
			DeferredIncomeTax,"15,971,000","0","15,458,000","-6,311,000","6,824,000","-1,527,000","-451,000","-315,000","884,000","-200,000","-3,035,000","1,841,000","3,233,000","834,000","-3,949,000","-5,546,000","-302,000","-1,798,000","5,912,000","1,373,000","716,000","-54,000","-4,914,000","1,990,000","2,970,000","990,000","1,078,000","3,682,000","0","0","2,563,000","-715,000","-342,000","58,000",,,"0","0",
