name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012
TotalRevenue,"1,035,634,000","260,478,000","250,588,000","277,164,000","247,404,000","158,713,000","133,965,000","148,826,000","81,078,000","238,010,000","289,971,000","331,722,000","341,117,000","303,787,000","295,255,000","332,197,000","344,714,000","298,389,000","289,067,000","324,926,000","331,704,000","292,925,000","282,431,000","276,471,000","257,636,000","224,487,000","213,033,000","240,555,000","234,374,000","210,352,000","202,323,000","231,884,000","232,568,000","137,236,000","90,779,000","100,237,000","104,572,000","92,403,000","86,732,000","93,653,000"
	OperatingRevenue,"988,630,000","246,440,000","239,206,000","266,730,000","236,254,000","151,264,000","127,895,000","142,351,000","77,667,000","229,291,000","280,237,000","321,372,000","330,924,000","294,485,000","286,422,000","322,423,000","335,540,000","274,836,000","266,013,000","302,298,000","306,283,000","269,393,000","257,360,000","255,269,000","237,340,000","206,150,000","192,751,000","221,978,000","214,991,000","192,013,000","183,237,000","213,831,000","213,372,000","125,442,000","82,014,000","91,936,000","95,115,000","84,273,000","78,110,000","85,900,000"
CostOfRevenue,"663,411,000","172,681,000","166,119,000","171,880,000","152,731,000","123,428,000","110,851,000","114,285,000","80,519,000","174,861,000","193,212,000","207,204,000","206,436,000","195,062,000","194,110,000","207,296,000","208,124,000","192,408,000","188,979,000","200,258,000","200,672,000","188,197,000","184,241,000","170,739,000","152,998,000","142,130,000","139,195,000","145,779,000","141,551,000","136,575,000","132,408,000","143,800,000","141,727,000","86,347,000","59,001,000","62,002,000","62,513,000","57,556,000","56,847,000","58,240,000"
GrossProfit,"372,223,000","87,797,000","84,469,000","105,284,000","94,673,000","35,285,000","23,114,000","34,541,000","559,000","63,149,000","96,759,000","124,518,000","134,681,000","108,725,000","101,145,000","124,901,000","136,590,000","105,981,000","100,088,000","124,668,000","131,032,000","104,728,000","98,190,000","105,732,000","104,638,000","82,357,000","73,838,000","94,776,000","92,823,000","73,777,000","69,915,000","88,084,000","90,841,000","50,889,000","31,778,000","38,235,000","42,059,000","34,847,000","29,885,000","35,413,000"
OperatingExpense,"223,642,000","54,962,000","56,381,000","57,478,000","54,821,000","56,829,000","57,296,000","56,897,000","55,922,000","59,045,000","60,020,000","56,926,000","56,417,000","56,087,000","54,056,000","49,539,000","52,464,000","51,717,000","52,815,000","49,460,000","50,044,000","50,521,000","48,033,000","39,966,000","38,884,000","38,312,000","38,375,000","37,526,000","34,834,000","36,266,000","37,844,000","36,722,000","37,382,000","22,193,000","14,316,000","15,510,000","15,810,000","15,360,000","16,194,000","15,478,000"
	SellingGeneralAndAdministration,"42,557,000","9,638,000","11,223,000","13,261,000","8,435,000","8,119,000","7,100,000","6,726,000","6,025,000","9,523,000","10,726,000","9,039,000","8,308,000","8,137,000","7,326,000","3,370,000","6,721,000","6,877,000","8,086,000","5,350,000","6,151,000","6,754,000","4,521,000","2,623,000","5,060,000","4,828,000","5,131,000","5,175,000","3,699,000","5,547,000","6,140,000","5,627,000","6,628,000","2,634,000","354,000","1,778,000","2,177,000","1,860,000","2,784,000","2,149,000"
		GeneralAndAdministrativeExpense,"42,557,000","9,638,000","11,223,000","13,261,000","8,435,000","8,119,000","7,100,000","6,726,000","6,025,000","9,523,000","10,726,000","9,039,000","8,308,000","8,137,000","7,326,000","3,370,000","6,721,000","6,877,000","8,086,000","5,350,000","6,151,000","6,754,000","4,521,000","2,623,000","5,060,000","4,828,000","5,131,000","5,175,000","3,699,000","5,547,000","6,140,000","5,627,000","6,628,000","2,634,000","354,000","1,778,000","2,177,000","1,860,000","2,784,000","2,149,000"
			OtherGandA,"42,557,000","9,638,000","11,223,000","13,261,000","8,435,000","8,119,000","7,100,000","6,726,000","6,025,000","9,523,000","10,726,000","9,039,000","8,308,000","8,137,000","7,326,000","3,370,000","6,721,000","6,877,000","8,086,000","5,350,000","6,151,000","6,754,000","4,521,000","2,623,000","5,060,000","4,828,000","5,131,000","5,175,000","3,699,000","5,547,000","6,140,000","5,627,000","6,628,000","2,634,000","354,000","1,778,000","2,177,000","1,860,000","2,784,000","2,149,000"
	DepreciationAmortizationDepletionIncomeStatement,"181,085,000","45,324,000","45,158,000","44,217,000","46,386,000","48,710,000","50,196,000","50,171,000","49,897,000","49,522,000","49,294,000","47,887,000","48,109,000","47,950,000","46,730,000","46,169,000","45,743,000","44,840,000","44,729,000","44,110,000","43,893,000","43,767,000","43,512,000","37,343,000","33,824,000","33,484,000","33,244,000","32,351,000","31,135,000","30,719,000","31,704,000","31,095,000","30,754,000","19,559,000","13,962,000","13,732,000","13,633,000","13,500,000","13,410,000","13,329,000"
		DepreciationAndAmortizationInIncomeStatement,"181,085,000","45,324,000","45,158,000","44,217,000","46,386,000","48,710,000","50,196,000","50,171,000","49,897,000","49,522,000","49,294,000","47,887,000","48,109,000","47,950,000","46,730,000","46,169,000","45,743,000","44,840,000","44,729,000","44,110,000","43,893,000","43,767,000","43,512,000","37,343,000","33,824,000","33,484,000","33,244,000","32,351,000","31,135,000","30,719,000","31,704,000","31,095,000","30,754,000","19,559,000","13,962,000","13,732,000","13,633,000","13,500,000","13,410,000","13,329,000"
