name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019
TotalAssets,"1,144,718,000","818,960,000","713,575,000","604,423,000","564,327,000","537,930,000","531,502,000","0","497,908,000"
	CurrentAssets,"101,133,000","86,954,000","42,419,000","37,957,000","27,528,000","33,295,000","64,620,000","0","92,026,000"
		CashCashEquivalentsAndShortTermInvestments,"35,850,000","34,869,000","11,966,000","12,842,000","9,638,000","19,552,000","54,874,000","0","22,711,000"
			CashAndCashEquivalents,"35,850,000","34,869,000","11,966,000","12,842,000","9,638,000","19,552,000","54,874,000","0","22,711,000"
				CashFinancial,,,,,,,,"0",
		Receivables,"46,167,000","39,378,000","23,891,000","23,786,000","16,915,000","11,318,000","5,949,000",,"7,556,000"
			AccountsReceivable,"46,167,000","39,378,000","23,891,000","23,786,000","16,915,000","7,722,000","5,949,000",,"3,363,000"
			NotesReceivable,,,,,,"0","0",,"4,193,000"
			OtherReceivables,,,,,,"3,596,000",,,
		Inventory,"3,986,000","3,304,000","3,920,000","217,000","109,000","121,000","405,000",,"184,000"
			RawMaterials,"3,986,000","3,304,000","3,920,000","217,000",,,,,
		PrepaidAssets,"15,130,000","7,204,000","2,642,000","1,112,000","866,000","2,304,000","2,851,000",,"61,575,000"
		HedgingAssetsCurrent,"0","2,199,000",,,,,,,
		OtherCurrentAssets,,"52,085,000",,,,"13,743,000","541,000",,
	TotalNonCurrentAssets,"1,043,585,000","732,006,000","671,156,000","566,466,000","536,799,000","504,635,000","466,882,000","0","405,882,000"
		NetPPE,"1,039,070,000","727,215,000","666,228,000","566,230,000","536,054,000","503,728,000","466,882,000",,"405,882,000"
			GrossPPE,"1,138,512,000","809,693,000","727,294,000","613,430,000","566,446,000","521,205,000","477,017,000",,"407,448,000"
				LandAndImprovements,"1,122,000","1,122,000","1,122,000","731,000","725,000","725,000",,,"580,000"
				MachineryFurnitureEquipment,"340,000","327,000","253,000","300,000","289,000","333,000","377,000",,"459,000"
				OtherProperties,"8,000","8,000","9,000","9,000","10,000","10,000","111,000",,"12,000"
				Leases,"167,000","143,000","13,000","17,000","20,000","24,000","27,000",,"37,000"
			AccumulatedDepreciation,"-99,442,000","-82,478,000","-61,066,000","-47,200,000","-30,392,000","-17,477,000","-10,135,000",,"-1,566,000"
		GoodwillAndOtherIntangibleAssets,,,,,,,,,"580,000"
			OtherIntangibleAssets,,,,,,,,,"580,000"
		OtherNonCurrentAssets,"4,515,000","4,791,000","4,928,000","236,000","745,000","907,000","515,000",,
TotalLiabilitiesNetMinorityInterest,"450,837,000","265,897,000","223,667,000","110,681,000","77,351,000","63,704,000","58,050,000","0","44,684,000"
	CurrentLiabilities,"179,646,000","103,000,000","77,014,000","54,340,000","34,805,000","22,435,000","15,052,000",,"30,980,000"
