name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
TotalAssets,"11,893,536,000","12,300,288,000","9,427,725,000","9,288,576,000","9,736,279,000","9,135,440,000","8,480,214,000","6,371,763,000","5,591,246,000","8,332,825,000"
	CurrentAssets,"2,784,298,000","3,073,914,000","3,912,628,000","3,888,767,000","4,384,835,000","4,119,250,000","4,205,471,000","3,288,334,000","2,481,450,000","3,706,989,000"
		CashCashEquivalentsAndShortTermInvestments,"1,911,610,000","2,138,518,000","3,431,707,000","3,486,881,000","3,915,548,000","3,701,167,000","3,821,666,000","2,936,668,000","2,098,983,000","3,159,288,000"
			CashAndCashEquivalents,"1,852,598,000","2,118,730,000","3,404,913,000","3,476,071,000","3,915,548,000","3,476,188,000","3,471,713,000","2,447,678,000","2,029,071,000","3,139,295,000"
			OtherShortTermInvestments,"59,012,000","19,788,000","26,794,000","10,810,000","0","224,979,000","349,953,000","488,990,000","69,912,000","19,993,000"
		Receivables,"593,280,000","693,208,000","322,757,000","256,134,000","293,350,000","270,453,000","227,316,000","205,377,000","234,753,000","307,642,000"
			AccountsReceivable,"593,280,000","693,208,000","322,757,000","256,134,000","293,350,000","270,453,000","227,316,000","205,377,000","207,581,000","298,334,000"
				GrossAccountsReceivable,,"732,927,000",,,,"300,169,000","262,274,000","238,790,000","235,656,000","323,060,000"
				AllowanceForDoubtfulAccountsReceivable,,"-39,719,000",,,,"-29,716,000","-34,958,000","-33,413,000","-28,075,000","-24,726,000"
			NotesReceivable,,,,,,"0","0",,"27,172,000",
			TaxesReceivable,,,,,,,,,,"9,308,000"
		Inventory,,"30,710,000",,,,,,,,
			RawMaterials,,"17,000,000",,,,,,,,
			WorkInProcess,,"11,100,000",,,,,,,,
			FinishedGoods,,"2,400,000",,,,,,,,
			OtherInventories,,"210,000",,,,,,,,
		PrepaidAssets,,"73,483,000",,,,"50,123,000",,,,"97,609,000"
		CurrentDeferredAssets,,,,,,"74,244,000",,,,"93,533,000"
		AssetsHeldForSaleCurrent,,"0","0","0",,"130,477,000",,,,
		OtherCurrentAssets,"279,408,000","137,995,000","158,164,000","145,752,000","175,937,000","23,263,000","156,489,000","146,289,000","147,714,000","48,917,000"
	TotalNonCurrentAssets,"9,109,238,000","9,226,374,000","5,515,097,000","5,399,809,000","5,351,444,000","5,016,190,000","4,274,743,000","3,083,429,000","3,109,796,000","4,625,836,000"
		NetPPE,"576,787,000","570,525,000","289,794,000","273,555,000","279,501,000","278,251,000","265,818,000","269,221,000","271,477,000","539,154,000"
			GrossPPE,,"1,067,412,000",,,,"486,363,000",,,,"863,513,000"
				Properties,,"0",,,,"0",,,,"0"
				LandAndImprovements,,"33,919,000",,,,"0",,,,"11,591,000"
				BuildingsAndImprovements,,"418,249,000",,,,"198,778,000",,,,"270,509,000"
				MachineryFurnitureEquipment,,"568,026,000",,,,"233,950,000",,,,"362,009,000"
				OtherProperties,,,,,,,,,,"167,801,000"
				ConstructionInProgress,,"47,218,000",,,,"53,635,000",,,,"51,603,000"
