name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
MarketCap,"935,082,196","931,550,407","642,828,595","606,409,749","551,476,665","403,266,745","307,846,829","237,972,420","314,656,997","200,428,689","399,817,084","345,982,421","372,990,758","356,181,012","245,207,093","272,447,322","370,804,953","319,892,607","268,284,233","260,307,384","277,628,218","318,487,806"
EnterpriseValue,"1,150,538,366","1,144,175,178","825,478,637","759,098,569","714,683,507","567,860,362","468,118,987","401,422,426","404,456,888","289,484,332","474,217,426","417,019,710","447,349,508","427,716,569","376,988,670","307,085,687","394,812,022","345,110,705","284,271,844","272,745,104","277,613,840","328,580,786"
PeRatio,"49.424","31.882",,,,,,,,,,,,,,,,,,,,
ForwardPeRatio,"12.937","14.389","13.316","22.321","38.911","30.769","98.039",,,"833.333","1,250","232.558",,"99.01","37.736",,,,,"31.546","22.727",
PsRatio,"4.951","5.556","3.611","4.273","4.502","3.768","2.583","1.675","1.854","1.124","3.179","3.074","3.87","5.034","45.424","41.175","46.2","38.674","33.077","32.12","34.257","88.305"
PbRatio,"2.021","2.826","2.203","1.839","1.866","1.338","0.836","0.641","0.769","0.559","0.96","0.844","1.002","0.977","0.778","1.37","1.819","1.221","1.009","0.964","1.015","36.897"
EnterprisesValueRevenueRatio,"5.542","17.405","15.709","15.379","17.893","15.534","18.052","16.491","24.012","11.214","17.329","13.685","15.319","18.664","16.348","14.321","35.106","30.879","28.404","32.659","35.812","63.518"
EnterprisesValueEBITDARatio,"11.44","51.093","18.309","40.236","50.249","53.495","-5.835","-28.685","-6.417","-6.429","-5.431","-34.239","-73.418","67.152","40.344","29.447","74.585","-7.187","205.399","792.102","638.742","462.139"
