name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006
	ResearchAndDevelopment,"3,389,000","679,000","1,098,000","814,000","798,000","774,000","594,000","791,000","768,000","835,000","864,000","833,000","788,000","706,000","681,000","877,000","784,000","1,182,000","1,124,000","935,000","845,000","755,000","602,000","688,000","738,000","687,000","618,000","738,000","670,000","715,000","869,000","728,000","869,000","702,000","871,000","866,000","791,000","916,000","818,000","954,000","829,000","843,000","902,000","996,000","861,000","753,000","908,000","800,000","886,000","900,000","1,055,000","1,111,000","988,000","1,011,000","909,000","1,079,000","1,008,000","956,000","818,000","946,000","678,000","991,000","923,000","0","0"
	OtherOperatingExpenses,,,,,,,,,,,,,,"630,000","728,000","614,000","801,000","483,000","862,000","515,000","549,000","636,000","885,000","562,000","581,000","671,000","414,000","658,000","638,000","669,000","487,000",,"683,000","695,000","613,000","773,000","845,000","589,000",,,,,,,,,,,,"531,000",,"425,000","451,000","558,000","298,000","423,000",,"341,000",,,,"484,000",,,
OperatingIncome,"16,349,000","-9,607,000","21,817,000","6,142,000","-2,003,000","-13,058,000","5,695,000","3,804,000","-1,139,000","13,979,000","59,638,000","3,275,000","1,185,000","1,211,000","12,803,000","10,229,000","5,840,000","34,567,000","3,838,000","3,200,000","-626,000","3,475,000","14,777,000","7,841,000","5,376,000","8,529,000","27,084,000","5,933,000","3,177,000","10,777,000","26,331,000","18,175,000","4,171,000","7,451,000","22,814,000","23,515,000","24,975,000","18,950,000","4,756,000","19,181,000","11,572,000","10,583,000","16,381,000","19,358,000","12,656,000","3,220,000","12,599,000","9,536,000","4,241,000","5,779,000","5,526,000","11,385,000","3,636,000","4,292,000","12,371,000","8,726,000","2,238,000","8,847,000","5,175,000","4,638,000","4,082,000","-4,240,000","1,121,000","-56,000","0"
NetNonOperatingInterestIncomeExpense,"2,647,000","632,000","635,000","622,000","758,000","973,000","1,054,000","1,044,000","1,488,000","1,911,000","2,177,000","2,675,000","2,706,000","2,319,000","2,451,000","2,500,000","2,110,000","1,949,000","2,087,000","1,922,000","1,948,000","1,680,000","1,663,000","1,592,000","1,422,000","1,302,000","1,055,000","1,294,000","1,362,000","1,261,000","1,502,000","1,426,000","1,560,000","2,364,000","1,657,000","1,364,000","1,683,000","1,147,000","1,339,000","1,138,000","1,138,000","1,134,000","3,487,000","-6,000","775,000","642,000","1,080,000","-8,000","217,000","116,000","70,000","31,000","61,000","214,000",,,,"763,000","866,000","872,000","869,000","935,000","1,419,000","1,904,000","4,000"
	InterestIncomeNonOperating,"2,778,000","664,000","670,000","654,000","790,000","1,005,000","1,086,000","1,076,000","1,519,000","1,967,000","2,220,000","2,718,000","2,750,000","2,362,000","2,495,000","2,543,000","2,153,000","1,992,000","2,130,000","1,965,000","1,991,000","1,723,000","1,706,000","1,637,000","1,464,000","1,345,000","1,098,000","1,336,000","1,405,000","1,267,000","1,508,000","1,432,000","1,567,000","2,370,000","1,663,000","1,370,000","1,689,000","1,153,000","1,345,000","1,144,000","1,147,000","1,140,000",,,"811,000","776,000",,,"222,000","122,000","78,000","36,000","67,000","222,000",,,,"768,000","872,000","877,000","877,000","940,000","1,456,000","1,904,000","4,000"
	InterestExpenseNonOperating,"131,000","32,000","35,000","32,000","32,000","32,000","32,000","32,000","31,000","56,000","43,000","43,000","44,000","43,000","44,000","43,000","43,000","43,000","43,000","43,000","43,000","43,000","43,000","45,000","42,000","43,000","43,000","42,000","43,000","6,000","6,000","6,000","7,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000","9,000","6,000","8,000","6,000","36,000","134,000","55,000","8,000","5,000","6,000","8,000","5,000","6,000","8,000",,,,"5,000","6,000","5,000","8,000","5,000","37,000","0","0"
OtherIncomeExpense,"-3,008,000","-4,127,000","1,605,000","-743,000","257,000","-1,075,000","2,868,000","1,212,000","9,921,000","-10,059,000","-717,000","1,686,000","713,000","2,927,000","-8,735,000","728,000","104,000","1,375,000","-215,000","-58,000","-440,000","-162,000","-638,000","-433,000","509,000","-1,134,000","-1,106,000","-317,000","373,000","976,000","1,315,000","-16,000","2,885,000","181,000","-573,000","-236,000","1,996,000","59,000","3,646,000","151,000","-20,000","262,000","-4,600,000","649,000","-59,000","90,000","107,000","473,000","14,000","24,000","234,000","12,000","-22,000","0","1,034,000","-972,000","594,000","-124,000","54,000","2,000","-63,000",,"2,000","0","-2,000"
	GainOnSaleOfSecurity,"-3,122,000","-4,127,000","122,000","-729,000","1,612,000","-1,075,000","2,898,000","1,213,000","1,573,000","-10,059,000","-558,000","1,424,000","826,000","2,927,000","-8,738,000","815,000","281,000","1,375,000","-144,000","26,000","-438,000","-131,000","-613,000","-322,000","613,000","-1,018,000","-1,095,000","-269,000","451,000","1,020,000","1,435,000",,"2,949,000","-49,000","-245,000","-198,000","2,030,000","59,000","3,646,000","83,000","-116,000","314,000",,,"-37,000","95,000",,"67,000","-4,000",,,"0","0",,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,"-71,000","-84,000","-2,000","-31,000","-25,000","-111,000","-104,000","-116,000","-11,000","-48,000","-78,000","-44,000","-120,000",,"-64,000","230,000","-328,000","-38,000","-34,000","0","0","68,000","96,000","-52,000","-2,711,000","649,000","-22,000","-5,000","170,000","406,000","18,000","24,000","249,000","12,000","-22,000","0","1,411,000","-972,000","594,000","-124,000","54,000","2,000","-63,000","0","2,000","0","-2,000"
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,"84,000","2,000","31,000",,"111,000","104,000","116,000",,"48,000",,,"-2,817,000",,,,,,,,,,,,,"-889,000",,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-240,000",,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,"1,483,000","-14,000","-1,355,000",,"-30,000","-1,000","8,348,000",,"-159,000","262,000","-113,000",,"3,000","-87,000","-177,000",,"-71,000","-84,000","-2,000","-31,000","-25,000","-111,000","-104,000","-116,000","-11,000","-48,000","-78,000","-44,000","-120,000","-16,000","-64,000","230,000","-328,000","-38,000","-34,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"15,988,000","-13,102,000","24,057,000","6,021,000","-988,000","-13,160,000","9,617,000","6,060,000","10,270,000","5,831,000","61,098,000","7,636,000","4,604,000","6,457,000","6,519,000","13,457,000","8,054,000","37,891,000","5,710,000","5,064,000","882,000","4,993,000","15,802,000","9,000,000","7,307,000","8,697,000","27,033,000","6,910,000","4,912,000","13,014,000","29,148,000","19,585,000","8,616,000","9,996,000","23,898,000","24,643,000","28,654,000","20,156,000","9,741,000","20,470,000","12,690,000","11,979,000","15,450,000","20,001,000","13,372,000","3,952,000","13,786,000","10,001,000","4,472,000","5,919,000","5,837,000","11,428,000","3,675,000","4,506,000","12,995,000","8,842,000","3,673,000","9,486,000","6,095,000","5,512,000","4,888,000","-3,305,000","2,542,000","1,848,000","2,000"
TaxProvision,"-6,642,000","-704,000","1,712,000","-3,181,000","-4,469,000","-4,387,000","4,145,000","-830,000","-4,889,000","-13,212,000","-11,275,000","1,014,000","917,000","958,000","4,683,000","4,012,000","2,003,000","-2,463,000","-10,237,000","1,730,000","48,000","1,597,000","-2,878,000","-3,868,000","-6,917,000","-1,872,000","-2,614,000","2,060,000","1,119,000","4,883,000","-980,000","8,134,000","3,269,000","3,722,000","-2,633,000","9,346,000","10,498,000","6,106,000","3,572,000","7,921,000","4,217,000","4,866,000","4,829,000","7,268,000","4,933,000","1,236,000","3,665,000","3,450,000","1,709,000","2,260,000","1,900,000","4,044,000","825,000","1,685,000","4,782,000","3,453,000","760,000","3,326,000","1,897,000","2,169,000","1,981,000","-1,265,000","789,000","697,000","1,000"
NetIncomeCommonStockholders,"22,630,000","-12,398,000","22,345,000","9,202,000","3,481,000","-8,773,000","5,472,000","6,890,000","15,159,000","19,043,000","72,373,000","6,622,000","3,687,000","5,499,000","1,846,000","9,441,000","6,048,000","40,331,000","15,935,000","3,331,000","833,000","3,386,000","18,730,000","12,825,000","14,172,000","10,510,000","29,453,000","4,823,000","3,770,000","8,066,000","29,888,000","11,359,000","5,347,000","6,274,000","26,531,000","15,297,000","18,156,000","14,050,000","6,169,000","12,549,000","8,473,000","7,113,000","10,621,000","12,733,000","8,439,000","2,716,000","10,121,000","6,551,000","2,763,000","3,659,000","3,937,000","7,384,000","2,850,000","2,821,000","8,213,000","5,389,000","2,913,000","6,160,000","4,198,000","3,343,000","2,907,000","-2,040,000","1,753,000","1,151,000","1,000"
	NetIncome,"22,630,000","-12,398,000","22,345,000","9,202,000","3,481,000","-8,773,000","5,472,000","6,890,000","15,159,000","19,043,000","72,373,000","6,622,000","3,687,000","5,499,000","1,836,000","9,445,000","6,051,000","40,354,000","15,947,000","3,334,000","834,000","3,396,000","18,680,000","12,868,000","14,224,000","10,569,000","29,647,000","4,850,000","3,793,000","8,131,000","30,128,000","11,451,000","5,347,000","6,274,000","26,531,000","15,297,000","18,156,000","14,050,000","6,169,000","12,549,000","8,473,000","7,113,000","10,621,000","12,733,000","8,439,000","2,716,000","10,121,000","6,551,000","2,763,000","3,659,000","3,937,000","7,384,000","2,850,000","2,821,000","8,213,000","5,389,000","2,913,000","6,160,000","4,198,000","3,343,000","2,907,000","-2,040,000","1,753,000","1,151,000","1,000"
		NetIncomeIncludingNoncontrollingInterests,"22,630,000","-12,398,000","22,345,000","9,202,000","3,481,000","-8,773,000","5,472,000","6,890,000","15,159,000","19,043,000","72,373,000","6,622,000","3,687,000","5,499,000","1,836,000","9,445,000","6,051,000","40,354,000","15,947,000","3,334,000","834,000","3,396,000","18,680,000","12,868,000","14,224,000","10,569,000","29,647,000","4,850,000","3,793,000","8,131,000","30,128,000","11,451,000","5,347,000","6,274,000","26,531,000","15,297,000","18,156,000","14,050,000","6,169,000","12,549,000","8,473,000","7,113,000","10,621,000","12,733,000","8,439,000","2,716,000","10,121,000","6,551,000","2,763,000","3,659,000","3,937,000","7,384,000","2,850,000","2,821,000","8,213,000","5,389,000","2,913,000","6,160,000","4,198,000","3,343,000","2,907,000","-2,040,000","1,753,000","1,151,000","1,000"
			NetIncomeContinuousOperations,"22,630,000","-12,398,000","22,345,000","9,202,000","3,481,000","-8,773,000","5,472,000","6,890,000","15,159,000","19,043,000","72,373,000","6,622,000","3,687,000","5,499,000","1,836,000","9,445,000","6,051,000","40,354,000","15,947,000","3,334,000","834,000","3,396,000","18,680,000","12,868,000","14,224,000","10,569,000","29,647,000","4,850,000","3,793,000","8,131,000","30,128,000","11,451,000","5,347,000","6,274,000","26,531,000","15,297,000","18,156,000","14,050,000","6,169,000","12,549,000","8,473,000","7,113,000","10,621,000","12,733,000","8,439,000","2,716,000","10,121,000","6,551,000","2,763,000","3,659,000","3,937,000","7,384,000","2,850,000","2,821,000","8,213,000","5,389,000","2,913,000","6,160,000","4,198,000","3,343,000","2,907,000","-2,040,000","1,753,000","1,151,000","1,000"
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,"10,000","-50,000","43,000","52,000","59,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,,,"0","0","-10,000","4,000","3,000","23,000","12,000","3,000","1,000","10,000","-50,000","43,000","52,000","59,000","194,000","27,000","23,000","65,000","240,000","92,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","4,000","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"22,630,000","-12,398,000","22,345,000","9,202,000","3,481,000","-8,773,000","5,472,000","6,890,000","15,159,000","19,043,000","72,373,000","6,622,000","3,687,000","5,499,000","1,846,000","9,441,000","6,048,000","40,331,000","15,935,000","3,331,000","833,000","3,386,000","18,730,000","12,825,000","14,172,000","10,510,000","29,457,000","4,823,000","3,770,000","8,066,000","29,888,000","11,359,000","5,347,000","6,274,000","26,531,000","15,297,000","18,156,000","14,050,000","6,169,000","12,549,000","8,473,000","7,113,000","10,621,000","12,733,000","8,439,000","2,716,000","10,121,000","6,551,000","2,763,000","3,659,000","3,937,000","7,384,000","2,850,000","2,821,000","8,213,000","5,389,000","2,913,000","6,160,000","4,198,000","3,343,000","2,907,000","-2,040,000","1,753,000","1,151,000","1,000"
BasicEPS,,"-0.28","0.51","0.21","0.08","-0.2","0.13","0.16","0.35","0.44","1.65","0.15","0.08","0.13","0.04","0.22","0.14","0.92","0.36","0.08","0.02","0.08","0.43","0.29","0.33","0.24","0.68","0.11","0.09","0.19","0.69","0.26","0.12","0.14","0.61","0.35","0.42","0.33",,"0.3","0.21","0.17",,"0.31","0.21","0.07",,"0.16","0.08","0.13",,"0.26","0.1","0.1",,"0.2","0.11","0.23",,"0.13","0.11","-0.08",,"0.04","0"
DilutedEPS,,"-0.28","0.51","0.21","0.08","-0.2","0.13","0.16","0.35","0.44","1.65","0.15","0.08","0.13","0.04","0.22","0.14","0.92","0.36","0.08","0.02","0.08","0.43","0.29","0.33","0.24","0.68","0.11","0.09","0.19","0.69","0.26","0.12","0.14","0.61","0.35","0.42","0.33",,"0.3","0.2","0.17",,"0.31","0.21","0.07",,"0.16","0.07","0.12",,"0.25","0.1","0.1",,"0.19","0.11","0.23",,"0.1","0.09","-0.08",,"0.04","0"
BasicAverageShares,,"43,763,243","43,763,243","43,763,243","43,754,232","43,743,243","43,743,243","43,743,243","43,743,243","43,743,243","43,743,243","43,743,243","43,743,243","43,743,243","43,716,670","43,724,195","43,716,726","43,716,670","43,716,670","43,705,234","43,665,171","43,616,636","43,595,456","43,570,734","43,527,857","43,475,630","43,473,416","43,460,449","43,420,923","43,372,388","43,372,388","43,361,123","43,352,836","43,343,502","43,342,830","43,339,000","43,334,441","42,928,109",,"41,320,427","41,319,057","41,314,859",,"41,297,834","40,234,242","39,982,905",,"39,934,275","36,773,695","29,265,383",,"28,190,300","28,190,300","28,190,300",,"26,787,609","26,700,000","26,700,000",,"26,700,000","26,700,000","26,700,000",,"26,700,000","26,700,000"
DilutedAverageShares,,"43,763,243","43,763,243","43,763,243","43,754,422","43,743,243","43,744,278","43,745,339","43,743,740","43,743,243","43,743,243","43,743,243","43,743,243","43,748,974","43,728,058","43,732,920","43,720,942","43,722,194","43,728,058","43,714,753","43,675,688","43,622,843","43,600,386","43,572,997","43,528,759","43,486,548","43,509,199","43,461,286","43,428,733","43,382,283","43,381,070","43,387,238","43,550,129","43,393,580","43,396,273","43,394,369","43,361,555","42,949,854",,"41,471,373","41,462,594","41,493,135",,"41,478,005","40,438,023","40,131,086",,"40,028,131","37,522,593","30,957,968",,"29,191,106","28,199,548","28,196,985",,"28,821,986","26,735,387","26,700,000",,"32,286,294","32,045,246","26,700,000",,"31,079,195","32,045,246"
TotalOperatingIncomeAsReported,"16,349,000","-9,607,000","21,817,000","6,142,000","-2,003,000","-13,058,000","5,695,000","3,804,000","-1,139,000","13,979,000","59,638,000","3,275,000","1,185,000","1,211,000","12,803,000","10,229,000","5,840,000","34,567,000","3,838,000","3,200,000","-626,000","3,475,000","14,777,000","7,841,000","5,376,000","8,529,000","27,084,000","5,933,000","3,177,000","10,777,000","26,331,000","18,175,000","4,171,000","7,451,000","22,814,000","23,515,000","24,975,000","18,950,000","4,756,000","19,181,000","11,572,000","10,583,000","16,381,000","19,358,000","12,656,000","3,220,000","12,599,000","9,536,000","4,241,000","5,779,000","5,526,000","11,385,000","3,636,000","4,292,000","12,371,000","8,726,000","2,238,000","8,847,000","5,175,000","4,638,000","4,082,000","-4,240,000","1,121,000","-56,000","0"
TotalExpenses,"305,782,000","51,868,000","85,253,000","92,540,000","76,121,000","54,574,000","44,168,000","50,334,000","48,561,000","39,103,000","-39,461,000","62,409,000","69,679,000","47,290,000","52,710,000","71,193,000","82,496,000","21,180,000","71,423,000","74,406,000","68,674,000","50,636,000","54,596,000","61,465,000","62,503,000","38,106,000","6,788,000","101,121,000","101,421,000","43,310,000","62,136,000","84,960,000","63,868,000","74,746,000","102,758,000","97,604,000","81,088,000","73,215,000","69,833,000","69,095,000","91,665,000","75,144,000","73,228,000","70,949,000","62,072,000","52,021,000","41,014,000","56,557,000","47,473,000","41,984,000","57,354,000","40,878,000","38,195,000","35,445,000","32,258,000","51,859,000","47,658,000","34,373,000","38,928,000","41,920,000","37,538,000","41,746,000","21,922,000","56,000","0"
NetIncomeFromContinuingAndDiscontinuedOperation,"22,630,000","-12,398,000","22,345,000","9,202,000","3,481,000","-8,773,000","5,472,000","6,890,000","15,159,000","19,043,000","72,373,000","6,622,000","3,687,000","5,499,000","1,836,000","9,445,000","6,051,000","40,354,000","15,947,000","3,334,000","834,000","3,396,000","18,680,000","12,868,000","14,224,000","10,569,000","29,647,000","4,850,000","3,793,000","8,131,000","30,128,000","11,451,000","5,347,000","6,274,000","26,531,000","15,297,000","18,156,000","14,050,000","6,169,000","12,549,000","8,473,000","7,113,000","10,621,000","12,733,000","8,439,000","2,716,000","10,121,000","6,551,000","2,763,000","3,659,000","3,937,000","7,384,000","2,850,000","2,821,000","8,213,000","5,389,000","2,913,000","6,160,000","4,198,000","3,343,000","2,907,000","-2,040,000","1,753,000","1,151,000","1,000"
NormalizedIncome,"24,503,200","-8,492,753.015","22,231,682.047","9,734,170","2,304,240","-8,055,975","3,356,460","6,004,510","14,010,710","26,386,070","72,780,340","5,387,392","3,025,374","3,005,196","8,214,740","8,872,870","5,839,969","39,350,250","16,033,400","3,316,892","1,248,348","3,485,080","19,047,800","13,061,200","13,856,200","11,179,800","30,304,000","5,038,838","3,444,828","7,493,500","29,195,250","11,451,000","3,515,671","6,304,772","26,690,250","15,419,958","16,868,980","14,008,877","3,930,908.839","12,456,430.435","8,486,353.822","6,942,700","13,783,239.482","12,319,834.808","8,476,234.595","2,654,147.773","10,042,445.887","6,241,168.683","2,754,350.179","3,644,163.71","3,779,169.265","7,376,246.412","2,867,061.224","2,821,000","7,559,499.269","5,981,412.124","2,441,907.705","6,240,522.876","4,160,806.891","3,341,787.01","2,947,950","-2,040,000","1,751,620.771","1,151,000","2,200"
InterestIncome,"2,778,000","664,000","670,000","654,000","790,000","1,005,000","1,086,000","1,076,000","1,519,000","1,967,000","2,220,000","2,718,000","2,750,000","2,362,000","2,495,000","2,543,000","2,153,000","1,992,000","2,130,000","1,965,000","1,991,000","1,723,000","1,706,000","1,637,000","1,464,000","1,345,000","1,098,000","1,336,000","1,405,000","1,267,000","1,508,000","1,432,000","1,567,000","2,370,000","1,663,000","1,370,000","1,689,000","1,153,000","1,345,000","1,144,000","1,147,000","1,140,000",,,"811,000","776,000",,,"222,000","122,000","78,000","36,000","67,000","222,000","679,000","671,000","846,000","768,000","872,000","877,000","877,000","940,000","1,456,000","1,904,000","4,000"
InterestExpense,"131,000","32,000","35,000","32,000","32,000","32,000","32,000","32,000","31,000","56,000","43,000","43,000","44,000","43,000","44,000","43,000","43,000","43,000","43,000","43,000","43,000","43,000","43,000","45,000","42,000","43,000","43,000","42,000","43,000","6,000","6,000","6,000","7,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000","9,000","6,000","8,000","6,000","36,000","134,000","55,000","8,000","5,000","6,000","8,000","5,000","6,000","8,000","9,000","6,000","5,000","5,000","6,000","5,000","8,000","5,000","37,000","0","0"
