name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998
OperatingCashFlow,"2,620,000,000","306,000,000","825,000,000","948,000,000","541,000,000","181,000,000","898,000,000","925,000,000","979,000,000","497,000,000","938,000,000","717,000,000","575,000,000","269,000,000","702,000,000","862,000,000","640,000,000","388,000,000","836,000,000","773,000,000","521,000,000","277,000,000","598,600,000","594,000,000","359,600,000","68,800,000","690,000,000","817,900,000","456,100,000","189,300,000","324,196,000","583,181,000","408,313,000","157,320,000","505,873,000","478,878,000","365,557,000","73,468,000","361,860,000","384,860,000","324,100,000","101,763,000","285,066,000","329,344,000","215,113,000","45,629,000","392,294,000","234,738,000","135,294,000","2,328,000","237,522,000","208,455,000","151,258,000","75,090,000","192,913,000","139,766,000","74,765,000","22,261,000","149,896,000","129,903,000","52,038,000","12,483,000","118,458,000","86,746,000","51,599,000","-3,927,000","66,200,000","62,899,000","31,055,000","-394,000","51,797,000","41,972,000","30,805,000","2,759,000","37,902,000","18,962,000","16,271,000","6,727,000","21,096,000","15,210,000","12,851,000","7,525,000","8,364,000","15,772,000","6,485,000","1,458,000","13,027,000","10,688,000","8,386,000","-1,881,000","8,700,000","5,900,000","6,200,000","-2,200,000","3,600,000","5,100,000"
	CashFlowFromContinuingOperatingActivities,"2,620,000,000","306,000,000","825,000,000","948,000,000","541,000,000","181,000,000","898,000,000","925,000,000","979,000,000","497,000,000","938,000,000","717,000,000","575,000,000","269,000,000","702,000,000","862,000,000","640,000,000","388,000,000","836,000,000","773,000,000","521,000,000","277,000,000","598,600,000","594,000,000","359,600,000","68,800,000","690,000,000","817,900,000","456,100,000","189,300,000","324,196,000","583,181,000","408,313,000","157,320,000","505,873,000","478,878,000","365,557,000","73,468,000","361,860,000","384,860,000","324,100,000","101,763,000","285,066,000","329,344,000","215,113,000","45,629,000","392,294,000","234,738,000","135,294,000","2,328,000","237,522,000","208,455,000","151,258,000","75,090,000","192,913,000","139,766,000","74,765,000","22,261,000","149,896,000","129,903,000","52,038,000","12,483,000","118,458,000","86,746,000","51,599,000","-3,927,000","66,200,000","62,899,000","31,055,000","-394,000","51,797,000","41,972,000","30,805,000","2,759,000","37,902,000","18,962,000","16,271,000","6,727,000","21,096,000","15,210,000","12,851,000","7,525,000","8,364,000","15,772,000","6,485,000","1,458,000","13,027,000","10,688,000","8,386,000","-1,881,000","8,700,000","5,900,000","6,200,000","-2,200,000","3,600,000","5,100,000"
		NetIncomeFromContinuingOperations,"2,195,000,000","563,000,000","576,000,000","544,000,000","512,000,000","505,000,000","316,000,000","348,000,000","361,000,000","367,000,000","395,000,000","497,000,000","509,000,000","441,000,000","648,000,000","477,000,000","456,000,000","520,000,000","-18,000,000","495,000,000","470,000,000","557,000,000","415,000,000","444,400,000","252,400,000","441,200,000","423,400,000","397,200,000","420,100,000","382,900,000","362,857,000","355,624,000","371,908,000","348,878,000","324,332,000","319,627,000","300,410,000","284,209,000",,,,,,,,"208,327,000","206,166,000","203,699,000","172,175,000","151,500,000","144,004,000","136,572,000","141,255,000","113,132,000","112,288,000","112,828,000","103,856,000","101,873,000","96,256,000","96,154,000","82,277,000","75,446,000","69,533,000","61,027,000","55,071,000","47,164,000","57,673,000","40,583,000","36,032,000","31,978,000","30,602,000","26,052,000","23,801,000","19,788,000","17,725,000","15,960,000","13,502,000","10,178,000","9,139,000","9,667,000","8,647,000","7,109,000","4,640,000","6,108,000","5,847,000","5,565,000","5,419,000","4,785,000","4,018,000","3,461,000","3,000,000","2,900,000","2,500,000","2,800,000","2,500,000","1,700,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,686,000","5,290,000","24,300,000","9,337,000","12,404,000","10,537,000","7,930,000","14,490,000","4,369,000","9,119,000","8,051,000","4,077,000","3,162,000","6,535,000","3,248,000","2,087,000","751,000","2,936,000","1,987,000","2,224,000","1,278,000","466,000","517,000","834,000","13,000",,,,,,
		DepreciationAmortizationDepletion,"576,000,000","143,000,000","144,000,000","144,000,000","145,000,000","141,000,000","148,000,000","138,000,000","137,000,000","136,000,000","133,000,000","127,000,000","133,000,000","133,000,000","131,000,000","127,000,000","123,000,000","117,000,000","122,000,000","114,000,000","103,000,000","104,000,000","100,600,000","97,800,000","92,900,000","87,700,000","88,000,000","82,400,000","84,000,000","75,600,000","62,876,000","49,717,000","48,794,000","46,680,000","47,917,000","44,578,000","43,834,000","43,601,000","41,164,000","41,366,000","37,433,000","36,625,000","34,299,000","31,639,000","29,273,000","28,964,000","29,614,000","27,929,000","25,248,000","27,381,000","24,339,000","22,301,000","21,579,000","21,152,000","21,253,000","19,474,000","17,777,000","16,293,000","14,735,000","13,870,000","13,053,000","12,260,000","10,471,000","8,861,000","7,801,000","7,030,000","5,280,000","5,581,000","5,449,000","5,090,000","4,671,000","4,083,000","3,828,000","3,865,000","3,539,000","3,008,000","2,767,000","2,622,000","2,163,000","2,005,000","1,747,000","1,927,000","1,801,000","1,629,000","1,499,000","1,438,000","1,265,000","1,245,000","1,026,000","971,000","800,000","900,000","700,000","600,000","600,000","600,000"
			DepreciationAndAmortization,"576,000,000","143,000,000","144,000,000","144,000,000","145,000,000","141,000,000","148,000,000","138,000,000","137,000,000","136,000,000","133,000,000","127,000,000","133,000,000","133,000,000","131,000,000","127,000,000","123,000,000","117,000,000","122,000,000","114,000,000","103,000,000","104,000,000","100,600,000","97,800,000","92,900,000","87,700,000","88,000,000","82,400,000","84,000,000","75,600,000","62,876,000","49,717,000","48,794,000","46,680,000","47,917,000","44,578,000","43,834,000","43,601,000","41,164,000","41,366,000","37,433,000","36,625,000","34,299,000","31,639,000","29,273,000","28,964,000","29,614,000","27,929,000","25,248,000","27,381,000","24,339,000","22,301,000","21,579,000","21,152,000","21,253,000","19,474,000","17,777,000","16,293,000","14,735,000","13,870,000","13,053,000","12,260,000","10,471,000","8,861,000","7,801,000","7,030,000","5,280,000","5,581,000","5,449,000","5,090,000","4,671,000","4,083,000","3,828,000","3,865,000","3,539,000","3,008,000","2,767,000","2,622,000","2,163,000","2,005,000","1,747,000","1,927,000","1,801,000","1,629,000","1,499,000","1,438,000","1,265,000","1,245,000","1,026,000","971,000","800,000","900,000","700,000","600,000","600,000","600,000"
		DeferredTax,"-25,000,000","70,000,000","-119,000,000","27,000,000","-3,000,000","122,000,000","-106,000,000","383,000,000","-74,000,000","-19,000,000","-103,000,000","-23,000,000","-138,000,000","-42,000,000","-38,000,000","-5,000,000","49,000,000","2,000,000","170,000,000","-54,000,000","-1,000,000","9,000,000","-46,800,000","-70,300,000","-42,500,000","68,600,000","-18,800,000","-70,400,000","-65,900,000","29,000,000","-56,207,000","-45,813,000","-33,830,000","36,270,000","-65,350,000","-21,847,000","-24,027,000","23,030,000","-56,018,000","-79,019,000","25,311,000","-8,182,000","17,605,000","-24,385,000","-21,720,000","19,901,000","-91,630,000","861,000","15,534,000","23,326,000","-8,926,000","-12,796,000","-8,802,000","3,935,000","-14,930,000","2,896,000","13,675,000","-6,669,000","41,465,000","7,166,000","-6,773,000","-16,797,000","-2,288,000","1,619,000","1,876,000","-3,489,000","-19,150,000","-16,706,000","-3,842,000","-7,642,000","-14,892,000","-4,060,000","-1,789,000","-1,585,000","-3,571,000","1,030,000","1,887,000","32,000","-967,000","-119,000","587,000","511,000","2,116,000","2,238,000","1,724,000","1,713,000","1,276,000","1,561,000","1,865,000","1,639,000","1,800,000","700,000","200,000","1,600,000","1,300,000","900,000"
			DeferredIncomeTax,"-25,000,000","70,000,000","-119,000,000","27,000,000","-3,000,000","122,000,000","-106,000,000","383,000,000","-74,000,000","-19,000,000","-103,000,000","-23,000,000","-138,000,000","-42,000,000","-38,000,000","-5,000,000","49,000,000","2,000,000","170,000,000","-54,000,000","-1,000,000","9,000,000","-46,800,000","-70,300,000","-42,500,000","68,600,000","-18,800,000","-70,400,000","-65,900,000","29,000,000","-56,207,000","-45,813,000","-33,830,000","36,270,000","-65,350,000","-21,847,000","-24,027,000","23,030,000","-56,018,000","-79,019,000","25,311,000","-8,182,000","17,605,000","-24,385,000","-21,720,000","19,901,000","-91,630,000","861,000","15,534,000","23,326,000","-8,926,000","-12,796,000","-8,802,000","3,935,000","-14,930,000","2,896,000","13,675,000","-6,669,000","41,465,000","7,166,000","-6,773,000","-16,797,000","-2,288,000","1,619,000","1,876,000","-3,489,000","-19,150,000","-16,706,000","-3,842,000","-7,642,000","-14,892,000","-4,060,000","-1,789,000","-1,585,000","-3,571,000","1,030,000","1,887,000","32,000","-967,000","-119,000","587,000","511,000","2,116,000","2,238,000","1,724,000","1,713,000","1,276,000","1,561,000","1,865,000","1,639,000","1,800,000","700,000","200,000","1,600,000","1,300,000","900,000"
		ProvisionandWriteOffofAssets,,,,,,,,,,,,"4,000,000","8,000,000","14,000,000","8,000,000","1,000,000","2,000,000","2,000,000","3,000,000","-5,000,000","8,000,000","9,000,000","2,800,000","5,200,000","-1,400,000","5,400,000","1,800,000","9,800,000","3,500,000","-4,900,000","1,797,000","-3,319,000","4,542,000","1,655,000","-2,414,000","2,475,000","1,781,000","1,729,000","728,000","1,675,000","1,549,000","1,124,000","1,049,000","1,016,000","3,336,000","-819,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"240,000,000","56,000,000","52,000,000","65,000,000","67,000,000","62,000,000","54,000,000","58,000,000","65,000,000","55,000,000","45,000,000","52,000,000","54,000,000","66,000,000","68,000,000","69,000,000","71,000,000","59,000,000","60,000,000","52,000,000","55,000,000","54,000,000","51,600,000","49,700,000","62,200,000","53,500,000","50,400,000","46,400,000","49,400,000","45,800,000","34,203,000","31,271,000","33,534,000","35,817,000","32,447,000","27,023,000","30,237,000","29,093,000","27,444,000","22,261,000","26,271,000","31,379,000","25,988,000","24,500,000","23,679,000","16,065,000","2,518,000","-16,977,000","1,332,000","-1,808,000","-18,745,000","11,856,000","8,386,000","11,763,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,"-5,000,000","-8,800,000","-7,000,000","-3,200,000","-14,700,000","-3,700,000","-7,800,000","-7,500,000","-9,002,000","-2,513,000","-6,181,000","-5,853,000","-14,131,000","-6,968,000","-1,992,000","-7,490,000","-23,413,000","-9,107,000","-3,107,000","-12,746,000","-8,175,000","-8,925,000","-6,249,000","-15,792,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,,"27,000,000","0","1,000,000","207,000,000","325,000,000","12,000,000","-80,000,000","43,000,000","144,000,000","106,000,000","61,000,000","-27,000,000","-21,000,000","-84,000,000","96,000,000","77,000,000","23,000,000","-37,000,000","14,000,000","-8,000,000","-55,000,000","36,800,000","-700,000","12,000,000","-2,100,000","20,700,000","19,200,000","13,800,000","-5,100,000","17,479,000","16,108,000","6,523,000","-9,835,000","373,000","20,863,000","29,652,000","1,656,000","-765,603,000","274,283,000","263,568,000","230,251,000","262,144,000","250,974,000","416,296,000","240,000","-212,000","-6,152,000","12,220,000","-7,504,000","7,845,000","-6,859,000","-2,610,000","-1,130,000","13,493,000","12,020,000","1,872,000","10,582,000","-34,463,000","11,037,000","12,135,000","8,502,000","9,185,000","8,290,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-300,000",,,,
