name,ttm,03/31/2022,12/31/2021,03/31/2021,12/31/2020
OperatingCashFlow,"-23,953,000","-102,902,000","40,000,000","24,728,000","45,890,000"
	CashFlowFromContinuingOperatingActivities,"-23,953,000","-102,902,000","40,000,000","24,728,000","45,890,000"
		NetIncomeFromContinuingOperations,"-122,212,000","-29,903,000","-23,053,000","-26,855,000","-26,203,000"
		OperatingGainsLosses,"4,085,000","592,000","3,461,000","-5,000","26,000"
			NetForeignCurrencyExchangeGainLoss,"-13,000","-37,000","-8,000","-5,000","26,000"
		DepreciationAmortizationDepletion,"5,440,000","1,416,000","1,358,000","884,000","941,000"
			DepreciationAndAmortization,"5,440,000","1,416,000","1,358,000","884,000","941,000"
		StockBasedCompensation,"107,000","23,000","27,000","23,000","17,000"
		ChangeInWorkingCapital,"88,627,000","-75,030,000","58,207,000","50,681,000","71,109,000"
			ChangeInReceivables,"-27,672,000","-15,182,000","-10,424,000","65,105,000","-64,658,000"
				ChangesInAccountReceivables,"-27,672,000","-15,182,000","-10,424,000","65,105,000","-64,658,000"
			ChangeInInventory,"-53,050,000","-27,022,000","-11,522,000","-1,312,000","-999,000"
			ChangeInPrepaidAssets,"-21,692,000","-26,364,000","5,415,000","3,284,000","1,195,000"
			ChangeInPayablesAndAccruedExpense,"63,696,000","20,020,000","-1,988,000","-4,430,000","-2,878,000"
				ChangeInPayable,"47,179,000","19,737,000","7,059,000","2,543,000","-757,000"
					ChangeInAccountPayable,"47,179,000","19,737,000","7,059,000","2,543,000","-757,000"
				ChangeInAccruedExpense,"16,517,000","283,000","-9,047,000","-6,973,000","-2,121,000"
			ChangeInOtherCurrentAssets,"2,401,000","-26,000","7,000","-41,000","-66,000"
			ChangeInOtherCurrentLiabilities,"-4,738,000","437,000","-8,000","-2,000","6,657,000"
			ChangeInOtherWorkingCapital,"129,682,000","-26,893,000","76,727,000","-11,923,000","131,858,000"
InvestingCashFlow,"-18,166,000","-1,055,000","-7,505,000","-1,363,000","-1,199,000"
	CashFlowFromContinuingInvestingActivities,"-18,166,000","-1,055,000","-7,505,000","-1,363,000","-1,199,000"
		NetPPEPurchaseAndSale,"-18,166,000","-1,055,000","-7,505,000","-1,363,000","-1,199,000"
			PurchaseOfPPE,"-18,166,000","-1,055,000","-7,505,000","-1,363,000","-1,199,000"
FinancingCashFlow,"173,796,000","0","173,796,000","0","0"
	CashFlowFromContinuingFinancingActivities,"173,796,000","0","173,796,000","0","0"
		NetCommonStockIssuance,,"0","173,796,000","0","0"
			CommonStockIssuance,,"0","173,796,000","0","0"
EndCashPosition,"257,999,000","259,044,000","363,047,000","126,322,000","103,025,000"
	ChangesInCash,"131,677,000","-103,957,000","206,291,000","23,365,000","44,691,000"
	EffectOfExchangeRateChanges,"1,045,000","-46,000","122,000","-68,000","70,000"
	BeginningCashPosition,"126,322,000","363,047,000","156,634,000","103,025,000","58,264,000"
CapitalExpenditure,"-18,166,000","-1,055,000","-7,505,000","-1,363,000","-1,199,000"
IssuanceOfCapitalStock,,"0","173,796,000","0","0"
FreeCashFlow,"-42,119,000","-103,957,000","32,495,000","23,365,000","44,691,000"
