name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991
TotalAssets,"6,058,598,000","6,191,477,000","6,327,268,000","6,358,187,000","4,674,538,000","4,654,803,000","4,692,497,000","4,783,555,000","4,730,850,000","4,805,599,000","4,824,359,000","4,786,118,000","4,717,108,000","4,600,726,000","4,653,442,000","4,583,464,000","4,678,924,000","4,929,197,000","4,925,154,000","4,861,716,000","4,872,641,000","5,065,181,000","5,015,775,000","4,976,837,000","4,894,499,000","4,908,163,000","4,963,004,000","5,001,491,000","5,114,080,000","5,169,160,000","5,325,997,000","5,397,694,000","5,405,504,000","5,150,891,000","4,963,832,000","5,112,045,000","5,218,746,000","4,876,578,000","4,972,666,000","4,995,759,000","5,033,328,000","4,998,878,000","4,988,809,000","4,926,607,000","4,905,179,000","4,875,056,000","4,771,439,000","4,737,482,000","4,706,400,000","4,647,414,000","4,669,440,000","4,598,409,000","4,322,067,000","4,280,938,000","4,340,362,000","4,376,974,000","4,473,964,000","4,439,836,000","4,434,152,000","4,393,908,000","4,457,456,000","4,342,853,000","4,330,381,000","3,802,751,000","3,852,908,000","3,909,379,000","3,833,088,000","3,408,673,000","3,340,627,000","3,239,198,000","3,217,171,000","3,069,678,000","2,998,743,000","2,879,352,000","2,897,255,000","2,749,176,000","2,671,270,000","2,586,650,000","2,450,198,000","2,371,885,000","2,343,807,000","2,238,325,000","2,274,814,000","2,260,475,000","1,161,788,000","1,122,836,000","1,150,375,000","1,133,390,000","1,132,437,000","1,117,700,000","1,117,000,000","1,141,400,000","1,170,300,000","1,132,200,000","1,143,000,000","1,136,400,000","1,094,500,000","1,063,200,000","1,016,500,000","974,800,000","954,700,000","905,300,000","799,400,000","775,900,000","765,900,000","720,500,000","707,200,000","684,700,000","670,800,000","565,700,000","567,200,000","553,700,000","541,800,000","507,500,000","488,500,000","473,600,000","459,900,000","404,800,000","393,300,000","379,600,000","366,400,000","349,100,000","345,800,000","321,300,000","304,300,000"
TotalLiabilitiesNetMinorityInterest,"4,776,830,000","4,763,090,000","4,904,166,000","4,934,147,000","3,353,222,000","3,305,593,000","3,362,604,000","3,309,165,000","3,303,341,000","3,293,686,000","3,234,901,000","3,204,562,000","3,155,212,000","3,077,724,000","3,066,547,000","3,008,848,000","3,109,755,000","3,334,402,000","3,074,264,000","3,023,620,000","3,046,955,000","3,266,479,000","2,973,608,000","2,948,642,000","2,909,985,000","2,949,809,000","2,956,214,000","2,944,307,000","2,985,436,000","3,011,216,000","3,004,785,000","3,036,923,000","3,053,522,000","2,756,477,000","2,590,471,000","2,775,257,000","2,857,703,000","2,605,998,000","2,623,268,000","2,717,616,000","2,816,537,000","2,834,425,000","2,967,046,000","2,960,243,000","3,020,439,000","3,019,193,000","2,953,232,000","2,944,504,000","2,948,697,000","2,942,819,000","3,019,980,000","3,070,738,000","2,860,003,000","2,857,353,000","3,007,447,000","3,122,367,000","3,198,109,000","3,184,766,000","3,236,011,000","3,239,654,000","3,293,482,000","3,224,306,000","3,248,420,000","2,892,748,000","2,960,637,000","3,144,333,000","3,094,616,000","2,747,291,000","2,728,968,000","2,628,179,000","2,623,446,000","2,516,943,000","2,423,369,000","2,333,047,000","2,359,588,000","2,210,968,000","2,158,092,000","2,055,086,000","1,972,551,000","1,920,735,000","1,910,893,000","1,802,606,000","1,831,526,000","1,839,505,000","812,682,000","777,669,000","810,902,000","793,541,000","798,695,000","792,000,000","797,700,000","815,100,000","841,200,000","808,000,000","827,500,000","829,800,000","796,700,000","776,000,000","741,900,000","714,500,000","708,700,000","660,700,000","578,900,000","566,400,000","557,100,000","512,500,000","512,500,000","498,800,000","496,100,000","404,200,000","407,000,000","398,800,000","391,100,000","352,600,000","352,300,000","343,300,000","335,100,000","288,900,000","282,400,000","275,600,000","267,900,000","256,500,000","257,900,000","256,200,000","243,100,000"
TotalEquityGrossMinorityInterest,"1,281,768,000","1,428,387,000","1,423,102,000","1,424,040,000","1,321,316,000","1,349,210,000","1,329,893,000","1,474,390,000","1,427,509,000","1,511,913,000","1,589,458,000","1,581,556,000","1,561,896,000","1,523,002,000","1,586,895,000","1,574,616,000","1,569,169,000","1,594,795,000","1,850,890,000","1,838,096,000","1,825,686,000","1,798,702,000","2,042,167,000","2,028,195,000","1,984,514,000","1,958,354,000","2,006,790,000","2,057,184,000","2,128,644,000","2,157,944,000","2,321,212,000","2,360,771,000","2,351,982,000","2,394,414,000","2,373,361,000","2,336,788,000","2,361,043,000","2,270,580,000","2,349,398,000","2,278,143,000","2,216,791,000","2,164,453,000","2,021,763,000","1,966,364,000","1,884,740,000","1,855,863,000","1,818,207,000","1,792,978,000","1,757,703,000","1,704,595,000","1,649,460,000","1,527,671,000","1,462,064,000","1,423,585,000","1,332,915,000","1,254,607,000","1,275,855,000","1,255,070,000","1,198,141,000","1,154,254,000","1,163,974,000","1,118,547,000","1,081,961,000","910,003,000","892,271,000","765,046,000","738,472,000","661,382,000","611,659,000","611,019,000","593,725,000","552,735,000","575,374,000","546,305,000","537,667,000","538,208,000","513,178,000","531,564,000","477,647,000","451,150,000","432,914,000","435,719,000","443,288,000","420,970,000","349,106,000","345,167,000","339,473,000","339,849,000","333,742,000","325,700,000","319,300,000","326,300,000","329,100,000","324,200,000","315,500,000","306,600,000","297,800,000","287,200,000","274,600,000","260,300,000","246,000,000","244,600,000","220,500,000","209,500,000","208,800,000","208,000,000","194,700,000","185,900,000","174,700,000","161,500,000","160,200,000","154,900,000","150,700,000","154,900,000","136,200,000","130,300,000","124,800,000","115,900,000","110,900,000","104,000,000","98,500,000","92,600,000","87,900,000","65,100,000","61,200,000"
	StockholdersEquity,"1,281,768,000","1,428,387,000","1,423,102,000","1,424,040,000","1,321,316,000","1,349,210,000","1,329,893,000","1,474,390,000","1,427,509,000","1,511,913,000","1,589,458,000","1,581,556,000","1,561,896,000","1,523,002,000","1,586,895,000","1,574,616,000","1,569,169,000","1,594,795,000","1,850,890,000","1,838,096,000","1,825,686,000","1,798,702,000","2,042,167,000","2,028,195,000","1,984,514,000","1,958,354,000","2,006,790,000","2,057,184,000","2,128,644,000","2,157,944,000","2,321,212,000","2,360,771,000","2,351,982,000","2,394,414,000","2,373,361,000","2,336,788,000","2,361,043,000","2,270,580,000","2,349,398,000","2,278,143,000","2,216,791,000","2,164,453,000","2,021,763,000","1,966,364,000","1,884,740,000","1,855,863,000","1,818,207,000","1,792,978,000","1,757,703,000","1,704,595,000","1,649,460,000","1,527,671,000","1,462,064,000","1,423,585,000","1,332,915,000","1,254,607,000","1,275,855,000","1,255,070,000","1,198,141,000","1,154,254,000","1,163,974,000","1,118,547,000","1,081,961,000","910,003,000","892,271,000","765,046,000","738,472,000","661,382,000","611,659,000","611,019,000","593,725,000","552,735,000","575,374,000","546,305,000","537,667,000","538,208,000","513,178,000","505,194,000","452,153,000","426,831,000","410,108,000","413,231,000","421,202,000","402,863,000","349,106,000","345,167,000","339,473,000","339,849,000","333,742,000","325,700,000","319,300,000","326,300,000","329,100,000","324,200,000","315,500,000","306,600,000","297,800,000","287,200,000","274,600,000","260,300,000","246,000,000","244,600,000","220,500,000","207,400,000","206,800,000","206,000,000","192,700,000","183,900,000","172,100,000","159,600,000","158,300,000","153,000,000","148,800,000","153,100,000","134,400,000","128,600,000","123,100,000","114,400,000","109,300,000","102,500,000","97,100,000","91,500,000","86,900,000","63,900,000","59,900,000"
		CapitalStock,"634,000","633,000","633,000","633,000","633,000","632,000","632,000","632,000","632,000","631,000","631,000","631,000","631,000","630,000","630,000","630,000","630,000","628,000","628,000","628,000","628,000","627,000","627,000","627,000","626,000","625,000","625,000","625,000","625,000","623,000","623,000","623,000","623,000","621,000","621,000","621,000","621,000","619,000","347,000","347,000","346,000","346,000","345,000","345,000","345,000","344,000","343,000","343,000","343,000","342,000","342,000","342,000","342,000","341,000","341,000","337,000","337,000","336,000","336,000","336,000","335,000","334,000","333,000","313,000","313,000","312,000","312,000","295,000","294,000","293,000","293,000","293,000","293,000","292,000","291,000","291,000","290,000","290,000","260,000","260,000","260,000","259,000","259,000","259,000","25,107,000","25,107,000","25,105,000","25,105,000","25,103,000","25,100,000","23,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"634,000","633,000","633,000","633,000","633,000","632,000","632,000","632,000","632,000","631,000","631,000","631,000","631,000","630,000","630,000","630,000","630,000","628,000","628,000","628,000","628,000","627,000","627,000","627,000","626,000","625,000","625,000","625,000","625,000","623,000","623,000","623,000","623,000","621,000","621,000","621,000","621,000","619,000","347,000","347,000","346,000","346,000","345,000","345,000","345,000","344,000","343,000","343,000","343,000","342,000","342,000","342,000","342,000","341,000","341,000","337,000","337,000","336,000","336,000","336,000","335,000","334,000","333,000","313,000","313,000","312,000","312,000","295,000","294,000","293,000","293,000","293,000","293,000","292,000","291,000","291,000","290,000","290,000","260,000","260,000","260,000","259,000","259,000","259,000","25,107,000","25,107,000","25,105,000","25,105,000","25,103,000","25,100,000","23,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"393,433,000","392,941,000","391,875,000","390,748,000","388,924,000","388,150,000","387,386,000","386,365,000","384,732,000","384,551,000","385,181,000","385,200,000","383,494,000","384,713,000","384,638,000","383,001,000","380,250,000","383,077,000","380,595,000","379,587,000","375,912,000","376,518,000","371,993,000","370,424,000","366,727,000","365,399,000","364,877,000","362,230,000","359,135,000","359,577,000","357,779,000","355,399,000","351,548,000","349,894,000","347,547,000","345,845,000","342,590,000","341,780,000","543,471,000","543,531,000","539,969,000","538,625,000","537,039,000","535,427,000","533,124,000","532,213,000","531,297,000","529,740,000","527,819,000","526,068,000","524,469,000","522,861,000","520,364,000","518,687,000","517,003,000","514,173,000","511,616,000","505,923,000","506,094,000","503,477,000","501,020,000","495,848,000","494,562,000","394,087,000","392,966,000","387,739,000","387,163,000","319,466,000","315,832,000","313,957,000","313,793,000","313,821,000","313,703,000","312,030,000","309,915,000","309,818,000","309,443,000","308,501,000","262,026,000","261,628,000","261,752,000","260,788,000","260,853,000","260,735,000","231,994,000","231,988,000","231,968,000","231,957,000","231,949,000","231,900,000","206,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"1,428,229,000","1,434,491,000","1,405,049,000","1,395,549,000","1,306,199,000","1,301,163,000","1,289,552,000","1,442,225,000","1,463,017,000","1,505,738,000","1,581,789,000","1,581,273,000","1,586,393,000","1,571,847,000","1,639,743,000","1,625,137,000","1,614,344,000","1,614,186,000","1,864,136,000","1,851,745,000","1,848,751,000","1,824,088,000","2,034,898,000","2,017,521,000","1,990,907,000","1,988,035,000","2,022,534,000","2,028,745,000","2,012,328,000","1,991,704,000","2,094,181,000","2,076,742,000","2,044,428,000","2,015,603,000","1,963,140,000","1,915,316,000","1,880,262,000","1,782,857,000","1,851,052,000","1,798,622,000","1,747,835,000","1,699,853,000","1,566,888,000","1,530,816,000","1,475,719,000","1,428,026,000","1,325,973,000","1,274,921,000","1,234,540,000","1,196,428,000","1,111,851,000","1,056,649,000","999,257,000","970,891,000","894,599,000","872,352,000","829,034,000","793,166,000","741,803,000","698,691,000","661,070,000","622,310,000","586,520,000","553,152,000","523,161,000","385,885,000","351,167,000","321,830,000","294,365,000","272,428,000","250,919,000","231,402,000","215,598,000","199,617,000","185,790,000","176,055,000","167,263,000","160,914,000","148,939,000","153,463,000","152,379,000","148,707,000","144,453,000","141,517,000","138,530,000","136,257,000","131,257,000","126,057,000","119,652,000","112,000,000","125,900,000","114,700,000","103,100,000","91,600,000","144,000,000","130,500,000","119,500,000","109,500,000","130,100,000","120,200,000","111,400,000","103,000,000","113,800,000","105,900,000","98,300,000","91,400,000","100,600,000","92,500,000","85,300,000","79,300,000","84,500,000","77,900,000","71,500,000","65,900,000","67,200,000","59,000,000","53,300,000","44,600,000","48,600,000","41,800,000","36,400,000","30,800,000","26,300,000",,
		TreasuryStock,"415,962,000","415,962,000","415,962,000","415,962,000","415,962,000","415,962,000","415,962,000","415,962,000","415,962,000","415,962,000","417,277,000","417,277,000","417,277,000","417,277,000","418,009,000","418,009,000","418,009,000","418,007,000","419,928,000","419,928,000","419,928,000","419,930,000","421,666,000","421,666,000","420,861,000","419,560,000","417,342,000","375,465,000","309,321,000","252,164,000","198,378,000","153,646,000","115,023,000","31,365,000","8,020,000","56,000","56,000","56,000","204,408,000","204,408,000","204,408,000","204,408,000","204,857,000","199,281,000","199,281,000","183,844,000","171,923,000","116,665,000","77,497,000","77,497,000","63,596,000","61,526,000","44,094,000","30,436,000","23,211,000","117,249,000","77,693,000","54,257,000","41,321,000","20,068,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","56,000","42,000","42,000","47,331,000","47,331,000","46,672,000","37,773,000","37,773,000","37,900,000","34,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-124,566,000","16,284,000","41,507,000","53,072,000","41,522,000","75,227,000","68,285,000","61,130,000","-4,910,000","36,955,000","39,134,000","31,729,000","8,655,000","-16,911,000","-20,107,000","-16,143,000","-8,046,000","14,911,000","25,459,000","26,064,000","20,323,000","17,399,000","56,315,000","61,289,000","47,115,000","23,855,000","36,096,000","41,049,000","65,877,000","58,204,000","67,007,000","81,653,000","70,406,000","59,661,000","70,073,000","75,062,000","137,626,000","145,380,000","158,936,000","140,051,000","133,049,000","130,037,000","122,348,000","99,057,000","74,833,000","79,124,000","132,517,000","104,639,000","72,498,000","59,254,000","76,394,000","9,345,000","-13,805,000","-35,898,000","-55,817,000","-15,006,000","12,561,000","9,902,000","-8,771,000","-28,182,000","111,000","111,000","602,000","-37,493,000","-24,113,000","-8,834,000","-114,000","19,847,000","1,224,000","24,397,000","28,776,000","7,275,000","45,836,000","34,422,000","41,727,000","52,100,000","36,238,000",,"40,984,000","11,536,000","-4,227,000",,"15,679,000","394,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
