name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,04/30/2019,03/31/2019,12/31/2018,09/30/2018,04/30/2018,12/31/2017,09/30/2017,07/31/2017,04/30/2017,12/31/2016,07/31/2016,04/30/2016,12/31/2015,09/30/2015,07/31/2015,04/30/2015,12/31/2014,09/30/2014,04/30/2014,12/31/2013,09/30/2013,04/30/2013,12/31/2012,09/30/2012,06/30/2012,04/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
OperatingCashFlow,"370,769,000","124,154,000","29,387,000","91,793,000","125,435,000","97,995,000","90,028,000","88,642,000","169,609,000","106,185,000","88,852,000","70,043,000","111,879,000","96,178,000","96,178,000","63,834,000","83,436,000","97,112,000","86,137,000","38,285,000","84,902,000","75,994,000","61,035,000","73,150,000","120,707,000","43,691,000","64,608,000","97,511,000","118,423,000","93,728,000","47,331,000","121,821,000","50,224,000","44,658,000","86,829,000","34,651,000","55,427,000","66,689,000","60,113,000","60,113,000","39,505,000","28,604,000","-6,373,000","72,554,000","77,243,000","73,510,000","72,748,000","82,549,000","69,778,000","49,872,000","58,018,000","58,341,000","46,016,000","-7,225,000","-5,522,000","61,603,000","59,382,000","52,202,000","53,658,000","49,356,000","48,801,000","28,607,000","28,078,000","45,790,000","44,816,000","39,366,000","22,868,000","6,929,000","44,809,000","37,037,000","31,306,000","9,916,000","42,289,000","17,589,000","35,036,000","-6,925,000","78,496,000","23,495,000","24,398,000","-3,637,000","83,290,000","14,917,000","17,808,000","-36,092,000"
	CashFlowFromContinuingOperatingActivities,"370,769,000","124,154,000","29,387,000","91,793,000","125,435,000","97,995,000","90,028,000","88,642,000","169,609,000","106,185,000","88,852,000","70,043,000","111,879,000","96,178,000","96,178,000","63,834,000","83,436,000","97,112,000","86,137,000","38,285,000","84,902,000","75,994,000","61,035,000","73,150,000","120,707,000","43,691,000","64,608,000","97,511,000","118,423,000","93,728,000","47,331,000","121,821,000","50,224,000","44,658,000","86,829,000","34,651,000","55,427,000","66,689,000","60,113,000","60,113,000","39,505,000","28,604,000","-6,373,000","72,554,000","77,243,000","73,510,000","72,748,000","82,549,000","69,778,000","49,872,000","58,018,000","58,341,000","46,016,000","-7,225,000","-5,522,000","61,603,000","59,382,000","52,202,000","53,658,000","49,356,000","43,292,000","34,116,000","28,078,000","45,790,000","44,816,000","39,366,000","22,868,000","6,929,000","44,809,000","37,037,000","31,306,000","9,916,000","42,289,000","17,589,000","41,206,000","-13,095,000","78,496,000","23,495,000","24,398,000","-3,637,000","83,290,000","14,917,000","17,808,000","-36,092,000"
		NetIncomeFromContinuingOperations,"220,121,000","85,589,000","39,322,000","38,852,000","56,358,000","71,655,000","55,824,000","44,347,000","57,919,000","-5,772,000","2,219,000","43,358,000","53,095,000","65,866,000","65,866,000","20,841,000","39,630,000","51,247,000","78,533,000","-33,571,000","44,740,000","60,418,000","13,042,000","51,155,000","59,363,000","32,246,000","43,796,000","51,760,000","61,389,000","28,010,000","44,599,000","61,066,000","38,520,000","32,639,000","113,275,000","38,567,000","31,231,000","28,380,000","37,943,000","37,943,000","23,038,000",,,"41,161,000","31,438,000","31,166,000","33,756,000","40,687,000","31,758,000","33,024,000","31,097,000","37,833,000","32,086,000","27,415,000","23,949,000","35,783,000","21,431,000","22,501,000","22,190,000","28,493,000","15,836,000","22,569,000","19,724,000","22,914,000","11,732,000","11,845,000","17,657,000","19,997,000","7,463,000","14,629,000","14,958,000","13,724,000","17,203,000","12,459,000","-9,344,000","-5,660,000","-32,930,000","8,203,000","6,049,000","1,723,000","-5,792,000","8,477,000","3,703,000","-20,681,000"
		OperatingGainsLosses,"1,223,000","194,000","612,000","208,000","209,000","277,000","-106,000","-6,963,000","190,000","116,702,000","747,000","746,000","747,000","994,000","994,000","2,102,000","1,043,000","4,309,000","-18,000","1,942,000","-1,209,000","-30,487,000","-490,000","3,501,000","-1,894,000","-1,201,000","-1,402,000","-1,404,000","-1,871,000","13,071,000","-2,319,000","-3,092,000","-471,000","778,000","-51,948,000","18,505,000","-1,637,000","-3,726,000","483,000","-11,572,000","-27,103,000","28,452,000","-38,779,000","-386,000","-13,689,000","3,721,000","8,161,000","12,124,000","19,499,000","12,891,000","22,018,000","10,717,000",,,"-1,210,000","1,181,000","-749,000","276,000","1,010,000","1,636,000","-605,000","1,788,000","-3,631,000","5,201,000","5,282,000","8,036,000","10,096,000","2,286,000","6,311,000","526,000","2,228,000","8,623,000","1,654,000","6,451,000","8,502,000","5,170,000","51,532,000","-230,000","3,358,000","2,138,000","4,078,000","-2,994,000","4,059,000","-1,691,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,"0",,"0","0","0","0","-28,875,000",,,,,,,,"0","0","0","0","1,249,000","-51,320,000",,,,"0",,,,,,"0","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"1,223,000","194,000","612,000","208,000","209,000","277,000","-106,000","-6,963,000","190,000","116,702,000","747,000","746,000","747,000","994,000","994,000","2,102,000","1,043,000","4,309,000","-18,000","1,942,000","-1,209,000","-1,612,000","-490,000","3,501,000","-1,894,000","-1,201,000","-1,402,000","-1,404,000","-1,871,000","13,071,000","-2,319,000","-3,092,000","-471,000","-471,000","-628,000","18,505,000","-1,637,000","-3,726,000","483,000","-11,572,000","10,935,000","-7,666,000","-2,661,000","-386,000","425,000","425,000","393,000","599,000","1,180,000","1,179,000","1,180,000","1,573,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"138,596,000","43,423,000","31,874,000","31,680,000","31,619,000","41,386,000","31,379,000","32,162,000","33,180,000","44,663,000","32,884,000","33,196,000","33,329,000","44,819,000","44,819,000","32,175,000","32,662,000","44,189,000","32,431,000","32,972,000","34,128,000","47,188,000","32,274,000","32,598,000","43,467,000","32,471,000","29,419,000","30,468,000","39,817,000","30,275,000","29,487,000","39,292,000","28,722,000","29,837,000","34,189,000","25,939,000","24,757,000","22,255,000","29,739,000","29,739,000","22,932,000","22,816,000","20,898,000","27,992,000","19,682,000","19,778,000","20,021,000","25,637,000","18,931,000","19,064,000","18,656,000","24,277,000","18,994,000","17,373,000","16,033,000","20,912,000","15,504,000","15,357,000","15,116,000","20,117,000","15,515,000","14,796,000","15,113,000","18,826,000","14,647,000","13,530,000","13,427,000","17,740,000","13,945,000","13,258,000","12,597,000","16,902,000","11,677,000","12,607,000","12,489,000","17,162,000","17,277,000","18,130,000","16,655,000","21,903,000","19,023,000","16,877,000","16,893,000","21,022,000"
			DepreciationAndAmortization,"138,596,000","43,423,000","31,874,000","31,680,000","31,619,000","41,386,000","31,379,000","32,162,000","33,180,000","44,663,000","32,884,000","33,196,000","33,329,000","44,819,000","44,819,000","32,175,000","32,662,000","44,189,000","32,431,000","32,972,000","34,128,000","47,188,000","32,274,000","32,598,000","43,467,000","32,471,000","29,419,000","30,468,000","39,817,000","30,275,000","29,487,000","39,292,000","28,722,000","29,837,000","34,189,000","25,939,000","24,757,000","22,255,000","29,739,000","29,739,000","22,932,000","22,816,000","20,898,000","27,992,000","19,682,000","19,778,000","20,021,000","25,637,000","18,931,000","19,064,000","18,656,000","24,277,000","18,994,000","17,373,000","16,033,000","20,912,000","15,504,000","15,357,000","15,116,000","20,117,000","15,515,000","14,796,000","15,113,000","18,826,000","14,647,000","13,530,000","13,427,000","17,740,000","13,945,000","13,258,000","12,597,000","16,902,000","11,677,000","12,607,000","12,489,000","17,162,000","17,277,000","18,130,000","16,655,000","21,903,000","19,023,000","16,877,000","16,893,000","21,022,000"
		DeferredTax,"11,959,000","9,248,000","8,071,000","-7,502,000","2,142,000","4,066,000","2,929,000","-4,004,000","-474,000","-29,605,000","10,039,000","1,049,000","3,907,000","3,614,000","3,614,000","518,000","-1,313,000","5,132,000","-42,830,000","-21,804,000","1,283,000","2,045,000","-13,363,000","-1,141,000","-2,387,000","7,264,000","4,683,000","2,458,000","3,888,000","997,000","-669,000","4,434,000","11,118,000","-38,000","-3,140,000","8,295,000","2,145,000","437,000","573,000","573,000","8,820,000","-4,801,000","-2,451,000","-3,268,000","6,525,000","-1,114,000","-1,047,000","-476,000","6,982,000","-1,106,000","-846,000","-1,723,000","5,886,000","-840,000","-4,105,000","1,873,000","-2,525,000","-2,142,000","56,000","-1,464,000","-8,592,000","2,816,000","-2,749,000","-3,119,000","738,000","-1,360,000","9,213,000","3,817,000","7,448,000","7,423,000","6,785,000","8,156,000","3,830,000","2,807,000","-2,152,000","5,846,000","-8,257,000","6,695,000","3,373,000","1,079,000","-2,650,000","2,874,000","1,303,000","-9,023,000"
			DeferredIncomeTax,"11,959,000","9,248,000","8,071,000","-7,502,000","2,142,000","4,066,000","2,929,000","-4,004,000","-474,000","-29,605,000","10,039,000","1,049,000","3,907,000","3,614,000","3,614,000","518,000","-1,313,000","5,132,000","-42,830,000","-21,804,000","1,283,000","2,045,000","-13,363,000","-1,141,000","-2,387,000","7,264,000","4,683,000","2,458,000","3,888,000","997,000","-669,000","4,434,000","11,118,000","-38,000","-3,140,000","8,295,000","2,145,000","437,000","573,000","573,000","8,820,000","-4,801,000","-2,451,000","-3,268,000","6,525,000","-1,114,000","-1,047,000","-476,000","6,982,000","-1,106,000","-846,000","-1,723,000","5,886,000","-840,000","-4,105,000","1,873,000","-2,525,000","-2,142,000","56,000","-1,464,000","-8,592,000","2,816,000","-2,749,000","-3,119,000","738,000","-1,360,000","9,213,000","3,817,000","7,448,000","7,423,000","6,785,000","8,156,000","3,830,000","2,807,000","-2,152,000","5,846,000","-8,257,000","6,695,000","3,373,000","1,079,000","-2,650,000","2,874,000","1,303,000","-9,023,000"
