name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017
TotalRevenue,"544,704,000","129,380,000","196,198,000","116,678,000","102,447,339","82,915,419","129,677,733","74,742,200","61,945,410","54,372,407","92,175,369","52,097,232","48,146,415","40,958,363","64,177,558","41,685,929","33,249,012","26,768,798","39,041,375","24,391,450","20,745,349","17,632,239"
	OperatingRevenue,"544,704,000","129,380,000","196,198,000","116,678,000","102,447,339","82,915,419","129,677,733","74,742,200","61,945,410","54,372,407","92,175,369","52,097,232","48,146,415","40,958,363","64,177,558","41,685,929","33,249,012","26,768,798","39,041,375","24,391,450","20,745,349","17,632,239"
CostOfRevenue,"251,327,000","63,272,000","86,577,000","58,062,000","43,415,701","36,839,311","54,552,855","33,434,372","30,889,870","27,088,838","47,016,413","25,843,532","23,861,242","19,965,868","28,669,301","18,799,108","15,410,442","12,121,625","16,111,276","10,724,293","9,213,593","8,544,099"
GrossProfit,"293,377,000","66,108,000","109,621,000","58,616,000","59,031,638","46,076,108","75,124,878","41,307,828","31,055,540","27,283,569","45,158,956","26,253,700","24,285,173","20,992,495","35,508,257","22,886,821","17,838,570","14,647,173","22,930,099","13,667,157","11,531,756","9,088,140"
OperatingExpense,"254,549,000","63,463,000","85,417,000","55,645,000","50,023,290","43,818,251","53,360,254","38,774,730","32,093,964","35,662,647","39,829,507","33,120,734","29,232,075","30,316,559","27,265,662","25,578,301","24,658,131","20,272,436","20,383,241","15,729,321","13,866,721","12,275,702"
	SellingGeneralAndAdministration,"246,449,000","60,802,000","83,306,000","53,919,000","48,420,747","41,398,547","51,780,866","36,920,808","30,550,062","34,026,987","38,320,517","31,743,075","28,026,279","29,250,942","26,644,920","24,494,121","23,899,447","20,272,436","21,904,702","14,893,502","13,528,187","12,275,702"
		GeneralAndAdministrativeExpense,"176,150,000","44,901,000","57,776,000","38,087,000","35,385,196","30,718,182","36,193,677","25,945,632","23,383,525","25,831,402","27,843,745","24,484,791","21,956,376","23,861,612","21,448,783","19,329,422","23,899,447","20,272,436","27,680,214","12,095,035","13,528,187","12,275,702"
			OtherGandA,"176,150,000","44,901,000","57,776,000","38,087,000","35,385,196","30,718,182","36,193,677","25,945,632","23,383,525","25,831,402","27,843,745","24,484,791","21,956,376","23,861,612","21,448,783","19,329,422","23,899,447","20,272,436","27,680,214","12,095,035","13,528,187","12,275,702"
		SellingAndMarketingExpense,"70,299,000","15,901,000","25,530,000","15,832,000","13,035,551","10,680,365","15,587,189","10,975,176","7,166,537","8,195,585","10,476,772","7,258,284","6,069,903","5,389,330","5,196,137","5,164,699",,,,"2,798,467",,
	DepreciationAmortizationDepletionIncomeStatement,"8,100,000","2,661,000","2,111,000","1,726,000","1,602,543","2,419,704","1,579,388","1,853,922","1,543,902","1,635,660","1,508,990","1,377,659","1,205,796","1,065,617","620,742","1,084,180","758,684",,,"835,819","338,534",
