name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
TotalAssets,"474,474,000","527,671,000","540,098,000","577,188,000","593,264,000","347,625,000","364,436,000","377,816,000","389,718,000","393,024,000","164,227,000","79,357,000","85,400,000","92,479,000"
	CurrentAssets,"464,639,000","517,334,000","529,442,000","567,098,000","590,018,000","344,599,000","361,220,000","374,856,000","386,668,000","392,706,000","163,928,000","79,048,000","85,132,000","92,218,000"
		CashCashEquivalentsAndShortTermInvestments,"443,187,000","493,991,000","498,903,000","543,628,000","571,295,000","322,330,000","344,897,000","367,585,000","383,491,000","389,397,000","161,605,000","75,299,000","84,275,000","90,509,000"
			CashAndCashEquivalents,"176,203,000","206,953,000","252,221,000","345,649,000","353,685,000","53,048,000","44,787,000","133,873,000","190,645,000","208,929,000","54,144,000","10,495,000","84,275,000","85,526,000"
			OtherShortTermInvestments,"266,984,000","287,038,000","246,682,000","197,979,000","217,610,000","269,282,000","300,110,000","233,712,000","192,846,000","180,468,000","107,461,000","64,804,000","0","4,983,000"
		Receivables,"0","1,750,000",,,,,,,,,,,,
			AccountsReceivable,"0","1,750,000",,,,,,,,,,,,
		PrepaidAssets,"19,026,000","20,430,000","29,437,000","22,282,000","17,783,000","20,776,000","15,656,000","6,678,000","2,860,000","2,824,000","2,100,000","1,654,000","185,000","1,686,000"
		CurrentDeferredAssets,"480,000","455,000","405,000","405,000","405,000","405,000","405,000","338,000",,,,"2,032,000","626,000",
		OtherCurrentAssets,"1,946,000","708,000","697,000","783,000","535,000","1,088,000","262,000","255,000","317,000","485,000","223,000","63,000","46,000","23,000"
	TotalNonCurrentAssets,"9,835,000","10,337,000","10,656,000","10,090,000","3,246,000","3,026,000","3,216,000","2,960,000","3,050,000","318,000","299,000","309,000","268,000","261,000"
		NetPPE,"9,071,000","9,545,000","9,887,000","9,100,000","1,979,000","2,869,000","3,059,000","2,803,000","2,893,000","195,000","176,000","186,000","145,000","138,000"
			GrossPPE,"9,071,000","10,117,000","9,887,000","9,100,000","1,979,000","3,071,000","3,059,000","2,803,000","2,893,000","252,000","176,000","186,000","145,000","145,000"
				Properties,,"0",,,,"0",,,,"0",,,,"0"
				MachineryFurnitureEquipment,,"2,313,000",,,,"497,000",,,,"137,000",,,,"8,000"
				OtherProperties,"9,071,000","6,453,000","9,887,000","9,100,000","1,979,000","2,420,000","3,059,000","2,803,000","2,893,000",,"176,000","186,000","145,000","31,000"
				Leases,,"1,351,000",,,,"154,000",,,,"115,000",,,,"106,000"
			AccumulatedDepreciation,,"-572,000",,,,"-202,000",,,,"-57,000",,,,"-7,000"
		NonCurrentPrepaidAssets,,,"400,000","700,000",,,,,,,,,,
		OtherNonCurrentAssets,"764,000","792,000","369,000","290,000","1,267,000","157,000","157,000","157,000","157,000","123,000","123,000","123,000","123,000","123,000"
TotalLiabilitiesNetMinorityInterest,"20,786,000","25,645,000","21,770,000","16,850,000","8,350,000","8,694,000","7,177,000","6,013,000","4,777,000","3,108,000","1,697,000","126,346,000","124,165,000","909,000"
	CurrentLiabilities,"15,923,000","20,213,000","15,779,000","10,309,000","6,628,000","6,853,000","5,119,000","4,069,000","2,652,000","2,958,000","1,533,000","2,275,000","2,165,000","807,000"
