name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
TotalRevenue,"1,076,371,000","276,628,000","273,400,000","269,155,000","257,188,000","232,096,000","233,195,000","220,807,000","169,030,000","249,901,000","268,823,000","262,474,000","246,955,000","235,942,000","243,740,000","241,096,000","234,863,000","223,074,000","218,246,000","222,380,000","208,864,000","197,323,000","194,796,000","186,232,000","173,428,000","158,613,000","153,731,000","143,559,000","133,913,000","118,508,000","109,887,000","102,455,000","88,787,000","76,407,000","70,651,000","61,181,000","55,023,000","46,133,000","41,157,000","36,371,000","32,653,000","27,385,000","24,905,000","22,302,000","19,578,000","16,500,000","15,274,000"
	OperatingRevenue,"1,039,047,000","266,417,000","264,313,000","259,831,000","248,486,000","225,791,000","226,620,000","215,579,000","166,201,000","242,732,000","261,860,000","256,172,000","240,989,000","230,340,000","238,067,000","235,544,000","229,688,000","223,074,000","213,625,000","218,119,000","208,864,000","190,109,000","208,243,000","179,481,000","167,397,000","152,615,000","146,927,000","136,883,000","127,489,000","105,197,000","101,779,000","94,450,000","84,740,000","72,650,000","67,296,000","58,077,000","51,845,000","43,725,000","33,328,000","36,371,000","32,653,000","27,385,000","24,905,000","22,302,000","19,578,000","16,500,000","15,274,000"
CostOfRevenue,"86,652,000","23,429,000","24,045,000","21,185,000","17,993,000","14,874,000","15,321,000","13,193,000","11,825,000","16,847,000","16,656,000","16,514,000","14,975,000","14,265,000","14,254,000","14,177,000","14,708,000","14,732,000","16,236,000","19,312,000","18,056,000","16,914,000","15,604,000","14,594,000","15,087,000","15,078,000","15,000,000","14,259,000","13,057,000","8,699,000","7,286,000","6,174,000","5,845,000","5,077,000","4,926,000","4,277,000","4,018,000","3,340,000","3,003,000","2,501,000","2,298,000","2,126,000","1,833,000","1,537,000","1,285,000","1,276,000","969,000"
GrossProfit,"989,719,000","253,199,000","249,355,000","247,970,000","239,195,000","217,222,000","217,874,000","207,614,000","157,205,000","233,054,000","252,167,000","245,960,000","231,980,000","221,677,000","229,486,000","226,919,000","220,155,000","208,342,000","202,010,000","203,068,000","190,808,000","180,409,000","179,192,000","171,638,000","158,341,000","143,535,000","138,731,000","129,300,000","120,856,000","109,809,000","102,601,000","96,281,000","82,942,000","71,330,000","65,725,000","56,904,000","51,005,000","42,793,000","38,154,000","33,870,000","30,355,000","25,259,000","23,072,000","20,765,000","18,293,000","15,224,000","14,305,000"
OperatingExpense,"954,006,000","257,655,000","229,762,000","226,325,000","240,264,000","225,845,000","203,380,000","197,754,000","189,242,000","260,304,000","234,521,000","236,410,000","219,783,000","225,559,000","216,762,000","216,538,000","212,534,000","213,169,000","195,510,000","196,225,000","183,943,000","185,623,000","167,216,000","169,678,000","159,528,000","157,808,000","145,144,000","140,012,000","120,806,000","114,058,000","94,609,000","91,737,000","79,815,000","75,934,000","67,633,000","58,685,000","51,585,000","46,672,000","42,027,000","35,822,000","32,293,000","35,000,000","31,829,000","24,154,000","19,516,000","18,026,000","15,322,000"
	SellingGeneralAndAdministration,"610,750,000","165,480,000","142,238,000","144,296,000","158,736,000","144,770,000","131,798,000","132,188,000","122,691,000","180,833,000","160,534,000","167,358,000","152,977,000","155,608,000","150,932,000","152,061,000","149,236,000","151,648,000","137,788,000","139,735,000","131,193,000","135,601,000","120,922,000","124,150,000","117,866,000","117,397,000","108,194,000","103,939,000","87,294,000","83,203,000","70,242,000","69,736,000","61,055,000","58,291,000","52,307,000","44,661,000","40,951,000","36,958,000","33,363,000","28,289,000","26,296,000","29,499,000","27,219,000","19,663,000","15,931,000","14,888,000","12,562,000"
		GeneralAndAdministrativeExpense,"143,338,000","39,383,000","28,859,000","30,001,000","45,095,000","31,861,000","29,625,000","30,887,000","26,402,000","43,536,000","34,164,000","39,703,000","30,932,000","31,292,000","29,677,000","30,302,000","28,583,000","32,007,000","26,704,000","26,694,000","25,961,000","26,315,000","27,372,000","24,876,000","23,464,000","21,769,000","20,659,000","20,990,000","19,280,000","19,937,000","16,662,000","15,185,000","13,257,000","13,170,000","13,460,000","10,535,000","10,148,000","8,764,000","7,852,000","6,987,000","5,963,000","10,729,000","11,195,000","4,766,000","3,584,000","3,617,000","2,712,000"
			SalariesAndWages,,,,,,,,,,,"5,001,000","5,249,000","6,313,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"143,338,000","39,383,000","28,859,000","30,001,000","45,095,000","31,861,000","29,625,000","30,887,000","26,402,000","43,536,000","34,164,000","39,703,000","30,932,000","31,292,000","29,677,000","30,302,000","28,583,000","32,007,000","26,704,000","26,694,000","25,961,000","26,315,000","27,372,000","24,876,000","23,464,000","21,769,000","20,659,000","20,990,000","19,280,000","19,937,000","16,662,000","15,185,000","13,257,000","13,170,000","13,460,000","10,535,000","10,148,000","8,764,000","7,852,000","6,987,000","5,963,000","10,729,000","11,195,000","4,766,000","3,584,000","3,617,000","2,712,000"
		SellingAndMarketingExpense,"467,412,000","126,097,000","113,379,000","114,295,000","113,641,000","112,909,000","102,173,000","101,301,000","96,289,000","137,297,000","126,370,000","127,655,000","122,045,000","124,316,000","121,255,000","121,759,000","120,653,000","119,641,000","111,084,000","113,041,000","105,232,000","109,286,000","93,550,000","99,274,000","94,402,000","95,628,000","87,535,000","82,949,000","68,014,000","63,266,000","53,580,000","54,551,000","47,798,000","45,121,000","38,847,000","34,126,000","30,803,000","28,194,000","25,511,000","21,302,000","20,333,000","18,770,000","16,024,000","14,897,000","12,347,000","11,271,000","9,850,000"
