name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"1,813,312,467","2,046,016,585","6,021,435,199","5,883,337,460"
EnterpriseValue,"1,526,317,467","1,738,571,585","5,703,672,199","5,592,275,460"
PsRatio,"9.688","5.659","38.538","40.329"
PbRatio,"5.988","6.706","18.871",
EnterprisesValueRevenueRatio,"8.153","32.763","115.403","122.98"
EnterprisesValueEBITDARatio,"-17.638","-82.436","-276.85","-155.795"
