name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011
TotalRevenue,"2,845,694,000","674,081,000","901,119,000","664,751,000","605,743,000","502,051,000","745,078,000","558,572,000","491,658,000","434,077,000","791,182,000","626,336,000","516,558,000","424,850,000","622,085,000","480,983,000","388,303,000","311,639,000","419,723,000","328,653,000","279,964,000","242,448,000","306,461,000","244,789,000","212,753,000","185,952,000","220,024,000","174,420,000","148,326,000","125,665,000","147,392,000","116,029,000","101,547,000","85,907,000","99,910,000","78,633,000","66,873,000","57,207,000","65,225,000","52,045,000","44,483,000","37,191,000","43,199,000","31,173,000","25,949,000","20,639,000","22,781,000"
	OperatingRevenue,"2,845,694,000","674,081,000","901,119,000","664,751,000","605,743,000","502,051,000","745,078,000","558,572,000","491,658,000","434,077,000","791,182,000","626,336,000","516,558,000","424,850,000","622,085,000","480,983,000","388,303,000","311,639,000","419,723,000","328,653,000","279,964,000","242,448,000","306,461,000","244,789,000","212,753,000","185,952,000","220,024,000","174,420,000","148,326,000","125,665,000","147,392,000","116,029,000","101,547,000","85,907,000","99,910,000","78,633,000","66,873,000","57,207,000","65,225,000","52,045,000","44,483,000","37,191,000","43,199,000","31,173,000","25,949,000","20,639,000","22,781,000"
CostOfRevenue,"764,219,000","202,156,000","190,366,000","188,290,000","183,407,000","171,906,000","149,896,000","136,780,000","132,052,000","128,617,000","127,838,000","107,819,000","98,308,000","95,823,000","93,733,000","89,225,000","83,748,000","77,970,000","74,203,000","64,167,000","59,876,000","58,163,000","58,263,000","48,674,000","44,616,000","39,500,000","35,406,000","30,591,000","25,040,000","23,085,000","21,540,000","17,580,000","15,071,000","14,187,000","11,198,000","10,525,000","7,421,000","6,681,000","6,635,000","5,879,000","4,645,000","4,265,000","3,435,000","3,193,000","2,973,000","2,004,000","2,319,000"
GrossProfit,"2,081,475,000","471,925,000","710,753,000","476,461,000","422,336,000","330,145,000","595,182,000","421,792,000","359,606,000","305,460,000","663,344,000","518,517,000","418,250,000","329,027,000","528,352,000","391,758,000","304,555,000","233,669,000","345,520,000","264,486,000","220,088,000","184,285,000","248,198,000","196,115,000","168,137,000","146,452,000","184,618,000","143,829,000","123,286,000","102,580,000","125,852,000","98,449,000","86,476,000","71,720,000","88,712,000","68,108,000","59,452,000","50,526,000","58,590,000","46,166,000","39,838,000","32,926,000","39,764,000","27,980,000","22,976,000","18,635,000","20,462,000"
OperatingExpense,"3,084,644,000","763,612,000","789,439,000","764,827,000","766,766,000","765,492,000","681,780,000","587,309,000","599,065,000","594,072,000","671,113,000","566,002,000","505,147,000","474,013,000","504,195,000","441,764,000","408,413,000","355,135,000","369,434,000","315,301,000","302,197,000","281,742,000","319,306,000","287,068,000","251,764,000","244,595,000","263,649,000","216,174,000","188,854,000","173,559,000","182,951,000","146,700,000","146,833,000","121,823,000","121,196,000","84,930,000","72,756,000","66,223,000","64,514,000","51,546,000","44,378,000","39,115,000","40,369,000","31,024,000","26,250,000","20,398,000","21,778,000"
	SellingGeneralAndAdministration,"2,046,577,000","507,921,000","531,917,000","499,682,000","507,057,000","518,294,000","470,397,000","397,087,000","401,768,000","401,948,000","473,600,000","407,115,000","371,037,000","344,723,000","373,044,000","324,042,000","301,674,000","268,778,000","285,472,000","241,221,000","230,423,000","210,444,000","243,710,000","201,409,000","184,540,000","177,224,000","197,532,000","159,988,000","140,546,000","128,861,000","135,616,000","107,166,000","112,654,000","92,081,000","94,936,000","65,969,000","56,546,000","51,759,000","51,229,000","40,472,000","34,987,000","31,012,000","33,035,000","24,549,000","20,836,000","16,060,000","16,934,000"
		GeneralAndAdministrativeExpense,"472,872,000","112,708,000","122,486,000","112,750,000","124,928,000","162,186,000","100,398,000","73,941,000","78,081,000","82,724,000","106,484,000","88,092,000","72,264,000","65,762,000","69,183,000","59,819,000","57,844,000","50,742,000","47,651,000","35,857,000","39,139,000","36,496,000","52,895,000","34,079,000","34,312,000","32,073,000","36,090,000","29,857,000","28,760,000","26,872,000","27,921,000","21,446,000","32,676,000","21,003,000","18,600,000","12,917,000","11,912,000","10,446,000","10,884,000","7,625,000","7,247,000","6,846,000","6,590,000","5,370,000","4,446,000","3,292,000","2,688,000"
			OtherGandA,"472,872,000","112,708,000","122,486,000","112,750,000","124,928,000","162,186,000","100,398,000","73,941,000","78,081,000","82,724,000","106,484,000","88,092,000","72,264,000","65,762,000","69,183,000","59,819,000","57,844,000","50,742,000","47,651,000","35,857,000","39,139,000","36,496,000","52,895,000","34,079,000","34,312,000","32,073,000","36,090,000","29,857,000","28,760,000","26,872,000","27,921,000","21,446,000","32,676,000","21,003,000","18,600,000","12,917,000","11,912,000","10,446,000","10,884,000","7,625,000","7,247,000","6,846,000","6,590,000","5,370,000","4,446,000","3,292,000","2,688,000"
		SellingAndMarketingExpense,"1,573,705,000","395,213,000","409,431,000","386,932,000","382,129,000","356,108,000","369,999,000","323,146,000","323,687,000","319,224,000","367,116,000","319,023,000","298,773,000","278,961,000","303,861,000","264,223,000","243,830,000","218,036,000","237,821,000","205,364,000","191,284,000","173,948,000","190,815,000","167,330,000","150,228,000","145,151,000","161,442,000","130,131,000","111,786,000","101,989,000","107,695,000","85,720,000","79,978,000","71,078,000","76,336,000","53,052,000","44,634,000","41,313,000","40,345,000","32,847,000","27,740,000","24,166,000","26,445,000","19,179,000","16,390,000","12,768,000","14,246,000"
	ResearchAndDevelopment,"1,038,067,000","255,691,000","257,522,000","265,145,000","259,709,000","247,198,000","211,383,000","190,222,000","197,297,000","192,124,000","197,513,000","158,887,000","134,110,000","129,290,000","131,151,000","117,722,000","106,739,000","86,357,000","83,962,000","74,080,000","71,774,000","71,298,000","75,596,000","85,659,000","67,224,000","67,371,000","66,117,000","56,186,000","48,308,000","44,698,000","47,335,000","39,534,000","34,179,000","29,742,000","26,260,000","18,961,000","16,210,000","14,464,000","13,285,000","11,074,000","9,391,000","8,103,000","7,334,000","6,475,000","5,414,000","4,338,000","4,844,000"
