name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989
OperatingCashFlow,"864,288,000","66,908,000","968,517,000","-252,145,000","81,008,000","171,169,000","1,059,248,000","85,996,000","-3,188,000","32,901,000","1,207,104,000","-299,298,000","-66,180,000","227,560,000","1,333,712,000","-174,193,000","277,144,000","-243,223,000","1,467,977,000","11,229,000","205,616,000","-210,162,000","1,434,551,000","31,594,000","157,360,000","-145,586,000","1,477,471,000","-44,515,000","144,178,000","-430,624,000","1,330,783,000","147,259,000","205,933,000","13,654,000","1,087,965,000","126,663,000","279,739,000","11,674,000","1,172,395,000","29,476,000","185,266,000","-112,137,000","1,110,204,000","13,488,000","-9,456,000","-32,865,000","552,658,000","140,124,000","124,346,000","184,154,000","709,611,000","179,203,000","120,034,000","-35,363,000","619,600,000","-3,528,000","113,284,000","-50,955,000","667,954,000","71,172,000","101,375,000","-19,925,000","463,811,000","46,970,000","86,999,000","-107,027,000","403,270,000","124,561,000","53,658,000","-20,143,000","431,927,000","155,163,000","96,960,000","42,886,000","504,045,000","171,844,000","6,164,000","-139,766,000","258,062,000","125,302,000","130,872,000","131,348,000","347,384,000","242,753,000","56,619,000","38,959,000","226,339,000","142,718,000","-3,488,000","77,745,000","166,600,000","252,500,000","-9,900,000","14,200,000","164,800,000","312,600,000","-51,400,000","6,700,000","225,200,000","219,900,000","5,500,000","4,100,000","236,600,000","295,500,000","61,900,000","117,500,000","235,200,000","193,500,000","-97,600,000","-7,400,000","224,600,000","256,900,000","-19,500,000","17,400,000","194,500,000","173,400,000","-87,500,000","13,400,000","139,000,000","110,200,000","-84,200,000","-41,900,000","117,600,000","179,200,000","-34,700,000","25,100,000","229,700,000","153,700,000","-57,800,000","-41,200,000","155,700,000","77,300,000","-41,600,000","-18,600,000"
	CashFlowFromContinuingOperatingActivities,"858,198,000","66,908,000","968,517,000","-252,145,000","74,918,000","148,977,000","1,044,767,000","49,964,000","-10,454,000","-27,967,000","1,207,104,000","-299,299,000","-79,392,000","227,560,000","1,333,712,000","-174,193,000","277,144,000","-243,223,000","1,467,977,000","11,229,000","205,616,000","-210,162,000","1,434,551,000","31,594,000","157,360,000","-145,586,000","1,477,471,000","-44,515,000","144,178,000","-430,624,000","1,330,783,000","147,259,000","205,933,000","13,654,000","1,087,965,000","126,663,000","279,739,000","11,674,000","1,172,395,000","29,476,000","185,266,000","-112,137,000","1,110,204,000","13,488,000","-9,456,000","-32,865,000","552,658,000","140,124,000","124,346,000","184,154,000","709,611,000","179,203,000","120,034,000","-35,363,000","619,669,000","-3,497,000","113,592,000","-50,292,000","668,198,000","71,069,000","77,240,000","-4,503,000","425,651,000","46,970,000","86,999,000","-107,027,000","403,270,000","124,561,000","53,658,000","-20,143,000","431,927,000","155,347,000","96,960,000","46,022,000","502,757,000","172,670,000","4,392,000","-136,115,000","188,163,000","125,302,000","130,872,000","131,348,000","347,384,000","242,753,000","56,619,000","38,959,000","226,339,000","142,718,000","-3,488,000","77,745,000","166,600,000","252,500,000","-9,900,000","14,200,000","164,800,000","312,600,000","-51,400,000","6,700,000","225,200,000","219,900,000","5,500,000","4,100,000","236,600,000","295,500,000","61,900,000","117,500,000","235,200,000","193,500,000","-97,600,000","-7,400,000","224,600,000","256,900,000","-19,500,000","17,400,000","194,500,000","173,400,000","-87,500,000","13,400,000","139,000,000","110,200,000","-84,200,000","-41,900,000","117,600,000","179,200,000","-34,700,000","25,100,000","229,700,000","153,700,000","-57,800,000","-41,200,000","155,700,000","77,300,000","-41,600,000","-18,600,000"
		NetIncomeFromContinuingOperations,"1,386,941,000","80,842,000","688,074,000","293,780,000","324,245,000","114,706,000","327,659,000","243,246,000","-277,742,000","-569,851,000","452,747,000","649,001,000","97,249,000","128,804,000","463,509,000","507,121,000","160,358,000","252,793,000","-90,269,000","386,140,000","109,889,000","209,163,000","264,333,000","498,489,000","51,015,000","260,269,000","312,209,000","459,864,000","170,811,000","288,709,000","122,101,000","470,529,000","157,682,000","297,193,000","367,667,000","433,761,000","138,274,000","270,417,000","334,168,000","381,318,000","155,425,000","215,227,000","257,994,000","301,412,000",,,"55,309,000","243,254,000","111,490,000","163,459,000","64,985,000","218,061,000","74,978,000","100,434,000","115,863,000","233,875,000","103,978,000","149,032,000","164,408,000","207,207,000","81,662,000","138,344,000","108,592,000","197,707,000","99,032,000","128,185,000","101,982,000","181,865,000","99,987,000","122,868,000","125,303,000","155,437,000","90,088,000","103,874,000","105,633,000","125,289,000","74,945,000","92,066,000","76,600,000","128,249,000","88,866,000","-448,258,000","-112,597,000","103,560,000","69,381,000","77,486,000","5,373,000","100,362,000","80,804,000","80,577,000","97,200,000","103,900,000","79,500,000","85,600,000","103,800,000","119,600,000","86,800,000","78,100,000","93,100,000","108,700,000","78,900,000","70,200,000","82,600,000","91,100,000","69,900,000","55,900,000","-35,600,000","69,700,000","65,200,000","58,000,000","74,900,000","87,800,000","58,900,000","52,900,000","61,100,000","76,800,000","55,800,000","52,700,000","70,500,000","76,600,000","46,200,000","43,700,000","48,400,000","53,700,000","30,700,000","28,500,000","-10,000,000","45,500,000","22,400,000","23,200,000","40,300,000","51,900,000","45,500,000","38,300,000"
		OperatingGainsLosses,"3,645,000","0",,,,"-11,313,000","-4,158,000","-4,151,000","-3,802,000","47,557,000","15,553,000","-3,288,000","-2,837,000","147,000","3,327,000","29,791,000","-5,003,000","18,065,000","24,905,000","-250,000","2,771,000","2,415,000","0","3,801,000","110,786,000","9,731,000","11,630,000","9,013,000","10,348,000","-239,700,000","-39,655,000","12,118,000","11,750,000","5,923,000","17,567,000","20,325,000","20,860,000","-86,854,000","-60,159,000","19,122,000","-21,277,000","17,829,000","14,193,000","10,124,000","11,212,000","10,817,000","-85,487,000","15,447,000","13,866,000","10,324,000","-78,729,000","-76,827,000","23,069,000","18,338,000","-11,230,000","-5,644,000","2,165,000","8,390,000","16,291,000","28,367,000","-10,719,000","-23,082,000","45,950,000","6,673,000","-4,320,000","-43,554,000","60,763,000","13,863,000","-83,000","-36,924,000","35,930,000","15,509,000","6,770,000","-22,989,000","-53,274,000","33,075,000","30,627,000","6,786,000","-28,129,000","1,608,000","-5,331,000","532,266,000","248,826,000","-24,079,000","-5,917,000","1,367,000","114,964,000","1,453,000","3,142,000","3,569,000","28,100,000","2,300,000",,,,,"-11,400,000","6,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,"0",,,"147,000","3,327,000","29,791,000","-5,003,000","18,065,000","24,905,000","-250,000","2,771,000","2,415,000","0","3,801,000",,,,,,,,,,,"0","0",,,"-2,485,000","-255,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,"-11,313,000","-4,158,000","-4,151,000","-3,802,000","-12,215,000","15,553,000","-3,288,000","-2,837,000","-4,782,000","1,337,000","-942,000","2,537,000","1,413,000","7,421,000","4,614,000","5,206,000","7,781,000","55,139,000","13,905,000","10,230,000","9,731,000","11,630,000","9,013,000","10,348,000","-239,700,000","-39,655,000","12,118,000","11,750,000","5,923,000","17,567,000","20,325,000","20,860,000","-86,854,000","-77,872,000","19,377,000","20,468,000","17,829,000","14,193,000","10,124,000","11,212,000","10,817,000","-85,487,000","15,447,000","13,866,000","10,324,000","-78,729,000","-76,827,000","23,069,000","18,338,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"266,935,000","67,283,000","65,099,000","66,503,000","68,050,000","64,501,000","65,727,000","75,827,000","63,026,000","-224,161,000","170,651,000","161,951,000","159,178,000","84,644,000","71,366,000","73,865,000","71,130,000","71,532,000","82,913,000","75,682,000","65,470,000","66,438,000","76,086,000","68,019,000","69,442,000","68,030,000","73,771,000","69,039,000","63,385,000","65,880,000","74,364,000","69,318,000","67,184,000","64,017,000","72,164,000","64,394,000","58,767,000","57,948,000","71,173,000","56,012,000","57,868,000","52,903,000","66,691,000","44,289,000","42,814,000","44,941,000","50,016,000","43,448,000","38,863,000","41,069,000","49,537,000","42,032,000","44,435,000","34,448,000","49,046,000","39,223,000","40,679,000","37,223,000","36,984,000","34,291,000","32,990,000","36,962,000","24,833,000","34,277,000","35,685,000","31,710,000","36,602,000","32,826,000","33,734,000","30,102,000","35,869,000","46,363,000","29,482,000","29,003,000","26,223,000","26,542,000","23,809,000","27,889,000","29,088,000","26,024,000","27,668,000","26,894,000","40,899,000","41,695,000","42,778,000","43,600,000","44,679,000","43,974,000","42,656,000","42,113,000","42,000,000","42,800,000","42,100,000","40,500,000","39,600,000","40,500,000","39,400,000","41,900,000","36,800,000","39,500,000","40,500,000","39,500,000","40,100,000","38,500,000","41,500,000","40,400,000","41,300,000","42,700,000","41,200,000","42,500,000","40,000,000","41,900,000","39,000,000","37,600,000","30,400,000","31,900,000","29,200,000","34,300,000","22,600,000","29,900,000","28,700,000","27,100,000","23,600,000","23,000,000","22,400,000","22,000,000","25,300,000","24,700,000","23,100,000","24,800,000","20,400,000","24,800,000","23,300,000","22,500,000"
			DepreciationAndAmortization,"266,935,000","67,283,000","65,099,000","66,503,000","68,050,000","64,501,000","65,727,000","75,827,000","63,026,000","-224,161,000","170,651,000","161,951,000","159,178,000","84,644,000","71,366,000","73,865,000","71,130,000","71,532,000","82,913,000","75,682,000","65,470,000","66,438,000","76,086,000","68,019,000","69,442,000","68,030,000","73,771,000","69,039,000","63,385,000","65,880,000","74,364,000","69,318,000","67,184,000","64,017,000","72,164,000","64,394,000","58,767,000","57,948,000","71,173,000","56,012,000","57,868,000","52,903,000","66,691,000","44,289,000","42,814,000","44,941,000","50,016,000","43,448,000","38,863,000","41,069,000","49,537,000","42,032,000","44,435,000","34,448,000","49,046,000","39,223,000","40,679,000","37,223,000","36,984,000","34,291,000","32,990,000","36,962,000","24,833,000","34,277,000","35,685,000","31,710,000","36,602,000","32,826,000","33,734,000","30,102,000","35,869,000","46,363,000","29,482,000","29,003,000","26,223,000","26,542,000","23,809,000","27,889,000","29,088,000","26,024,000","27,668,000","26,894,000","40,899,000","41,695,000","42,778,000","43,600,000","44,679,000","43,974,000","42,656,000","42,113,000","42,000,000","42,800,000","42,100,000","40,500,000","39,600,000","40,500,000","39,400,000","41,900,000","36,800,000","39,500,000","40,500,000","39,500,000","40,100,000","38,500,000","41,500,000","40,400,000","41,300,000","42,700,000","41,200,000","42,500,000","40,000,000","41,900,000","39,000,000","37,600,000","30,400,000","31,900,000","29,200,000","34,300,000","22,600,000","29,900,000","28,700,000","27,100,000","23,600,000","23,000,000","22,400,000","22,000,000","25,300,000","24,700,000","23,100,000","24,800,000","20,400,000","24,800,000","23,300,000","22,500,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,104,000","42,865,000","42,561,000","40,913,000","44,821,000","39,401,000","37,098,000","36,490,000","44,341,000","34,124,000","35,440,000","35,064,000","41,805,000","28,307,000","26,995,000","30,096,000","35,219,000","29,133,000","25,089,000","27,396,000","34,591,000","26,348,000","30,233,000","22,035,000","27,577,000","26,046,000","27,034,000","24,402,000","25,459,000","22,731,000","22,622,000","23,728,000","18,184,000","24,665,000","24,070,000","23,455,000","27,201,000","24,715,000","25,434,000","22,199,000","29,182,000","34,016,000","23,707,000","23,963,000",,,,,,,,,"32,062,000","32,956,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,260,000","26,453,000","24,623,000","23,104,000","27,343,000","24,993,000","21,669,000","21,458,000","26,832,000","21,888,000","22,428,000","17,839,000","24,886,000","15,982,000","15,819,000","14,845,000","14,797,000","14,315,000","13,774,000","13,673,000","14,946,000","15,684,000","14,202,000","12,413,000","21,469,000","13,177,000","13,645,000","12,821,000","11,525,000","11,560,000","10,368,000","13,234,000","6,649,000","9,612,000","11,615,000","8,255,000","9,401,000","8,111,000","8,300,000","7,903,000","6,687,000","12,347,000","5,775,000","5,040,000",,,,,,,,,"8,837,000","8,739,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
