name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,06/30/2000,03/31/2000
TotalRevenue,"165,872,000","38,582,000","42,642,000","41,045,000","43,603,000","42,812,000","41,140,000","35,630,000","34,468,000","30,041,000","32,671,000","33,553,000","29,725,000","30,644,000","28,645,000","30,561,000","30,215,000","29,949,000","30,398,000","29,967,000","29,346,000","30,824,000","29,327,000","28,918,000","28,174,000","26,957,000","23,350,000","22,239,000","22,291,000","22,088,000","21,805,000","20,810,000","20,907,000","21,287,000","21,301,000","21,908,000","20,453,000","22,021,000","19,429,000","18,709,000","18,443,000","20,900,000","19,463,000","17,517,000","18,267,000","19,041,000","17,697,000","17,333,000","17,783,000","16,272,000","15,570,000","17,499,000","15,361,000","13,730,000","13,140,000","13,062,000","12,754,000","13,990,000","12,420,000","10,447,000","9,617,000","13,860,000",,,,,,,,,"6,559","7,075"
	OperatingRevenue,"165,872,000","38,582,000","42,642,000","41,045,000","43,603,000","42,812,000","41,140,000","35,630,000","34,468,000","30,041,000","32,671,000","33,553,000","29,725,000","30,644,000","28,645,000","30,561,000","30,215,000","29,949,000","30,398,000","29,967,000","29,346,000","30,824,000","29,327,000","28,918,000","28,174,000","26,957,000","23,350,000","22,239,000","22,291,000","22,088,000","21,805,000","20,810,000","20,907,000","21,287,000","21,301,000","21,908,000","20,453,000","22,021,000","19,429,000","18,709,000","18,443,000","20,900,000","19,463,000","17,517,000","18,267,000","19,041,000","17,697,000","17,333,000","17,783,000","16,272,000","15,570,000","17,499,000","15,361,000","13,730,000","13,140,000","13,062,000","12,754,000","13,990,000","12,420,000","10,447,000","9,617,000","13,860,000",,,,,,,,,"6,559","7,075"
PretaxIncome,"90,974,000","19,470,000","21,913,000","22,158,000","27,433,000","25,623,000","17,480,000","11,677,000","14,692,000","6,176,000","13,173,000","17,984,000","10,484,000","11,381,000","12,261,000","12,157,000","12,505,000","12,789,000","13,970,000","12,651,000","12,217,000","12,908,000","12,471,000","11,069,000","10,666,000","5,589,000","9,021,000","7,192,000","7,705,000","7,588,000","7,735,000","7,225,000","8,355,000","8,807,000","7,896,000","7,782,000","6,827,000","7,378,000","5,027,000","6,179,000","6,098,000","7,643,000","3,344,000","5,731,000","6,685,000","7,560,000","5,804,000","2,610,000","6,528,000","5,221,000","6,205,000","4,982,000","3,201,000","4,304,000","4,948,000","5,083,000","5,575,000","7,406,000","-6,885,000","4,920,000","3,523,000","7,394,000",,,,,,,,,"60,983","55,525"
TaxProvision,"24,870,000","5,343,000","5,810,000","6,078,000","7,639,000","6,946,000","4,418,000","3,095,000","3,899,000","1,625,000","3,052,000","4,845,000","2,280,000","2,610,000","2,314,000","3,081,000","1,893,000","2,344,000","15,686,000","4,525,000","3,807,000","2,960,000","4,273,000","3,782,000","3,681,000","1,929,000","3,464,000","2,515,000","3,410,000","2,586,000","2,857,000","2,496,000","2,915,000","3,588,000","2,940,000","2,682,000","2,528,000","2,586,000","1,786,000","2,285,000","2,150,000","2,695,000","-466,000","2,035,000","2,338,000","2,590,000","1,973,000","215,000","2,342,000","1,840,000","2,175,000","1,795,000","1,079,000","1,569,000","1,562,000","1,808,000","2,010,000","1,801,000","-7,367,000","1,855,000","1,256,000","2,701,000",,,,,,,,,"54,153","24,327"
NetIncomeCommonStockholders,"66,104,000","14,127,000","16,103,000","16,080,000","19,794,000","18,677,000","13,062,000","8,582,000","10,793,000","4,551,000","10,121,000","13,139,000","8,204,000","8,771,000","9,947,000","9,076,000","10,612,000","10,445,000","-1,716,000","8,126,000","8,410,000","9,948,000","8,198,000","7,287,000","6,985,000","3,660,000","5,557,000","4,677,000","4,295,000","5,002,000","4,878,000","4,729,000","5,440,000","5,219,000","4,956,000","5,100,000","4,299,000","4,792,000","3,241,000","3,894,000","3,948,000","4,948,000","3,810,000","3,696,000","4,347,000","4,970,000","3,831,000","2,395,000","4,186,000","3,381,000","4,030,000","3,187,000","2,122,000","2,735,000","3,386,000","3,275,000","3,565,000","5,605,000","482,000","3,065,000","2,267,000","4,693,000","2,710,000","2,711,000","2,711,000","2,711,000","3,290,000","3,290,000","3,290,000","3,290,000","6,830","31,198"
	NetIncome,"66,104,000","14,127,000","16,103,000","16,080,000","19,794,000","18,677,000","13,062,000","8,582,000","10,793,000","4,551,000","10,121,000","13,139,000","8,204,000","8,771,000","9,947,000","9,076,000","10,612,000","10,445,000","-1,716,000","8,126,000","8,410,000","9,948,000","8,198,000","7,287,000","6,985,000","3,660,000","5,557,000","4,677,000","4,295,000","5,002,000","4,878,000","4,729,000","5,440,000","5,219,000","4,956,000","5,100,000","4,299,000","4,792,000","3,241,000","3,894,000","3,948,000","4,948,000","3,810,000","3,696,000","4,347,000","4,970,000","3,831,000","2,395,000","4,186,000","3,381,000","4,030,000","3,187,000","2,122,000","2,735,000","3,386,000","3,275,000","3,565,000","5,605,000","482,000","3,065,000","2,267,000","4,693,000","2,710,000","2,711,000","2,711,000","2,711,000","3,290,000","3,290,000","3,290,000","3,290,000","6,830","31,198"
		NetIncomeIncludingNoncontrollingInterests,"66,104,000","14,127,000","16,103,000","16,080,000","19,794,000","18,677,000","13,062,000","8,582,000","10,793,000","4,551,000","10,121,000","13,139,000","8,204,000","8,771,000","9,947,000","9,076,000","10,612,000","10,445,000","-1,716,000","8,126,000","8,410,000","9,948,000","8,198,000","7,287,000","6,985,000","3,660,000","5,557,000","4,677,000","4,295,000","5,002,000","4,878,000","4,729,000","5,440,000","5,219,000","4,956,000","5,100,000","4,299,000","4,792,000","3,241,000","3,894,000","3,948,000","4,948,000","3,810,000","3,696,000","4,347,000","4,970,000","3,831,000","2,395,000","4,186,000","3,381,000","4,030,000","3,187,000","2,122,000","2,735,000","3,386,000","3,275,000","3,565,000","5,605,000","482,000","3,065,000","2,267,000","4,693,000","2,710,000","2,711,000","2,711,000","2,711,000","3,290,000","3,290,000","3,290,000","3,290,000","6,830","31,198"
			NetIncomeContinuousOperations,"66,104,000","14,127,000","16,103,000","16,080,000","19,794,000","18,677,000","13,062,000","8,582,000","10,793,000","4,551,000","10,121,000","13,139,000","8,204,000","8,771,000","9,947,000","9,076,000","10,612,000","10,445,000","-1,716,000","8,126,000","8,410,000","9,948,000","8,198,000","7,287,000","6,985,000","3,660,000","5,557,000","4,677,000","4,295,000","5,002,000","4,878,000","4,729,000","5,440,000","5,219,000","4,956,000","5,100,000","4,299,000","4,792,000","3,241,000","3,894,000","3,948,000","4,948,000","3,810,000","3,696,000","4,347,000","4,970,000","3,831,000","2,395,000","4,186,000","3,381,000","4,030,000","3,187,000","2,122,000","2,735,000","3,386,000","3,275,000","3,565,000","5,605,000","482,000","3,065,000","2,267,000","4,693,000","2,710,000","2,711,000","2,711,000","2,711,000","3,290,000","3,290,000","3,290,000","3,290,000","6,830","31,198"
DilutedNIAvailtoComStockholders,"66,104,000","14,127,000","16,103,000","16,080,000","19,794,000","18,677,000","13,062,000","8,582,000","10,793,000","4,551,000","10,121,000","13,139,000","8,204,000","8,771,000","9,947,000","9,076,000","10,612,000","10,445,000","-1,716,000","8,126,000","8,410,000","9,948,000","8,198,000","7,287,000","6,985,000","3,660,000","5,557,000","4,677,000","4,295,000","5,002,000","4,878,000","4,729,000","5,440,000","5,219,000","4,956,000","5,100,000","4,299,000","4,792,000","3,241,000","3,894,000","3,948,000","4,948,000","3,810,000","3,696,000","4,347,000","4,970,000","3,831,000","2,395,000","4,186,000","3,381,000","4,030,000","3,187,000","2,122,000","2,735,000","3,386,000","3,275,000","3,565,000","5,605,000","482,000","3,065,000","2,267,000","4,693,000","2,710,000","2,711,000","2,711,000","2,711,000","3,290,000","3,290,000","3,290,000","3,290,000","6,830","31,198"
BasicEPS,,"0.3","0.34","0.33","0.4","0.38","0.26","0.17","0.23","0.1","0.22","0.28","0.18","0.19","0.21","0.19","0.23","0.23","-0.04","0.18","0.19","0.22","0.18","0.16","0.16","0.08","0.13","0.11","0.1","0.11","0.11","0.1","0.11","0.1","0.09","0.09","0.08","0.09","0.06","0.1","0.1","0.13",,"0.09","0.11","0.12",,"0.06","0.1","0.08",,"0.08","0.05","0.06",,"0.08","0.08","0.13",,"0.068","0.05","0.104",,"0.12","0.12","0.12",,"0.15","0.15","0.15","0.02","0.07"
DilutedEPS,,"0.3","0.34","0.33","0.4","0.38","0.26","0.17","0.23","0.1","0.21","0.28","0.17","0.19","0.21","0.19","0.23","0.22","-0.04","0.17","0.18","0.21","0.18","0.16","0.15","0.08","0.13","0.11","0.1","0.11","0.11","0.1","0.11","0.1","0.09","0.09","0.08","0.09","0.06","0.1","0.1","0.13",,"0.09","0.11","0.12",,"0.06","0.1","0.08",,"0.08","0.05","0.06",,"0.08","0.08","0.13",,"0.068","0.05","0.104",,"0.12","0.12","0.12",,"0.15","0.15","0.15","0.02","0.07"
