name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004
TotalRevenue,"4,629,624,000","1,355,490,000","1,172,419,000","1,032,730,000","1,068,985,000","895,881,000","830,306,000","762,250,000","896,126,000","772,408,000","870,943,000","799,804,000","854,234,000","743,499,000","931,509,000","971,118,000","981,662,000","835,110,000","826,983,000","716,737,000","672,883,000","631,124,000","651,954,000","528,968,000","524,270,000","532,721,000","638,964,000","519,618,000","573,594,000","471,225,000","503,014,000","443,322,000","428,069,000","373,755,000","356,362,000","309,016,000","322,333,000","278,034,000","291,487,000","270,707,000","275,896,000","240,178,000","249,915,000","247,885,000","260,303,000","234,288,000","240,813,000","207,178,000","201,664,000","189,276,000","181,977,000","148,521,000","123,453,000","109,540,000","128,565,000","144,051,000","148,866,000","136,755,000","136,933,000","117,949,000","110,945,000","105,659,000","113,602,000","90,187,000","82,949,000","82,950,000","68,321,000","68,321,000","52,940,000","52,941,000","52,941,000","52,941,000"
	OperatingRevenue,"4,629,624,000","1,355,490,000","1,172,419,000","1,032,730,000","1,068,985,000","895,881,000","830,306,000","762,250,000","896,126,000","772,408,000","870,943,000","799,804,000","854,234,000","743,499,000","931,509,000","971,118,000","981,662,000","835,110,000","826,983,000","716,737,000","672,883,000","631,124,000","651,954,000","528,968,000","524,270,000","532,721,000","638,964,000","519,618,000","573,594,000","471,225,000","503,014,000","443,322,000","428,069,000","373,755,000","356,362,000","309,016,000","322,333,000","278,034,000","291,487,000","270,707,000","275,896,000","240,178,000","249,915,000","247,885,000","260,303,000","234,288,000","240,813,000","207,178,000","201,664,000","189,276,000","181,977,000","148,521,000","123,453,000","109,540,000","128,565,000","144,051,000","148,866,000","136,755,000","136,933,000","117,949,000","110,945,000","105,659,000","113,602,000","90,187,000","82,949,000","82,950,000","68,321,000","68,321,000","52,940,000","52,941,000","52,941,000","52,941,000"
CostOfRevenue,"3,971,456,000","1,144,715,000","1,008,676,000","894,591,000","923,474,000","772,864,000","694,211,000","632,335,000","772,609,000","639,048,000","732,539,000","668,875,000","722,200,000","631,172,000","803,587,000","847,879,000","849,333,000","729,193,000","721,289,000","630,683,000","584,693,000","542,798,000","558,576,000","448,904,000","450,474,000","453,569,000","532,602,000","447,403,000","483,828,000","394,405,000","418,562,000","374,129,000","361,672,000","316,491,000","301,270,000","262,224,000","276,310,000","239,141,000","251,365,000","235,692,000","233,448,000","199,449,000","207,301,000","208,259,000","220,271,000","196,432,000","200,634,000","174,141,000","170,755,000","160,011,000","151,668,000","124,012,000","102,998,000","93,213,000","104,473,000","116,215,000","120,439,000","111,929,000","109,678,000","94,904,000","91,003,000","87,592,000","94,587,000","72,202,000",,,,,,,,
GrossProfit,"658,168,000","210,775,000","163,743,000","138,139,000","145,511,000","123,017,000","136,095,000","129,915,000","123,517,000","133,360,000","138,404,000","130,929,000","132,034,000","112,327,000","127,922,000","123,239,000","132,329,000","105,917,000","105,694,000","86,054,000","88,190,000","88,326,000","93,378,000","80,064,000","73,796,000","79,152,000","106,362,000","72,215,000","89,766,000","76,820,000","84,452,000","69,193,000","66,397,000","57,264,000","55,092,000","46,792,000","46,023,000","38,893,000","40,122,000","35,015,000","42,448,000","40,729,000","42,614,000","39,626,000","40,032,000","37,856,000","40,179,000","33,037,000","30,909,000","29,265,000","30,309,000","24,509,000","20,455,000","16,327,000","24,092,000","27,836,000","28,427,000","24,826,000","27,255,000","23,045,000","19,942,000","18,067,000","19,015,000","17,985,000",,,,,,,,
OperatingExpense,"449,133,000","120,998,000","112,694,000","109,011,000","106,430,000","105,962,000","98,730,000","99,469,000","114,089,000","117,814,000","110,589,000","98,064,000","101,894,000","99,468,000","102,181,000","94,746,000","90,814,000","84,732,000","82,999,000","76,735,000","67,695,000","65,911,000","61,615,000","59,862,000","61,957,000","54,707,000","57,236,000","50,775,000","48,979,000","45,372,000","41,567,000","37,567,000","39,857,000","35,792,000","34,888,000","34,749,000","33,595,000","33,453,000","32,514,000","33,333,000","33,256,000","31,139,000","28,896,000","26,112,000","25,430,000","22,698,000","23,255,000","21,028,000","19,525,000","18,731,000","17,942,000","18,049,000","16,731,000","15,912,000","16,818,000","15,996,000","17,849,000","16,555,000","15,019,000","13,859,000","11,830,000","11,906,000","11,591,000","9,777,000",,,,,,,,
	SellingGeneralAndAdministration,"188,720,000","50,129,000","47,223,000","43,868,000","47,500,000","48,050,000","46,001,000","44,671,000","47,341,000","68,228,000","55,017,000","48,492,000","55,705,000","54,668,000","56,257,000","51,752,000","48,206,000","42,448,000","43,455,000","36,067,000","26,797,000","30,041,000","27,582,000","26,671,000","27,809,000","23,451,000","26,972,000","22,449,000","21,238,000","19,830,000","16,102,000","16,058,000","16,834,000","15,222,000","14,460,000","14,513,000","14,038,000","14,847,000","13,690,000","15,112,000","15,676,000","13,977,000","13,239,000","12,288,000","12,267,000","10,496,000","10,958,000","10,582,000","9,281,000","8,974,000","9,188,000","9,422,000","7,895,000","7,280,000","7,857,000","7,911,000","9,055,000","8,505,000","8,032,000","7,153,000","6,296,000","6,763,000","6,034,000","4,960,000",,,,,,,,
		GeneralAndAdministrativeExpense,"99,955,000","27,773,000","25,263,000","22,244,000","24,675,000","26,224,000","25,261,000","24,379,000","26,261,000","46,342,000","33,040,000","28,298,000","35,014,000","36,174,000","36,580,000","33,460,000","30,311,000","23,555,000","25,460,000","19,271,000","11,588,000","12,874,000","9,429,000","10,755,000","10,145,000","8,984,000","10,511,000","8,200,000","7,043,000","7,334,000","4,944,000","5,056,000","6,079,000","5,806,000","5,484,000","5,648,000","5,677,000","6,134,000","5,745,000","6,346,000","6,285,000","5,802,000","5,207,000","4,578,000","4,855,000","3,958,000","4,257,000","4,374,000","4,008,000","3,461,000","4,050,000","4,888,000","3,823,000","3,281,000",,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,"552,000",,,,,,,,,,,,,,,"2,630,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"99,955,000","27,773,000","25,263,000","22,244,000","24,675,000","26,224,000","25,261,000","24,379,000","26,261,000","46,342,000","33,040,000","28,298,000","35,014,000","36,174,000","36,580,000","33,460,000","30,311,000","23,555,000","25,460,000","19,271,000","11,588,000","12,874,000","9,429,000","10,755,000","10,145,000","8,984,000","10,511,000","8,200,000","7,043,000","7,334,000","4,944,000","5,056,000","6,079,000","5,806,000","5,484,000","5,648,000","5,677,000","6,134,000","5,745,000","6,346,000","6,285,000","5,802,000","5,207,000","4,578,000","4,855,000","3,958,000","4,257,000","4,374,000","4,008,000","3,461,000","4,050,000","4,888,000","3,823,000","3,281,000",,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"88,765,000","22,356,000","21,960,000","21,624,000","22,825,000","21,826,000","20,740,000","20,292,000","21,080,000","21,886,000","21,977,000","20,194,000","20,691,000","18,494,000","19,677,000","18,292,000","17,895,000","18,893,000","17,995,000","16,796,000","15,209,000","17,167,000","18,153,000","15,916,000","17,664,000","14,467,000","16,461,000","14,249,000","14,195,000","12,496,000","11,158,000","11,002,000","10,755,000","9,416,000","8,976,000","8,865,000","8,361,000","8,713,000","7,945,000","8,766,000","9,391,000","8,175,000","8,032,000","7,710,000","7,412,000","6,538,000","6,701,000","6,208,000","5,273,000","5,513,000","5,138,000","4,534,000","4,072,000","3,999,000",,,,,,,,,,,,,,,,,,
