name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997
OperatingCashFlow,"247,343,000","74,597,000","47,163,000","58,735,000","66,848,000","58,122,000","46,366,000","16,229,000","36,653,000","26,391,000","182,159,000","21,844,000","19,420,000","1,076,000","18,329,000","23,209,000","26,697,000","15,729,000","27,442,000","24,562,000","24,088,000","5,947,000","27,742,000","26,258,000","23,610,000","20,291,000","24,799,000","24,655,000","25,061,000","17,672,000","12,475,000","30,609,000","26,235,000","16,243,000","23,463,000","29,001,000","24,635,000","21,572,000","22,151,000","-19,631,000","27,743,000","21,567,000","9,166,000","19,387,000","34,964,000","5,675,000","-5,602,000","13,708,000","35,087,000","16,779,000","9,642,000","16,089,000","17,391,000","1,849,000","4,138,000","6,532,000","15,639,000","9,892,000","18,196,000","22,205,000","15,922,000","6,286,000","6,531,000","5,643,000","7,789,000","9,267,000","14,046,000","6,929,000","8,627,000","6,422,000","4,829,000","8,427,000","11,722,000","5,133,000","7,204,000","8,471,000","3,622,000","1,089,000","6,619,000","7,615,000","10,980,000","6,320,000","9,029,000","-966,000","2,395,000","5,765,000","8,195,000","399,000","3,870,000","1,752,000","3,252,000","10,230,000","3,926,000","5,482,000","6,639,000","6,594,000","3,319,000","1,950,000","4,100,000","1,800,000"
	CashFlowFromContinuingOperatingActivities,"247,343,000","74,597,000","47,163,000","58,735,000","66,848,000","58,122,000","46,366,000","16,229,000","36,653,000","26,391,000","182,159,000","21,844,000","19,420,000","1,076,000","18,329,000","23,209,000","26,697,000","15,729,000","27,442,000","24,562,000","24,088,000","5,947,000","27,742,000","26,258,000","23,610,000","20,291,000","24,799,000","24,655,000","25,061,000","17,672,000","12,475,000","30,609,000","26,235,000","16,243,000","23,463,000","29,001,000","24,635,000","21,572,000","22,151,000","-19,631,000","27,743,000","21,567,000","9,166,000","19,387,000","34,964,000","5,675,000","-5,602,000","13,708,000","35,087,000","16,779,000","9,642,000","16,089,000","17,391,000","1,849,000","4,138,000","6,532,000","15,639,000","9,892,000","18,196,000","22,205,000","15,922,000","6,286,000","6,531,000","5,643,000","7,789,000","9,267,000","14,046,000","6,929,000","8,627,000","6,422,000","4,829,000","8,427,000","11,722,000","5,133,000","7,204,000","8,471,000","3,622,000","1,089,000","6,619,000","7,615,000","10,980,000","6,320,000","9,029,000","-966,000","2,395,000","5,765,000","8,195,000","399,000","3,870,000","1,752,000","3,252,000","10,230,000","3,926,000","5,482,000","6,639,000","6,594,000","3,319,000","1,950,000","4,100,000","1,800,000"
		NetIncomeFromContinuingOperations,"170,863,000","46,248,000","40,700,000","42,034,000","41,881,000","39,798,000","27,278,000","14,820,000","13,192,000","15,886,000","158,291,000","17,099,000","10,845,000","7,233,000","22,736,000","17,667,000","15,381,000","14,200,000","-16,898,000","16,506,000","13,902,000","14,099,000","13,617,000","14,165,000","11,265,000","8,843,000","12,701,000","11,513,000","8,590,000","6,343,000","14,354,000","16,111,000","16,716,000","12,363,000","16,037,000","16,654,000","13,672,000","10,903,000","9,717,000","-44,406,000","-7,176,000","7,461,000","6,326,000","7,512,000","10,599,000","9,854,000","8,930,000","12,633,000","15,587,000","12,314,000","9,184,000","9,152,000","4,529,000","404,000","-20,654,000","7,637,000","7,611,000","7,209,000","6,588,000","6,753,000","6,777,000","6,506,000","3,037,000","2,661,000","4,506,000","-779,000","251,000","5,665,000","5,047,000","4,735,000","4,516,000","5,705,000","5,028,000","5,118,000","5,271,000","4,751,000","4,153,000","3,910,000","3,561,000","2,302,000","2,129,000","1,586,000","1,263,000","921,000","670,000","3,872,000","4,581,000","5,096,000","5,227,000","4,861,000","7,515,000","6,768,000","5,300,000","4,894,000","4,207,000","4,340,000","2,153,000","1,978,000","2,400,000","1,500,000"
		OperatingGainsLosses,"3,163,000","75,000","905,000","2,162,000","21,000","17,000","214,000","19,000","262,000","30,000","35,000","62,000","56,000","96,000","98,000","395,000","22,000","38,000","36,000","286,000","0","38,000","116,000","68,000","70,000","78,000","91,000","270,000",,,"80,000","11,000","0","159,000","-148,000","0","17,000",,"0","0","0","-1,000","0","0",,,"14,000","5,000","-362,000","13,000","5,000","0",,,"0","1,000","13,000","-27,000","885,000",,,,,,,,,"704,000","112,000","275,000","2,045,000","379,000","606,000","1,545,000","213,000","3,664,000","1,884,000","1,178,000","-1,278,000","45,000","1,120,000","552,000","982,000","170,000","150,000","299,000","960,000","195,000","315,000","-246,000","-4,093,000","854,000","2,934,000","142,000","85,000","12,000","-87,000","154,000","300,000","700,000"
			GainLossOnSaleOfPPE,"3,163,000","75,000","905,000","2,162,000","21,000","17,000","214,000","19,000","262,000","30,000","35,000","62,000","56,000","96,000","98,000","395,000","22,000","38,000","36,000","286,000","0","38,000","116,000","68,000","70,000","78,000","91,000","270,000","0","0","80,000","11,000","0","159,000","-148,000","0","17,000","0","0","0","0","-1,000","0","0","-41,000","0","14,000","5,000","-362,000","13,000","5,000","0","-10,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"35,595,000","9,132,000","8,849,000","8,920,000","8,694,000","8,485,000","7,748,000","7,078,000","6,671,000","6,605,000","6,301,000","6,188,000","6,049,000","5,865,000","5,849,000","5,977,000","6,080,000","6,279,000","6,503,000","6,307,000","5,923,000","5,724,000","5,754,000","5,761,000","5,853,000","6,107,000","6,021,000","5,900,000","5,764,000","5,818,000","5,384,000","5,351,000","5,394,000","5,827,000","5,904,000","5,936,000","5,835,000","5,817,000","5,672,000","5,642,000","5,185,000","3,921,000","4,249,000","4,108,000","4,033,000","3,925,000","3,537,000","3,344,000","3,201,000","2,933,000","2,790,000","2,572,000","2,482,000","2,496,000","2,491,000","3,179,000","2,425,000","1,721,000","1,465,000","2,074,000","2,025,000","1,941,000","1,933,000","1,869,000","1,778,000","1,517,000","1,334,000","1,555,000","1,647,000","1,728,000","1,719,000","1,686,000","1,692,000","1,783,000","1,692,000","1,740,000","1,693,000","1,721,000","1,671,000","1,669,000","1,662,000","1,682,000","2,071,000","1,749,000","1,545,000","1,579,000","1,212,000","1,122,000","994,000","861,000","863,000","809,000","808,000","751,000","756,000","810,000","767,000","701,000","700,000","600,000"
			DepreciationAndAmortization,"35,595,000","9,132,000","8,849,000","8,920,000","8,694,000","8,485,000","7,748,000","7,078,000","6,671,000","6,605,000","6,301,000","6,188,000","6,049,000","5,865,000","5,849,000","5,977,000","6,080,000","6,279,000","6,503,000","6,307,000","5,923,000","5,724,000","5,754,000","5,761,000","5,853,000","6,107,000","6,021,000","5,900,000","5,764,000","5,818,000","5,384,000","5,351,000","5,394,000","5,827,000","5,904,000","5,936,000","5,835,000","5,817,000","5,672,000","5,642,000","5,185,000","3,921,000","4,249,000","4,108,000","4,033,000","3,925,000","3,537,000","3,344,000","3,201,000","2,933,000","2,790,000","2,572,000","2,482,000","2,496,000","2,491,000","3,179,000","2,425,000","1,721,000","1,465,000","2,074,000","2,025,000","1,941,000","1,933,000","1,869,000","1,778,000","1,517,000","1,334,000","1,555,000","1,647,000","1,728,000","1,719,000","1,686,000","1,692,000","1,783,000","1,692,000","1,740,000","1,693,000","1,721,000","1,671,000","1,669,000","1,662,000","1,682,000","2,071,000","1,749,000","1,545,000","1,579,000","1,212,000","1,122,000","994,000","861,000","863,000","809,000","808,000","751,000","756,000","810,000","767,000","701,000","700,000","600,000"
				Depreciation,"32,409,000","8,408,000","8,054,000","8,126,000","7,821,000","7,453,000","6,672,000","6,002,000","5,581,000","5,488,000","4,928,000","4,831,000","4,821,000","4,610,000","4,549,000","4,678,000","4,760,000","4,931,000","5,051,000","4,854,000","4,357,000","4,112,000","4,142,000","4,149,000","4,206,000","4,315,000","4,229,000","4,168,000","4,035,000","4,032,000","4,035,000","4,002,000","3,876,000","3,971,000","4,026,000","4,094,000","3,993,000","3,975,000","3,830,000","3,799,000","3,895,000","3,732,000","4,035,000","3,865,000","3,790,000","3,682,000",,,,,,,,,,,"2,462,000","2,387,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"3,186,000","724,000","795,000","794,000","873,000","1,032,000","1,076,000","1,076,000","1,090,000","1,117,000","1,373,000","1,357,000","1,228,000","1,255,000","1,300,000","1,299,000","1,320,000","1,348,000","1,452,000","1,453,000","1,566,000","1,612,000","1,612,000","1,612,000","1,647,000","1,792,000","1,792,000","1,732,000","1,729,000","1,786,000","1,349,000","1,349,000","1,518,000","1,856,000","1,878,000","1,842,000","1,842,000","1,842,000","1,842,000","1,843,000","1,290,000","189,000","214,000","243,000","243,000","243,000",,,,,,,,,,,"-37,000","-666,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,"3,186,000","724,000","795,000","794,000","873,000","1,032,000","1,076,000","1,076,000","1,090,000","1,117,000","1,373,000","1,357,000","1,228,000","1,255,000","1,300,000","1,299,000","1,320,000","1,348,000","1,452,000","1,453,000","1,566,000","1,612,000","1,612,000","1,612,000","1,647,000","1,792,000","1,792,000","1,732,000","1,729,000","1,786,000","1,349,000","1,349,000","1,518,000","1,856,000","1,878,000","1,842,000","1,842,000","1,842,000","1,842,000","1,843,000","1,290,000","189,000","214,000","243,000","243,000","243,000",,,,,,,,,,,"-37,000","-666,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
