name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,06/30/1990,03/31/1990,12/31/1989
TotalAssets,"29,365,511,000","29,328,902,000","27,507,517,000","27,190,926,000","27,030,755,000","26,184,247,000","25,931,308,000","26,234,973,000","20,370,653,000","19,662,324,000","19,751,461,000","19,882,539,000","19,645,133,000","19,250,498,000","19,187,643,000","19,207,603,000","18,619,702,000","19,058,959,000","19,129,978,000","19,035,600,000","14,762,315,000","14,508,892,000","14,344,696,000","14,338,012,000","12,606,884,000","12,577,944,000","12,556,929,000","12,414,566,000","12,141,519,000","12,328,811,000","12,085,063,000","12,051,710,000","11,886,320,000","8,735,324,000","8,513,818,000","8,480,268,000","8,313,828,000","8,420,013,000","8,381,378,000","8,457,009,000","8,529,469,000","8,451,470,000","8,577,886,000","7,133,983,000","7,191,336,000","7,155,719,000","7,573,020,000","7,463,360,000","7,615,243,000","7,805,101,000","8,082,808,000","7,847,516,000","7,984,717,000","8,102,091,000","8,095,553,000","8,048,472,000","7,986,974,000","7,994,739,000","7,685,688,000","6,632,111,000","6,571,761,000","6,717,598,000","6,593,526,000","6,717,873,000","6,706,832,000","6,728,492,000","6,633,044,000","6,528,700,000","6,311,308,000","6,435,971,000","6,289,651,000","6,522,802,000","6,433,296,000","6,378,999,000","5,731,984,000","5,753,006,000","5,816,539,000","5,792,019,000","5,848,573,000","5,625,130,000","5,557,581,000","5,631,775,000","5,165,890,000","5,094,607,000","4,984,804,000","4,904,547,000","4,950,442,000","4,991,051,000","4,980,745,000","5,069,200,000","5,081,900,000","5,005,200,000","4,676,400,000","4,567,900,000","3,922,300,000","3,872,900,000","2,781,500,000","2,699,800,000","2,581,000,000","2,372,800,000","2,335,300,000","2,326,900,000","2,299,300,000","2,275,900,000","1,798,500,000","1,815,400,000","1,773,300,000","1,770,200,000","1,792,200,000","1,787,600,000","1,777,500,000","1,750,000,000","1,772,000,000","1,720,200,000","1,759,400,000","1,562,000,000","1,560,100,000","1,547,600,000","1,289,000,000","1,243,900,000","1,205,700,000","1,189,100,000","1,186,900,000","1,178,900,000","1,184,000,000","1,193,800,000","1,143,300,000","1,164,700,000","1,098,700,000"
TotalLiabilitiesNetMinorityInterest,"24,770,371,000","24,610,274,000","23,076,751,000","22,797,213,000","22,698,057,000","21,886,627,000","21,663,867,000","22,037,118,000","17,026,951,000","16,298,491,000","16,397,119,000","16,548,681,000","16,358,242,000","15,998,874,000","15,936,515,000","15,965,038,000","15,368,389,000","15,818,429,000","15,866,135,000","15,798,179,000","12,509,456,000","12,273,145,000","12,316,017,000","12,324,872,000","10,871,847,000","10,865,309,000","10,847,088,000","10,726,553,000","10,463,461,000","10,672,651,000","10,431,390,000","10,412,427,000","10,270,197,000","7,693,592,000","7,496,107,000","7,474,210,000","7,313,579,000","7,427,762,000","7,392,949,000","7,475,828,000","7,553,166,000","7,482,626,000","7,605,133,000","6,329,742,000","6,391,873,000","6,362,707,000","6,788,393,000","6,685,785,000","6,846,193,000","7,043,551,000","7,316,262,000","7,091,133,000","7,227,731,000","7,365,379,000","7,322,444,000","7,275,608,000","7,215,821,000","7,233,540,000","6,930,419,000","5,992,946,000","5,933,012,000","6,083,506,000","5,958,193,000","6,082,846,000","6,068,225,000","6,093,287,000","5,994,501,000","5,892,187,000","5,684,625,000","5,804,464,000","5,659,079,000","5,910,701,000","5,807,555,000","5,763,808,000","5,187,444,000","5,205,912,000","5,274,666,000","5,250,480,000","5,301,935,000","5,083,079,000","5,051,945,000","5,125,246,000","4,703,387,000","4,649,640,000","4,539,720,000","4,473,677,000","4,528,820,000","4,588,916,000","4,586,923,000","4,673,300,000","4,677,900,000","4,607,600,000","4,249,100,000","4,146,400,000","3,553,100,000","3,509,100,000","2,496,800,000","2,420,400,000","2,308,500,000","2,108,400,000","2,075,700,000","2,068,400,000","2,044,400,000","2,028,200,000","1,594,500,000","1,614,200,000","1,582,000,000","1,582,700,000","1,608,900,000","1,607,900,000","1,599,300,000","1,573,000,000","1,597,400,000","1,549,200,000","1,590,600,000","1,406,900,000","1,407,600,000","1,397,500,000","1,171,800,000","1,128,500,000","1,091,600,000","1,076,500,000","1,075,700,000","1,069,800,000","1,076,100,000","1,087,100,000","1,045,600,000","1,068,700,000","1,003,700,000"
TotalEquityGrossMinorityInterest,"4,595,140,000","4,718,628,000","4,430,766,000","4,393,713,000","4,332,698,000","4,297,620,000","4,267,441,000","4,197,855,000","3,343,702,000","3,363,833,000","3,354,342,000","3,333,858,000","3,286,891,000","3,251,624,000","3,251,128,000","3,242,565,000","3,251,313,000","3,240,530,000","3,263,843,000","3,237,421,000","2,252,859,000","2,235,747,000","2,028,679,000","2,013,140,000","1,735,037,000","1,712,635,000","1,709,841,000","1,688,013,000","1,678,058,000","1,656,160,000","1,653,673,000","1,639,283,000","1,616,123,000","1,041,732,000","1,017,711,000","1,006,058,000","1,000,249,000","992,251,000","988,429,000","981,181,000","976,303,000","968,844,000","972,753,000","804,241,000","799,463,000","793,012,000","784,627,000","777,575,000","769,050,000","761,550,000","766,546,000","756,383,000","756,986,000","736,712,000","773,109,000","772,864,000","771,153,000","761,199,000","755,269,000","639,165,000","638,749,000","634,092,000","635,333,000","635,027,000","638,607,000","635,205,000","638,543,000","636,513,000","626,683,000","631,507,000","630,572,000","612,101,000","625,741,000","615,191,000","544,540,000","547,094,000","541,873,000","541,539,000","546,638,000","542,051,000","505,636,000","506,529,000","462,503,000","444,967,000","445,084,000","430,870,000","421,622,000","402,135,000","393,822,000","395,900,000","404,000,000","397,600,000","427,300,000","421,500,000","369,200,000","363,800,000","284,700,000","279,400,000","272,500,000","264,400,000","259,600,000","258,500,000","254,900,000","247,700,000","204,000,000","201,200,000","191,300,000","187,500,000","183,300,000","179,700,000","178,200,000","177,000,000","174,600,000","171,000,000","168,800,000","155,100,000","152,500,000","150,100,000","117,200,000","115,400,000","114,100,000","112,600,000","111,200,000","109,100,000","107,900,000","106,700,000","97,700,000","96,000,000","95,000,000"
	StockholdersEquity,"4,595,140,000","4,718,628,000","4,430,766,000","4,393,713,000","4,332,698,000","4,297,620,000","4,267,441,000","4,197,855,000","3,343,702,000","3,363,833,000","3,354,342,000","3,333,858,000","3,286,891,000","3,251,624,000","3,251,128,000","3,242,565,000","3,251,313,000","3,240,530,000","3,263,843,000","3,237,421,000","2,252,859,000","2,235,747,000","2,028,679,000","2,013,140,000","1,735,037,000","1,712,635,000","1,709,841,000","1,688,013,000","1,678,058,000","1,656,160,000","1,653,673,000","1,639,283,000","1,616,123,000","1,041,732,000","1,017,711,000","1,006,058,000","1,000,249,000","992,251,000","988,429,000","981,181,000","976,303,000","968,844,000","972,753,000","804,241,000","799,463,000","793,012,000","784,627,000","777,575,000","769,050,000","761,550,000","766,546,000","756,383,000","756,986,000","736,712,000","773,109,000","772,864,000","771,153,000","761,199,000","755,269,000","639,165,000","638,749,000","634,092,000","635,333,000","635,027,000","638,607,000","635,205,000","638,543,000","636,513,000","626,683,000","631,507,000","630,572,000","612,101,000","625,741,000","615,191,000","544,540,000","547,094,000","541,873,000","541,539,000","537,773,000","533,183,000","505,636,000","506,529,000","462,503,000","444,967,000","445,084,000","430,870,000","421,622,000","402,135,000","393,822,000","395,900,000","404,000,000","397,600,000","427,300,000","421,500,000","369,200,000","363,800,000","284,700,000","279,400,000","272,500,000","264,400,000","259,600,000","258,500,000","254,900,000","247,700,000","204,000,000","201,200,000","191,300,000","187,500,000","183,300,000","179,700,000","178,200,000","177,000,000","174,600,000","171,000,000","168,800,000","155,100,000","152,500,000","150,100,000","117,200,000","115,400,000","114,100,000","112,600,000","111,200,000","109,100,000","107,900,000","106,700,000","97,700,000","96,000,000","95,000,000"
		CapitalStock,"354,458,000","353,402,000","335,419,000","335,414,000","335,340,000","334,523,000","334,308,000","334,291,000","264,211,000","263,736,000","263,660,000","263,534,000","263,498,000","263,098,000","263,068,000","263,022,000","262,955,000","262,675,000","262,530,000","262,438,000","202,949,000","202,671,000","191,169,000","190,809,000","174,334,000","174,067,000","173,959,000","173,787,000","173,643,000","173,286,000","173,061,000","172,995,000","172,995,000","127,169,000","127,169,000","127,169,000","127,169,000","127,169,000","127,169,000","127,169,000","127,169,000","127,169,000","127,169,000","110,798,000","110,798,000","110,798,000","110,798,000","110,798,000","110,798,000","110,798,000","110,798,000","110,798,000","110,798,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,500,000","108,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0",,"0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"354,458,000","353,402,000","335,419,000","335,414,000","335,340,000","334,523,000","334,308,000","334,291,000","264,211,000","263,736,000","263,660,000","263,534,000","263,498,000","263,098,000","263,068,000","263,022,000","262,955,000","262,675,000","262,530,000","262,438,000","202,949,000","202,671,000","191,169,000","190,809,000","174,334,000","174,067,000","173,959,000","173,787,000","173,643,000","173,286,000","173,061,000","172,995,000","172,995,000","127,169,000","127,169,000","127,169,000","127,169,000","127,169,000","127,169,000","127,169,000","127,169,000","127,169,000","127,169,000","110,798,000","110,798,000","110,798,000","110,798,000","110,798,000","110,798,000","110,798,000","110,798,000","110,798,000","110,798,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","110,802,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,454,000","108,500,000","108,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"3,156,101,000","3,149,955,000","2,903,576,000","2,901,591,000","2,898,807,000","2,894,471,000","2,891,746,000","2,890,394,000","2,141,266,000","2,140,175,000","2,138,240,000","2,137,459,000","2,135,818,000","2,134,462,000","2,133,157,000","2,131,697,000","2,130,092,000","2,129,077,000","2,126,914,000","2,125,364,000","1,206,516,000","1,205,778,000","1,007,315,000","1,004,285,000","754,317,000","752,997,000","751,261,000","748,630,000","746,033,000","742,960,000","740,003,000","738,993,000","739,398,000","237,674,000","237,447,000","237,451,000","237,198,000","238,739,000","238,187,000","237,686,000","237,224,000","238,761,000","238,519,000","93,372,000","93,036,000","93,431,000","93,658,000","93,791,000","95,005,000","95,284,000","96,120,000","96,038,000","96,301,000","96,654,000","97,746,000","97,900,000","97,904,000","98,405,000","99,145,000","92,147,000","92,583,000","93,680,000","95,253,000","95,778,000","95,968,000","97,374,000","98,584,000","99,083,000","99,381,000","99,773,000","101,051,000","102,559,000","104,210,000","110,592,000","87,784,000","88,630,000","88,966,000","89,360,000","89,977,000","90,867,000","81,161,000","84,122,000","82,474,000","84,117,000","84,396,000","85,032,000","85,579,000","86,019,000","86,381,000","87,300,000","88,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"1,423,175,000","1,390,777,000","1,363,488,000","1,316,607,000","1,267,039,000","1,205,395,000","1,158,467,000","1,100,097,000","1,092,827,000","1,132,579,000","1,104,837,000","1,073,390,000","1,040,871,000","1,013,037,000","984,062,000","954,953,000","924,263,000","891,816,000","909,556,000","887,460,000","885,022,000","872,990,000","859,199,000","842,940,000","836,308,000","824,603,000","814,094,000","801,307,000","788,727,000","776,311,000","765,219,000","754,101,000","742,984,000","734,945,000","731,425,000","724,879,000","718,273,000","712,299,000","706,672,000","702,927,000","697,483,000","692,043,000","687,357,000","682,403,000","678,050,000","673,260,000","667,057,000","662,825,000","657,984,000","653,613,000","649,213,000","649,748,000","654,191,000","637,152,000","633,222,000","626,732,000","614,133,000","602,185,000","598,770,000","585,056,000","571,912,000","559,257,000","545,760,000","542,753,000","528,506,000","515,227,000","500,897,000","486,457,000","473,015,000","459,393,000","445,446,000","431,794,000","418,447,000","405,859,000","406,290,000","393,672,000","381,239,000","369,122,000","357,095,000","344,934,000","332,529,000","320,577,000","309,393,000","299,114,000","288,860,000","278,682,000","283,161,000","273,412,000","264,101,000","255,000,000","246,400,000","237,700,000","228,600,000","220,100,000","197,300,000","189,100,000","171,600,000","165,900,000","199,100,000","193,800,000","188,600,000","183,500,000","178,500,000","171,900,000","139,500,000","135,600,000","132,200,000","128,400,000","124,800,000","121,300,000","118,400,000","115,100,000","112,000,000","109,000,000","106,900,000","96,700,000","94,100,000","91,500,000","81,700,000","79,800,000","78,000,000","76,100,000","75,200,000","73,500,000","71,800,000","70,100,000","66,100,000","64,500,000","63,100,000"
		TreasuryStock,"196,902,000","170,618,000","170,478,000","170,422,000","170,349,000","159,139,000","138,430,000","138,431,000","138,431,000","137,788,000","136,614,000","120,158,000","114,026,000","101,954,000","52,499,000","37,106,000","1,444,000","1,013,000","994,000","995,000","985,000","975,000","975,000","951,000","933,000","820,000","733,000","720,000","684,000","633,000","940,000","1,190,000","4,912,000","15,009,000","16,019,000","17,411,000","18,138,000","20,208,000","20,215,000","20,218,000","20,278,000","22,371,000","22,623,000","22,997,000","22,993,000","23,821,000","24,680,000","25,219,000","28,097,000","29,762,000","30,989,000","30,825,000","31,418,000","31,745,000","35,940,000","36,475,000","36,802,000","37,713,000","39,544,000","132,714,000","122,590,000","113,856,000","106,228,000","96,466,000","84,157,000","77,647,000","68,744,000","58,847,000","49,831,000","42,200,000","33,888,000","26,783,000","20,699,000","18,574,000","62,809,000","54,968,000","46,671,000","38,457,000","31,119,000","22,696,000","14,969,000","10,975,000","50,822,000","46,850,000","40,247,000","36,334,000","35,342,000","33,933,000","31,675,000","22,500,000","13,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
