name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
MarketCap,"4,100,966,600","5,136,286,400","6,129,079,080","5,429,990,160","5,206,062,510","4,698,694,150","4,324,344,860","3,083,892,780","2,904,890,250","1,929,995,000","2,599,955,820","2,483,811,900","2,876,322,473","2,607,646,423","1,944,941,600","3,037,592,801","2,277,898,515","1,982,991,897","1,504,631,913"
EnterpriseValue,"3,950,370,600","4,951,731,400","5,901,969,080","5,398,373,160","5,189,234,510","4,711,164,150","4,329,812,860","3,050,938,780","2,865,383,250","1,914,861,000","2,556,801,820","2,435,746,900","2,883,898,473","2,604,049,423","1,748,598,600","2,839,442,801","2,215,522,515","1,944,188,897","1,580,050,913"
PeRatio,,,,,,,,,,,,,,"204.5",,,,,"113.905"
ForwardPeRatio,"63.291","83.333","123.457","109.89","133.333","222.222","370.37","588.235","158.73","76.923","112.36","56.818","67.114","59.88","55.866","94.34","121.951","116.279","68.493"
PsRatio,"7.417","9.219","11.039","10.377","10.419","9.752","9.2","6.691","6.188","4.131","5.962","6.277","7.465","6.954","5.225","8.362","6.269","4.936","4.427"
PbRatio,"6.623","8.366","10.164","13.571","13.021","12.386","12.004","8.669","8.103","5.405","7.521","6.858","9.508","9.03","9.183","14.967","35.3","31.819",
EnterprisesValueRevenueRatio,"7.291","30.991","41.918","44.502","43.275","31.374","32.447","28.659","29.072","14.566","20.64","24.259","27.01","20.367","15.177","30.248","23.183","21.194","17.582"
EnterprisesValueEBITDARatio,"99.531","188.071","490.156","1,308.697","-1,849.994","195.809","303.251","1,023.118","2,806.448","99.967","239.311","-535.211","1,119.091","115.371","128.555","213.364","349.727","223.137","3,068.06"
