name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000
OperatingCashFlow,"138,398,000","18,161,000","39,256,000","48,623,000","32,358,000","36,429,000","71,102,000","32,285,000","45,557,000","32,397,000","53,381,000","44,427,000","56,316,000","11,234,000","46,563,000","53,517,000","21,097,000","46,122,000","33,787,000","38,405,000","38,540,000","38,625,000","33,733,000","38,045,000","3,896,000","29,858,000","-18,506,000","8,491,000","15,163,000","7,331,000","26,593,000","28,167,000","19,515,000","7,001,000","40,680,000","24,708,000","-1,038,000","-7,595,000","25,287,000","16,004,000","23,950,000","-410,000","31,452,000","20,659,000","12,804,000","25,006,000","4,873,000","27,787,000","23,009,000","21,216,000","21,523,000","28,507,000","21,676,000","60,000","10,063,000","19,675,000","24,309,000","3,054,000","12,123,000","1,952,000","20,272,000","8,618,000","14,450,000","16,490,000","11,846,000","-3,581,000","10,503,000","20,085,000","10,510,000","2,237,000","21,247,000","11,987,000","9,357,000","2,575,000","12,713,000","22,314,000","14,749,000","5,025,000","11,969,000","8,287,000","5,604,000","1,950,000","10,822,000","2,120,000","6,027,000","2,486,000","9,152,000"
	CashFlowFromContinuingOperatingActivities,"138,398,000","18,161,000","39,256,000","48,623,000","32,358,000","36,429,000","71,102,000","32,285,000","45,557,000","32,397,000","53,381,000","44,427,000","56,316,000","11,234,000","46,563,000","53,517,000","21,097,000","46,122,000","33,787,000","38,405,000","38,540,000","38,625,000","33,733,000","38,045,000","3,896,000","29,858,000","-18,506,000","8,491,000","15,163,000","7,331,000","26,593,000","28,167,000","19,515,000","7,001,000","40,680,000","24,708,000","-1,038,000","-7,595,000","25,287,000","16,004,000","23,950,000","-410,000","31,452,000","20,659,000","12,804,000","25,006,000","4,873,000","27,787,000","23,009,000","21,216,000","21,523,000","28,507,000","21,676,000","60,000","10,063,000","19,675,000","24,309,000","3,054,000","12,123,000","1,952,000","20,272,000","8,618,000","14,450,000","16,490,000","11,846,000","-3,581,000","10,503,000","20,085,000","10,510,000","2,237,000","21,247,000","11,987,000","9,357,000","2,575,000","12,713,000","22,314,000","14,749,000","5,025,000","11,969,000","8,287,000","5,604,000","1,950,000","10,822,000","2,120,000","6,027,000","2,486,000","9,152,000"
		NetIncomeFromContinuingOperations,"86,655,000","11,367,000","23,789,000","22,066,000","29,433,000","21,520,000","15,427,000","30,342,000","389,000","31,100,000","11,024,000","30,586,000","33,057,000","21,669,000","25,745,000","114,079,000","20,022,000","8,118,000","54,338,000","13,690,000","2,990,000","-4,339,000","7,933,000","11,458,000","-770,000","-12,660,000","-24,907,000","22,000","9,283,000","8,008,000","14,176,000","14,012,000","12,348,000","14,922,000","9,781,000","11,071,000","9,752,000","5,663,000",,,,,,,"8,550,000","11,944,000","13,839,000","5,964,000","7,788,000","5,547,000","-1,534,000","-20,693,000","6,562,000","6,664,000","8,499,000","7,629,000","5,805,000","-3,374,000","2,780,000","5,000,000","-3,399,000","10,669,000","1,394,000","3,239,000","4,843,000","6,650,000","68,000","756,000","5,280,000","4,003,000","1,859,000","3,046,000","4,733,000","6,619,000","4,523,000","7,776,000","4,952,000","6,037,000","4,959,000","2,477,000","3,586,000","3,339,000","2,711,000","3,312,000","2,649,000","-75,000","2,656,000"
		OperatingGainsLosses,"4,212,000","2,404,000","1,276,000","-152,000","684,000","1,335,000","-1,383,000","-2,234,000","205,000","-1,925,000","-191,000","-986,000","1,611,000","41,000","-4,580,000","-280,000","4,207,000","-4,970,000",,,,,,,,,,,,,,,,,,,,,"456,000",,,,"0","0","317,000","-4,549,000",,,,,,,,,"-3,242,000",,,,"-16,939,000","-2,304,000","14,521,000","-251,000","106,000","4,741,000","-1,678,000","2,210,000","1,452,000","4,789,000","1,630,000","1,307,000","1,877,000","986,000","524,000","1,102,000","1,965,000","857,000","2,937,000","70,000","722,000","3,094,000","107,000","109,000","95,000","4,000","-23,000","3,075,000","565,000"
			GainLossOnInvestmentSecurities,"-2,897,000",,,,,,,,"205,000","-1,925,000","-191,000","-986,000","1,611,000","41,000","-4,580,000","-280,000","4,207,000","-4,970,000",,,,,,,,,,,,,,,,,,,,,,,,,"0","0","317,000","-4,549,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"4,212,000","2,404,000","1,276,000","-152,000","684,000","1,335,000","-1,383,000","-2,234,000","205,000","-1,925,000","-191,000","-986,000","1,611,000","41,000","-4,580,000","-280,000","4,207,000","-4,970,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"83,617,000","22,542,000","20,890,000","20,060,000","20,125,000","20,294,000","20,319,000","19,931,000","19,580,000","19,494,000","20,498,000","18,862,000","18,877,000","19,658,000","20,541,000","19,856,000","22,257,000","26,334,000","28,212,000","25,119,000","24,859,000","24,606,000","23,110,000","22,366,000","22,635,000","22,413,000","17,691,000","8,747,000","9,016,000","9,178,000","9,514,000","9,382,000","9,309,000","9,252,000","9,308,000","8,805,000","9,089,000","8,764,000","12,298,000","11,966,000","10,985,000","11,119,000","12,127,000","11,975,000","11,994,000","11,599,000","11,574,000","11,427,000","11,679,000","11,767,000","11,955,000","11,801,000","11,804,000","11,669,000","10,176,000","9,638,000","9,573,000","15,995,000","7,303,000","7,661,000","5,889,000","4,989,000","4,817,000","4,744,000","4,830,000","4,918,000","5,680,000","5,294,000","4,705,000","4,039,000","3,974,000","3,608,000","3,891,000","3,362,000","2,874,000","3,488,000","3,398,000","3,419,000","2,662,000","3,618,000","2,916,000","2,904,000","3,628,000","3,955,000","3,436,000","3,222,000","3,331,000"
			DepreciationAndAmortization,"83,617,000","22,542,000","20,890,000","20,060,000","20,125,000","20,294,000","20,319,000","19,931,000","19,580,000","19,494,000","20,498,000","18,862,000","18,877,000","19,658,000","20,541,000","19,856,000","22,257,000","26,334,000","28,212,000","25,119,000","24,859,000","24,606,000","23,110,000","22,366,000","22,635,000","22,413,000","17,691,000","8,747,000","9,016,000","9,178,000","9,514,000","9,382,000","9,309,000","9,252,000","9,308,000","8,805,000","9,089,000","8,764,000","12,298,000","11,966,000","10,985,000","11,119,000","12,127,000","11,975,000","11,994,000","11,599,000","11,574,000","11,427,000","11,679,000","11,767,000","11,955,000","11,801,000","11,804,000","11,669,000","10,176,000","9,638,000","9,573,000","15,995,000","7,303,000","7,661,000","5,889,000","4,989,000","4,817,000","4,744,000","4,830,000","4,918,000","5,680,000","5,294,000","4,705,000","4,039,000","3,974,000","3,608,000","3,891,000","3,362,000","2,874,000","3,488,000","3,398,000","3,419,000","2,662,000","3,618,000","2,916,000","2,904,000","3,628,000","3,955,000","3,436,000","3,222,000","3,331,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,520,000","3,845,000",,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108,000","110,000",,,
