name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
TotalRevenue,"235,584,000","67,976,000","48,046,000","59,840,000","59,722,000","45,604,000","38,753,000","52,598,000","43,427,000","40,740,000","37,883,000"
	OperatingRevenue,"235,584,000","67,976,000","48,046,000","59,840,000","59,722,000","45,604,000","38,753,000","52,598,000","43,427,000","40,740,000","37,883,000"
CostOfRevenue,"145,421,000","41,684,000","32,123,000","38,071,000","33,543,000","26,830,000","23,911,000","31,909,000","26,598,000","26,554,000","25,410,000"
GrossProfit,"90,163,000","26,292,000","15,923,000","21,769,000","26,179,000","18,774,000","14,842,000","20,689,000","16,829,000","14,186,000","12,473,000"
OperatingExpense,"53,814,000","16,285,000","13,243,000","12,206,000","12,080,000","8,884,000","7,686,000","5,584,000","11,381,000","4,619,000","4,331,000"
	SellingGeneralAndAdministration,"44,996,000","13,919,000","11,028,000","10,031,000","10,018,000","6,816,000","5,618,000","3,515,000","9,317,000","2,558,000","2,270,000"
		GeneralAndAdministrativeExpense,"44,996,000","13,919,000","11,028,000","10,031,000","10,018,000","6,816,000","5,618,000","3,515,000","9,317,000","2,558,000","2,270,000"
			OtherGandA,"44,996,000","13,919,000","11,028,000","10,031,000","10,018,000","6,816,000","5,618,000","3,515,000","9,317,000","2,558,000","2,270,000"
	DepreciationAmortizationDepletionIncomeStatement,"8,818,000","2,366,000","2,215,000","2,175,000","2,062,000","2,068,000","2,068,000","2,069,000","2,064,000","2,061,000","2,061,000"
		DepreciationAndAmortizationInIncomeStatement,"8,818,000","2,366,000","2,215,000","2,175,000","2,062,000","2,068,000","2,068,000","2,069,000","2,064,000","2,061,000","2,061,000"
OperatingIncome,"36,349,000","10,007,000","2,680,000","9,563,000","14,099,000","9,890,000","7,156,000","15,105,000","5,448,000","9,567,000","8,142,000"
NetNonOperatingInterestIncomeExpense,"-14,676,000","-3,836,000","-3,638,000","-3,582,000","-3,620,000","-3,709,000","-2,909,000","-104,000","-225,000","-272,000","-306,000"
	InterestExpenseNonOperating,"14,676,000","3,836,000","3,638,000","3,582,000","3,620,000","3,709,000","2,909,000","104,000","225,000","272,000","306,000"
OtherIncomeExpense,,,"2,015,000","-2,014,000","-1,664,000","-15,990,000",,,,,
	SpecialIncomeCharges,"0","0","0","0","0","-15,990,000",,"0",,"0",
		OtherSpecialCharges,,,"0",,,"15,990,000",,,,,
	OtherNonOperatingIncomeExpenses,,,"2,015,000","-2,014,000","-1,664,000",,,,,,
