name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
TotalRevenue,"783,736,000","151,876,000","198,913,000","177,427,000","255,520,000","169,802,000","189,145,000","122,844,000","114,601,000"
	OperatingRevenue,"783,736,000","151,876,000","198,913,000","177,427,000","255,520,000","169,802,000","189,145,000","122,844,000","114,601,000"
CostOfRevenue,"613,202,000","128,135,000","162,226,000","151,372,000","171,469,000","115,627,000","151,113,000","90,905,000","92,433,000"
GrossProfit,"170,534,000","23,741,000","36,687,000","26,055,000","84,051,000","54,175,000","38,032,000","31,939,000","22,168,000"
OperatingExpense,"142,353,000","34,100,000","37,306,000","36,382,000","34,565,000","26,131,000","29,864,000","30,407,000","42,869,000"
	SellingGeneralAndAdministration,"128,801,000","31,157,000","33,898,000","32,903,000","30,843,000","22,251,000","25,978,000","26,556,000","39,036,000"
		GeneralAndAdministrativeExpense,"128,801,000","31,157,000","33,898,000","32,903,000","30,843,000","22,251,000","25,978,000","26,556,000","39,036,000"
			RentAndLandingFees,"25,433,000","5,729,000","6,338,000","6,773,000","6,593,000","6,702,000","7,156,000","6,984,000","6,849,000"
			OtherGandA,"103,368,000","25,428,000","27,560,000","26,130,000","24,250,000","15,549,000","18,822,000","19,572,000","32,187,000"
	DepreciationAmortizationDepletionIncomeStatement,"13,552,000","2,943,000","3,408,000","3,479,000","3,722,000","3,880,000","3,886,000","3,851,000","3,833,000"
		DepreciationAndAmortizationInIncomeStatement,"13,552,000","2,943,000","3,408,000","3,479,000","3,722,000","3,880,000","3,886,000","3,851,000","3,833,000"
OperatingIncome,"28,181,000","-10,359,000","-619,000","-10,327,000","49,486,000","28,044,000","8,168,000","1,532,000","-20,701,000"
NetNonOperatingInterestIncomeExpense,"-3,806,000","-68,000","-70,000","-72,000","-3,596,000","-3,868,000","-3,858,000","-3,913,000","-3,996,000"
	InterestExpenseNonOperating,"3,806,000","68,000","70,000","72,000","3,596,000","3,868,000","3,858,000","3,913,000","3,996,000"
OtherIncomeExpense,"-21,908,000","14,475,000","-1,101,000","1,087,000","-36,369,000","355,000","-459,000","2,286,000","3,404,000"
	GainOnSaleOfSecurity,,"12,006,000","-2,839,000","-3,006,000","948,000",,,,
	SpecialIncomeCharges,,,"0","0","-39,408,000",,"0","0","0"
		OtherSpecialCharges,,,"0",,"39,408,000",,,,
	OtherNonOperatingIncomeExpenses,"10,391,000","2,469,000","1,738,000","4,093,000","2,091,000","355,000","-459,000","2,286,000","3,404,000"
PretaxIncome,"2,467,000","4,048,000","-1,790,000","-9,312,000","9,521,000","24,531,000","3,851,000","-95,000","-21,293,000"
TaxProvision,"19,899,000","2,996,000","16,232,000","150,000","521,000","2,024,000","935,000","974,000","834,000"
NetIncomeCommonStockholders,"-23,034,000","8,894,000","-398,000","3,476,000","-12,499,000","22,507,000","2,916,000","-1,069,000","-22,127,000"
	NetIncome,"-23,034,000","8,894,000","-398,000","3,476,000","-12,499,000","22,507,000","2,916,000","-1,069,000","-22,127,000"
		NetIncomeIncludingNoncontrollingInterests,"-17,432,000","1,052,000","-18,022,000","-9,462,000","9,000,000","22,507,000","2,916,000","-1,069,000","-22,127,000"
			NetIncomeContinuousOperations,"-17,432,000","1,052,000","-18,022,000","-9,462,000","9,000,000","22,507,000","2,916,000","-1,069,000","-22,127,000"
		MinorityInterests,,"7,842,000","17,624,000","12,938,000","-21,499,000",,,,
AverageDilutionEarnings,,"-9,328,000","-23,503,000","-12,163,000","-17,157,000",,,,
DilutedNIAvailtoComStockholders,"-84,266,000","-434,000","-23,901,000","-8,687,000","-29,656,000","22,507,000","2,916,000","-1,069,000","-22,127,000"
BasicEPS,,"0.19","-0.01","0.08","-0.29","0.524",,"-0.025","-0.515"
DilutedEPS,,"-0.005","-0.26","-0.09","-0.32","0.524",,"-0.025","-0.515"
BasicAverageShares,,"45,917,935","42,591,146","42,572,813","42,956,667","42,956,667",,"42,956,667","42,956,667"
DilutedAverageShares,,"93,231,332","92,745,345","92,727,012","94,013,583","42,956,667",,"42,956,667","42,956,667"
TotalOperatingIncomeAsReported,"28,181,000","-10,359,000","-619,000","-10,327,000","49,486,000","28,044,000","8,168,000","1,532,000","-20,701,000"
RentExpenseSupplemental,"25,433,000","5,729,000","6,338,000","6,773,000","6,593,000","6,702,000","7,156,000","6,984,000","6,849,000"
TotalExpenses,"755,555,000","162,235,000","199,532,000","187,754,000","206,034,000","141,758,000","180,977,000","121,312,000","135,302,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-23,034,000","8,894,000","-398,000","3,476,000","-12,499,000","22,507,000","2,916,000","-1,069,000","-22,127,000"
NormalizedIncome,"-3,654,600","1,690,400","1,674,470","5,670,380","23,857,238","22,507,000","2,916,000","-1,069,000","-22,127,000"
InterestExpense,"3,806,000","68,000","70,000","72,000","3,596,000","3,868,000","3,858,000","3,913,000","3,996,000"
NetInterestIncome,"-3,806,000","-68,000","-70,000","-72,000","-3,596,000","-3,868,000","-3,858,000","-3,913,000","-3,996,000"
EBIT,"6,273,000","4,116,000","-1,720,000","-9,240,000","13,117,000","28,399,000","7,709,000","3,818,000","-17,297,000"
EBITDA,"19,825,000"
ReconciledCostOfRevenue,"613,202,000","128,135,000","162,226,000","151,372,000","171,469,000","115,627,000","151,113,000","90,905,000","92,433,000"
ReconciledDepreciation,"13,552,000","2,943,000","3,408,000","3,479,000","3,722,000","3,880,000","3,886,000","3,851,000","3,833,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-23,034,000","8,894,000","-398,000","3,476,000","-12,499,000","22,507,000","2,916,000","-1,069,000","-22,127,000"
TotalUnusualItemsExcludingGoodwill,"-32,299,000","12,006,000","-2,839,000","-3,006,000","-38,460,000",,"0","0","0"
TotalUnusualItems,"-32,299,000","12,006,000","-2,839,000","-3,006,000","-38,460,000",,"0","0","0"
NormalizedEBITDA,"52,124,000","-4,947,000","4,527,000","-2,755,000","55,299,000","32,279,000","11,595,000","7,669,000","-13,464,000"
TaxRateForCalcs,"0.4","0.4","0.27","0.27","0.055","0.083","0.243","0.27","0.27"
TaxEffectOfUnusualItems,"-12,919,600","4,802,400","-766,530","-811,620","-2,103,762","0","0","0","0"
