name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,10/31/1993,07/31/1993,04/30/1993,04/30/1992,07/31/1991,04/30/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,04/30/1989,04/30/1988,04/30/1987,04/30/1986
				AllowanceForDoubtfulAccountsReceivable,,"-3,229,000",,,,"-3,739,000","-3,920,000","-4,404,000","-3,881,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,053,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,447,000",,,,,,,,"390,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,"18,025,000",,,,"16,231,000","14,452,000","13,902,000","13,130,000","23,628,000",,,,"2,857,000",,,,"2,860,000",,,,"2,989,000",,,,"2,356,000",,,,"4,171,000",,,,"864,000",,,,"2,353,000",,,,"1,439,000",,,,"2,328,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"252,000","17,452,000","13,047,000","2,132,000","16,599,000","16,063,000","1,489,395,000","1,264,765,000","236,060,000","197,004,000","210,820,000","150,565,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,,,,,,,,,,"-10,019,000",,,,"-4,939,000",,,,"-4,546,000",,,,"-4,030,000",,,,"-3,488,000",,,,"-2,488,000",,,,"-3,559,000",,,,"-6,321,000",,,,,,,,"-7,321,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"5,945,000","5,934,000","4,257,000","4,261,000","4,733,000","4,732,000","4,604,000","4,411,000","4,558,000","3,891,000","3,549,000","3,546,000","3,550,000","3,687,000","3,335,000","3,283,000","3,149,000","3,156,000","2,895,000","2,922,000","2,721,000","2,851,000","2,653,000","2,432,000","3,607,000","4,312,000","4,204,000","5,791,000","7,941,000","8,807,000","8,305,000","9,049,000","9,032,000","10,226,000","9,127,000","11,715,000","12,424,000","13,805,000","12,287,000","12,322,000","12,004,000","12,903,000","12,508,000","13,164,000","23,112,000","22,694,000","21,238,000","22,401,000","21,778,000","23,024,000","21,991,000","24,386,000","24,282,000","24,646,000","11,417,000","10,694,000","10,517,000","11,067,000","9,744,000","9,581,000","8,736,000","10,019,000","8,192,000","8,685,000","8,938,000","11,101,000","8,305,000","2,386,000","2,125,000","2,222,000","2,327,000","2,484,000","2,362,000","2,416,000","2,378,000","2,348,000","2,147,000","2,274,000",,,,,,,,,,"85,011,000","66,815,000","61,700,000","67,300,000","70,600,000","61,800,000","46,800,000","71,300,000","76,400,000","51,500,000","57,400,000","93,600,000","87,700,000","127,000,000","126,400,000","61,100,000","58,900,000","125,700,000","118,500,000","137,600,000","110,400,000","105,600,000","105,700,000","105,400,000","104,200,000","109,300,000","114,700,000","107,200,000","98,300,000","140,200,000","131,500,000","126,800,000","135,600,000","131,200,000","121,700,000","134,600,000","125,100,000","133,200,000","121,300,000","135,900,000"
		PrepaidAssets,"32,101,000","30,584,000","23,820,000","24,219,000","48,498,000","89,732,000","34,825,000","36,003,000","37,969,000","15,585,000","12,638,000","18,622,000","19,762,000","14,452,000","18,147,000","22,414,000","20,086,000","20,125,000","23,762,000","27,438,000","27,515,000","19,244,000","60,026,000","144,800,000","74,179,000","112,788,000","178,484,000","115,543,000","83,151,000","73,692,000","81,887,000","58,255,000","65,847,000","81,759,000","118,680,000","51,468,000","38,020,000","24,231,000","32,125,000","39,425,000","42,447,000","27,397,000","32,274,000","42,156,000","53,783,000","24,386,000","42,935,000","51,565,000","53,860,000","28,098,000","38,911,000","40,542,000","46,669,000","28,990,000","30,626,000","17,569,000","21,147,000","25,932,000","27,435,000","24,143,000","25,294,000","23,987,000","22,626,000","20,661,000","17,369,000","20,281,000","21,670,000","9,854,000","6,405,000","6,111,000","5,323,000","6,934,000",,,"10,273,000","7,399,000","6,702,000","7,082,000",,"3,404,000","3,931,000","3,435,000","1,891,000","2,182,000","600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,"182,414,000","187,353,000","143,641,000","139,650,000","171,466,000","176,279,000","154,995,000","184,973,000","173,467,000","116,915,000","113,149,000","122,916,000","115,717,000","106,369,000","99,709,000","117,688,000","121,596,000","95,235,000","92,205,000","99,371,000","124,735,000","133,372,000","131,539,000","127,016,000","128,647,000","67,399,000","86,444,000","82,783,000","78,872,000","65,308,000","68,014,000","69,093,000","71,653,000","67,183,000","68,768,000","71,284,000","70,118,000","65,777,000",,,,,,,,,,,,,"81,622,000","84,686,000","82,521,000",,,,,,,,"18,878,000","9,059,000","11,193,000","1,081,790,000","677,803,000","344,060,000","444,497,000","196,285,000","33,040,000","16,272,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"73,132,000","81,720,000","89,209,000","73,661,000","100,497,000","92,822,000","116,319,000","120,206,000","86,173,000","86,501,000","84,659,000","91,489,000","95,292,000","84,285,000","91,689,000","93,384,000","58,279,000","62,998,000","54,996,000","34,389,000","78,764,000","66,556,000","66,565,000","66,557,000","45,333,000","57,353,000","40,073,000","37,923,000","15,046,000","20,487,000","20,514,000","24,921,000","26,540,000","26,494,000","23,541,000","18,414,000","17,945,000","18,608,000","20,210,000","21,706,000","36,888,000","15,459,000","14,509,000","14,620,000","11,153,000","11,751,000","10,978,000","11,284,000","15,550,000","15,477,000","15,848,000","15,934,000","12,057,000","12,086,000","13,117,000","11,495,000","11,457,000","10,046,000","10,399,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"73,132,000","81,720,000","89,209,000","73,661,000","100,497,000","92,822,000","116,319,000","120,206,000","86,173,000","86,501,000","84,659,000","91,489,000","95,292,000","84,285,000","91,689,000","93,384,000","58,279,000","62,998,000","54,996,000","34,389,000","78,764,000","66,556,000","66,565,000","66,557,000","45,333,000","57,353,000","40,073,000","37,923,000","15,046,000","20,487,000","20,514,000","24,921,000","26,540,000","26,494,000","23,541,000","18,414,000","17,945,000","18,608,000","20,210,000","21,706,000","36,888,000","15,459,000","14,509,000","14,620,000","11,153,000","11,751,000","10,978,000","11,284,000","15,550,000","15,477,000","15,848,000","15,934,000","12,057,000","12,086,000","13,117,000","11,495,000","11,457,000","10,046,000","10,399,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,"66,325,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,"154,367,000","120,008,000","82,376,000","84,380,000","93,422,000","86,046,000","76,509,000","69,835,000","87,688,000","91,483,000","62,602,000","58,163,000","60,227,000","75,396,000","75,760,000","90,763,000","91,322,000","86,865,000","67,399,000","86,444,000","82,783,000","78,872,000","65,308,000","68,014,000","69,093,000","71,653,000","67,183,000","68,768,000","71,284,000","70,118,000","65,777,000","75,249,000","85,868,000","77,289,000","69,672,000","72,116,000","74,472,000","85,478,000","76,553,000","102,758,000","83,550,000","77,484,000","80,476,000","0","84,686,000",,"81,139,000","0",,,,,"0",,"0",,,,"0",,"0",,,,,"4,555,000","12,575,000","0",,,,"1,920,000","0",,,,,,"10,336,000","58,878,000","27,650,000","26,772,000","23,100,000","30,300,000","33,800,000","142,800,000","133,800,000","132,100,000","133,900,000","87,200,000","91,000,000","111,200,000","115,400,000","89,600,000","84,300,000","65,600,000","23,000,000","23,700,000","61,600,000","27,600,000","33,900,000","19,100,000","31,900,000","32,600,000","35,600,000","39,200,000","85,300,000","38,900,000","48,100,000","12,300,000","24,500,000","35,300,000","23,700,000","38,400,000","33,500,000","34,400,000","33,100,000","32,300,000","20,000,000","61,700,000"
	TotalNonCurrentAssets,"4,483,272,000","4,508,542,000","4,313,462,000","4,327,348,000","4,315,173,000","4,352,383,000","4,355,288,000","4,372,448,000","4,389,833,000","4,440,482,000","4,462,446,000","4,491,510,000","4,521,897,000","3,626,317,000","3,651,342,000","3,646,734,000","3,667,424,000","3,692,585,000","3,669,392,000","3,667,740,000","3,513,795,000","3,486,782,000","3,501,587,000","3,479,488,000","3,542,955,000","3,492,151,000","3,485,740,000","3,552,626,000","3,595,413,000","3,583,740,000","3,509,222,000","3,484,121,000","3,443,339,000","3,440,629,000","3,465,156,000","3,540,900,000","3,561,312,000","3,593,372,000","3,606,399,000","3,580,505,000","3,552,191,000","3,553,732,000","3,517,589,000","3,929,107,000","3,938,688,000","3,977,866,000","3,999,950,000","4,010,623,000","4,054,780,000","4,096,424,000","4,147,947,000","4,169,247,000","4,217,745,000","4,264,782,000","1,217,560,000","1,257,851,000","1,249,474,000","1,284,313,000","1,258,594,000","1,269,840,000","1,159,794,000","1,168,679,000","1,169,840,000","1,163,832,000","1,156,343,000","1,154,203,000","1,192,166,000","400,767,000","397,195,000","397,207,000","383,001,000","266,823,000","267,512,000","269,983,000","297,546,000","298,919,000","291,735,000","298,001,000","168,507,000","174,044,000","175,801,000","178,648,000","185,986,000","165,531,000","150,787,000","132,371,000","93,424,000","666,750,000","673,529,000","646,100,000","628,000,000","630,300,000","635,200,000","610,400,000","612,600,000","617,400,000","650,300,000","649,100,000","745,400,000","749,000,000","422,400,000","408,700,000","538,400,000","533,600,000","662,100,000","673,200,000","700,100,000","587,600,000","580,700,000","563,100,000","541,000,000","542,800,000","519,700,000","517,100,000","553,400,000","551,400,000","605,100,000","620,800,000","606,300,000","608,500,000","607,500,000","608,400,000","614,400,000","549,400,000","537,500,000","546,000,000","553,300,000"
		NetPPE,"1,932,328,000","1,963,766,000","1,867,896,000","1,880,308,000","1,906,283,000","1,943,522,000","1,957,773,000","1,975,674,000","1,990,792,000","2,034,343,000","2,050,395,000","2,085,273,000","2,117,882,000","1,213,236,000","1,223,982,000","1,226,961,000","1,245,377,000","1,263,059,000","1,252,246,000","1,254,750,000","1,190,550,000","1,192,339,000","1,207,938,000","1,191,353,000","1,235,596,000","1,227,944,000","1,226,383,000","1,254,489,000","1,288,009,000","1,271,238,000","1,234,992,000","1,187,648,000","1,146,996,000","1,165,487,000","1,156,320,000","1,226,532,000","1,233,283,000","1,250,338,000","1,240,858,000","1,205,883,000","1,195,107,000","1,192,200,000","1,152,666,000","1,141,675,000","1,519,962,000","1,551,261,000","1,554,740,000","1,567,964,000","1,585,979,000","1,619,248,000","1,667,384,000","1,701,159,000","1,734,407,000","1,770,372,000","513,022,000","528,194,000","519,526,000","504,874,000","512,268,000","502,408,000","492,637,000","488,484,000","472,053,000","458,708,000","449,601,000","443,857,000","433,842,000","99,101,000","101,109,000","103,434,000","104,450,000","102,273,000","104,245,000","106,231,000","108,360,000","110,902,000","112,874,000","115,224,000","56,558,000","57,919,000","59,340,000","60,989,000","62,183,000","39,230,000","39,969,000","40,097,000","39,384,000","69,341,000","68,793,000","36,400,000","36,800,000","32,800,000","31,300,000","31,300,000","31,600,000","33,700,000","34,500,000","33,800,000","120,000,000","121,900,000","106,000,000","107,300,000","217,500,000","213,600,000","326,600,000","331,600,000","341,600,000","324,000,000","319,300,000","306,300,000","277,500,000","277,100,000","274,200,000","242,500,000","237,900,000","237,900,000","350,200,000","356,800,000","354,200,000","345,300,000","342,400,000","343,800,000","336,000,000","323,400,000","291,300,000","295,200,000","292,800,000"
