name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,10/31/1993,07/31/1993,04/30/1993,04/30/1992,07/31/1991,04/30/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,04/30/1989,04/30/1988,04/30/1987,04/30/1986
TotalAssets,"5,563,099,000","5,101,391,000","5,156,947,000","5,166,874,000","4,956,670,000","5,040,006,000","4,963,024,000","5,070,356,000","4,981,716,000","4,994,529,000","5,136,220,000","5,163,893,000","5,185,661,000","4,292,035,000","4,507,432,000","4,080,179,000","4,109,838,000","4,096,938,000","4,090,273,000","4,108,663,000","3,952,325,000","3,939,314,000","4,114,424,000","4,135,220,000","4,150,310,000","4,108,720,000","4,080,782,000","5,106,545,000","4,133,835,000","4,145,842,000","4,179,455,000","4,157,055,000","4,154,077,000","4,363,040,000","4,323,955,000","4,316,695,000","4,256,978,000","4,303,199,000","4,340,079,000","4,310,481,000","4,266,104,000","4,300,668,000","4,253,295,000","4,751,632,000","4,740,741,000","4,732,654,000","4,854,680,000","4,839,700,000","4,868,478,000","4,975,416,000","5,068,306,000","5,082,415,000","4,642,678,000","4,645,620,000","1,322,170,000","1,355,935,000","1,405,412,000","1,454,567,000","1,530,406,000","1,547,793,000","1,519,958,000","1,560,449,000","1,609,484,000","5,674,251,000","5,102,711,000","2,809,489,000","2,984,792,000","1,804,682,000","1,489,489,000","1,066,973,000","1,016,920,000","1,009,524,000","1,017,148,000","1,042,965,000","1,081,313,000","1,090,475,000","952,885,000","968,891,000","831,287,000","839,076,000","841,753,000","868,409,000","844,162,000","869,434,000","801,378,000","1,067,424,000","371,517,000","1,150,462,000","1,127,921,000","1,123,700,000","1,124,000,000","1,203,900,000","1,226,200,000","1,019,900,000","1,076,600,000","1,117,600,000","1,054,000,000","1,004,900,000","1,136,400,000","1,157,000,000","844,600,000","854,400,000","909,800,000","836,500,000","1,037,200,000","1,086,000,000","1,062,700,000","946,900,000","904,100,000","922,200,000","862,400,000","886,000,000","861,300,000","913,400,000","893,600,000","910,700,000","881,700,000","941,700,000","917,000,000","934,800,000","937,000,000","928,500,000","961,500,000","928,000,000","913,000,000","875,700,000","885,500,000"
	CurrentAssets,"1,079,827,000","592,849,000","843,485,000","839,526,000","641,497,000","687,623,000","607,736,000","697,908,000","591,883,000","554,047,000","673,774,000","672,383,000","663,764,000","665,718,000","856,090,000","433,445,000","442,414,000","404,353,000","420,881,000","440,923,000","438,530,000","452,532,000","612,837,000","655,732,000","607,355,000","616,569,000","595,042,000","1,553,919,000","538,422,000","562,102,000","670,233,000","672,934,000","710,738,000","922,411,000","858,799,000","775,795,000","695,666,000","709,827,000","733,680,000","729,976,000","713,913,000","746,936,000","735,706,000","822,525,000","802,053,000","754,788,000","854,730,000","829,077,000","813,698,000","878,992,000","920,359,000","913,168,000","424,933,000","380,838,000","104,610,000","98,084,000","155,938,000","170,254,000","271,812,000","277,953,000","360,164,000","391,770,000","439,644,000","4,510,419,000","3,946,368,000","1,655,286,000","1,792,626,000","1,403,915,000","1,092,294,000","669,766,000","633,919,000","742,701,000","749,636,000","772,982,000","783,767,000","791,556,000","661,150,000","670,890,000","662,780,000","665,032,000","665,952,000","689,761,000","658,176,000","703,903,000","650,591,000","935,053,000","278,093,000","483,712,000","454,392,000","477,600,000","496,000,000","573,600,000","591,000,000","409,500,000","464,000,000","500,200,000","403,700,000","355,800,000","391,000,000","408,000,000","422,200,000","445,700,000","371,400,000","302,900,000","375,100,000","412,800,000","362,600,000","359,300,000","323,400,000","359,100,000","321,400,000","343,200,000","341,600,000","396,300,000","340,200,000","359,300,000","276,600,000","320,900,000","310,700,000","326,300,000","329,500,000","320,100,000","347,100,000","378,600,000","375,500,000","329,700,000","332,200,000"
		CashCashEquivalentsAndShortTermInvestments,"741,216,000","249,438,000","571,502,000","568,139,000","316,488,000","306,989,000","313,187,000","338,002,000","294,890,000","300,195,000","439,421,000","426,216,000","414,168,000","431,405,000","634,751,000","194,939,000","187,709,000","171,447,000","186,629,000","204,543,000","193,235,000","198,240,000","308,784,000","266,180,000","312,923,000","327,216,000","175,700,000","1,197,567,000","202,862,000","267,276,000","342,446,000","371,660,000","384,695,000","580,152,000","513,431,000","489,017,000","428,684,000","453,361,000","453,592,000","435,100,000","418,410,000","475,231,000","488,817,000","492,448,000","500,061,000","512,508,000","520,514,000","508,380,000","507,284,000","592,833,000","645,632,000","618,482,000","137,484,000","110,882,000","26,032,000","21,442,000","75,563,000","80,724,000","162,853,000","177,498,000","253,882,000","270,270,000","334,227,000","1,854,429,000","1,918,227,000","974,159,000","1,054,663,000","947,463,000","864,182,000","566,210,000","587,035,000","699,141,000","716,942,000","733,637,000","743,387,000","754,645,000","624,954,000","632,633,000","635,107,000","633,109,000","632,191,000","659,862,000","628,149,000","675,633,000","619,098,000","910,152,000","209,548,000","247,846,000","237,307,000","313,500,000","291,500,000","351,200,000","281,300,000","161,200,000","164,000,000","183,400,000","180,300,000","129,500,000","69,100,000","71,300,000","120,500,000","154,400,000","164,700,000","133,400,000","41,000,000","64,200,000","39,000,000","64,900,000","34,800,000","80,100,000","46,800,000","61,400,000","49,100,000","87,200,000","79,500,000","96,600,000","25,500,000","58,100,000","42,500,000","41,200,000","42,200,000","32,700,000","34,500,000","102,300,000","94,800,000","74,000,000","27,000,000"
			CashAndCashEquivalents,"741,216,000","249,438,000","571,502,000","568,139,000","316,488,000","306,989,000","313,187,000","338,002,000","294,890,000","300,195,000","439,421,000","426,216,000","414,168,000","431,405,000","634,751,000","194,939,000","187,709,000","171,447,000","186,629,000","204,543,000","193,235,000","198,240,000","308,784,000","266,180,000","312,923,000","327,216,000","175,700,000","1,197,567,000","202,862,000","267,276,000","342,446,000","371,660,000","384,695,000","580,152,000","513,431,000","489,017,000","428,684,000","453,361,000","453,592,000","435,100,000","418,410,000","475,231,000","488,817,000","492,448,000","500,061,000","512,508,000","520,514,000","508,380,000","507,284,000","592,833,000","645,632,000","618,482,000","137,484,000","110,882,000","26,032,000","19,093,000","59,026,000","78,116,000","134,572,000","134,543,000","148,437,000","148,152,000","222,433,000","190,433,000","243,299,000","202,840,000","245,712,000","318,789,000","340,585,000","367,992,000","419,087,000","493,993,000","480,894,000","560,510,000","543,946,000","561,948,000","467,525,000","457,472,000","444,238,000","447,193,000","446,489,000","506,461,000","363,070,000","402,865,000","300,158,000","596,135,000","112,184,000","153,294,000","129,080,000","161,900,000","160,600,000","218,200,000","281,300,000","161,200,000","164,000,000","183,400,000","180,300,000","129,500,000","69,100,000","71,300,000","120,500,000","154,400,000","164,700,000","133,400,000","41,000,000","64,200,000","39,000,000","64,900,000","25,300,000","80,100,000","46,800,000","61,400,000","49,100,000","87,200,000","79,500,000","96,600,000","25,500,000","58,100,000","42,500,000","41,200,000","42,200,000","32,700,000","34,500,000","102,300,000","94,800,000","74,000,000","27,000,000"
				CashFinancial,,"249,438,000",,,,"231,922,000","238,125,000","202,939,000","174,617,000","185,203,000",,,,"209,177,000",,,,"171,109,000",,,,"192,905,000",,,,"281,877,000",,,,"205,826,000",,,,"174,278,000",,,,"188,436,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,"75,067,000","75,062,000","135,063,000","120,273,000","114,992,000",,,,"222,228,000",,,,"338,000",,,,"5,335,000",,,,"45,339,000",,,,"61,450,000",,,,"405,874,000",,,,"264,925,000",,,,,,,,,,,,"592,833,000","645,632,000","618,482,000","137,484,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,349,000","16,537,000","2,608,000","28,281,000","42,955,000","105,445,000","122,118,000","111,794,000","1,663,996,000","1,674,928,000","771,319,000","808,951,000","628,674,000","523,597,000","198,218,000","167,948,000","205,148,000","236,048,000","173,127,000","199,441,000","192,697,000","157,429,000","175,161,000","190,869,000","185,916,000","185,702,000","153,401,000","265,079,000","272,768,000","318,940,000","314,017,000","97,364,000","94,552,000","108,227,000","151,600,000","130,900,000","133,000,000",,,,,,,,,,,,,,,,,"9,500,000",,,,,,,,,,,,,,,,,,
		Receivables,"118,151,000","119,540,000","100,265,000","103,257,000","100,312,000","109,891,000","100,125,000","134,519,000","80,999,000","117,461,000","105,017,000","101,083,000","110,567,000","109,805,000","100,148,000","95,121,000","109,874,000","114,390,000","115,390,000","106,649,000","90,324,000","98,825,000","109,835,000","115,304,000","87,999,000","104,854,000","77,078,000","70,515,000","76,387,000","73,358,000","69,084,000","72,055,000","63,192,000","62,885,000","62,620,000","65,810,000","61,761,000","61,164,000","65,135,000","72,976,000","72,074,000","68,349,000","71,712,000","70,962,000","84,623,000","84,258,000","88,521,000","96,625,000","86,727,000","88,004,000","86,870,000","87,719,000","93,904,000","97,258,000","21,489,000","27,892,000","28,197,000","27,610,000","45,240,000","40,237,000","29,833,000","60,021,000","45,461,000","1,526,246,000","1,303,821,000","283,979,000","226,603,000","232,468,000","172,033,000","64,331,000","28,081,000","22,391,000","14,799,000","13,070,000","12,179,000","11,687,000","11,499,000","12,967,000","13,696,000","16,433,000","16,713,000","14,969,000","16,679,000","16,042,000","20,494,000","14,565,000","9,667,000","123,205,000","123,498,000","79,300,000","106,900,000","118,000,000","105,100,000","67,700,000","96,600,000","106,500,000","84,700,000","77,900,000","117,100,000","133,600,000","85,100,000","80,600,000","80,000,000","87,600,000","184,700,000","168,500,000","158,400,000","150,100,000","163,900,000","141,400,000","136,600,000","142,000,000","144,000,000","109,100,000","114,600,000","116,300,000","98,600,000","106,800,000","106,100,000","125,800,000","117,700,000","132,200,000","143,600,000","118,100,000","115,200,000","114,400,000","107,600,000"
			AccountsReceivable,"118,151,000","101,515,000","100,265,000","103,257,000","100,312,000","93,660,000","85,673,000","120,617,000","67,869,000","103,852,000","105,017,000","101,083,000","110,567,000","111,887,000","100,148,000","95,121,000","109,874,000","116,076,000","115,390,000","106,649,000","90,324,000","99,866,000","109,835,000","115,304,000","87,999,000","105,986,000","77,078,000","70,515,000","76,387,000","71,675,000","69,084,000","72,055,000","63,192,000","65,580,000","62,620,000","65,810,000","61,761,000","65,132,000",,,,"66,910,000",,,,"89,251,000",,,,,,,,"93,811,000","21,489,000","27,892,000","28,197,000","27,358,000","27,788,000","27,190,000","27,701,000","43,032,000","29,398,000","36,851,000","39,056,000","47,919,000","29,599,000","21,648,000","21,468,000","64,331,000","28,081,000","22,391,000","14,799,000","13,070,000","12,179,000","11,687,000","11,499,000","12,967,000","13,696,000","16,433,000","16,713,000","14,969,000","16,679,000","16,042,000","20,494,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"104,744,000",,,,"97,399,000","89,593,000","125,021,000","71,750,000",,,,,"111,887,000",,,,"116,076,000",,,,"99,866,000",,,,"105,986,000",,,,"71,675,000",,,,"65,580,000",,,,"65,132,000",,,,"70,963,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
