name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016
MarketCap,"1,052,106,819","956,436,868","1,203,580,168","933,533,800","834,747,502","1,078,837,779","1,064,878,399","573,195,463","570,758,866","331,741,992","238,293,449","202,739,415","252,261,702","142,252,839","110,519,981","188,708,505","173,434,673","351,451,743","213,655,778","259,973,742","310,411,206","250,320,261","130,446,391","275,605,813","175,039,799","236,683,106"
EnterpriseValue,"662,218,819","537,467,868","995,511,168","701,173,800","584,182,502","806,308,779","915,270,399","407,005,463","492,331,866","272,863,992","167,058,449","123,474,415","160,874,702","61,341,839","20,920,981","90,323,505","60,211,673","221,477,743","93,061,778","130,018,742","217,626,206","144,990,261","14,879,391","150,148,813","41,369,799","475,733,106"
PeRatio,"50.568","36.208",,,,,,,,,,,,,,,,,,,,,"3.526",,,
PsRatio,"7.452","6.477","81.472","609.072","516.13","608.868","552.689","336.276","315.715","220.49","169.479","136.591","159.613","87.805","47.078","85.454","72.577","141.741","140.433","177.188","206.598","164.412","106.844","220.821","187.795","203.89"
PbRatio,"2.809","2.342","6.048","4.351","3.658","4.278","8.069","3.882","10.667","10.498","5.41","3.668","3.679","2.682","1.72","2.762","1.833","3.369","2.209","2.388","4.275","2.975","1.392","2.594","1.538",
EnterprisesValueRevenueRatio,"4.753",,"7.865","56.661","1,541.379","2,127.464","2,414.961","1,073.893","1,299.029","719.958","440.787","325.79","424.472","161.852","55.2","238.321","158.87","584.374","78.007","426.291","713.529","475.378","48.785","492.291","135.639","1,559.781"
EnterprisesValueEBITDARatio,"37.96","-14.722","10.348","-35.09","-26.235","-29.771","-46.303","-20.578","-30.017","-18.482","-12.142","-9.426","-10.464","-4.142","-1.103","-5.063","-3.177","-11.213","-4.775","-8.502","-15.806","-11.008","-1.348","-9.854","-4.794","-54.682"
