name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997
		DeferredTax,"-17,846,000","-3,089,000","-229,000","-10,209,000","-4,319,000","6,653,000","1,298,000","-13,935,000","-8,248,000","2,616,000","422,000","1,465,000","-6,568,000","1,253,000","16,511,000","-2,153,000","18,053,000","-14,886,000","5,707,000","-3,852,000","14,335,000","-11,631,000","5,910,000","7,399,000","-1,420,000","172,000","-499,000","9,728,000","1,213,000","-9,209,000","-925,000","3,475,000","810,000","-9,046,000","7,659,000","-634,000","-3,727,000","7,368,000","-611,000","1,354,000","687,000","-2,891,000","-2,424,000","1,386,000","-774,000","156,000","990,000","-1,891,000","-1,126,000","8,337,000","-8,492,000","4,369,000","-309,000","10,616,000","12,043,000","-34,666,000","-1,707,000","3,327,000","4,195,000","-2,321,000","-2,347,000","-2,832,000","-5,098,000","145,000","-6,773,000","-2,644,000","-130,000","-395,000","-1,214,000","5,919,000","496,000","2,210,000","1,226,000","6,123,000","3,802,000","-1,875,000","-729,000","232,000","62,000","-3,967,000",,,,"618,000","84,000",,,,,,,,,,,"-400,000","-2,300,000","-500,000","700,000",
			DeferredIncomeTax,"-17,846,000","-3,089,000","-229,000","-10,209,000","-4,319,000","6,653,000","1,298,000","-13,935,000","-8,248,000","2,616,000","422,000","1,465,000","-6,568,000","1,253,000","16,511,000","-2,153,000","18,053,000","-14,886,000","5,707,000","-3,852,000","14,335,000","-11,631,000","5,910,000","7,399,000","-1,420,000","172,000","-499,000","9,728,000","1,213,000","-9,209,000","-925,000","3,475,000","810,000","-9,046,000","7,659,000","-634,000","-3,727,000","7,368,000","-611,000","1,354,000","687,000","-2,891,000","-2,424,000","1,386,000","-774,000","156,000","990,000","-1,891,000","-1,126,000","8,337,000","-8,492,000","4,369,000","-309,000","10,616,000","12,043,000","-34,666,000","-1,707,000","3,327,000","4,195,000","-2,321,000","-2,347,000","-2,832,000","-5,098,000","145,000","-6,773,000","-2,644,000","-130,000","-395,000","-1,214,000","5,919,000","496,000","2,210,000","1,226,000","6,123,000","3,802,000","-1,875,000","-729,000","232,000","62,000","-3,967,000",,,,"618,000","84,000",,,,,,,,,,,"-400,000","-2,300,000","-500,000","700,000",
		StockBasedCompensation,"30,127,000","6,804,000","8,248,000","7,731,000","7,344,000","7,417,000","6,062,000","6,150,000","5,758,000","6,403,000","5,397,000","5,451,000","5,419,000","4,933,000","4,971,000","4,525,000","4,389,000","5,922,000","5,402,000","5,543,000","5,588,000","5,345,000","4,889,000","4,933,000","4,667,000","4,819,000","4,332,000","4,452,000","4,349,000","4,470,000","3,966,000","4,469,000","4,248,000","4,480,000","4,081,000","3,847,000","3,646,000","3,587,000","3,475,000","3,236,000","3,208,000","2,836,000","2,797,000","2,549,000","2,441,000","2,438,000","2,057,000","1,935,000","2,030,000","2,088,000","1,865,000","1,679,000","1,678,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,,"648,000","649,000","865,000","8,509,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,671,000","20,485,000","14,273,000","17,704,000","25,575,000",,,,"0","84,000","118,000","61,000","65,000","101,000","-1,763,000","1,973,000","9,257,000","1,632,000","2,154,000","3,600,000","1,621,000","807,000","381,000","1,020,000","2,007,000","18,992,000",,,,,,,,,,,,,,,,,,,,,,,,,,"100,000",,,,"-100,000","300,000","0",,,
		ChangeInWorkingCapital,"-46,161,000","27,629,000","-98,687,000","186,926,000","-162,029,000","70,811,000","8,345,000","66,714,000","-98,447,000","-39,498,000","-1,692,000","-785,000","53,454,000","-20,776,000","-34,554,000","72,133,000","-25,546,000","16,601,000","-49,630,000","13,391,000","22,019,000","106,000","-3,952,000","-13,805,000","19,820,000","-50,008,000","-45,445,000","-37,754,000","53,908,000","-42,989,000","-1,238,000","-8,406,000","37,097,000","-13,751,000","-15,580,000","-16,463,000","13,884,000","-21,253,000","-24,503,000","-6,192,000","-15,316,000","21,892,000","3,414,000","-8,758,000","6,776,000","-21,178,000","4,515,000","-3,682,000","27,606,000","-11,883,000","36,184,000","-22,864,000","-6,966,000","12,827,000","-50,008,000","42,214,000","2,899,000","-15,403,000","-2,650,000","-27,142,000","44,588,000","12,519,000","17,730,000","-9,743,000","558,000","-331,000","-9,177,000","11,727,000","-1,613,000","7,125,000","-3,492,000","4,382,000","-10,391,000","-14,536,000","-2,588,000","8,400,000","3,885,000","9,003,000","-13,202,000","12,776,000","5,059,000","-2,806,000","-9,127,000","-1,883,000","-4,756,000","6,801,000","-16,139,000","-12,521,000","20,000","-12,770,000","-9,400,000","6,200,000","-3,000,000","8,900,000","-11,800,000","-4,900,000","-11,000,000","1,000,000","-7,300,000","3,200,000"
			ChangeInReceivables,"-80,703,000","-34,950,000","-14,114,000","292,882,000","-324,521,000","62,408,000","7,809,000","47,146,000","-177,312,000","-21,578,000","-29,003,000","16,464,000","1,572,000","-13,839,000","-49,692,000","45,430,000","16,775,000","15,594,000","-38,846,000","-7,705,000","54,171,000","-6,104,000","12,689,000","-24,551,000","6,877,000","-8,302,000","-31,600,000","-25,464,000","3,973,000","-74,638,000","-8,556,000","-6,000","39,484,000","-31,005,000","-6,561,000","-47,004,000","-14,530,000","-14,238,000","-27,225,000","-12,301,000","97,000","10,096,000","-2,891,000","-13,262,000","11,321,000","-20,166,000","20,591,000","-5,850,000","8,286,000","-7,131,000","7,148,000","-18,749,000","-14,297,000","-1,974,000","27,831,000","-18,598,000","-8,471,000","-5,968,000","6,124,000","-14,422,000","5,011,000","1,112,000","33,220,000","-16,586,000","1,315,000","-15,081,000","-2,524,000","4,594,000","-9,291,000","-2,416,000","-7,024,000","9,067,000","-16,933,000","-13,037,000","10,923,000","5,495,000","-7,086,000","5,946,000","-13,885,000","7,364,000","3,462,000","1,377,000","-4,077,000","-1,294,000","-13,252,000","16,667,000","-18,330,000","-8,465,000","-8,309,000","-4,204,000","-5,200,000","-3,500,000","-8,300,000","13,900,000","-9,700,000","-2,300,000","-12,500,000","-4,300,000","-1,200,000","-4,900,000"
				ChangesInAccountReceivables,"-80,703,000","-34,950,000","-14,114,000","122,459,000","-167,592,000","119,440,000","-35,729,000","5,784,000","-94,756,000","-21,854,000","-31,016,000","47,818,000","-35,411,000","-2,830,000","-69,890,000","40,822,000","11,733,000","25,859,000","-44,381,000","-14,998,000","57,993,000","-4,657,000","14,687,000","-24,517,000","7,582,000","-5,304,000","-29,747,000","-22,344,000","-547,000","-76,641,000","-4,242,000","1,218,000","36,154,000","-32,250,000","-5,266,000","-43,020,000","-16,761,000","-6,931,000","-26,380,000","-12,301,000","97,000","10,096,000","-2,891,000","-13,262,000","11,321,000","1,979,000","-1,554,000","5,215,000","1,882,000","-2,196,000","-2,448,000","-19,653,000","5,428,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,"-15,031,000","14,884,000","-5,115,000","-24,268,000","-532,000","3,181,000","4,893,000","-10,368,000","-3,733,000","199,000","4,063,000","-12,650,000","2,185,000","573,000","-5,691,000","-552,000","-3,020,000","2,507,000","6,019,000","-3,360,000","-1,568,000","1,267,000","6,245,000","-6,405,000","-1,065,000","127,000","5,316,000","-2,979,000","2,547,000","-5,822,000","-221,000","-1,197,000","-3,882,000","2,338,000","201,000","30,000","-1,000","-2,593,000","72,000","2,227,000","-4,153,000","-2,471,000","-1,621,000","-4,462,000","220,000","628,000","1,041,000","264,000","-1,590,000","-1,456,000","1,042,000","-821,000","-974,000","-6,187,000","-3,819,000","-1,355,000","435,000","-1,723,000","1,470,000",,"1,692,000","-113,000","-151,000","248,000","-1,739,000","619,000","-192,000","833,000","-2,082,000","1,002,000","2,208,000","-855,000","73,000","-1,985,000","401,000","352,000","546,000","-629,000","-624,000","1,261,000","1,557,000","-761,000","-2,546,000","-1,508,000","2,459,000",,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"11,462,000","29,405,000","-32,452,000","-89,969,000","104,478,000","1,196,000","11,199,000","31,308,000","26,300,000","19,919,000","2,403,000","-5,882,000","11,382,000","15,516,000","26,564,000","15,971,000","-20,525,000","-14,558,000","11,387,000","9,104,000","-19,694,000","-3,144,000","-14,575,000","18,246,000","-668,000","-28,137,000","8,188,000","-713,000","17,790,000","13,833,000","13,441,000","2,409,000","-9,172,000","4,306,000","-471,000","15,198,000","7,752,000","-1,798,000","10,526,000","8,475,000","-12,674,000","2,173,000","12,748,000","7,251,000","-1,649,000","6,461,000","-11,075,000","-9,939,000","15,841,000","-5,216,000","13,164,000","5,186,000","7,066,000","-14,601,000","-11,071,000","2,082,000","1,966,000","949,000","-1,983,000","4,393,000","-1,425,000","7,107,000","-9,641,000","-10,949,000","18,607,000","6,126,000","2,548,000","1,204,000","6,774,000","8,690,000","-1,298,000","1,698,000","4,919,000","495,000","-1,246,000","1,180,000","5,631,000","3,558,000","-404,000","170,000","-1,534,000","-818,000","-333,000","-27,000","640,000","-201,000","-388,000","3,049,000","1,130,000","-1,113,000","-1,600,000","2,500,000","-2,100,000","1,000,000","-1,900,000","1,900,000","1,200,000","1,100,000","400,000","800,000"
				ChangeInPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-713,000",,,,,,,,"15,198,000",,,,"7,103,000","-14,941,000","8,460,000","12,748,000","2,255,000","-7,710,000","1,475,000","478,000","-11,095,000","12,002,000","-10,149,000","15,209,000","-431,000","5,709,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,656,000","631,000","3,932,000","4,978,000","2,403,000","-2,883,000","-6,864,000","-3,470,000","-3,145,000","5,751,000","-11,099,000","14,867,000","-709,000","9,452,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,656,000","631,000","3,932,000","4,978,000","2,403,000","-2,883,000","-6,864,000","-3,470,000","-3,145,000","5,751,000","-11,099,000","14,867,000","-709,000","9,452,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-713,000",,,,,,,,"15,198,000",,,,,"-15,572,000","4,528,000","7,770,000","-148,000","-4,827,000","8,339,000","3,948,000","-7,950,000","6,251,000","950,000","342,000","278,000","-3,743,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,372,000","2,267,000",,,"4,996,000","6,061,000","4,986,000","-11,553,000","1,156,000","3,839,000","4,933,000","-2,045,000","5,617,000","1,357,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,"-3,733,000","-7,780,000","-2,189,000","-1,268,000","-5,161,000","1,103,000","500,000","-4,022,000","-970,000","-5,126,000","-2,106,000","-1,145,000","-31,000","290,000","-201,000","-52,000","-36,000","506,000","3,459,000","-523,000","-805,000","364,000","-2,483,000","-258,000","771,000","400,000","1,700,000","3,600,000","-4,600,000","-100,000","-100,000","-800,000","700,000","500,000","2,500,000"
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-23,962,000","17,931,000","-3,534,000","2,620,000","-3,679,000","19,809,000","7,251,000","-4,869,000","-7,999,000","8,559,000","-15,110,000","13,196,000","-1,229,000","7,285,000","4,254,000","5,010,000","1,519,000","-6,028,000","5,572,000","961,000","-7,540,000","3,479,000","5,939,000","159,000","1,421,000","4,182,000","1,626,000","-2,568,000","-2,677,000","-2,513,000","5,920,000","-8,777,000","2,215,000","-4,622,000","7,457,000","-8,224,000","-3,000,000","5,500,000","3,800,000","-1,400,000","-100,000","-4,400,000","1,100,000","3,500,000","-7,000,000","4,800,000"
			ChangeInOtherWorkingCapital,"38,111,000","18,290,000","-47,006,000","8,281,000","58,546,000","4,026,000","-15,556,000","-1,372,000","56,298,000","-38,038,000","20,845,000","1,283,000","38,315,000","-23,026,000","-5,735,000","11,284,000","-18,776,000","13,058,000","-28,190,000","15,352,000","-10,890,000","8,087,000","-8,311,000","-1,095,000","14,676,000","-13,696,000","-27,349,000","-8,598,000","29,598,000","23,638,000","-5,902,000","-9,612,000","10,667,000","10,610,000","-8,749,000","15,313,000","20,663,000","-2,624,000","-7,876,000","-4,593,000","1,414,000","12,094,000","-4,822,000","1,715,000","-3,116,000","-8,101,000","-6,042,000","11,843,000","5,069,000","1,920,000","14,830,000","4,020,000","1,239,000","-873,000","-38,987,000","42,154,000","12,503,000","-11,281,000","-4,582,000","-34,681,000","32,059,000","9,282,000","2,301,000","8,985,000","-14,028,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	CashFromDiscontinuedOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-44,000","-68,000","-36,000","-32,000","-33,000","-61,000","-493,000","0","0","0","0","361,000","-135,000","-212,000","-739,000","-957,000","-1,139,000","-6,669,000","6,235,000","4,074,000","-561,000","-1,141,000","-5,894,000","28,217,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"-1,420,858,000","-16,575,000","-6,327,000","-23,874,000","-1,374,082,000","-428,271,000","-9,253,000","-16,726,000","-5,837,000","-11,113,000","-10,462,000","-43,177,000","-20,636,000","-8,331,000","-411,739,000","-4,874,000","-28,281,000","-6,680,000","-6,469,000","-7,653,000","-5,196,000","-5,032,000","-7,340,000","-12,160,000","-13,505,000","-48,231,000","-13,207,000","-31,499,000","-315,182,000","-33,241,000","-13,950,000","-19,503,000","-10,537,000","-11,440,000","-7,909,000","-94,977,000","-16,817,000","-7,548,000","-10,491,000","-8,417,000","-72,299,000","-5,010,000","-886,000","-10,307,000","-6,255,000","-5,631,000","-4,705,000","-5,505,000","-6,251,000","-14,277,000","-6,362,000","-12,044,000","-5,822,000","-5,210,000","-3,960,000","25,487,000","3,901,000","-3,005,000","122,077,000","-9,964,000","5,760,000","3,897,000","-24,547,000","9,095,000","-5,295,000","-5,896,000","-22,056,000","-31,035,000","-21,407,000","-40,336,000","-4,634,000","-50,845,000","-10,384,000","-3,840,000","-3,151,000","-3,040,000","-14,959,000","-3,841,000","-3,871,000","-13,954,000","-10,925,000","16,208,000","-26,741,000","-2,469,000","-5,359,000","-2,523,000","-2,729,000","4,403,000","-15,545,000","-10,930,000","-2,200,000","23,200,000","-3,200,000","-9,300,000","-55,800,000","-1,500,000","16,700,000","900,000","9,300,000","-300,000"
