name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,12/31/2008
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,167,291,000","2,169,784,000","2,153,296,000"
	MinorityInterest,"16,000,000","16,000,000","15,850,000","11,108,000","10,402,000","11,676,000","11,165,000","10,211,000","9,577,000","4,518,000","4,081,000","3,145,000","2,509,000","3,507,000","1,783,000","1,699,000","1,906,000","3,070,000","4,503,000","4,735,000","5,123,000","6,170,000","6,273,000","2,910,000","2,662,000","3,163,000","3,020,000","2,838,000","2,634,000","3,127,000","2,924,000","2,714,000","3,668,000","3,194,000","3,269,000","3,280,000","3,698,000","3,704,000","5,008,000","5,521,000","5,012,000","6,339,000","7,550,000","13,631,000","13,785,000","13,704,000","13,525,000","13,281,000","13,376,000","13,051,000","84,996,000","82,424,000"
TotalCapitalization,"7,010,000,000","7,415,000,000","7,245,998,000","6,271,985,000","5,964,720,000","5,920,728,000","5,735,528,000","5,576,023,000","5,206,504,000","4,988,716,000","4,970,473,000","4,814,503,000","4,608,980,000","4,313,900,000","4,409,473,000","4,305,916,000","4,201,989,000","4,052,765,000","4,027,985,000","3,927,878,000","3,808,011,000","3,584,872,000","3,760,224,000","3,520,536,000","3,423,775,000","3,343,604,000","3,275,022,000","3,240,947,000","3,189,487,000","3,160,254,000","3,029,013,000","2,998,705,000","2,916,524,000","2,763,334,000","2,692,843,000","2,656,999,000","2,697,245,000","2,577,825,000","2,553,294,000","2,431,654,000","2,364,157,000","2,328,575,000","2,255,170,000","2,300,744,000","2,265,185,000","2,273,834,000","2,225,020,000","2,174,558,000","2,146,741,000","2,279,113,000","2,263,575,000","2,185,810,000"
CommonStockEquity,"5,363,000,000","5,767,000,000","5,597,135,000","5,263,744,000","4,955,273,000","4,909,972,000","4,723,770,000","4,565,400,000","4,359,345,000","4,420,484,000","4,242,141,000","4,084,889,000","3,878,027,000","3,741,881,000","3,674,215,000","3,569,523,000","3,470,535,000","3,479,955,000","3,293,894,000","3,193,423,000","3,072,462,000","3,008,179,000","3,022,280,000","2,941,062,000","2,843,308,000","2,758,502,000","2,690,070,000","2,656,409,000","2,603,936,000","2,572,917,000","2,578,085,000","2,544,024,000","2,459,523,000","2,453,049,000","2,372,322,000","2,342,220,000","2,379,867,000","2,348,065,000","2,280,797,000","2,158,024,000","2,087,473,000","2,028,600,000","1,976,246,000","2,014,539,000","1,974,386,000","1,980,017,000","1,928,345,000","1,866,334,000","2,035,378,000","2,019,800,000","1,999,480,000","1,891,841,000"
CapitalLeaseObligations,"266,000,000","274,000,000","266,729,000","277,977,000","283,211,000","295,762,000","301,525,000","309,782,000","324,804,000","322,776,000","319,445,000","325,400,000","333,964,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"140,000,000",,,
NetTangibleAssets,"3,557,000,000","3,961,000,000","3,992,269,000","3,707,751,000","3,397,046,000","3,336,870,000","3,171,790,000","2,973,485,000","2,793,889,000","3,177,743,000","2,999,521,000","2,838,199,000","2,630,183,000","2,488,343,000","2,417,482,000","2,298,289,000","2,241,131,000","2,267,037,000","2,073,304,000","2,083,672,000","1,976,675,000","1,911,864,000","1,956,099,000","1,907,296,000","1,826,305,000","1,746,046,000","1,670,633,000","1,632,361,000","1,567,600,000","1,557,160,000","1,561,196,000","1,499,575,000","1,414,262,000","1,560,676,000","1,480,886,000","1,451,032,000","1,481,786,000","1,445,113,000","1,386,054,000","1,272,153,000","1,197,250,000","1,150,186,000","1,102,195,000","1,136,690,000","1,094,342,000","1,097,936,000","1,054,679,000","994,280,000","1,157,289,000","1,139,922,000","1,111,926,000","997,949,000"
InvestedCapital,"7,568,000,000","7,953,000,000","7,839,605,000","6,882,939,000","6,610,250,000","6,436,883,000","6,262,072,000","6,054,621,000","5,648,161,000","5,427,128,000","5,203,956,000","5,004,617,000","4,736,627,000","4,550,213,000","4,495,974,000","4,402,082,000","4,201,989,000","4,212,765,000","4,027,985,000","3,927,878,000","3,808,011,000","3,744,872,000","3,760,224,000","3,520,536,000","3,423,775,000","3,343,604,000","3,275,022,000","3,240,947,000","3,189,487,000","3,160,254,000","3,029,013,000","2,998,705,000","2,916,524,000","2,763,334,000","2,692,843,000","2,656,999,000","2,697,245,000","2,577,825,000","2,553,294,000","2,431,654,000","2,364,157,000","2,328,575,000","2,255,170,000","2,300,744,000","2,265,185,000","2,273,834,000","2,225,020,000","2,174,558,000","2,146,741,000","2,279,113,000","2,263,575,000","2,185,810,000"
TangibleBookValue,"3,557,000,000","3,961,000,000","3,992,269,000","3,707,751,000","3,397,046,000","3,336,870,000","3,171,790,000","2,973,485,000","2,793,889,000","3,177,743,000","2,999,521,000","2,838,199,000","2,630,183,000","2,488,343,000","2,417,482,000","2,298,289,000","2,241,131,000","2,267,037,000","2,073,304,000","2,083,672,000","1,976,675,000","1,911,864,000","1,956,099,000","1,907,296,000","1,826,305,000","1,746,046,000","1,670,633,000","1,632,361,000","1,567,600,000","1,557,160,000","1,561,196,000","1,499,575,000","1,414,262,000","1,560,676,000","1,480,886,000","1,451,032,000","1,481,786,000","1,445,113,000","1,386,054,000","1,272,153,000","1,197,250,000","1,150,186,000","1,102,195,000","1,136,690,000","1,094,342,000","1,097,936,000","1,054,679,000","994,280,000","1,157,289,000","1,139,922,000","1,111,926,000","997,949,000"
TotalDebt,"2,471,000,000","2,460,000,000","2,509,199,000","1,897,172,000","1,938,188,000","1,822,673,000","1,839,827,000","1,799,003,000","1,613,620,000","1,329,420,000","1,281,260,000","1,245,128,000","1,192,564,000","808,332,000","821,759,000","832,559,000","731,454,000","732,810,000","734,091,000","734,455,000","735,549,000","736,693,000","737,944,000","579,474,000","580,467,000","585,102,000","584,952,000","584,538,000","585,551,000","587,337,000","450,928,000","454,681,000","457,001,000","310,285,000","320,521,000","314,779,000","317,378,000","229,760,000","272,497,000","273,630,000","276,684,000","299,975,000","278,924,000","286,205,000","290,799,000","293,817,000","296,675,000","308,224,000","251,363,000","259,313,000","264,095,000","293,969,000"
NetDebt,"445,000,000","900,000,000","237,364,000",,,"205,589,000",,,"199,406,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShareIssued,"108,700,000","109,700,000","109,822,000","109,919,000","109,741,000","110,353,000","111,645,000","111,519,000","111,417,000","112,476,000","112,336,000","112,217,000","112,072,000","111,496,000","111,787,000","111,658,000","111,545,000","110,925,000","110,817,000","110,721,000","110,528,000","109,944,000","109,820,000","109,699,000","109,564,000","109,098,000","108,744,000","108,642,000","108,367,000","107,541,000","107,253,000","107,100,000","106,702,000","105,900,000","105,689,000","107,628,000","108,142,000","107,239,000","106,589,000","106,338,000","106,079,000","105,410,000","105,445,000","105,327,000","105,170,000","104,457,000","104,238,000","104,132,000","104,132,000","104,132,000","104,132,000","104,132,000"
OrdinarySharesNumber,"108,700,000","109,700,000","109,822,000","109,919,000","109,741,000","110,353,000","111,645,000","111,519,000","111,417,000","112,476,000","112,336,000","112,217,000","112,072,000","111,496,000","111,787,000","111,658,000","111,545,000","110,925,000","110,817,000","110,721,000","110,528,000","109,944,000","109,820,000","109,699,000","109,564,000","109,098,000","108,744,000","108,642,000","108,367,000","107,541,000","107,253,000","107,100,000","106,702,000","105,900,000","105,689,000","107,628,000","108,142,000","107,239,000","106,589,000","106,338,000","106,079,000","105,410,000","105,445,000","105,327,000","105,170,000","104,457,000","104,238,000","104,132,000","104,132,000","104,132,000","104,132,000","104,132,000"
